SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC40460,8,21,13,18,0,60,0,4,23,22,59,3,111,0,0,0,0,3,0,4,0,0,3,3,18,0,28,0,0,0,0,7,3,15,10,15,82,97,371,25,599
SSC40461,0,17,8,3,0,43,16,3,38,10,0,3,74,0,0,0,0,0,0,3,0,0,6,0,4,0,13,0,0,5,4,0,0,8,60,19,153,47,39,19,336
SSC40462,5,67,9,6,0,108,13,3,60,23,34,3,137,0,0,7,3,0,0,5,0,0,5,3,17,0,32,0,0,6,3,5,3,17,52,32,272,134,276,28,786
SSC40463,19,105,31,17,6,221,29,18,129,59,55,5,292,0,0,10,4,10,0,26,3,0,7,9,50,10,77,0,0,17,10,17,16,61,168,70,596,303,562,87,1787
SSC40464,18,102,24,9,3,210,59,17,150,34,38,4,297,8,0,3,3,4,0,19,5,0,12,9,17,0,43,8,0,8,8,5,3,29,254,89,634,190,219,40,1430
SSC40465,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,11,13,5,31
SSC40466,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,7,4,0,0,23,0,0,14,3,7,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,16,3,35,24,57,11,136
SSC40470,3,10,5,11,0,34,3,3,14,8,9,4,45,0,0,0,0,3,0,8,0,0,0,0,11,0,14,0,0,0,0,3,0,6,13,9,42,48,159,19,291
SSC40471,21,75,50,36,5,226,9,10,79,70,86,10,268,0,0,4,0,12,0,17,3,0,7,7,57,3,71,3,0,3,12,15,3,34,77,54,293,317,682,61,1484
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,6,7,13,3,34
SSC40474,17,35,14,13,0,87,3,8,23,30,38,5,109,0,0,0,3,0,0,9,0,0,0,3,29,0,36,0,0,0,0,17,5,22,27,29,128,144,329,15,667
SSC40475,3,4,3,4,0,16,0,3,6,7,14,0,28,0,0,0,4,0,0,3,0,0,0,0,5,0,7,0,0,0,0,4,0,5,3,6,22,28,94,17,170
SSC40476,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,11,0,26
SSC40477,3,3,0,0,0,7,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,18,0,39
SSC40478,0,4,0,3,0,6,4,0,7,3,8,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,3,0,4,9,4,30,24,69,8,145
SSC40479,0,3,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,26
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,16
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,15,6,76,0,103
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,7,0,12
SSC40487,8,37,9,0,0,84,21,5,61,9,12,0,113,0,3,5,3,0,0,12,0,0,3,0,3,0,6,0,0,6,3,3,0,13,81,37,264,69,73,10,538
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC40489,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,11,0,12,4,37
SSC40490,7,46,8,15,0,91,20,6,69,40,46,6,194,4,0,0,7,9,0,18,0,0,8,8,24,0,43,0,0,5,6,8,7,24,104,35,292,159,331,53,971
SSC40491,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,7,0,11,0,22
SSC40492,0,18,3,5,0,31,0,0,8,7,12,0,29,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,0,0,5,0,3,0,0,39,20,84,6,155
SSC40493,20,73,19,17,4,158,17,9,80,33,26,6,171,0,0,3,0,11,0,19,4,0,4,3,17,0,26,0,0,9,9,9,3,26,131,52,389,156,278,34,1047
SSC40494,7,18,3,0,0,22,3,3,10,7,7,0,29,0,0,0,0,4,0,6,0,0,0,0,5,0,4,0,0,0,0,0,0,0,11,12,48,32,84,3,178
SSC40495,11,26,10,4,0,86,33,14,70,16,8,3,142,3,0,0,3,0,0,7,3,0,3,3,3,0,11,3,0,10,3,7,0,24,138,40,267,82,90,9,623
SSC40496,23,59,15,7,3,143,24,15,57,33,16,4,149,0,0,4,4,3,0,9,4,0,0,3,10,0,22,0,0,6,0,4,0,14,89,60,284,115,181,22,749
SSC40497,0,5,4,4,0,16,0,0,9,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,10,0,10,6,3,19,17,63,12,112
SSC40498,3,10,3,4,0,20,0,0,3,3,11,0,21,0,0,0,0,3,0,3,0,0,0,0,12,0,14,0,0,0,0,0,0,0,3,10,34,29,109,6,184
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,9,35,17,11,3,103,38,11,79,25,21,3,172,3,0,5,0,4,0,19,0,0,7,10,18,3,34,6,0,14,0,18,3,36,157,44,346,173,260,34,1015
SSC40501,11,78,18,8,4,152,31,15,111,31,37,4,234,0,0,7,8,6,0,27,0,0,21,8,39,0,68,3,0,14,7,15,5,50,116,58,546,243,395,41,1397
SSC40502,23,116,33,24,6,258,44,19,175,72,74,10,399,7,0,11,12,15,4,48,4,3,17,21,48,3,97,3,0,17,9,23,0,50,214,103,746,436,709,77,2279
SSC40503,13,54,10,4,0,102,30,18,51,19,16,7,147,0,0,4,3,3,0,12,0,0,7,5,19,0,36,3,0,10,4,7,3,32,104,47,290,133,194,23,791
SSC40504,34,123,25,30,0,249,36,24,123,58,63,12,314,0,0,13,5,7,0,35,3,0,6,14,35,3,66,0,0,3,3,16,3,33,136,108,588,316,601,58,1799
SSC40505,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,0,27
SSC40506,4,48,14,4,0,96,31,12,43,14,16,3,110,0,0,3,0,4,0,9,4,0,3,0,11,3,18,4,0,3,3,4,0,16,121,32,291,98,100,14,657
SSC40507,8,22,8,3,0,72,32,4,87,15,9,4,159,3,0,10,5,0,0,17,4,0,0,4,5,0,15,0,0,9,0,5,0,22,132,48,302,88,89,15,666
SSC40508,0,0,3,3,0,5,0,0,4,5,3,0,14,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,7,18,37,10,72
SSC40509,3,10,0,7,0,20,0,0,7,3,14,3,25,0,0,0,0,0,0,0,0,0,0,0,13,4,14,0,0,0,0,7,0,9,3,5,43,34,135,21,237
SSC40510,8,29,5,10,3,66,11,5,47,18,10,3,90,0,0,0,0,0,0,4,0,0,3,3,15,0,24,3,0,9,0,4,4,17,61,21,179,75,124,24,482
SSC40511,35,205,59,65,8,427,38,36,227,123,128,16,570,0,0,7,0,15,3,30,0,3,14,15,90,7,134,3,3,13,16,31,12,72,193,145,870,689,1241,101,3242
SSC40512,0,3,0,0,0,8,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,35,3,70
SSC40513,3,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,11,0,26
SSC40514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40515,28,73,14,7,7,208,41,10,140,14,14,0,223,3,0,6,0,10,0,21,0,5,10,10,9,0,33,0,0,14,3,3,4,23,228,86,587,129,167,33,1232
SSC40516,6,12,3,12,3,35,4,6,17,21,28,3,72,0,0,0,0,0,4,4,0,0,0,0,11,0,13,0,0,0,0,3,5,15,14,16,45,52,175,27,329
SSC40517,6,14,8,12,0,43,0,0,20,15,47,3,92,0,0,0,4,0,0,5,0,0,3,6,17,0,28,4,0,0,0,10,3,16,11,15,60,62,237,12,401
SSC40518,0,7,9,3,0,22,0,0,12,7,16,3,41,0,0,0,0,5,0,5,0,0,3,0,8,0,14,0,0,0,0,0,0,3,3,3,39,39,89,13,191
SSC40519,3,10,8,0,0,19,0,3,6,10,27,0,40,0,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,7,36,40,103,11,207
SSC40520,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,13
SSC40521,0,5,0,3,0,11,0,0,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,16,31,0,77
SSC40522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC40523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,14
SSC40524,28,99,32,17,3,227,40,18,122,46,53,15,293,3,0,6,14,12,0,40,3,0,20,4,47,3,82,3,0,15,11,26,3,59,182,83,619,327,577,56,1840
SSC40525,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,13,10,17,0,42
SSC40526,0,0,0,0,0,5,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,29
SSC40527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,15
SSC40528,3,29,10,13,0,76,32,8,68,32,31,0,167,0,0,0,0,4,0,3,0,0,6,6,16,0,30,4,0,6,4,7,7,28,132,30,324,138,227,33,875
SSC40529,0,11,0,0,0,25,6,6,16,5,0,0,34,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,3,0,5,28,14,72,17,31,0,176
SSC40530,0,18,4,7,0,35,0,6,15,21,18,0,62,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,3,10,6,15,12,19,74,64,195,15,377
SSC40531,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,15
SSC40532,30,170,65,63,6,363,25,31,174,115,137,14,492,0,0,7,4,9,0,20,3,5,11,12,101,9,141,4,0,10,9,32,7,64,136,99,674,585,1380,93,2968
SSC40533,11,52,27,25,4,128,5,9,61,43,56,4,190,0,0,0,3,9,0,15,3,3,5,15,54,3,78,0,0,4,4,22,10,36,49,48,252,227,578,52,1206
SSC40534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,21
SSC40535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
SSC40536,6,11,8,8,0,38,3,0,12,14,13,0,43,0,0,0,0,0,0,0,0,0,3,0,14,0,13,0,0,0,0,4,3,4,9,13,44,54,126,15,265
SSC40537,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,0,29
SSC40538,3,12,8,20,0,59,3,6,43,49,93,6,206,0,0,0,4,4,0,13,0,4,4,7,50,4,68,0,0,4,3,15,5,28,17,20,134,143,550,57,911
SSC40539,8,14,9,9,0,45,3,5,27,34,81,10,159,0,0,0,0,4,0,5,0,0,0,0,34,9,36,0,0,0,4,8,12,26,10,11,77,89,387,46,624
SSC40540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40541,5,15,8,3,0,43,9,0,17,6,3,0,37,0,0,6,0,0,0,7,0,0,0,3,0,0,3,0,0,0,0,3,3,6,35,8,79,22,23,3,171
SSC40542,18,41,15,6,6,107,13,3,54,36,34,3,145,0,0,5,0,3,0,7,3,0,10,7,30,3,53,0,0,3,5,8,0,16,67,40,237,141,293,21,804
SSC40543,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,29,3,46
SSC40544,0,0,0,3,0,5,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,22,0,33
SSC40545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,7,21,0,39
SSC40548,44,229,64,64,6,504,69,30,296,176,226,32,836,3,0,9,14,25,3,52,3,4,23,29,130,5,199,0,3,31,20,39,21,108,281,145,1171,824,1760,169,4354
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,16
SSC40551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC40552,0,3,3,3,0,14,3,0,7,8,4,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,3,0,5,3,3,16,24,89,16,149
SSC40553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40554,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,10
SSC40555,3,24,10,3,3,58,15,6,40,12,14,0,90,0,0,0,0,0,0,5,0,0,6,6,14,0,33,0,0,3,0,5,0,14,80,25,179,63,124,10,489
SSC40556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,14
SSC40557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40558,42,168,80,60,7,407,26,33,262,148,221,17,710,0,3,11,12,19,0,40,0,3,19,22,154,4,202,0,0,12,16,51,18,100,138,122,861,688,1689,119,3619
SSC40559,0,0,0,0,0,4,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,6,19,3,37
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,0,4,0,3,0,15,3,0,7,7,11,0,24,0,0,0,3,5,0,5,0,0,3,0,3,0,9,0,0,0,0,0,0,0,12,5,33,30,67,6,149
SSC40562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,13
SSC40563,0,0,0,0,0,4,0,0,0,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,13,23,0,39
SSC40564,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,13
SSC40565,0,0,3,3,0,7,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,23,0,36
SSC40566,0,3,3,3,3,16,0,0,4,3,0,0,9,0,0,0,3,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,16,16,43,9,94
SSC40567,0,4,3,0,0,8,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,11,3,35
SSC40568,13,49,15,3,0,123,37,19,93,24,16,3,192,0,0,3,0,0,0,9,8,4,8,0,7,0,29,3,0,4,0,3,4,16,133,58,375,101,117,14,808
SSC40569,31,102,23,17,3,241,28,29,120,40,39,12,264,4,0,10,6,10,0,25,4,0,3,7,15,0,31,0,0,10,3,5,6,21,143,85,468,196,303,36,1228
SSC40570,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,19
SSC40571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4
SSC40572,8,20,16,15,0,62,7,3,29,30,55,0,127,0,0,3,0,0,0,4,0,0,0,3,22,0,31,0,0,0,0,0,0,6,20,14,88,91,289,22,515
SSC40573,16,46,8,3,0,95,29,11,72,22,8,3,143,0,0,3,0,5,0,7,3,0,8,3,7,0,23,0,0,8,3,4,0,14,130,45,321,100,85,26,702
SSC40574,6,27,8,5,0,62,13,3,42,8,6,3,69,3,0,3,0,0,0,4,0,0,0,0,5,0,8,0,0,3,0,4,0,14,46,17,136,44,100,3,348
SSC40575,0,9,0,0,0,17,13,0,19,3,0,4,45,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,5,0,0,3,29,6,83,31,20,9,174
SSC40576,8,65,19,14,0,119,36,13,79,31,42,11,207,0,0,5,0,3,0,11,7,3,12,10,33,3,69,3,0,9,8,13,8,33,131,43,401,175,358,55,1163
SSC40577,3,14,5,0,0,23,3,0,27,14,15,3,62,0,0,3,0,4,0,8,0,0,0,3,8,0,15,0,0,3,3,3,0,15,12,9,94,58,118,21,305
SSC40578,23,130,47,24,3,284,52,21,154,48,58,12,345,7,3,14,7,16,3,54,3,0,10,15,44,3,76,0,0,13,15,15,3,43,224,99,729,366,650,76,2143
SSC40579,13,55,21,6,0,121,28,8,71,34,24,3,166,0,0,3,5,7,0,17,3,0,11,4,26,3,45,0,0,10,4,13,3,25,110,45,317,193,263,25,955
SSC40580,13,54,21,24,3,129,6,5,45,31,54,0,142,0,0,0,0,9,0,12,0,0,0,4,26,3,36,0,0,4,4,9,3,21,47,37,182,206,463,29,966
SSC40581,44,132,44,30,3,315,31,19,146,68,90,6,358,3,0,8,0,6,3,25,3,0,17,7,76,4,100,3,0,13,6,20,8,53,179,108,693,361,806,76,2226
SSC40582,6,46,7,4,0,93,20,8,85,17,10,0,139,0,0,0,0,0,0,3,0,0,3,8,8,0,19,4,0,5,0,0,0,8,100,36,285,93,93,7,617
SSC40583,0,6,0,0,0,12,0,0,7,8,4,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,29,23,55,9,114
SSC40584,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,7,0,0,6,10,10,3,30
SSC40585,10,55,26,34,9,142,11,6,73,62,92,10,261,0,0,3,3,13,0,20,0,0,4,6,66,0,76,0,3,4,4,33,6,50,47,25,254,265,767,66,1429
SSC40586,13,43,7,8,0,91,20,13,100,43,37,4,235,0,0,4,3,0,0,12,4,0,12,5,21,3,46,0,0,9,3,16,3,34,137,54,386,170,307,35,1091
SSC40587,0,6,0,3,0,11,3,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,7,3,3,14,12,49,4,90
SSC40588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,13
SSC40589,0,21,0,3,0,30,5,0,28,11,6,0,57,0,0,0,0,0,0,3,0,0,0,0,3,0,11,0,0,0,3,0,0,4,28,6,114,50,86,6,290
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,0,3,0,0,0,3,0,0,3,3,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,9,3,33,14,20,5,72
SSC40592,4,21,7,3,0,34,3,8,21,14,24,3,68,0,0,0,0,0,0,3,0,0,0,0,12,0,12,0,0,0,0,3,0,4,10,14,68,57,164,20,329
SSC40593,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,24
SSC40594,3,3,3,6,0,18,3,3,6,3,11,0,26,0,0,0,0,4,0,4,0,0,0,0,9,0,9,0,0,0,0,0,0,3,11,8,29,31,75,10,156
SSC40595,3,39,12,22,0,106,19,8,79,31,60,10,201,0,0,3,3,7,0,12,0,0,5,6,34,0,46,0,0,3,3,5,10,27,80,23,271,151,385,32,942
SSC40596,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,15,0,28
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7
SSC40598,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,14
SSC40599,0,3,0,0,0,8,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,8,23,3,52
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40601,15,123,42,34,4,256,23,29,160,90,119,14,432,0,0,9,8,10,0,33,0,0,13,11,79,3,110,5,0,9,8,23,9,54,114,70,556,351,850,76,2015
SSC40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8
SSC40605,3,16,4,0,0,26,0,0,9,10,8,0,29,0,0,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,8,3,12,6,5,45,35,78,6,182
SSC40606,21,65,15,11,4,145,19,12,87,33,43,4,191,0,0,3,0,0,0,6,0,0,10,9,16,0,38,0,0,3,6,10,8,19,96,51,315,171,261,27,921
SSC40607,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,3,27
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
