SSC_CODE_2016,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SSC41256,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,7,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,10,11,4,0,0,4,48
SSC41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,0,0,15
SSC41260,55,0,0,0,0,0,0,3,55,30,0,0,0,0,0,0,0,30,36,6,0,0,0,0,0,0,43,17,6,4,0,0,0,0,0,25,15,3,18,4,0,0,0,0,38,7,10,20,8,0,0,0,4,55,8,3,14,12,3,0,0,3,46,9,12,13,10,3,0,0,0,49,9,11,26,6,5,0,0,3,56,5,4,23,15,3,3,0,0,61,8,4,17,7,3,3,0,3,48,0,0,13,11,0,0,0,0,32,3,0,4,10,0,0,0,3,24,3,0,6,3,3,3,0,0,17,0,3,4,3,3,0,0,0,14,198,59,162,102,27,11,0,25,583
SSC41261,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,8,0,0,0,4,0,0,0,0,7,0,0,3,0,0,0,0,0,7,3,0,0,5,0,0,0,0,14,0,0,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,22,13,0,0,0,9,63
SSC41262,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,13,10,4,0,0,4,61
SSC41263,79,7,0,0,0,0,0,13,95,77,3,4,0,0,0,0,3,89,58,17,10,3,0,0,0,8,98,56,33,28,11,3,0,0,6,133,29,23,33,11,7,0,0,4,116,21,22,42,12,9,3,0,3,113,37,25,31,15,6,0,0,9,119,32,19,34,9,11,7,3,5,128,29,21,34,29,5,4,0,9,133,14,11,33,13,7,3,0,11,89,3,9,25,21,7,3,4,11,84,7,9,19,13,8,3,0,6,59,4,3,9,6,10,5,4,5,41,3,3,4,4,0,5,3,3,27,7,8,10,13,0,3,7,3,46,461,208,313,165,76,31,24,91,1377
SSC41264,48,0,0,0,0,0,0,5,48,21,5,0,0,0,0,0,0,28,12,0,3,0,0,0,0,3,22,3,3,8,7,0,0,0,0,26,4,3,20,3,3,0,0,0,33,3,0,14,12,4,0,0,4,42,0,3,19,8,5,0,0,0,34,3,6,13,9,9,0,0,0,42,0,0,12,9,3,0,0,4,30,3,3,13,3,0,0,0,0,17,0,0,5,3,3,0,0,0,15,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,4,105,32,116,63,26,3,3,14,368
SSC41265,43,0,0,0,0,0,0,0,47,41,0,0,0,0,0,0,6,47,24,4,0,0,0,0,0,0,32,7,3,9,0,0,0,0,0,16,4,0,25,3,0,0,0,0,39,3,7,25,6,0,0,0,0,50,12,4,14,9,3,0,0,3,44,5,13,22,19,0,0,0,3,61,4,7,29,13,4,0,0,0,58,5,8,15,11,0,0,0,0,47,8,8,29,21,6,3,0,3,71,5,3,22,8,5,0,0,6,50,0,4,11,13,0,0,0,0,30,3,0,4,12,4,3,0,0,25,0,3,8,6,4,3,0,0,33,175,71,206,123,24,9,0,35,648
SSC41266,207,0,0,0,0,0,0,21,232,192,3,0,0,0,0,0,9,207,165,30,9,4,0,0,0,6,210,74,58,69,17,0,0,0,0,223,41,42,91,42,3,3,3,8,227,30,42,123,38,16,3,0,5,259,33,46,129,52,9,3,4,3,286,36,30,107,54,14,8,6,14,262,32,34,103,46,7,3,3,7,233,16,25,79,34,11,9,4,9,177,18,30,88,60,19,3,0,12,227,25,17,97,73,26,8,0,9,249,17,9,78,66,20,15,15,12,229,8,11,52,44,31,6,4,8,165,13,18,47,42,24,3,6,11,159,906,397,1062,567,171,63,41,144,3347
SSC41267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,13,13,5,3,0,10,61
SSC41268,52,0,0,0,0,0,0,12,65,80,25,8,3,0,0,0,10,120,79,35,27,17,3,0,0,14,173,46,28,56,40,10,0,0,16,206,16,22,55,44,14,0,0,12,161,13,17,34,34,7,0,0,8,107,3,19,35,24,7,0,0,3,96,5,10,32,30,6,3,0,5,96,6,10,25,22,11,8,0,8,82,0,7,16,8,5,0,0,3,34,0,0,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,307,158,293,216,65,20,4,91,1155
SSC41269,56,0,0,0,0,0,0,10,70,78,7,4,0,0,0,0,12,93,76,20,7,3,0,0,0,4,112,50,32,29,8,0,0,0,10,125,17,16,50,9,4,0,0,9,101,23,17,32,7,4,0,0,10,96,15,22,36,19,6,0,0,6,109,15,12,36,14,8,0,0,16,102,19,7,42,19,5,3,0,8,98,10,15,26,21,5,3,0,6,84,15,14,32,12,3,4,3,13,96,3,7,14,15,11,3,0,0,48,0,3,22,10,11,4,3,6,57,3,8,16,8,3,3,3,0,46,3,4,18,14,7,0,0,3,56,391,174,358,162,61,27,12,107,1294
SSC41270,25,0,0,0,0,0,0,0,25,39,0,0,0,0,0,0,6,39,22,3,3,0,0,0,0,3,32,13,12,10,0,0,0,0,3,29,7,9,9,9,0,0,0,3,37,4,0,16,11,3,0,0,0,38,8,3,21,7,4,0,0,0,41,9,9,23,3,0,0,0,6,45,8,8,21,10,3,0,0,3,56,10,10,24,8,3,0,0,0,51,4,4,18,10,3,0,0,0,36,3,4,13,5,5,0,0,0,35,3,0,0,3,0,0,0,3,17,0,0,4,3,0,0,0,0,8,0,3,0,3,0,0,0,0,9,157,56,156,74,25,5,4,26,493
SSC41271,0,0,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,7,0,0,7,33
SSC41272,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,18,28
SSC41273,14,0,0,0,0,0,0,3,14,10,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,11,0,3,5,0,0,0,0,0,13,0,0,0,4,0,0,0,0,4,0,0,5,0,3,0,3,0,19,3,4,4,7,0,0,0,4,23,0,0,9,6,5,0,0,3,23,0,0,8,3,4,0,0,3,24,0,0,4,3,4,0,0,0,17,0,0,7,4,0,3,0,3,17,0,0,7,4,3,0,0,0,10,0,0,0,7,3,0,0,0,8,0,0,0,3,5,4,0,0,9,37,18,53,47,18,13,3,25,204
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41275,184,4,0,0,0,0,0,36,219,191,50,17,3,0,0,0,23,284,131,78,57,23,3,0,0,17,309,90,85,63,27,9,4,0,23,309,58,37,67,24,16,10,3,19,230,37,40,52,45,17,5,8,10,213,40,31,67,50,16,12,15,12,235,38,38,65,41,27,15,11,18,250,27,23,81,35,21,9,9,15,213,17,27,70,34,26,11,5,15,205,21,23,82,53,27,8,11,19,245,11,19,49,31,10,7,8,22,157,16,11,51,47,22,15,16,20,194,0,8,40,32,15,5,13,13,128,12,14,30,39,17,11,22,31,174,870,495,801,491,222,114,111,269,3368
SSC41276,149,0,0,0,0,0,0,26,185,159,18,6,3,0,0,0,24,207,90,52,30,11,4,3,0,21,210,54,44,69,27,9,0,3,16,220,30,24,45,30,22,8,4,12,177,27,26,56,30,16,8,4,9,182,16,32,59,45,9,9,7,5,184,19,29,60,59,24,3,6,12,208,23,17,80,38,18,7,5,9,196,16,24,81,47,16,11,5,9,209,8,10,57,29,19,13,6,3,142,3,3,41,30,28,3,6,8,127,7,5,22,24,22,9,3,9,91,0,3,8,16,11,13,7,3,62,0,8,11,11,11,0,4,0,53,605,301,629,397,211,75,63,174,2452
SSC41277,242,4,0,0,0,0,0,21,271,189,23,10,3,0,0,0,7,237,139,53,39,21,8,0,0,19,278,77,81,93,38,13,6,0,16,325,54,56,70,51,17,3,4,16,276,41,37,93,47,16,7,3,8,256,25,36,93,52,17,7,4,15,246,41,32,114,60,16,13,7,7,290,36,35,121,54,27,4,3,16,298,32,33,112,43,22,5,3,13,266,25,28,124,56,34,5,8,20,284,13,14,92,70,12,7,7,15,223,11,12,78,56,25,3,8,12,205,11,12,39,45,24,11,9,13,168,5,26,40,35,28,6,18,14,166,942,488,1118,626,266,84,67,201,3791
SSC41278,167,0,0,0,0,0,0,17,184,149,14,3,0,0,0,0,12,173,94,24,20,8,3,0,0,13,166,35,29,41,8,9,0,0,7,135,10,22,57,33,12,0,4,3,149,23,14,89,43,10,4,0,0,185,17,32,103,38,18,3,0,12,226,22,16,98,37,19,3,0,7,198,10,26,102,46,20,4,0,3,209,11,15,85,46,12,0,0,3,170,7,11,47,30,12,3,0,5,119,6,7,34,30,11,3,0,3,95,3,0,12,12,3,3,3,3,41,0,0,3,14,3,0,3,3,36,0,0,3,4,0,0,4,6,21,548,230,698,345,136,32,18,88,2097
SSC41279,247,15,0,0,0,0,0,29,302,251,58,37,9,0,0,0,29,382,148,86,73,27,6,0,0,26,371,98,82,128,55,15,13,0,37,426,54,51,96,50,32,8,13,21,321,55,46,62,52,20,7,13,14,264,38,48,80,59,29,14,8,23,297,40,39,95,60,34,11,14,27,325,18,26,80,80,31,15,5,14,268,25,29,106,67,42,3,8,18,307,11,16,79,47,29,8,9,15,209,13,14,54,50,20,9,3,18,179,5,4,30,26,29,8,11,9,129,4,3,20,16,16,10,17,13,95,3,3,18,25,10,6,11,5,85,1019,537,949,626,315,110,109,288,3959
SSC41280,48,0,0,0,0,0,0,10,65,48,7,3,0,0,0,0,10,70,39,6,15,0,0,0,0,4,74,27,15,27,6,0,0,0,3,72,12,14,17,11,3,0,0,4,57,7,13,19,12,0,0,3,4,68,11,7,29,12,3,5,0,0,72,12,12,21,23,3,0,6,0,77,12,12,41,19,5,3,6,9,98,4,11,35,13,7,0,0,9,82,8,3,37,19,6,0,0,0,78,3,3,20,19,7,3,3,5,57,3,0,8,11,3,3,6,0,27,0,0,3,3,4,3,0,4,22,0,0,0,3,4,0,0,4,18,233,104,278,152,54,24,28,58,934
SSC41281,29,0,0,0,0,0,0,4,36,33,0,0,0,0,0,0,3,40,17,13,3,0,0,0,0,0,33,14,6,16,7,3,0,0,3,50,6,3,13,7,0,3,4,0,35,3,6,13,5,3,0,0,3,33,3,3,10,7,3,0,0,0,35,8,3,13,12,3,0,3,4,44,7,4,8,7,8,0,3,5,43,0,6,13,9,3,3,0,3,34,0,5,10,9,3,0,0,0,35,0,0,10,8,0,0,0,0,19,0,0,10,4,3,3,0,3,24,0,0,8,9,3,3,0,0,25,3,0,3,4,3,0,3,3,17,123,61,121,87,43,13,15,35,493
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,12,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,4,12,0,3,11,3,0,3,0,4,30,5,9,12,7,8,3,3,11,59
SSC41283,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,13
SSC41284,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,3,0,3,0,23
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41286,6,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,0,3,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,15,9,0,4,0,0,50
SSC41287,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,0,0,0,0,20
SSC41288,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,14,5,0,0,0,3,38
SSC41289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,9,0,0,0,8,32
SSC41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,10,0,0,0,4,35
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,14
SSC41292,11,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,3,9,3,0,5,5,0,0,0,0,14,0,3,10,0,0,0,0,0,18,4,3,8,4,0,0,0,0,15,0,0,3,3,0,0,0,3,7,0,3,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,10,33,22,4,0,0,4,116
