SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC40324,0,0,3,3,3,0,3,4,0,3,0,0,0,3,9,8,3,0,4,0,0,0,3,0,5,0,0,4,6,4,7,8,7,19,3,0,0,3,0,4,0,3,3,3,3,5,0,0,0,14,10,21,0,4,10,0,0,0,0,6,6,3,0,6,0,0,0,6,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,84,187
SSC40325,3,0,0,0,3,3,4,0,0,0,0,0,0,9,3,11,0,0,0,5,4,4,0,0,0,0,0,0,3,0,3,7,4,8,0,0,3,0,0,0,0,3,3,0,4,7,0,3,3,3,9,10,0,0,0,0,3,4,0,3,4,4,0,4,3,0,3,9,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,63,53,125
SSC40326,18,9,16,21,5,12,17,9,3,7,9,14,20,43,46,89,11,11,18,3,7,5,3,7,8,4,9,13,3,5,14,23,38,63,6,3,5,3,11,13,3,3,6,3,10,9,3,3,9,21,29,41,3,5,6,3,8,10,0,3,3,3,0,4,3,3,4,17,18,29,4,4,7,3,9,14,5,7,10,0,5,8,3,10,16,16,38,54,14,20,35,3,8,13,0,0,0,0,3,3,0,0,0,613,621,1238
SSC40327,48,24,19,41,24,19,36,24,17,45,20,24,43,114,103,216,26,19,44,28,12,34,11,18,28,14,22,33,16,15,35,95,79,181,22,35,55,28,16,41,20,21,40,16,16,32,19,17,41,105,107,207,11,11,17,11,11,19,10,17,26,14,10,21,7,8,19,45,59,104,7,18,24,11,9,23,8,17,22,13,12,25,12,15,23,45,69,117,38,66,104,30,72,105,28,46,71,5,5,11,0,0,0,2011,1956,3971
SSC40328,13,10,11,19,11,10,29,12,5,24,7,16,23,55,48,103,10,10,20,12,11,20,19,11,29,14,17,34,6,14,19,57,57,112,10,16,22,12,9,27,13,11,22,9,10,25,8,8,17,57,54,113,13,17,26,6,10,21,7,12,16,14,6,19,9,8,22,49,47,101,7,7,11,12,15,24,3,3,10,10,8,15,5,9,13,28,41,73,29,23,53,13,19,32,3,7,13,3,7,11,0,0,0,718,792,1515
SSC40329,13,8,4,8,0,5,6,8,3,7,9,7,9,30,20,45,8,5,12,0,4,5,3,4,8,0,0,3,4,3,9,25,13,36,0,0,3,4,4,7,0,3,5,3,4,3,3,6,8,9,12,28,3,0,4,5,3,10,0,0,0,0,0,0,0,4,4,12,9,18,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,9,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,218,205,421
SSC40330,5,0,3,3,0,0,0,0,3,3,0,0,0,3,8,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,7,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,46,35,77
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,30,22,21,43,17,12,31,11,19,31,12,18,30,73,92,163,16,17,34,11,14,20,13,17,26,6,12,20,18,15,31,63,70,133,13,14,31,9,11,18,16,16,35,8,9,16,6,15,19,56,65,120,8,10,21,4,10,16,3,11,12,4,5,10,9,3,12,31,39,71,8,8,13,4,11,17,0,9,10,3,4,6,4,7,8,19,29,51,19,27,48,13,28,42,12,10,21,3,0,3,0,0,0,1169,1333,2498
SSC40333,10,12,4,15,3,3,11,3,4,5,6,5,11,29,24,55,8,3,12,7,8,19,6,3,5,8,9,14,4,3,8,33,25,59,3,5,11,4,0,4,4,12,17,3,6,14,0,4,8,25,25,51,4,3,8,0,3,10,4,9,12,8,5,15,4,0,0,24,23,41,3,7,3,0,0,6,3,7,11,0,3,5,0,7,7,5,19,29,20,21,39,12,11,28,3,10,13,0,0,0,0,0,0,468,488,959
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,27
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,33,57
SSC40336,3,0,0,0,0,0,0,0,0,3,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,29,69
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,7
SSC40338,7,5,0,5,4,0,7,3,4,10,3,0,3,16,8,32,0,0,3,0,0,0,5,0,7,3,4,9,0,3,3,11,9,18,3,0,3,3,6,7,3,3,4,0,0,0,0,0,0,9,15,23,3,4,6,0,3,8,0,0,0,0,0,0,0,6,6,9,12,25,0,0,0,0,0,0,3,0,3,4,0,3,0,0,4,5,4,13,8,3,10,3,5,7,0,0,0,0,0,0,0,0,0,151,151,305
SSC40339,12,9,3,6,3,3,10,4,3,7,0,0,0,18,17,34,0,3,4,4,3,8,3,0,5,0,0,0,0,6,5,11,12,27,3,0,4,3,3,4,3,0,3,3,7,12,3,0,8,18,15,29,3,0,5,5,5,10,4,0,4,0,3,3,0,0,0,10,10,22,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,9,11,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,213,190,408
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,20
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SSC40342,0,0,3,3,3,0,3,0,0,0,0,0,3,5,8,9,4,0,5,0,0,0,0,3,3,0,0,0,3,0,3,8,8,13,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,46,76
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,3,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,3,0,4,3,0,3,0,0,0,3,0,3,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,28,77
SSC40347,9,3,3,8,5,8,13,8,9,14,5,0,8,24,26,52,12,8,18,8,7,22,4,8,14,9,11,19,3,7,9,37,41,78,0,13,14,6,10,12,4,0,8,9,3,10,9,7,13,35,25,58,0,9,10,3,6,11,5,3,13,3,5,14,7,0,7,20,31,50,4,9,17,0,3,3,3,4,5,3,3,3,3,3,4,16,20,36,13,7,23,4,17,20,3,4,5,0,0,0,0,0,0,609,632,1235
SSC40348,3,0,0,3,3,4,7,0,0,0,0,0,0,9,7,16,0,6,3,0,0,0,0,3,5,0,0,3,0,0,0,3,10,12,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,4,4,6,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,93,163
SSC40349,3,0,0,3,0,0,0,0,0,0,0,0,3,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,31,75
SSC40350,93,54,43,96,36,39,73,40,26,70,27,35,65,203,189,397,31,25,62,37,30,67,33,25,57,29,24,50,33,27,59,165,139,302,26,10,40,33,22,56,24,31,51,20,23,44,33,20,56,135,112,248,13,24,37,27,15,45,20,33,56,17,16,35,26,15,40,99,112,210,13,17,29,13,17,31,22,19,44,11,26,36,19,10,29,85,89,176,63,68,135,29,38,64,15,14,32,3,6,9,0,4,3,3310,3183,6497
SSC40351,23,10,24,36,7,23,33,13,18,27,21,9,30,73,76,147,10,15,18,7,5,19,11,13,20,14,16,31,7,13,22,52,58,113,12,16,30,10,13,27,3,15,14,14,12,19,7,15,23,45,64,110,5,12,21,6,7,14,13,11,21,5,7,9,3,3,5,34,37,67,9,4,6,3,5,10,12,9,17,6,15,16,6,4,8,32,38,66,18,50,68,28,55,84,12,56,64,4,15,16,0,3,3,1235,1440,2672
SSC40352,8,4,0,4,3,0,6,5,3,6,3,4,8,18,11,30,3,3,3,0,5,3,5,3,10,3,3,8,0,3,3,9,13,28,0,4,6,0,0,3,3,0,3,0,0,0,0,3,3,3,3,13,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,3,5,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,137,259
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,18
SSC40355,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,28
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,17
SSC40357,3,0,3,3,0,0,3,0,3,4,0,5,5,3,13,12,3,7,8,5,0,5,3,0,3,0,0,7,0,4,3,11,11,24,4,4,6,0,0,0,3,0,4,0,0,0,0,0,3,10,8,16,0,3,3,0,0,3,0,0,0,0,0,0,0,3,4,5,10,16,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,70,82,149
SSC40358,0,0,0,0,0,0,0,0,0,0,0,3,3,4,7,7,0,0,0,0,5,4,0,0,0,0,0,5,0,6,7,9,14,16,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,3,10,0,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,4,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,62,69,131
SSC40359,56,18,21,41,32,35,64,17,24,43,20,42,61,99,155,261,28,20,46,23,25,50,17,23,45,30,25,59,23,28,53,123,124,246,22,28,53,30,20,52,22,30,48,23,32,59,30,29,61,124,145,269,26,31,57,23,23,53,24,18,43,21,30,48,15,19,32,112,119,235,20,19,45,14,15,31,19,19,32,12,13,26,17,14,28,86,80,162,50,49,98,25,29,52,4,16,15,0,5,4,0,0,0,1907,1951,3855
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,25
SSC40361,16,9,7,13,8,8,14,3,4,11,4,8,8,29,32,61,11,5,11,4,6,14,4,4,9,4,6,8,8,7,14,27,27,60,3,3,5,3,4,10,3,7,6,4,4,9,0,3,5,19,17,40,0,8,7,0,3,3,3,0,7,3,0,3,5,4,7,13,16,26,0,3,4,0,7,7,0,0,4,3,3,5,0,7,9,4,16,26,4,10,16,5,3,10,3,0,5,0,3,3,0,0,0,452,434,888
SSC40362,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,36,70
SSC40363,5,5,3,6,4,0,3,0,8,8,3,0,3,17,20,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,3,4,3,0,4,0,0,0,5,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,331,367,700
SSC40364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,21,55
SSC40365,0,0,0,5,3,0,4,0,0,0,0,4,3,9,11,13,0,0,0,3,0,3,3,0,4,0,6,6,0,0,0,9,7,13,3,0,3,0,0,0,0,4,7,0,0,0,0,0,3,8,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,5,0,0,0,0,0,0,4,0,3,0,0,3,3,0,3,6,0,8,5,3,9,0,0,0,0,0,0,0,0,0,0,0,0,52,34,83
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,48,13,25,38,13,17,33,16,11,24,11,22,30,77,95,175,18,28,42,20,30,53,14,21,34,19,20,36,17,18,37,85,109,192,15,18,31,6,18,27,13,14,32,12,18,35,16,21,32,68,87,153,11,13,28,15,12,24,13,5,17,6,3,12,10,16,20,49,56,105,11,9,19,9,13,20,7,15,24,5,4,10,11,9,17,36,48,81,35,51,87,19,30,50,0,3,7,0,0,3,0,0,0,1322,1548,2872
SSC40368,3,0,3,3,0,0,0,0,0,0,0,0,0,3,3,3,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,9,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,48
SSC40369,10,5,0,5,0,0,7,0,0,3,0,0,4,17,6,22,3,0,3,0,3,4,0,0,0,0,0,3,3,0,3,9,4,9,3,3,9,0,0,0,0,3,3,3,0,3,0,0,3,4,12,17,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,0,3,5,0,3,0,0,0,0,0,0,0,0,0,0,134,97,228
SSC40370,7,4,7,4,3,8,10,12,0,14,3,3,6,23,11,39,0,3,6,0,4,5,4,3,7,3,0,4,4,3,6,15,19,35,4,3,4,0,3,5,3,0,3,0,0,3,4,0,7,13,8,24,3,0,3,0,0,0,0,0,0,3,0,3,0,0,4,7,7,12,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,5,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,215,185,403
SSC40371,3,6,0,10,3,0,3,0,0,0,7,0,11,23,6,22,3,0,3,8,0,8,0,0,0,3,0,3,3,0,3,21,0,21,0,0,3,7,0,7,4,0,6,3,0,3,0,0,0,10,4,17,3,0,3,3,0,3,5,0,5,0,0,0,0,0,0,9,0,9,0,0,0,3,0,3,0,0,3,3,0,4,6,0,6,14,0,13,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,252,37,289
SSC40372,3,3,0,6,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,21,56
SSC40373,14,4,9,11,3,3,6,3,3,10,7,0,4,23,29,50,3,3,10,5,3,3,8,3,10,4,5,12,0,6,6,21,25,48,6,3,10,0,3,3,3,0,4,3,6,7,3,7,5,17,19,34,0,4,4,3,3,5,4,3,7,0,5,4,3,5,9,9,22,28,3,0,6,0,3,5,3,8,10,3,4,6,0,0,0,9,14,27,4,7,13,7,4,10,3,3,6,0,0,0,0,0,0,313,308,625
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,19
SSC40375,13,11,13,24,8,15,18,13,10,29,15,13,28,52,62,111,15,7,24,5,18,24,13,14,28,7,14,20,9,12,20,51,64,113,16,17,28,7,5,17,14,12,23,9,15,26,6,9,19,56,60,111,14,12,23,11,9,13,0,7,9,4,4,11,3,4,5,28,31,62,3,3,8,3,0,5,0,3,3,0,0,0,0,0,3,5,13,21,11,13,22,6,11,11,0,3,3,0,3,3,0,0,0,797,882,1678
SSC40376,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,27,66
SSC40377,0,0,3,3,3,3,5,4,4,7,0,0,0,10,7,17,0,0,0,0,0,0,3,0,4,0,0,0,0,4,3,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,7,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,59,56,120
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,17
SSC40379,4,5,4,11,4,0,3,0,3,3,0,0,0,19,10,25,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,4,10,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,7,3,10,0,0,0,3,0,6,3,0,3,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,71,155
SSC40380,11,4,9,13,17,5,20,3,5,7,5,3,12,37,33,66,8,7,11,3,3,12,3,9,17,8,4,8,9,3,13,25,33,54,6,10,19,6,6,8,7,4,17,3,4,6,4,8,9,32,31,58,3,5,12,4,4,8,3,4,8,0,3,4,8,3,11,25,20,41,0,0,0,0,4,7,0,3,3,0,3,3,0,0,0,8,13,17,3,9,15,6,0,5,0,3,3,0,0,0,0,0,0,373,392,764
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,16
