SSC_CODE_2016,Age_yr_55_P,Age_yr_56_M,Age_yr_56_F,Age_yr_56_P,Age_yr_57_M,Age_yr_57_F,Age_yr_57_P,Age_yr_58_M,Age_yr_58_F,Age_yr_58_P,Age_yr_59_M,Age_yr_59_F,Age_yr_59_P,Age_yr_55_59_M,Age_yr_55_59_F,Age_yr_55_59_P,Age_yr_60_M,Age_yr_60_F,Age_yr_60_P,Age_yr_61_M,Age_yr_61_F,Age_yr_61_P,Age_yr_62_M,Age_yr_62_F,Age_yr_62_P,Age_yr_63_M,Age_yr_63_F,Age_yr_63_P,Age_yr_64_M,Age_yr_64_F,Age_yr_64_P,Age_yr_60_64_M,Age_yr_60_64_F,Age_yr_60_64_P,Age_yr_65_M,Age_yr_65_F,Age_yr_65_P,Age_yr_66_M,Age_yr_66_F,Age_yr_66_P,Age_yr_67_M,Age_yr_67_F,Age_yr_67_P,Age_yr_68_M,Age_yr_68_F,Age_yr_68_P,Age_yr_69_M,Age_yr_69_F,Age_yr_69_P,Age_yr_65_69_M,Age_yr_65_69_F,Age_yr_65_69_P,Age_yr_70_M,Age_yr_70_F,Age_yr_70_P,Age_yr_71_M,Age_yr_71_F,Age_yr_71_P,Age_yr_72_M,Age_yr_72_F,Age_yr_72_P,Age_yr_73_M,Age_yr_73_F,Age_yr_73_P,Age_yr_74_M,Age_yr_74_F,Age_yr_74_P,Age_yr_70_74_M,Age_yr_70_74_F,Age_yr_70_74_P,Age_yr_75_M,Age_yr_75_F,Age_yr_75_P,Age_yr_76_M,Age_yr_76_F,Age_yr_76_P,Age_yr_77_M,Age_yr_77_F,Age_yr_77_P,Age_yr_78_M,Age_yr_78_F,Age_yr_78_P,Age_yr_79_M,Age_yr_79_F,Age_yr_79_P,Age_yr_75_79_M,Age_yr_75_79_F,Age_yr_75_79_P,Age_yr_80_84_M,Age_yr_80_84_F,Age_yr_80_84_P,Age_yr_85_89_M,Age_yr_85_89_F,Age_yr_85_89_P,Age_yr_90_94_M,Age_yr_90_94_F,Age_yr_90_94_P,Age_yr_95_99_M,Age_yr_95_99_F,Age_yr_95_99_P,Age_yr_100_yr_over_M,Age_yr_100_yr_over_F,Age_yr_100_yr_over_P,Tot_M,Tot_F,Tot_P
SSC41041,49,25,12,39,28,19,48,13,16,34,20,15,32,115,83,199,17,25,45,20,16,31,8,17,29,14,22,33,17,27,40,77,101,173,20,18,37,12,21,36,16,16,34,15,16,32,10,15,19,72,89,162,10,24,36,12,14,31,13,13,20,6,19,30,16,17,34,64,87,151,18,20,32,7,4,17,14,14,23,9,6,14,16,14,25,56,53,110,52,39,88,22,38,60,4,12,20,0,4,5,0,0,0,2540,2095,4637
SSC41042,60,25,35,61,21,34,52,26,20,50,29,30,56,133,141,277,9,34,45,28,25,53,27,29,51,16,23,40,18,25,45,101,137,235,18,27,46,19,20,37,18,23,45,23,23,45,12,25,42,94,117,210,27,23,44,11,21,31,21,12,30,14,10,19,15,9,24,86,67,152,17,9,28,7,10,16,10,8,17,13,5,18,3,7,4,43,38,83,17,45,62,18,28,41,8,29,37,0,7,11,0,0,0,3016,3214,6226
SSC41043,9,3,3,6,4,0,4,3,4,4,0,5,8,13,19,28,0,7,4,5,6,9,4,6,12,3,4,7,4,3,4,17,24,40,5,3,9,4,0,4,4,5,6,3,0,9,3,5,13,15,19,38,0,3,6,5,5,8,0,0,3,0,3,5,0,0,3,8,9,21,0,0,0,3,0,4,0,3,0,0,3,3,4,0,4,7,3,12,3,3,7,4,0,4,0,0,0,0,0,0,0,0,0,280,254,532
SSC41044,77,37,29,64,37,48,82,39,42,80,44,42,89,190,207,390,40,49,86,34,37,69,29,41,68,40,33,74,34,53,88,179,210,390,35,44,74,42,51,95,30,39,64,33,43,70,35,38,71,165,211,376,36,19,54,32,40,76,23,26,58,18,24,48,15,19,30,124,139,267,25,18,37,11,24,38,27,19,46,17,17,34,13,24,31,90,98,180,46,90,136,35,49,86,14,18,30,3,9,6,0,3,3,2860,3096,5953
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC41046,28,26,20,42,18,13,31,14,19,31,13,27,42,89,91,181,17,17,36,16,20,36,18,27,46,16,23,39,13,18,31,83,98,183,17,15,29,10,18,36,18,12,26,17,22,37,22,10,33,85,74,164,11,27,36,17,20,35,25,22,49,11,14,22,11,19,30,81,96,171,14,12,30,10,11,20,12,13,24,13,4,21,7,5,18,64,47,111,29,39,73,25,26,54,4,6,11,0,0,0,0,0,0,1194,1310,2504
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,18,50
SSC41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,24
SSC41049,65,41,48,87,40,35,80,32,41,76,35,42,71,183,199,377,44,54,104,47,35,80,38,50,88,34,50,82,35,54,89,200,238,441,32,45,80,45,45,88,48,44,89,35,39,78,49,43,89,206,217,419,41,44,85,38,58,98,39,39,78,28,29,60,26,33,54,170,202,377,26,32,65,14,36,50,27,33,65,19,22,42,15,21,35,111,146,255,82,115,198,53,80,134,20,52,73,8,4,13,0,0,0,3025,3290,6314
SSC41050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,31
SSC41051,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,34
SSC41052,33,16,19,34,6,32,39,19,18,33,12,20,33,64,103,167,19,16,31,18,14,28,14,24,37,11,18,37,12,13,32,76,91,169,18,11,30,15,16,27,17,19,32,12,21,39,18,22,39,76,89,164,8,20,31,27,25,46,7,5,18,16,16,39,17,15,33,81,86,168,15,8,18,11,12,18,5,4,9,7,7,15,6,3,6,46,31,74,12,15,33,5,6,15,5,3,4,0,0,0,0,0,0,1298,1359,2658
SSC41053,21,9,14,22,13,6,25,14,12,30,19,15,29,62,63,124,18,10,26,7,9,23,13,15,24,12,16,33,17,10,24,68,61,137,14,23,31,9,14,25,17,24,39,16,14,35,15,21,41,72,96,168,20,7,24,15,21,30,13,4,17,5,9,16,4,6,17,58,51,109,3,6,14,11,3,16,5,13,14,9,13,20,3,4,8,36,36,69,22,20,42,10,9,19,4,0,4,0,0,0,0,0,0,961,914,1879
SSC41054,7,4,15,20,8,7,16,3,8,13,5,4,12,33,41,78,9,9,22,9,4,15,11,3,16,4,8,8,8,6,15,39,31,71,9,4,21,6,11,11,9,9,10,3,5,13,3,5,13,30,35,66,8,3,8,6,3,13,0,4,3,0,4,7,9,6,12,32,19,49,3,3,4,0,6,7,0,3,9,3,3,3,0,0,3,16,14,24,8,5,18,4,8,10,0,0,0,0,0,0,0,0,0,406,423,832
SSC41055,46,14,18,32,26,28,57,22,27,48,16,19,36,103,113,215,22,28,48,20,23,50,21,29,53,20,28,49,16,28,44,100,136,231,22,25,45,13,26,42,17,23,37,20,26,43,19,34,48,90,131,220,17,24,37,18,18,36,14,22,34,13,18,27,13,12,27,76,91,167,11,12,20,10,6,19,4,15,25,12,9,24,18,16,32,55,66,121,34,56,90,20,39,58,10,15,24,0,3,3,0,0,0,1721,1935,3660
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7
SSC41057,38,21,21,46,21,22,40,15,19,33,19,23,42,90,101,192,21,22,44,22,20,47,15,22,41,24,14,34,12,22,33,93,104,202,26,20,49,17,17,36,18,28,47,17,17,40,24,24,43,98,112,213,18,8,32,16,17,32,18,19,34,14,7,23,8,16,27,78,74,148,8,12,18,7,16,26,12,16,32,11,21,28,12,9,17,44,71,119,45,85,135,42,106,153,28,89,123,5,21,26,0,4,3,1803,2043,3841
SSC41058,8,0,3,4,3,3,12,3,3,7,0,0,4,17,16,33,0,0,3,3,3,5,0,4,4,3,0,5,5,4,14,13,18,27,3,4,12,3,4,7,7,0,7,4,4,4,10,6,14,28,21,48,5,0,5,0,0,0,0,4,5,3,3,8,3,0,4,16,10,23,0,0,0,3,3,7,4,0,6,0,0,0,0,0,0,5,8,15,0,3,4,3,7,3,0,0,0,0,0,0,0,0,0,207,187,398
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11
SSC41061,22,10,14,22,11,10,24,11,9,18,10,6,17,51,49,101,13,12,22,3,14,19,7,7,15,15,15,26,10,11,21,46,58,105,8,11,19,8,13,18,7,13,20,14,7,18,5,16,23,43,49,89,14,9,20,6,6,10,11,6,12,5,3,9,4,6,7,35,27,59,4,0,7,0,11,15,3,0,8,0,3,3,3,3,5,12,22,29,15,15,25,8,12,16,0,0,0,0,0,0,0,0,0,743,703,1449
SSC41062,51,27,24,52,17,19,39,18,23,37,23,23,50,109,112,221,26,25,49,17,23,37,12,24,35,19,21,40,13,16,37,82,114,197,20,24,41,18,23,40,8,28,36,28,13,37,8,17,29,79,102,188,12,9,22,12,14,24,9,21,27,8,7,18,3,3,9,48,53,109,8,11,19,7,8,18,10,18,27,3,7,12,9,12,16,39,54,92,41,60,101,24,59,82,20,25,42,0,9,11,0,0,0,1636,1750,3383
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC41065,24,11,13,25,13,10,24,10,11,23,7,4,15,55,49,106,12,10,27,3,4,9,8,7,17,8,8,13,5,14,19,36,41,78,10,11,17,6,7,17,5,7,14,9,4,9,4,6,10,33,33,71,5,9,17,0,3,5,6,3,11,3,3,8,4,3,9,23,19,45,4,3,10,0,4,3,0,4,7,0,0,0,3,0,3,10,12,20,3,3,10,9,5,14,0,4,5,0,0,0,0,0,0,569,522,1095
SSC41066,41,20,21,41,20,34,52,25,16,42,24,21,47,104,117,217,17,21,39,27,15,47,17,27,44,17,15,34,20,14,29,103,88,191,6,18,22,16,25,35,24,11,40,23,15,39,9,12,24,75,83,155,17,12,25,12,5,16,10,15,25,14,13,25,11,7,21,60,48,114,10,0,14,3,5,4,3,0,4,7,4,13,5,3,12,32,12,42,10,6,15,3,3,4,3,3,8,0,0,0,0,0,0,1266,1262,2530
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC41068,0,0,0,3,3,0,3,3,0,3,4,3,8,11,7,17,4,0,3,0,0,0,0,3,4,3,0,3,0,0,3,11,7,14,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,5,3,11,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,111,93,204
SSC41069,10,11,3,9,4,3,6,0,7,9,4,0,5,23,23,43,11,3,12,11,9,19,6,3,13,6,7,9,3,6,11,29,28,55,8,5,13,4,3,6,6,4,9,8,0,7,8,5,13,23,21,47,6,3,10,4,6,14,0,0,3,3,3,9,3,0,11,20,22,36,7,3,8,6,4,9,0,4,4,0,3,3,7,3,5,15,17,30,15,12,32,4,14,25,0,7,13,0,0,0,0,0,0,303,306,610
SSC41070,18,16,16,34,15,9,23,13,12,31,14,23,35,75,68,146,9,21,31,8,6,20,6,19,26,12,8,23,15,12,25,49,68,114,17,13,29,7,11,21,8,13,19,8,9,25,14,8,22,58,56,114,4,15,18,6,12,19,7,3,14,9,11,20,8,11,19,40,55,96,9,8,14,3,6,7,7,11,17,3,3,11,7,8,14,33,32,68,23,30,56,12,14,28,0,5,5,0,0,0,0,0,0,939,992,1925
SSC41071,28,26,17,40,16,12,29,14,17,35,17,10,35,93,70,164,12,22,35,24,16,38,5,12,23,8,8,16,12,16,34,72,76,149,17,15,31,7,8,21,12,9,25,14,14,23,12,8,21,69,57,120,9,9,20,5,0,12,7,6,17,8,11,14,6,5,10,42,37,77,8,3,9,4,11,16,3,5,9,0,6,10,3,3,6,21,28,48,19,29,48,20,22,34,4,12,15,0,3,3,0,0,0,1287,1213,2500
SSC41072,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC41073,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,4,0,4,0,3,4,0,0,0,0,0,0,4,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,30,50
SSC41074,9,0,6,6,5,9,9,9,8,16,3,3,5,16,27,43,8,0,15,3,4,11,4,8,15,8,9,15,0,3,7,27,28,54,3,0,4,3,5,7,5,0,9,3,3,5,4,4,5,11,15,31,0,5,5,3,0,4,0,0,3,0,0,3,0,0,0,3,9,14,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,3,9,13,3,6,11,3,0,5,0,3,3,0,0,0,0,0,0,339,337,683
SSC41075,8,5,3,8,3,0,6,0,4,4,3,8,11,13,21,32,5,3,4,4,6,10,0,5,6,0,5,5,3,3,9,15,22,35,9,4,8,5,0,3,5,3,6,3,4,4,3,4,10,20,12,36,3,3,3,5,3,6,8,3,5,0,4,3,3,0,7,19,14,29,3,0,7,3,0,3,0,4,3,0,0,0,0,3,4,10,11,19,4,4,5,3,0,4,0,0,0,3,0,3,0,0,0,253,260,511
SSC41076,5,0,0,0,0,3,5,3,0,3,3,0,3,15,5,22,6,0,7,3,0,7,0,3,0,3,0,3,0,3,5,11,7,27,6,3,8,0,0,0,0,0,0,3,3,3,8,0,7,12,9,17,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,9,3,10,0,0,0,0,4,3,0,3,3,3,0,4,0,0,0,4,8,10,4,3,7,3,0,3,0,0,0,0,0,0,0,0,0,181,143,318
SSC41077,6,3,0,3,4,0,4,0,0,0,3,3,9,14,11,25,3,3,4,3,0,0,4,0,3,0,4,5,0,0,0,13,9,22,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,89,212
SSC41078,0,3,0,6,0,0,0,0,0,0,0,3,4,5,8,15,7,0,5,0,0,0,3,0,3,3,0,3,0,0,0,7,8,15,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,3,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,81,80,161
SSC41079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,3,0,3,0,0,0,0,3,3,7,7,15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,48,84
SSC41080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12
SSC41081,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,81
SSC41082,0,3,0,3,3,4,3,0,0,0,0,3,3,5,9,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,3,11,3,3,4,0,0,4,4,0,4,0,0,0,4,0,4,14,8,20,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,112,91,202
SSC41083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12
SSC41084,34,11,18,29,11,28,41,20,16,30,13,18,25,76,88,167,15,14,26,12,10,23,9,8,20,11,12,22,11,19,28,62,64,121,8,19,25,12,25,35,9,12,21,8,18,30,14,17,33,59,91,147,14,13,28,15,12,30,9,18,27,18,11,38,6,16,21,66,74,137,11,13,19,18,11,25,6,9,10,6,17,22,14,12,24,52,54,103,47,45,88,30,27,52,19,11,26,0,3,3,0,0,0,1131,1185,2308
SSC41085,89,29,35,65,33,38,67,54,39,97,34,22,55,199,172,370,37,43,82,41,33,73,35,29,69,27,39,64,23,35,57,167,174,339,29,24,55,31,27,61,27,32,65,26,30,60,36,28,63,149,144,298,24,21,45,21,27,53,22,29,46,14,31,48,29,23,47,108,125,239,26,32,54,22,21,38,26,27,54,19,27,42,18,18,37,104,115,225,81,77,156,37,37,78,9,12,23,0,0,0,0,0,0,3326,3226,6554
SSC41086,47,18,15,39,17,10,27,16,21,40,15,27,44,93,97,189,24,24,45,17,13,33,23,23,40,18,23,39,20,19,37,101,100,201,21,20,40,12,11,25,16,21,33,18,16,34,21,25,47,89,90,180,15,15,27,5,24,30,10,9,20,4,13,13,15,9,26,52,66,117,12,3,21,8,16,23,9,8,20,8,11,18,11,14,21,49,54,99,26,38,59,20,21,43,8,13,12,3,5,4,0,0,0,1570,1618,3190
SSC41087,32,19,15,35,23,19,43,13,19,32,16,16,28,85,96,178,13,11,24,10,23,33,9,21,31,8,12,18,18,20,42,56,96,148,20,17,39,21,26,53,20,25,43,22,15,37,31,31,67,114,116,227,19,16,31,14,17,29,12,12,27,6,23,26,8,7,20,59,74,135,15,12,26,11,5,13,11,13,26,8,8,17,5,14,23,45,51,97,25,30,53,20,21,38,4,4,10,0,0,0,0,0,0,1434,1471,2904
SSC41088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,16
SSC41089,3,4,7,8,3,0,3,3,3,3,3,0,9,14,11,23,0,3,4,0,3,3,0,8,8,0,0,0,10,7,18,11,17,30,3,3,8,4,0,6,4,6,5,3,0,7,3,3,3,16,15,33,4,7,14,7,11,14,3,5,11,6,0,6,0,4,3,18,23,44,0,0,0,3,0,4,3,0,3,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,214,426
SSC41090,84,37,50,86,35,38,80,44,40,80,27,44,70,169,234,400,41,33,71,34,45,77,25,33,66,34,47,85,31,35,66,169,206,374,32,45,78,16,38,54,31,46,76,35,42,77,42,42,91,157,209,365,37,41,79,24,47,74,33,31,64,29,33,64,28,45,76,161,197,358,21,41,69,32,31,58,25,44,71,36,34,68,29,31,57,139,180,316,108,124,233,57,110,168,22,61,81,9,18,25,0,0,0,3256,3520,6773
SSC41091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,22,105
SSC41092,262,95,115,211,93,83,175,103,105,205,100,101,197,508,550,1053,93,89,183,102,91,195,70,91,158,63,68,131,89,86,176,414,432,840,71,92,169,78,83,162,62,82,142,69,70,140,81,81,166,371,415,779,61,63,132,61,57,115,47,53,98,51,62,116,56,61,121,274,299,576,43,50,89,33,55,87,50,49,102,31,43,72,28,42,74,179,238,416,138,134,274,60,69,128,13,46,55,0,20,21,0,0,0,8438,8509,16945
SSC41093,221,110,106,220,96,108,205,79,100,174,112,86,197,499,516,1012,89,97,179,98,89,188,78,84,168,91,68,162,67,70,129,420,407,831,63,55,117,68,50,121,53,51,106,45,46,95,43,41,84,271,251,520,41,42,85,32,33,67,27,30,57,43,35,80,30,32,60,172,173,345,20,32,57,25,18,47,9,26,35,20,26,44,13,27,40,95,125,219,43,64,98,23,22,42,9,9,14,3,0,3,0,0,0,8231,8300,16530
SSC41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,6,3,0,3,3,0,4,0,0,0,3,0,4,6,3,15,3,3,4,3,0,3,0,0,3,0,3,3,0,0,0,3,6,16,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,39,79
SSC41097,0,0,0,3,0,0,0,0,3,4,0,0,4,4,7,11,0,0,3,0,3,3,8,3,9,0,5,3,4,5,9,14,9,24,3,9,6,4,3,4,0,0,7,5,0,5,8,3,10,17,15,31,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,119,95,216
SSC41098,7,4,6,8,0,0,3,0,3,3,0,0,0,9,9,17,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,4,3,3,0,3,0,3,5,0,0,0,0,0,0,0,0,0,3,3,10,0,0,4,0,0,0,0,0,0,0,0,6,0,0,4,7,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,119,95,211
