SSC_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SSC40386,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,23,28,22,7,4,4,7,21,0,114
SSC40387,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,6,9,0,0,3,5,0,40
SSC40388,0,0,3,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,15,6,26,47,0,0,9,0,0,112
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,17,13,16,16,8,0,3,15,0,86
SSC40391,11,3,23,13,10,9,6,8,0,81,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,4,0,3,22,0,3,6,0,3,3,0,5,3,27,139,434,167,192,163,85,43,82,15,1324
SSC40392,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,5,6,3,0,0,5,0,38
SSC40393,0,0,5,3,0,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,16,37,29,20,21,12,11,21,3,172
SSC40394,3,0,16,13,4,3,7,13,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,11,3,0,9,7,3,42,37,89,136,157,69,51,51,82,10,683
SSC40395,0,0,10,3,3,3,3,5,0,30,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,3,5,3,0,3,6,3,3,33,31,82,102,124,72,58,56,63,11,605
SSC40396,0,0,6,0,0,3,3,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,4,0,4,4,6,0,6,27,10,37,58,46,32,17,30,41,17,287
SSC40397,5,0,9,4,3,3,0,10,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,3,0,3,11,7,0,32,21,33,72,114,44,33,44,69,10,443
SSC40398,0,0,12,9,3,4,3,13,3,54,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,20,36,67,72,127,52,47,38,76,9,522
SSC40399,3,0,4,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,3,6,0,18,13,42,45,68,20,21,19,64,3,298
SSC40400,3,0,13,3,3,3,3,8,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,7,0,20,36,72,98,100,45,32,36,63,3,484
SSC40401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,13,30,15,19,12,3,4,8,0,98
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,15
SSC40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,3,4,6,0,0,3,0,36
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,4,0,0,3,0,11
SSC40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,21
SSC40406,8,3,32,9,3,12,4,3,0,63,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,8,0,3,6,0,0,0,0,3,0,21,80,186,122,144,69,56,29,59,3,751
SSC40407,12,6,34,12,5,6,8,6,3,93,0,4,0,0,0,0,3,3,0,10,0,0,3,3,0,4,3,5,0,23,0,6,6,0,5,0,8,8,8,40,154,431,252,204,182,88,80,139,17,1533
SSC40408,3,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,76,222,18,30,54,24,5,3,3,444
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,4,0,17
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,3,0,15,3,3,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,4,3,0,0,0,0,0,7,47,132,96,65,59,25,14,23,13,482
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,0,0,0,14
SSC40413,0,0,7,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,0,0,0,0,0,9,25,18,36,25,11,8,17,21,0,163
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40416,3,0,11,4,0,0,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,4,3,0,0,0,0,0,0,0,9,92,239,53,47,44,22,3,24,3,536
SSC40417,3,0,11,4,0,0,3,5,0,36,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,3,7,0,16,48,81,97,98,66,36,17,40,10,488
SSC40418,5,0,16,8,5,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,4,0,10,40,84,124,87,65,41,23,42,7,509
SSC40419,9,4,25,13,4,10,0,10,0,81,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,10,3,3,5,3,3,0,3,7,4,34,135,306,204,218,139,76,40,73,20,1215
SSC40420,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,26,13,16,11,0,3,7,4,80
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SSC40422,4,0,9,3,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,6,43,139,32,54,40,17,4,24,4,362
SSC40423,3,0,12,0,4,5,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,35,130,55,62,50,27,10,19,5,395
SSC40424,10,0,27,12,8,9,0,10,0,66,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,0,3,11,0,6,0,4,0,7,28,126,287,240,161,133,56,36,62,9,1118
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,11
SSC40427,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,8,12,4,7,3,0,10,4,70
SSC40428,3,3,14,7,3,3,0,6,0,39,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,3,11,72,254,63,79,79,35,12,35,9,643
SSC40429,5,0,28,11,7,11,10,6,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,3,4,0,6,0,4,4,10,4,36,68,237,132,137,103,65,59,131,12,944
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,3,3,0,0,0,3,0,28
SSC40431,4,0,48,19,12,15,0,17,0,114,0,0,0,0,0,0,0,0,0,3,7,3,0,0,3,0,0,0,0,19,7,3,8,11,7,4,0,8,8,56,175,431,294,227,251,107,78,143,25,1732
SSC40432,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,20,18,12,8,3,6,8,0,90
SSC40433,3,0,8,5,4,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,11,0,0,3,0,3,0,0,0,0,8,71,176,58,59,58,28,14,28,0,483
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,3,0,0,16
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,4,0,11
SSC40436,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,11
SSC40437,3,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,10,53,115,24,15,42,18,3,4,0,272
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,31,5,58,24,19,19,6,9,3,170,0,0,0,0,0,0,0,0,0,0,3,5,5,4,4,0,7,0,0,36,7,7,3,9,9,3,3,4,9,44,499,1144,537,417,469,205,80,119,38,3513
SSC40440,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,5,5,3,9,3,3,0,59
SSC40441,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,24,15,11,5,9,3,3,12,0,87
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,10,0,36,12,7,14,0,5,0,76,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,7,0,15,3,0,3,0,4,11,3,0,6,37,159,434,259,163,196,82,46,75,26,1443
SSC40444,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,27
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10
SSC40446,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,4,3,3,3,0,0,30
SSC40447,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,30,15,8,3,0,0,3,0,79
SSC40448,0,0,7,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,4,9,77,251,46,54,62,40,4,14,19,569
SSC40449,0,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,39,26,17,19,4,5,10,3,145
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,14
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,5,0,13
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,3,0,0,3,0,15
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40460,9,0,12,3,3,0,4,6,0,38,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,13,3,0,6,0,3,4,8,5,0,22,70,96,126,101,67,31,47,56,5,599
SSC40461,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,13,53,156,20,26,41,13,0,14,3,336
SSC40462,3,6,11,3,7,3,0,3,0,37,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,3,3,5,0,3,0,4,0,15,108,268,124,81,89,50,19,36,6,786
SSC40463,14,3,48,17,20,10,3,6,0,119,0,3,0,0,0,0,0,0,0,3,6,4,0,0,8,3,3,0,0,27,4,10,11,3,6,12,3,0,7,53,232,582,253,206,249,113,55,70,27,1787
SSC40464,7,3,19,10,3,3,0,3,0,48,0,0,0,0,0,0,0,0,0,0,3,7,3,0,4,0,0,0,0,19,3,0,0,0,0,5,0,0,3,14,213,712,106,119,155,53,17,45,16,1430
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,3,0,0,0,7,0,31
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,3,0,4,3,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,10,46,20,10,15,13,6,13,3,136
SSC40470,3,0,7,0,0,3,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,34,65,71,27,36,16,16,28,3,291
SSC40471,9,4,34,15,11,9,0,6,0,95,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,10,0,3,3,8,0,5,7,5,8,34,176,391,240,213,180,97,69,93,30,1484
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,7,8,3,3,0,0,5,0,34
SSC40474,3,0,26,14,5,0,3,9,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,4,0,0,3,0,0,4,0,3,11,74,166,132,108,69,38,26,52,9,667
SSC40475,4,0,0,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,13,12,34,34,29,23,11,13,11,7,170
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,0,0,0,0,0,0,26
SSC40477,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,4,3,0,3,3,0,39
SSC40478,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,5,6,20,18,33,15,12,12,21,0,145
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,3,0,26
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,16
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,59,6,4,0,12,10,0,103
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12
SSC40487,5,0,8,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,102,268,28,34,52,27,9,15,10,538
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,3,3,3,0,0,0,0,37
SSC40490,0,0,13,3,8,3,0,4,0,35,0,0,0,0,0,0,0,0,3,3,6,0,0,3,3,4,0,0,0,20,3,3,3,0,0,3,4,3,4,20,78,246,153,147,141,60,44,95,23,971
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,0,3,0,22
SSC40492,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,33,20,24,5,13,11,15,3,155
SSC40493,0,5,17,7,4,5,0,5,0,56,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,13,0,3,7,0,3,3,0,5,0,19,139,393,126,119,112,59,29,57,15,1047
SSC40494,0,0,3,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,11,52,37,30,20,10,10,5,0,178
SSC40495,3,0,4,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,113,321,42,43,53,32,0,17,7,623
SSC40496,3,0,11,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,13,0,0,3,0,0,0,3,0,0,12,111,326,82,77,83,33,16,22,9,749
SSC40497,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,23,16,18,8,3,9,10,0,112
SSC40498,0,0,5,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,37,36,39,21,15,9,11,12,0,184
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,10,0,19,7,3,8,0,4,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,4,19,0,4,3,0,4,8,0,0,6,29,189,367,104,103,113,64,15,37,25,1015
SSC40501,9,0,28,11,8,4,0,9,0,70,0,0,0,0,0,0,0,0,0,4,4,4,3,4,0,0,0,0,0,18,3,9,3,3,3,0,0,0,4,22,214,482,169,181,175,83,21,62,10,1397
SSC40502,15,6,42,24,11,11,3,5,0,128,0,0,3,0,0,0,0,0,0,0,7,8,7,0,4,0,0,3,0,25,6,3,6,7,3,3,0,4,3,32,351,772,335,271,258,155,41,74,24,2279
SSC40503,10,0,23,4,3,3,0,0,3,50,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,8,3,0,0,0,0,5,0,0,0,12,127,314,78,92,99,39,5,15,14,791
SSC40504,13,0,20,8,9,13,3,3,0,84,0,0,0,0,0,0,0,0,0,4,3,8,0,6,8,3,0,3,0,26,0,0,3,8,7,4,0,3,10,41,264,600,255,221,233,111,35,54,27,1799
SSC40505,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,3,0,0,3,0,27
SSC40506,0,0,6,4,0,3,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,74,292,48,71,89,40,13,31,8,657
SSC40507,3,0,11,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,6,120,314,41,56,63,42,8,21,3,666
SSC40508,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,12,5,12,19,13,9,8,8,7,3,72
SSC40509,0,0,0,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,6,3,0,5,0,0,21,34,36,47,24,36,14,17,26,4,237
