SSC_CODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
SSC41019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,5,5,0,0,0,13,14,26
SSC41020,3,0,3,77,110,186,0,0,4,0,0,0,4,3,8,871,694,1570,62,76,138,24,0,24,3,0,6,9,0,8,5,0,9,18,21,36,1076,906,1984,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,12,19,0,5,8,0,0,3,13,16,33,5,3,10,19,26,43,0,0,3,0,0,0,0,0,0,0,0,3,26,32,53,65,132,193,12,7,12,1189,1098,2291
SSC41021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,17,0,0,0,0,0,0,20,12,30
SSC41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,22,57,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,47,31,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,4,0,0,3,53,40,95
SSC41024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,15,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,8,0,0,0,0,0,0,17,13,31
SSC41025,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,36,31,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,39,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,50,47,90
SSC41026,25,23,50,14,5,18,0,0,0,0,0,0,0,0,0,601,504,1107,29,39,64,10,0,10,7,0,5,0,0,0,8,0,8,7,3,12,689,576,1272,7,3,11,0,0,0,0,0,0,8,8,11,0,4,4,0,0,3,11,17,26,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,3,8,11,20,25,39,7,3,9,0,0,0,0,0,0,7,3,9,15,28,44,63,134,200,6,3,10,803,765,1577
SSC41027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,7,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,9,11,13
SSC41028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,166,332,4,11,19,0,0,0,3,0,3,0,0,0,5,0,10,5,10,18,178,195,373,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,23,37,42,52,92,4,0,3,239,271,512
SSC41029,7,8,12,154,169,323,0,0,0,3,0,4,6,8,17,848,659,1508,45,87,132,0,0,0,15,3,19,65,36,101,14,10,27,244,239,483,1406,1221,2633,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,10,0,0,0,0,0,3,7,3,4,0,4,5,0,0,0,10,11,18,11,6,21,28,21,50,0,0,0,0,0,0,0,0,0,0,3,3,73,107,179,163,249,409,18,19,32,1686,1611,3305
SSC41030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,71,146,4,7,5,0,0,0,0,0,0,0,0,0,4,0,3,3,0,4,87,79,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,12,9,21,0,0,0,97,90,186
SSC41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,11
SSC41032,19,26,39,17,6,20,0,0,0,9,3,10,3,0,3,328,308,629,22,23,36,7,0,7,0,0,0,10,4,15,6,0,6,9,11,22,434,377,812,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,3,5,5,10,15,0,0,0,0,0,0,0,0,4,3,0,3,16,31,55,53,75,128,7,0,7,509,501,1009
SSC41033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,36,72,107,8,0,5,0,0,0,0,0,0,0,0,0,1106,964,2070,40,63,100,9,0,9,7,0,7,23,0,22,21,0,19,20,17,39,1271,1113,2382,0,4,3,0,0,0,0,3,3,0,9,8,0,0,3,3,0,3,4,16,16,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,3,11,19,28,19,35,48,0,3,5,0,0,0,0,0,0,0,3,11,42,24,65,120,178,292,14,9,22,1467,1359,2827
SSC41035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,74,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,9,3,9,54,35,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,9,0,0,0,64,50,114
SSC41036,0,0,0,47,57,101,0,0,0,3,9,13,3,3,7,473,424,898,35,39,72,6,0,6,6,0,8,12,8,12,4,0,10,12,12,27,595,555,1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,9,9,15,9,26,19,17,37,0,0,0,0,0,0,0,0,0,0,0,0,18,17,41,49,98,142,7,7,14,690,693,1386
SSC41037,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,69,49,119,7,5,12,3,0,3,0,0,0,0,0,0,3,0,3,5,7,7,91,61,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,5,15,0,0,0,100,75,176
SSC41038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,38,83,6,5,15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10,58,50,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,9,19,0,0,0,68,59,127
SSC41041,3,0,3,54,80,139,0,0,0,0,0,0,3,0,7,587,414,1001,21,50,73,5,0,5,7,0,7,10,5,15,3,3,11,5,9,11,704,562,1262,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,10,13,0,7,7,0,0,0,4,13,18,8,3,8,13,19,36,0,0,0,0,4,4,0,0,0,0,4,4,13,21,29,52,88,133,8,3,17,789,692,1489
SSC41042,0,0,0,118,126,245,0,0,0,0,0,0,6,3,9,1216,986,2203,45,121,168,3,0,5,9,5,15,19,3,25,8,4,16,18,14,31,1445,1271,2717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,40,4,10,19,0,0,3,24,40,61,19,8,23,42,48,85,0,0,0,3,3,8,0,0,0,4,0,5,49,62,108,111,190,297,10,11,17,1654,1580,3239
SSC41043,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,79,60,147,3,3,10,4,0,7,0,0,0,3,4,4,0,0,0,3,0,5,103,75,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,3,3,9,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,10,12,27,5,19,23,0,4,8,123,120,240
SSC41044,3,0,3,147,170,316,0,0,0,0,0,0,11,5,16,843,764,1606,40,87,126,0,0,0,10,5,11,90,47,133,7,3,14,136,145,282,1281,1230,2518,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,8,0,0,0,0,0,0,3,4,5,0,7,9,4,0,8,8,12,20,16,7,21,28,20,49,0,0,0,3,3,4,0,0,7,4,8,10,93,92,181,120,179,300,10,8,18,1536,1539,3070
SSC41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41046,0,3,3,21,25,40,0,0,0,9,14,21,0,0,0,368,326,692,11,39,50,0,0,3,0,3,3,18,3,21,3,0,3,10,5,14,438,416,851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,6,0,4,4,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,20,32,49,42,73,118,4,0,9,510,527,1037
SSC41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,3,0,3,0,0,0,0,0,0,0,0,0,12,0,12,9,5,14,22,8,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,11,35
SSC41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,14,12,24
SSC41049,0,0,0,7,0,9,0,0,0,0,0,0,4,3,6,1146,916,2060,30,57,86,19,0,19,11,0,11,21,3,27,16,0,16,56,34,94,1315,1018,2328,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,16,13,12,23,0,3,0,0,0,0,0,0,0,0,3,3,46,70,112,139,246,381,15,12,28,1521,1360,2874
SSC41050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17
SSC41051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16
SSC41052,3,3,3,32,37,70,0,0,0,3,0,3,0,0,0,489,416,900,17,24,48,9,0,9,3,0,3,0,0,0,10,4,13,9,5,8,572,490,1066,3,0,3,0,0,0,0,0,0,4,4,5,0,0,0,0,0,0,3,3,14,0,0,0,0,0,0,3,7,9,0,0,0,0,0,0,6,9,8,10,0,6,17,11,32,0,0,3,0,0,0,0,0,0,3,0,3,11,26,35,49,107,158,4,3,13,659,645,1302
SSC41053,4,10,23,3,6,15,0,0,0,0,0,0,0,0,0,269,210,476,17,18,28,6,0,6,6,0,6,4,4,3,7,3,8,5,13,20,321,266,589,5,3,7,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,6,11,19,0,0,0,0,0,0,0,0,0,0,0,0,7,11,21,33,45,77,6,6,12,378,336,720
SSC41054,0,0,0,4,5,13,0,0,0,0,0,0,0,0,0,154,141,296,6,14,20,0,0,0,0,0,0,0,0,4,0,0,0,9,3,15,176,166,344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,4,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,18,16,40,21,45,63,4,0,3,220,237,451
SSC41055,0,0,0,54,100,155,0,0,0,0,0,0,0,3,3,573,504,1076,18,55,71,3,3,6,9,0,9,12,0,11,6,4,5,8,14,18,684,674,1367,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,11,12,21,4,3,6,0,0,0,11,12,23,6,4,11,19,18,38,0,0,0,0,0,0,0,0,0,0,0,0,18,19,36,48,98,148,3,7,9,775,819,1593
SSC41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41057,84,69,148,24,22,49,0,0,0,6,8,11,0,0,0,458,442,901,24,33,58,3,0,3,5,0,6,10,4,13,8,0,8,24,35,63,638,619,1259,9,7,12,0,0,0,3,3,3,0,6,5,0,0,0,0,0,0,13,19,28,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,3,3,6,6,12,17,27,49,3,0,3,0,0,0,0,0,0,3,4,5,19,15,36,70,118,183,8,9,13,756,792,1546
SSC41058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,66,159,4,5,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,104,77,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,21,30,5,8,19,0,0,0,129,106,234
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9
SSC41061,4,7,17,5,0,7,0,0,0,0,0,0,0,0,0,236,213,449,16,6,25,6,0,6,0,0,0,0,0,0,6,0,8,8,4,14,288,238,523,3,0,5,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31,33,48,79,0,0,5,342,314,654
SSC41062,0,6,5,32,45,72,0,0,0,0,3,3,0,0,0,616,497,1108,28,53,81,11,0,11,7,0,7,8,0,8,11,4,15,8,10,17,714,609,1322,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,3,3,3,10,0,0,0,3,9,10,11,10,18,16,21,35,0,0,0,0,0,0,0,0,0,0,0,0,6,16,26,73,118,194,3,0,5,812,772,1586
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,0,3,6,3,7,9,0,0,0,0,0,0,0,0,0,230,162,394,10,7,14,4,0,4,0,0,0,0,0,0,3,0,4,3,4,4,254,183,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,3,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,20,29,50,37,41,76,4,0,4,322,254,574
SSC41066,10,4,12,18,19,44,0,0,0,0,0,0,0,0,0,520,447,964,27,31,62,14,0,17,8,0,8,3,0,3,10,0,13,0,3,7,613,516,1125,0,0,0,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,3,8,9,0,0,0,0,0,0,3,8,9,9,3,11,13,15,30,0,3,3,0,0,0,0,0,3,4,0,3,25,39,61,48,87,136,6,8,17,711,660,1372
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,13,3,0,3,0,0,0,0,0,0,0,0,0,3,0,7,4,21,25,20,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,3,0,3,30,32,58
SSC41069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,62,139,7,10,12,7,0,8,3,0,3,3,0,3,4,0,4,12,11,29,109,83,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,8,24,40,0,0,0,130,122,254
SSC41070,17,30,43,3,3,7,0,0,0,0,0,0,0,3,3,289,256,545,26,15,40,6,0,6,3,0,3,7,0,7,0,0,0,6,6,10,351,304,658,6,4,3,0,0,0,0,5,5,0,0,0,0,0,3,0,0,0,6,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,7,11,20,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,34,56,87,10,5,17,409,388,793
SSC41071,4,12,12,12,21,36,0,0,0,0,0,0,0,4,3,379,272,659,28,30,57,6,0,6,3,0,3,5,3,7,6,3,9,7,3,15,460,348,812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,5,8,3,6,14,0,0,3,0,0,3,0,0,0,4,3,6,4,4,13,31,55,90,12,4,14,514,431,942
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,12,9,23
