SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40173,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC40174,132,120,253,3,0,5,0,0,0,3,3,5,0,0,0,43,48,91,0,0,3,0,0,0,3,3,9,0,0,0,0,0,0,48,56,103,0,0,0,0,0,0,53,61,110,23,21,43,203,196,402
SSC40175,21,19,38,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,5,4,0,0,0,22,20,44
SSC40176,74,74,149,4,3,11,0,0,0,0,0,0,0,0,0,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,17,27,0,0,0,0,0,0,13,16,31,5,6,13,98,99,192
SSC40177,16,7,19,3,4,4,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,4,8,12,0,0,0,19,14,30
SSC40178,55,56,110,3,0,7,0,0,0,0,0,0,0,0,0,10,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,22,0,3,4,0,0,0,19,15,31,12,10,22,84,73,165
SSC40179,19,18,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,16,18,38
SSC40180,16,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,17,13,27
SSC40181,77,81,163,8,0,8,0,0,0,0,0,0,0,0,0,20,24,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,32,45,0,0,3,0,0,0,27,28,59,11,6,15,112,120,238
SSC40182,39,36,78,3,0,5,3,0,3,0,0,0,0,0,0,7,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,31,0,0,0,0,0,0,19,17,32,0,4,5,64,54,119
SSC40183,6,10,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,3,3,9,0,0,0,14,10,26
SSC40184,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC40185,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,7,5,7,12
SSC40186,17,18,37,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,22,19,45
SSC40187,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3
SSC40188,48,41,84,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,8,3,9,3,7,10,54,54,108
SSC40189,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC40190,46,32,84,3,0,9,0,0,0,0,0,0,0,0,0,25,21,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,51,0,0,0,0,0,0,35,30,59,10,7,16,90,73,159
SSC40191,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC40192,748,803,1548,46,41,94,15,17,35,14,9,25,5,7,10,313,346,662,3,3,8,8,4,11,0,0,0,5,5,8,0,0,0,362,396,757,131,128,261,3,0,3,544,574,1114,50,53,100,1339,1428,2767
SSC40193,277,303,581,77,91,163,3,3,11,3,4,6,5,7,14,67,72,138,6,7,15,0,0,0,3,9,16,0,0,0,0,0,0,95,104,203,7,0,4,3,3,7,175,198,376,45,49,97,500,550,1050
SSC40194,5,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12
SSC40195,38,35,79,0,0,3,0,0,0,6,4,8,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,11,0,3,3,0,0,0,11,6,18,0,3,3,57,45,105
SSC40196,1727,1781,3504,139,133,275,41,28,74,16,22,45,18,25,45,519,635,1157,10,6,20,0,0,3,7,11,19,6,5,13,0,0,0,622,740,1364,94,111,208,25,23,48,883,1012,1895,164,192,354,2774,2982,5754
SSC40197,134,120,259,22,18,36,0,0,0,5,0,5,0,0,0,25,22,48,0,0,3,0,0,0,3,3,7,0,0,0,0,0,0,33,27,58,0,0,0,0,0,0,51,43,97,19,10,35,204,183,390
SSC40198,24,17,43,3,0,4,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,9,4,9,0,0,0,33,19,52
SSC40199,130,102,224,13,9,21,0,0,0,3,0,6,0,0,0,25,18,43,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,21,55,0,0,0,0,0,0,45,28,77,226,17,243,402,148,547
SSC40200,12,12,26,0,0,0,0,0,0,0,0,0,3,3,4,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,10,10,15,0,0,3,19,25,45
SSC40201,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,0,0,0,3,6,9
SSC40202,5,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,7,17
SSC40203,194,175,366,3,5,7,0,4,4,0,0,0,3,0,3,59,72,125,3,0,3,0,0,0,0,3,4,0,0,0,0,0,0,64,80,141,4,4,3,0,3,7,67,85,158,35,25,60,296,285,587
SSC40204,11,17,34,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,4,5,12,3,0,3,22,27,45
SSC40205,46,43,87,3,3,4,0,0,0,0,0,0,0,0,0,17,13,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,15,25,0,0,3,0,0,0,20,14,33,5,3,8,68,63,131
SSC40206,40,39,82,0,0,7,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,7,7,17,12,8,19,61,63,122
SSC40207,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14
SSC40208,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,3,5,0,0,0,17,18,32
SSC40209,99,94,189,9,9,20,0,0,0,0,0,0,0,0,0,14,21,35,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,18,24,40,0,0,0,0,0,0,29,33,64,13,14,22,142,135,277
SSC40210,741,773,1510,108,118,227,15,7,23,18,6,27,15,7,21,346,328,679,4,9,13,0,0,0,3,3,8,0,0,0,0,0,0,404,365,766,140,165,303,10,8,15,658,655,1312,73,78,152,1471,1506,2981
SSC40211,1945,2184,4126,190,191,389,19,22,43,25,19,41,12,15,24,853,865,1711,7,6,14,3,4,8,4,8,11,3,4,8,0,0,0,923,936,1862,379,374,751,24,25,51,1517,1530,3052,232,239,476,3698,3949,7651
SSC40212,30,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,27,23,49
SSC40213,46,32,82,14,14,27,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,11,21,32,10,12,17,70,61,132
SSC40214,0,0,0,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,3,3,8
SSC40215,13,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,0,0,0,4,6,8,0,0,0,16,18,33
SSC40216,11,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,11,10,24
SSC40217,3,3,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,7,10
SSC40218,15,13,27,3,0,3,0,0,0,0,0,0,0,0,0,6,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,13,0,0,0,0,0,0,7,11,18,3,3,4,30,23,53
SSC40219,17,13,31,3,5,11,0,0,0,0,0,5,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,0,0,0,0,0,0,7,7,18,4,3,8,30,26,56
SSC40220,83,77,163,16,15,23,0,0,0,0,0,0,0,0,0,20,21,40,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,19,22,45,0,0,3,0,0,0,37,36,70,11,9,20,132,119,252
SSC40221,9,11,20,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,4,10,16,28
SSC40222,0,0,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,3,3
SSC40223,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40224,11,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,5,4,5,0,0,0,13,12,21
SSC40225,140,143,286,4,6,10,0,0,3,0,0,0,3,7,8,34,29,60,0,0,3,0,3,4,0,0,3,0,0,0,0,0,0,43,39,78,3,3,8,0,0,0,55,48,101,13,14,23,205,202,404
SSC40226,7,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,7,10,18
SSC40227,23,20,46,3,3,8,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,11,0,0,0,0,0,0,5,10,16,6,5,18,45,34,82
SSC40228,93,103,196,24,15,37,0,0,0,0,3,3,4,6,13,33,33,72,0,4,4,0,0,0,4,0,3,0,0,0,0,0,0,49,47,90,0,0,3,0,0,0,69,61,131,15,12,26,174,178,354
SSC40229,15,17,31,3,0,3,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,10,0,0,0,0,0,0,6,5,16,0,0,0,26,25,52
SSC40230,31,19,49,4,3,3,0,6,5,0,0,0,0,0,0,6,6,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,0,0,0,0,0,0,10,14,21,0,0,0,42,29,73
SSC40231,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,3,3,8,3,0,3,9,13,22
SSC40232,15,12,32,0,0,0,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,13,0,0,0,0,0,3,7,9,10,0,0,0,21,18,39
SSC40233,16,4,16,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,12,3,15,4,0,4,25,7,40
SSC40234,3,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,7
SSC40235,15,11,30,3,4,8,0,0,0,3,3,5,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,16,0,0,0,0,0,0,9,14,21,3,0,3,29,27,52
SSC40236,464,456,924,88,122,208,3,3,10,9,6,15,6,3,8,120,125,244,5,7,17,0,0,0,4,3,11,0,0,0,0,0,0,150,151,300,12,19,28,5,4,16,259,291,546,120,123,244,837,874,1719
SSC40237,14,10,29,21,22,46,0,0,0,0,0,0,0,0,0,14,20,32,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,16,21,41,3,3,5,0,0,0,41,52,97,5,3,5,61,71,129
SSC40238,70,59,130,4,7,11,0,0,0,3,0,3,0,0,0,14,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,28,0,0,0,0,0,3,26,19,43,9,5,19,102,84,187
SSC40239,10,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,4,4,0,3,5,10,16,22
SSC40240,16,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,15,12,27
SSC40241,229,265,490,12,15,27,0,0,3,0,0,0,3,3,3,65,73,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,76,145,4,7,10,3,4,6,92,98,187,14,10,17,329,370,701
SSC40242,51,42,88,3,4,5,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,6,11,18,3,0,3,61,53,112
SSC40243,6,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,20
SSC40244,180,166,351,13,15,36,4,3,4,0,0,0,4,3,7,37,39,72,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,46,44,91,5,3,6,0,0,0,66,65,131,10,13,25,255,246,499
SSC40245,6,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,14
SSC40246,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,3,16,13,27
SSC40247,678,715,1392,21,27,53,4,4,7,0,0,3,3,11,11,226,222,452,0,0,0,0,0,0,6,9,7,0,0,0,0,0,0,241,243,487,23,31,56,4,5,9,292,308,602,51,52,110,1021,1079,2101
SSC40248,197,218,413,0,0,0,0,0,0,0,3,3,0,5,9,69,62,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,71,147,3,0,3,0,0,0,74,72,148,8,8,22,282,302,585
SSC40249,52,48,105,0,0,0,0,0,0,0,0,0,0,0,0,7,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,19,0,3,5,0,0,0,10,8,20,3,8,12,67,64,132
SSC40250,3,5,10,4,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,12,0,0,0,8,9,17
SSC40251,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC40252,3,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11
SSC40253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40254,1349,1410,2756,72,81,158,15,20,34,10,18,26,17,10,32,587,642,1233,13,9,25,6,5,5,9,4,13,0,3,0,0,0,0,659,709,1372,32,44,78,18,24,43,791,855,1645,251,274,524,2385,2545,4927
SSC40255,1250,1177,2433,175,166,342,29,39,73,24,25,43,24,23,48,628,717,1347,13,8,24,6,3,11,7,0,12,0,3,3,0,0,0,741,825,1558,77,69,144,23,14,37,1008,1076,2087,281,317,603,2543,2573,5118
SSC40256,507,515,1024,34,46,81,8,6,13,3,7,5,3,10,9,140,147,287,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,152,165,321,27,26,56,3,0,5,224,241,458,34,24,59,763,778,1538
SSC40257,796,853,1647,189,214,400,10,14,24,10,6,19,7,16,25,276,332,606,3,3,7,3,3,4,8,8,15,0,0,0,0,0,0,330,378,709,16,21,42,8,7,13,542,620,1163,93,102,190,1431,1575,3003
SSC40258,640,717,1355,34,20,54,4,9,10,13,17,31,0,3,3,235,246,480,3,4,6,0,0,0,0,3,4,0,0,0,0,0,0,250,280,530,69,67,136,7,4,11,359,365,725,27,34,60,1023,1112,2139
SSC40259,664,772,1434,36,37,68,14,11,27,6,13,16,7,13,25,273,282,555,3,0,7,0,0,0,3,3,8,3,0,4,0,0,0,312,327,635,68,76,146,9,4,14,418,444,859,53,54,111,1135,1274,2411
SSC40260,202,206,414,11,8,19,4,3,7,0,3,8,0,3,3,52,64,117,4,4,6,0,0,0,0,0,0,0,0,0,0,0,0,64,76,142,3,3,4,0,0,0,76,83,159,9,10,21,290,305,594
SSC40261,8,6,16,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,0,0,7,7,9,0,3,4,11,12,27
SSC40262,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,15
SSC40263,82,87,171,10,8,19,0,0,0,0,0,0,0,3,6,58,57,122,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,71,65,132,4,0,0,4,0,4,77,76,155,9,8,19,173,174,349
SSC40264,844,846,1689,110,108,218,30,16,43,21,20,35,8,4,11,410,402,807,6,4,11,0,0,0,9,7,16,0,0,3,0,0,0,473,456,931,208,187,399,10,6,16,807,758,1561,124,111,234,1774,1712,3480
SSC40265,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
SSC40266,18,21,35,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,4,3,5,0,0,3,21,25,48
SSC40267,277,276,556,61,68,128,0,0,3,0,0,0,3,4,3,46,44,99,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,54,53,112,3,5,10,0,0,4,117,133,249,39,32,69,432,443,876
SSC40268,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,4,6,0,0,0,13,4,16
SSC40269,100,79,181,6,3,11,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,21,52,0,0,0,0,0,0,40,27,62,25,21,49,162,130,289
SSC40270,9,5,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,11,10,22
SSC40271,761,812,1565,47,65,107,14,15,29,9,12,26,8,9,14,361,390,747,4,10,10,0,0,3,8,11,11,3,0,3,0,0,0,402,444,846,149,168,310,16,14,28,608,691,1295,73,88,160,1439,1581,3021
SSC40272,116,115,228,19,23,40,0,0,0,4,0,5,0,3,0,23,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,28,58,3,3,3,0,0,0,51,52,103,14,12,27,190,179,364
SSC40273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40274,16,28,46,16,13,28,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,12,17,34,6,0,4,35,48,84
SSC40275,206,202,405,17,13,36,0,0,0,3,3,7,0,0,0,83,76,157,3,4,9,0,0,0,3,10,13,3,0,3,0,0,0,96,90,186,3,0,3,0,3,3,120,108,226,6,13,21,330,322,652
SSC40276,22,21,37,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,5,4,14,29,22,54
SSC40277,179,152,331,33,37,74,0,3,6,3,3,8,3,4,5,47,49,92,3,5,4,0,0,0,5,8,16,0,0,0,0,0,0,65,69,133,3,8,10,5,3,5,110,116,221,18,17,31,300,281,583
SSC40278,16,11,26,6,3,10,0,0,0,5,0,9,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,0,0,0,0,0,0,17,9,24,6,5,13,42,24,68
SSC40279,11,9,17,4,0,6,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,0,8,0,3,9,21,15,35
SSC40280,195,205,399,36,28,68,0,0,0,3,0,3,3,3,7,61,58,121,7,4,6,0,0,0,0,0,0,4,3,11,0,0,0,87,68,153,37,27,63,4,0,3,157,122,282,22,27,52,381,355,730
SSC40281,18,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,22,13,36
SSC40282,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6
SSC40283,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40284,335,342,680,9,18,27,12,9,20,7,9,19,3,3,11,170,169,337,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,195,191,383,68,59,123,5,0,8,275,265,543,42,42,82,650,653,1306
SSC40285,1133,1166,2300,46,52,101,16,11,26,5,14,15,7,14,26,252,257,503,4,4,8,0,0,0,3,3,6,0,0,0,0,0,0,288,303,588,22,35,60,7,3,6,355,391,751,65,54,121,1558,1614,3174
SSC40286,17,8,24,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,19,8,32
SSC40287,13,13,25,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,19,14,33
SSC40288,73,58,131,0,0,0,0,0,0,4,0,3,0,0,0,14,18,34,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,18,41,0,0,0,0,0,0,18,18,39,24,21,42,117,96,214
