SSC_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40811,671,646,1314,167,178,343,3,7,13,14,25,38,9,10,19,238,256,493,7,7,11,3,0,5,3,5,10,0,0,0,0,0,0,279,311,586,10,14,18,8,4,12,466,501,965,116,124,238,1253,1264,2519
SSC40812,39,37,80,3,0,6,0,0,0,3,3,3,3,0,3,12,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,21,16,36,13,12,19,71,63,140
SSC40813,1050,1048,2093,160,172,336,5,3,11,15,11,29,4,6,14,385,375,764,3,3,8,0,0,0,3,4,5,0,0,0,0,0,0,426,410,831,162,174,339,7,0,14,758,766,1524,124,120,245,1935,1931,3859
SSC40814,13,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,8,22
SSC40815,25,21,44,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,4,3,11,3,0,8,35,25,64
SSC40816,35,26,59,3,4,3,7,5,11,0,0,0,0,4,3,13,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,31,0,0,0,0,0,0,19,15,36,0,0,0,57,38,93
SSC40817,23,21,42,4,4,6,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,0,0,3,0,0,0,13,10,18,0,0,0,36,28,61
SSC40818,25,13,42,5,0,5,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,22,0,0,0,0,0,0,16,8,26,3,3,6,47,27,70
SSC40819,519,551,1069,42,42,85,23,19,41,14,8,25,0,6,7,250,306,556,0,0,0,4,4,9,5,3,9,4,0,3,0,0,0,305,347,652,120,143,266,4,3,9,470,541,1012,48,48,93,1035,1138,2175
SSC40820,651,650,1310,32,37,69,10,5,12,7,10,16,10,13,20,206,217,426,3,4,10,0,0,0,5,4,6,6,5,7,0,0,0,246,256,501,47,52,95,0,3,5,322,354,676,49,49,90,1023,1050,2072
SSC40821,973,1116,2091,50,79,134,11,10,19,19,12,30,10,11,19,441,498,937,9,3,8,0,0,0,9,20,26,0,0,0,0,0,0,498,548,1048,123,142,265,5,7,8,679,778,1453,86,103,193,1739,1997,3735
SSC40822,61,51,115,8,3,12,0,0,0,0,0,0,0,0,0,5,12,21,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,14,22,0,0,0,0,0,0,13,17,29,13,8,22,89,77,164
SSC40823,9,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,5,3,3,13,9,27
SSC40824,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC40825,27,7,37,0,0,0,0,0,0,3,0,4,0,0,0,11,8,20,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,17,21,33,0,0,0,0,0,0,19,17,35,14,7,22,59,40,94
SSC40826,359,370,725,49,49,98,12,10,23,8,0,6,0,4,6,213,183,391,5,0,4,0,0,0,4,4,7,0,0,0,0,0,0,241,201,439,102,119,222,12,0,10,401,374,771,101,129,224,852,873,1728
SSC40827,3,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9
SSC40828,36,31,67,9,6,12,0,0,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,12,0,0,0,0,0,0,14,13,22,3,9,10,53,45,95
SSC40829,24,23,47,0,0,0,0,0,3,0,0,0,0,0,3,13,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,26,3,0,5,0,0,0,16,11,29,10,4,15,56,42,96
SSC40830,132,152,282,11,9,25,0,0,0,0,3,8,0,5,3,60,64,120,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,63,72,138,39,53,94,0,0,3,115,140,256,17,15,24,260,304,567
SSC40831,9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11
SSC40832,299,314,614,43,43,83,5,5,11,0,5,4,10,6,12,105,124,236,0,4,9,0,0,0,3,5,10,0,0,0,0,0,0,127,150,278,22,22,37,0,3,3,191,212,403,34,40,79,524,566,1090
SSC40833,26,24,52,3,3,3,0,0,0,0,3,3,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,9,5,18,7,9,16,35,43,81
SSC40834,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40835,2357,2342,4695,390,434,833,137,113,248,105,75,181,85,75,157,1756,1777,3530,38,32,74,7,6,14,44,33,75,43,36,81,0,0,0,2211,2139,4351,837,811,1653,46,58,106,3494,3443,6939,323,297,621,6177,6083,12259
SSC40836,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC40837,391,428,814,17,21,41,9,9,21,4,12,13,5,3,6,158,172,328,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,178,201,377,39,52,91,11,3,9,244,273,522,35,48,86,669,751,1425
SSC40838,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,12
SSC40839,8,6,16,3,3,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,4,5,8,0,0,0,9,12,23
SSC40840,458,538,994,121,126,247,7,3,11,4,5,8,5,6,15,173,184,354,4,6,11,4,4,13,9,5,17,0,3,3,0,0,0,209,224,434,13,11,26,3,0,3,346,366,710,72,106,177,872,1010,1881
SSC40841,10,15,26,0,0,0,0,0,0,3,0,4,0,0,0,6,5,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,8,18,0,0,0,0,0,0,7,8,18,6,3,13,23,26,56
SSC40842,454,438,892,51,68,119,4,7,11,0,3,7,9,7,16,140,149,288,0,0,0,0,0,0,3,3,3,0,0,3,0,0,0,152,172,322,6,7,20,0,3,9,214,250,462,31,34,63,701,721,1424
SSC40843,1104,1172,2273,98,108,203,9,14,23,10,13,27,12,15,31,376,403,776,3,0,6,0,3,3,3,3,7,0,0,0,0,0,0,428,451,878,30,37,68,5,6,11,557,598,1158,128,150,270,1785,1918,3707
SSC40844,371,378,747,38,30,67,4,0,3,3,7,7,0,3,3,159,171,330,3,0,3,0,0,0,7,3,8,0,0,0,0,0,0,176,182,364,9,5,15,0,4,4,219,225,447,37,30,64,628,633,1258
SSC40845,310,353,659,19,31,48,7,7,18,3,5,5,0,5,3,108,145,251,3,3,6,0,0,0,3,3,7,0,0,0,0,0,0,125,164,288,13,34,51,0,3,3,154,231,388,35,39,74,499,621,1121
SSC40846,102,117,218,3,0,4,0,0,0,3,3,8,0,0,3,38,39,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,83,3,0,9,0,0,0,48,49,100,5,10,10,155,174,330
SSC40847,125,115,235,15,11,24,4,0,4,4,0,3,0,0,0,15,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,13,33,0,0,0,0,0,0,34,25,56,15,11,26,165,155,319
SSC40848,549,623,1176,39,56,96,10,13,18,0,8,8,4,0,5,212,247,463,4,3,3,0,0,0,7,5,11,0,3,3,0,0,0,238,277,514,56,77,134,7,0,6,341,410,753,60,56,124,959,1089,2049
SSC40849,5,9,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,10,16,23
SSC40850,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,9
SSC40851,317,327,643,77,94,174,3,6,8,0,4,6,5,4,10,48,58,107,3,3,5,0,0,4,0,0,0,0,0,0,0,0,0,69,75,141,3,8,11,3,0,0,154,178,328,40,49,88,510,547,1060
SSC40852,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,4,3,7,0,0,0,7,3,14
SSC40853,6,4,11,3,4,7,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,9,4,12,0,3,5,15,10,29
SSC40854,36,25,55,8,7,11,0,0,0,0,0,0,0,0,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,11,3,3,6,0,0,0,14,11,20,0,3,7,51,32,86
SSC40855,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC40856,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,11,7,18
SSC40857,7,17,24,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,3,0,4,9,22,33
SSC40858,19,27,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,24,23,46
SSC40859,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,9,12,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,23,0,0,0,0,0,0,13,10,22,11,3,12,44,30,74
SSC40860,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,4,20
SSC40861,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40862,308,283,595,38,51,86,0,4,4,0,0,0,8,6,15,156,152,309,3,0,3,5,0,6,10,5,9,0,0,0,0,0,0,182,164,345,9,4,14,0,3,3,230,224,455,28,34,56,564,534,1102
SSC40863,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,3,13
SSC40864,109,90,201,6,3,14,0,0,3,9,6,11,0,0,0,47,40,88,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,60,46,106,0,0,0,0,0,0,66,49,116,15,16,29,196,153,353
SSC40865,214,220,432,31,34,62,3,4,15,4,4,9,3,0,3,104,88,189,3,3,7,0,4,3,3,0,4,0,0,0,0,0,0,125,107,228,4,12,14,3,0,6,159,153,310,44,45,88,422,409,828
SSC40866,1043,1157,2204,88,86,174,15,18,38,30,37,61,12,13,27,509,495,1007,13,11,18,0,0,0,5,3,7,3,0,0,0,0,0,582,577,1164,210,233,443,14,7,21,899,907,1809,113,125,237,2052,2189,4246
SSC40867,3,6,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,6,0,5,0,7,9,12,14,25
SSC40868,28,24,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,24,54
SSC40869,38,23,59,4,3,5,0,0,0,0,0,0,0,0,0,10,12,19,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,16,26,0,0,0,0,0,0,15,15,37,9,6,10,60,46,108
SSC40870,1557,1600,3153,305,325,628,31,21,53,33,35,69,15,9,23,228,252,478,13,20,32,3,3,6,6,6,9,0,0,0,0,0,0,329,343,676,16,17,35,8,3,15,661,695,1350,179,174,357,2390,2471,4860
SSC40871,635,720,1353,44,51,95,11,11,21,7,16,22,11,11,16,172,169,340,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,205,204,413,30,29,61,3,6,8,281,293,569,44,46,90,967,1054,2020
SSC40872,15,9,28,8,3,9,0,0,0,0,0,3,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,9,6,22,0,0,0,28,18,52
SSC40873,78,82,158,4,0,4,0,0,0,3,0,3,0,3,3,3,8,10,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,8,15,0,0,0,0,0,0,10,8,17,19,20,38,103,108,215
SSC40874,13,13,24,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,20,19,33
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,21,13,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,23,16,35
SSC40877,10,15,24,0,0,0,6,0,9,3,0,3,3,3,9,14,0,18,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,27,10,38,0,0,0,0,0,0,27,10,38,5,4,12,47,29,73
SSC40878,40,38,84,0,3,3,0,0,0,0,3,4,0,0,0,13,13,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,28,0,0,0,0,0,0,19,17,29,3,10,20,61,68,129
SSC40879,338,328,665,57,79,136,0,0,0,0,0,0,6,3,5,50,70,117,0,3,8,0,0,0,7,3,12,0,0,0,0,0,0,62,79,139,0,0,3,3,3,8,121,167,289,37,53,90,496,554,1048
SSC40880,66,52,121,6,3,5,0,0,0,4,0,6,0,0,0,7,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,20,0,0,0,4,0,3,22,13,32,12,16,19,96,81,174
SSC40881,57,48,110,3,9,8,0,0,0,0,0,0,0,0,0,22,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,35,55,0,0,0,0,0,0,26,36,70,7,3,8,92,95,181
SSC40882,5,3,8,0,0,0,0,3,5,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,8,9,16
SSC40883,16,6,30,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,3,3,8,3,0,3,25,17,43
SSC40884,449,512,964,46,53,104,7,13,22,4,7,10,4,5,9,189,255,441,0,0,3,0,0,0,6,11,25,3,3,3,0,0,0,222,297,517,34,38,70,0,0,0,302,394,688,50,52,97,800,957,1754
SSC40885,22,21,44,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,3,4,4,3,3,3,23,27,52
SSC40886,1262,1456,2716,84,105,189,33,12,44,25,26,52,13,18,25,579,689,1267,8,12,20,0,3,5,14,6,24,0,0,0,0,0,0,665,769,1435,205,257,466,26,20,45,979,1153,2132,138,162,297,2381,2765,5144
SSC40887,6,3,12,3,4,4,0,0,0,0,0,0,0,0,0,7,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,11,0,0,0,0,0,0,13,10,17,0,0,3,18,8,27
SSC40888,691,740,1430,106,127,235,10,9,14,4,3,10,9,13,14,223,240,464,0,0,6,0,3,3,4,6,13,0,0,0,0,0,0,251,276,522,59,59,116,9,3,11,423,461,890,74,82,152,1188,1285,2475
SSC40889,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC40890,80,82,159,3,3,10,0,0,0,0,0,0,9,0,10,8,12,23,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,14,32,3,3,9,0,0,0,22,20,47,8,0,6,108,108,218
SSC40891,1319,1374,2695,78,80,159,15,18,33,18,15,31,21,9,32,581,607,1187,5,12,17,0,0,0,7,3,6,0,0,0,0,0,0,647,660,1307,215,238,449,9,9,26,950,986,1935,137,148,288,2410,2513,4921
SSC40892,2112,2242,4357,118,98,217,14,17,26,18,11,27,22,24,47,558,578,1141,5,7,10,0,0,0,3,0,3,0,0,0,0,0,0,612,636,1248,79,98,180,11,3,15,827,838,1662,111,118,225,3049,3191,6245
SSC40893,1816,1754,3575,57,66,118,11,5,15,4,5,15,9,12,23,497,515,1014,3,3,4,0,0,3,0,4,5,3,0,3,0,0,0,533,551,1087,90,119,214,16,13,30,697,749,1448,112,121,233,2628,2630,5259
SSC40894,8,10,12,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,8,7,17
SSC40895,71,71,143,0,0,3,0,0,0,0,0,0,0,0,0,22,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,40,0,0,0,0,0,0,22,20,45,11,7,19,98,100,201
SSC40896,51,47,97,3,0,3,0,0,0,0,0,0,0,0,0,19,22,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,34,0,0,4,0,0,0,20,23,40,9,5,14,74,77,151
SSC40897,422,394,818,36,32,67,3,0,3,6,8,12,4,3,6,48,57,113,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,67,78,137,0,0,4,0,5,5,104,116,215,26,30,52,555,537,1093
SSC40898,40,37,73,11,10,22,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,3,0,3,0,0,0,18,13,33,0,3,3,63,54,112
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40900,95,75,172,3,4,10,0,3,4,0,0,0,0,0,0,30,39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,41,73,0,3,3,0,0,0,36,50,81,12,13,21,143,139,279
SSC40901,7,6,12,0,3,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,8,13,0,0,0,13,9,22
SSC40902,50,44,90,5,0,8,0,3,3,0,0,0,0,0,0,8,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,16,3,0,3,0,0,0,14,10,30,3,3,6,71,56,128
SSC40903,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,8,7,12
SSC40904,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,152,180,340,30,39,72,0,0,0,0,0,0,3,0,5,65,49,117,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,73,62,131,0,3,3,0,0,0,105,104,205,37,24,60,296,309,609
SSC40907,566,561,1127,126,148,276,9,5,19,9,8,18,10,10,23,273,265,540,4,4,10,3,4,6,14,8,21,0,0,0,0,0,0,327,308,636,3,9,11,4,0,3,462,467,925,94,98,189,1121,1120,2241
SSC40908,66,66,139,13,17,32,0,0,0,0,0,0,0,0,0,16,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,18,28,0,0,0,0,0,0,28,31,61,11,10,14,104,109,216
SSC40909,240,235,479,22,25,42,0,0,0,7,9,16,3,0,3,58,44,95,0,0,0,0,0,0,3,6,12,0,0,0,0,0,0,75,57,130,3,0,3,0,5,4,97,82,185,501,11,505,843,329,1169
SSC40910,21,24,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,4,27,29,52
SSC40911,58,58,123,6,4,15,0,0,0,0,0,0,0,0,0,11,19,34,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,15,21,35,0,0,0,0,0,0,24,25,46,5,11,14,88,96,185
SSC40912,48,39,92,4,5,10,0,0,3,0,0,0,0,0,0,19,19,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,43,3,0,0,0,0,0,30,32,55,10,11,21,88,82,168
SSC40913,32,28,62,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,5,3,6,0,0,0,41,36,72
SSC40914,11,7,15,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,11,12,20
SSC40915,158,137,293,22,20,41,4,0,4,7,3,8,0,3,4,45,33,75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,53,42,91,0,0,3,3,0,6,72,68,141,22,20,40,251,220,470
SSC40916,7,3,10,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,9,7,10
SSC40917,6601,6700,13295,379,412,789,45,47,92,58,57,114,65,69,137,2481,2735,5215,24,28,51,15,14,26,25,29,59,3,4,13,0,0,0,2724,2990,5719,163,208,376,73,57,129,3342,3664,7008,662,717,1380,10604,11085,21686
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
SSC40919,690,837,1531,54,71,131,12,3,14,14,17,26,7,9,9,442,543,981,0,0,4,0,0,0,9,11,15,3,0,7,0,0,0,479,590,1061,37,65,105,12,11,14,585,733,1314,98,104,198,1370,1679,3053
SSC40920,9,4,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,17
SSC40921,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,8,20
SSC40922,43,37,82,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,21,0,0,0,0,0,0,13,11,25,6,8,9,64,52,117
SSC40923,2999,3310,6315,742,806,1553,68,66,136,74,86,164,78,86,165,1528,1723,3250,39,46,89,12,9,27,28,42,73,3,3,11,0,0,0,1825,2070,3900,139,156,293,31,37,68,2741,3078,5817,341,419,762,6081,6807,12886
SSC40924,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,56,59,115,0,0,0,0,0,0,0,0,0,0,0,0,14,15,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,26,0,0,3,0,0,0,19,12,30,5,3,8,77,77,154
SSC40926,34,41,78,0,0,0,0,0,0,3,3,5,0,0,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,17,0,0,4,0,0,0,12,6,21,0,0,0,45,50,94
