SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC40701,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40702,..,18,18,23,0,23,11,0,11,13,0,13,4,0,4,0,0,0,56,18,74
SSC40703,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,..,23,23,22,0,22,8,0,11,14,0,14,8,0,8,3,0,3,55,25,73
SSC40705,..,4,4,12,0,12,0,0,0,4,0,4,3,0,3,5,0,5,24,4,30
SSC40706,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,7,19
SSC40707,..,12,12,13,0,15,3,0,3,5,0,5,3,0,3,8,0,8,31,13,47
SSC40708,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40709,..,3,3,9,0,9,5,0,5,3,0,3,3,0,3,0,0,0,14,3,22
SSC40710,..,0,0,8,0,8,8,0,8,3,0,3,0,0,0,0,0,0,20,0,23
SSC40711,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8
SSC40712,..,6,6,6,0,6,5,0,5,6,0,6,0,0,0,0,0,0,16,6,22
SSC40713,..,3,3,13,0,13,3,0,3,5,0,5,0,0,0,0,0,0,18,3,24
SSC40714,..,22,22,27,3,31,6,0,6,14,0,14,3,0,3,5,0,5,61,25,82
SSC40715,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40716,..,5,5,13,0,13,0,0,0,3,0,3,0,0,0,4,0,4,23,5,26
SSC40717,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40718,..,24,24,56,3,59,26,0,29,31,0,31,12,0,12,12,0,12,133,29,163
SSC40719,..,11,11,25,3,31,9,0,9,12,0,12,4,0,4,3,0,3,53,15,67
SSC40720,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,7
SSC40721,..,3,3,9,0,9,0,0,0,0,0,0,5,0,5,0,0,0,14,3,21
SSC40722,..,383,383,257,69,330,179,31,211,135,16,152,59,3,60,22,0,18,652,505,1160
SSC40723,..,11,11,7,0,5,4,0,4,6,0,6,0,0,0,0,0,0,20,13,31
SSC40724,..,6,6,3,0,11,4,0,4,9,0,9,0,0,0,0,0,0,15,9,24
SSC40725,..,12,12,16,0,15,4,0,4,4,0,4,5,0,5,0,0,0,31,19,41
SSC40726,..,6,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10
SSC40727,..,3,3,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,11,3,15
SSC40728,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40731,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40732,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,..,3,3,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,20,3,26
SSC40738,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40740,..,91,91,126,10,136,32,0,32,50,0,50,15,0,15,3,0,3,220,96,315
SSC40741,..,39,39,52,4,61,17,0,17,30,0,30,13,0,13,0,0,0,118,41,159
SSC40742,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40743,..,440,440,496,35,536,234,7,245,238,0,239,75,0,75,16,0,16,1067,482,1544
SSC40744,..,471,471,514,36,556,209,4,214,185,0,185,62,0,62,20,0,20,992,520,1509
SSC40745,..,96,96,112,5,114,30,0,30,25,0,25,15,0,15,3,0,3,183,103,287
SSC40746,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC40747,..,4,4,11,0,14,3,0,3,0,0,0,3,0,3,0,0,0,19,4,24
SSC40748,..,306,306,213,15,228,59,0,59,64,3,66,31,0,31,5,0,5,374,323,692
SSC40749,..,4,4,21,0,21,9,0,9,0,0,0,3,0,3,0,0,0,40,4,40
SSC40750,..,4,4,3,0,3,8,0,8,5,0,5,0,0,0,0,0,0,12,4,21
SSC40751,..,25,25,23,0,23,7,0,7,15,0,15,10,0,10,0,0,0,48,25,78
SSC40752,..,6,6,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,13,6,18
SSC40753,..,31,31,69,8,76,26,0,26,28,0,28,10,0,10,7,0,7,139,37,181
SSC40754,..,155,155,301,16,317,165,0,165,208,0,208,89,0,89,53,0,53,814,172,984
SSC40755,..,13,13,43,0,43,10,0,10,9,0,9,9,0,9,3,0,3,69,13,85
SSC40756,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC40757,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
SSC40758,..,229,229,232,12,241,101,3,108,118,0,115,42,0,42,19,0,18,506,247,758
SSC40759,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,..,4,4,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,9,4,17
SSC40761,..,15,15,31,3,28,19,0,19,8,0,8,6,0,6,0,0,0,63,17,77
SSC40762,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC40763,..,189,189,292,11,307,196,3,195,233,0,233,86,0,86,29,0,29,836,208,1044
SSC40764,..,224,224,340,11,352,127,0,127,126,0,126,73,0,73,35,0,35,695,230,927
SSC40765,..,9,9,18,0,18,4,0,4,3,0,3,3,0,3,0,0,0,27,9,38
SSC40766,..,13,13,21,3,22,6,0,6,3,0,3,0,0,0,0,0,0,30,13,48
SSC40767,..,35,35,42,0,42,16,0,16,10,0,10,7,0,7,0,0,0,77,38,107
SSC40768,..,587,587,650,54,702,323,7,329,392,0,393,115,0,122,24,3,29,1504,655,2160
SSC40769,..,10,10,11,0,11,5,0,5,3,0,3,0,0,0,0,0,0,23,10,31
SSC40770,..,8,8,0,0,4,5,0,5,3,0,3,3,0,3,3,0,3,12,3,20
SSC40771,..,15,15,24,0,21,18,0,20,23,0,23,14,0,14,0,0,0,79,17,89
SSC40772,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8
SSC40773,..,32,32,21,0,21,12,0,12,4,0,4,0,0,0,0,0,0,34,32,62
SSC40774,..,60,60,78,6,85,30,0,30,42,0,42,16,0,16,9,0,9,168,72,237
SSC40775,..,3,3,5,0,4,0,0,0,3,0,3,3,0,3,0,0,0,11,3,15
SSC40776,..,3,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC40777,..,0,0,4,0,4,0,0,0,3,0,3,0,0,0,3,0,3,10,0,14
SSC40778,..,7,7,33,0,33,9,0,9,13,0,13,3,0,3,6,0,6,64,7,70
SSC40779,..,25,25,66,3,65,18,0,18,35,0,35,12,0,12,7,0,7,131,26,160
SSC40780,..,17,17,22,0,20,21,0,21,3,0,3,8,0,8,0,0,0,51,22,69
SSC40781,..,216,216,239,15,254,129,6,136,164,0,165,44,0,45,14,0,13,591,241,831
SSC40782,..,574,574,679,23,702,218,11,232,212,3,214,72,0,73,38,0,37,1225,616,1838
SSC40783,..,74,74,94,10,97,50,0,50,52,0,52,21,0,21,10,0,10,218,79,295
SSC40784,..,65,65,95,0,97,23,0,23,22,0,22,11,0,11,3,0,3,157,69,230
SSC40785,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7
SSC40786,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5
SSC40787,..,141,141,267,6,273,107,0,108,105,0,105,39,0,39,24,0,24,546,149,695
SSC40788,..,13,13,32,0,32,15,0,15,8,0,8,3,0,3,0,0,0,66,12,82
SSC40789,..,38,38,44,0,48,22,0,22,5,0,5,8,0,8,0,0,0,82,44,124
SSC40790,..,3,3,9,0,9,8,0,8,3,0,3,6,0,6,0,0,0,28,3,32
SSC40791,..,112,112,201,5,204,79,0,79,80,0,80,24,0,24,11,0,11,393,120,512
SSC40792,..,19,19,67,3,65,31,0,30,21,0,21,10,0,10,15,0,15,144,21,167
SSC40793,..,8,8,14,0,14,5,0,5,5,0,5,0,0,0,0,0,0,28,8,33
SSC40794,..,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
SSC40795,..,3,3,9,0,9,5,0,5,3,0,3,0,0,0,0,0,0,15,3,23
SSC40796,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC40797,..,1073,1073,1014,102,1112,499,29,528,523,23,548,185,3,185,61,3,66,2285,1238,3515
SSC40798,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,..,140,140,194,10,204,44,0,44,50,0,50,26,0,26,17,0,17,333,149,482
SSC40800,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6
SSC40801,..,3,3,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,14,3,13
SSC40802,..,72,72,120,10,124,50,0,50,42,0,42,32,0,32,9,0,9,248,79,322
SSC40803,..,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9
SSC40804,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40805,..,209,209,320,16,334,126,4,129,187,3,191,67,0,67,13,0,13,708,227,935
SSC40806,..,9,9,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,3,9,11
SSC40807,..,3,3,3,0,3,4,0,4,0,0,0,3,0,3,0,0,0,12,3,13
SSC40808,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,..,3,3,11,0,11,3,0,3,4,0,4,0,0,0,3,0,3,18,3,22
SSC40810,..,136,136,144,13,152,77,0,85,99,0,98,27,0,27,4,0,10,354,149,509
SSC40811,..,355,355,466,24,490,93,0,98,97,0,97,43,0,43,10,0,10,715,386,1098
SSC40812,..,23,23,17,0,17,5,0,5,3,0,3,3,0,3,0,0,0,32,23,59
SSC40813,..,297,297,295,34,325,260,5,269,259,10,262,118,5,120,77,3,81,1011,349,1359
SSC40814,..,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,4,0,9
SSC40815,..,3,3,11,0,11,5,0,5,0,0,0,0,0,0,0,0,0,22,3,23
SSC40816,..,6,6,10,0,10,4,0,4,12,0,12,4,0,4,0,0,0,33,6,40
SSC40817,..,3,3,12,0,12,4,0,4,3,0,3,6,0,6,0,0,0,20,3,23
SSC40818,..,0,0,7,0,7,9,0,9,4,0,4,3,0,3,0,0,0,20,0,22
SSC40819,..,371,371,285,47,333,146,15,156,98,11,105,39,4,46,8,0,8,579,443,1025
SSC40820,..,146,146,332,15,351,137,3,139,143,3,145,36,0,36,12,0,12,652,165,824
SSC40821,..,525,525,484,36,519,196,11,207,191,3,198,65,0,62,22,0,20,956,575,1537
SSC40822,..,29,29,24,0,24,3,0,3,4,0,4,4,0,4,0,0,0,33,29,65
SSC40823,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
SSC40824,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC40825,..,34,34,11,0,9,3,0,3,0,0,0,0,0,0,0,0,0,15,34,48
SSC40826,..,267,267,201,33,236,91,18,110,82,4,83,19,0,20,11,0,11,403,322,726
SSC40827,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3
SSC40828,..,4,4,18,0,21,7,0,7,4,0,4,0,0,0,0,0,0,34,8,42
SSC40829,..,22,22,13,0,13,3,0,3,3,0,3,0,0,0,3,0,3,18,22,40
SSC40830,..,86,86,64,3,72,31,0,35,42,0,43,11,0,11,0,0,0,153,92,242
SSC40831,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7
SSC40832,..,126,126,154,13,163,52,0,52,83,0,83,18,0,18,7,0,7,313,139,451
SSC40833,..,10,10,7,0,8,9,0,9,4,0,4,3,0,3,0,0,0,22,10,30
SSC40834,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,..,917,917,1325,213,1542,855,88,949,822,24,849,289,22,309,134,7,133,3429,1271,4698
SSC40836,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40837,..,207,207,191,25,213,82,3,85,90,0,89,24,0,28,7,0,3,397,239,630
SSC40838,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9
SSC40839,..,0,0,4,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,6
SSC40840,..,255,255,376,8,384,82,3,83,66,0,66,19,0,19,11,0,11,550,270,820
SSC40841,..,4,4,13,0,13,3,0,3,0,0,0,0,0,0,0,0,0,14,4,22
SSC40842,..,64,64,161,6,161,83,0,83,130,0,130,56,0,56,10,0,10,431,69,500
SSC40843,..,393,393,605,24,630,179,0,179,213,0,212,73,0,73,18,0,18,1084,420,1505
SSC40844,..,95,95,184,8,196,76,0,79,87,0,87,38,0,38,6,0,6,395,103,494
SSC40845,..,60,60,115,3,113,41,10,50,93,0,93,25,0,25,14,0,14,288,74,358
SSC40846,..,5,5,40,0,47,20,0,20,25,0,25,13,0,13,3,0,3,98,12,113
SSC40847,..,43,43,54,0,50,11,0,11,15,0,15,11,0,11,4,0,4,90,40,129
SSC40848,..,311,311,237,22,260,130,7,136,118,7,123,47,4,51,18,0,18,554,352,904
SSC40849,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,12
SSC40850,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40851,..,140,140,178,12,189,59,0,65,34,0,34,19,0,19,11,0,11,298,150,445
SSC40852,..,8,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9
SSC40853,..,4,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,6,14
SSC40854,..,4,4,17,0,17,3,0,3,5,0,5,0,0,0,0,0,0,30,4,32
SSC40855,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40856,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40857,..,3,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12
SSC40858,..,0,0,10,0,10,4,0,4,0,0,0,3,0,3,0,0,0,16,0,19
SSC40859,..,17,17,3,3,7,7,0,7,0,0,0,3,0,3,0,0,0,11,19,33
SSC40860,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40861,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40862,..,125,125,173,9,186,61,0,56,54,0,54,29,0,29,3,0,3,322,139,456
SSC40863,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC40864,..,13,13,29,0,32,12,0,12,24,0,24,13,0,13,6,0,6,91,15,112
SSC40865,..,118,118,134,12,139,47,0,50,25,0,25,21,0,21,6,0,6,227,130,359
SSC40866,..,541,541,484,95,576,218,67,290,232,31,263,64,6,73,22,6,24,1025,744,1771
SSC40867,..,4,4,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8
SSC40868,..,3,3,6,0,12,0,0,0,0,0,0,5,0,5,0,0,0,13,10,20
SSC40869,..,7,7,11,0,11,7,0,7,9,0,9,0,0,0,0,0,0,25,7,33
SSC40870,..,710,710,736,29,760,220,5,223,207,3,209,110,0,110,50,0,50,1312,749,2056
SSC40871,..,139,139,216,18,230,123,9,139,165,3,174,67,0,65,8,0,8,580,168,753
SSC40872,..,3,3,9,0,9,3,0,3,4,0,4,3,0,3,0,0,0,15,3,24
SSC40873,..,11,11,12,0,11,10,0,10,4,0,4,9,0,9,11,0,11,45,12,62
SSC40874,..,4,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9
SSC40875,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,..,4,4,4,0,4,8,0,8,0,0,0,0,0,0,0,0,0,7,4,13
SSC40877,..,3,3,5,0,5,0,0,0,3,0,3,0,0,0,0,0,0,5,3,12
SSC40878,..,6,6,20,0,15,3,0,3,8,0,8,4,0,4,3,0,3,36,6,42
SSC40879,..,156,156,175,3,177,44,0,44,34,0,34,19,0,19,9,0,7,280,165,447
SSC40880,..,32,32,25,0,28,8,0,8,3,0,3,0,0,0,0,0,0,42,37,76
SSC40881,..,16,16,35,3,40,7,0,7,7,0,7,7,0,7,5,0,5,51,22,75
SSC40882,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,6,3,6
SSC40883,..,10,10,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,10,20
SSC40884,..,198,198,229,14,244,88,3,92,110,0,115,37,0,37,7,0,7,475,218,688
SSC40885,..,0,0,11,0,11,3,0,3,4,0,4,3,0,3,0,0,0,16,0,16
SSC40886,..,882,882,676,92,772,312,45,356,232,16,242,87,8,89,45,0,45,1342,1041,2382
SSC40887,..,0,0,3,0,4,0,0,0,3,0,3,0,0,0,0,0,0,7,0,10
SSC40888,..,228,228,342,23,358,167,3,166,154,0,154,57,0,57,11,0,11,732,257,981
SSC40889,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40890,..,19,19,33,0,31,13,0,13,8,0,8,9,0,9,0,0,0,66,16,82
SSC40891,..,633,633,645,58,704,303,10,311,236,5,239,92,3,95,54,3,52,1331,712,2043
SSC40892,..,537,537,877,36,912,431,3,436,422,3,425,154,0,156,52,0,52,1935,579,2511
SSC40893,..,392,392,716,57,778,360,0,364,343,6,356,111,0,112,56,0,61,1591,461,2049
SSC40894,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40895,..,9,9,16,0,17,15,0,15,16,0,16,3,0,3,0,0,0,54,17,66
SSC40896,..,18,18,18,0,18,5,0,5,4,0,4,4,0,4,4,0,4,41,18,57
SSC40897,..,95,95,172,10,183,56,0,54,56,0,56,32,0,32,5,0,5,323,100,430
SSC40898,..,13,13,17,3,21,4,0,4,8,0,8,4,0,4,0,0,0,34,11,45
SSC40899,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40900,..,18,18,40,3,39,16,0,16,25,0,25,10,0,10,3,0,3,86,18,103
SSC40901,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,3,12
SSC40902,..,8,8,17,0,13,8,0,13,7,0,7,3,0,3,0,0,0,37,9,43
SSC40903,..,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3
SSC40904,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
SSC40905,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,..,139,139,108,10,112,22,0,25,20,0,20,12,0,12,3,0,3,162,149,308
SSC40907,..,272,272,428,21,448,101,3,102,85,0,85,32,0,32,18,0,18,660,293,957
SSC40908,..,28,28,29,0,32,8,3,9,5,0,5,9,0,9,0,0,0,56,32,92
SSC40909,..,56,56,103,3,106,35,0,37,43,0,43,20,0,20,7,0,7,215,62,278
SSC40910,..,0,0,10,0,10,0,0,0,3,0,3,0,0,0,3,0,3,12,0,14
SSC40911,..,19,19,20,0,21,7,0,7,11,0,11,6,0,6,3,0,3,47,19,64
SSC40912,..,23,23,33,3,39,5,0,10,5,0,5,3,0,3,0,0,0,47,27,74
SSC40913,..,3,3,11,0,11,0,0,0,9,0,9,7,0,7,0,0,0,23,3,26
SSC40914,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SSC40915,..,84,84,89,3,91,31,0,31,15,0,15,0,0,0,0,0,0,133,91,223
SSC40916,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,6
SSC40917,..,2839,2839,3080,257,3334,1475,30,1502,1163,3,1166,379,0,384,168,0,168,6271,3134,9401
SSC40918,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,..,503,503,413,38,453,162,12,173,126,3,128,42,0,41,20,0,20,761,561,1320
SSC40920,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SSC40921,..,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,5,0,8
SSC40922,..,4,4,25,0,24,4,0,4,4,0,4,5,0,5,0,0,0,41,8,42
SSC40923,..,1297,1297,1619,111,1726,766,24,790,813,6,816,347,0,350,124,0,124,3672,1439,5116
SSC40924,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40925,..,6,6,24,0,24,12,0,12,18,0,18,0,0,0,0,0,0,48,6,55
SSC40926,..,4,4,10,0,10,7,0,8,3,0,3,7,0,7,0,0,0,28,10,35
SSC40927,..,11,11,15,4,13,6,0,6,3,0,3,3,0,3,4,0,4,26,11,38
SSC40928,..,23,23,19,0,19,3,0,3,4,0,4,3,0,3,0,0,0,29,23,53
SSC40929,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40930,..,38,38,59,7,61,19,0,19,9,0,9,8,0,8,9,0,9,97,43,137
SSC40931,..,4,4,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,16,4,14
SSC40932,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40933,..,68,68,195,10,198,76,0,76,99,0,96,34,0,34,14,0,14,416,71,495
SSC40934,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,8
SSC40935,..,8,8,20,0,20,3,0,3,11,0,11,3,0,3,0,0,0,40,8,46
SSC40936,..,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,9,0,10
SSC40937,..,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3
SSC40938,..,5,5,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,14,5,19
SSC40939,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40940,..,3308,3308,3284,222,3503,1292,29,1319,1263,8,1265,455,4,462,226,0,226,6516,3565,10082
SSC40941,..,19,19,44,0,44,9,0,9,19,0,19,4,0,4,3,0,3,80,19,99
SSC40942,..,9,9,4,0,4,3,0,3,0,0,0,3,0,3,0,0,0,9,9,19
SSC40943,..,3,3,19,0,19,12,0,12,8,0,8,7,0,7,5,0,5,48,3,53
SSC40944,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40945,..,13,13,26,0,26,3,0,3,13,0,13,9,0,9,3,0,3,44,13,54
SSC40946,..,5,5,6,0,7,3,0,3,6,0,6,0,0,0,0,0,0,13,6,22
SSC40947,..,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,17
SSC40948,..,3,3,9,0,9,0,0,0,3,0,3,5,0,5,0,0,0,19,3,24
SSC40949,..,3,3,9,0,9,0,0,0,7,0,7,0,0,0,0,0,0,19,3,25
SSC40950,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40951,..,25,25,60,3,58,17,0,17,30,0,30,8,0,8,3,0,3,115,27,143
SSC40952,..,119,119,153,11,159,55,0,60,45,0,45,17,0,17,12,0,12,281,127,403
SSC40953,..,17,17,28,4,26,13,0,13,21,0,21,4,0,4,5,0,5,65,17,80
SSC40954,..,8,8,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,7,8,12
SSC40955,..,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12
SSC40956,..,42,42,97,4,98,39,0,41,33,0,33,22,0,22,13,0,13,198,47,243
SSC40957,..,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SSC40958,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
SSC40959,..,3,3,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,13,3,18
SSC40960,..,0,0,6,0,6,5,0,5,3,0,3,4,0,4,3,0,3,18,0,22
SSC40961,..,4,4,6,3,10,0,0,0,3,0,3,3,0,3,0,0,0,8,10,15
SSC40962,..,27,27,30,0,33,13,0,13,14,0,14,9,0,9,0,0,0,65,26,93
SSC40963,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,..,5,5,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12
SSC40965,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40966,..,12,12,23,0,23,9,0,9,5,0,5,4,0,4,0,0,0,42,14,50
SSC40967,..,42,42,65,0,65,17,0,17,23,0,23,12,0,12,8,0,8,120,42,165
SSC40968,..,5,5,6,0,9,3,0,3,0,0,0,0,0,0,6,0,6,19,3,24
SSC40969,..,4,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,4,10
SSC40970,..,409,409,416,39,453,250,9,254,199,0,198,63,0,63,48,0,48,972,453,1422
SSC40971,..,6,6,16,0,16,14,0,14,8,0,5,5,0,5,8,0,8,53,8,62
SSC40972,..,320,320,531,79,614,361,13,370,343,3,349,178,0,178,84,0,84,1507,414,1918
SSC40973,..,10,10,23,0,23,3,0,3,0,0,0,0,0,0,0,0,0,23,8,39
SSC40974,..,10,10,9,0,9,0,0,0,6,0,6,0,0,0,0,0,0,20,10,26
SSC40975,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,9
SSC40976,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16
SSC40977,..,3,3,3,0,4,0,0,0,0,0,0,0,0,0,4,0,4,8,4,14
SSC40978,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5
SSC40979,..,1849,1849,1833,163,1997,763,29,786,595,14,609,266,5,272,161,13,171,3626,2067,5689
SSC40980,..,83,83,171,3,176,57,0,57,67,0,69,17,0,17,7,0,7,325,92,413
SSC40981,..,9,9,21,0,22,12,0,8,4,0,4,5,0,5,0,0,0,40,8,49
SSC40982,..,18,18,19,0,17,10,0,10,15,0,15,10,0,10,3,0,4,49,18,67
