SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC40983,..,5,5,13,0,16,3,0,3,4,0,4,0,0,0,0,0,0,23,5,25
SSC40984,..,12,12,23,0,23,10,0,10,9,0,9,0,0,0,3,0,3,46,12,63
SSC40985,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC40986,..,59,59,112,7,117,76,3,76,73,0,73,31,0,31,9,0,9,299,72,367
SSC40987,..,33,33,71,0,73,28,0,28,20,0,20,6,0,6,7,0,7,132,35,167
SSC40988,..,75,75,74,5,83,32,0,32,56,0,56,12,0,12,9,0,9,190,79,272
SSC40989,..,4,4,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,15,4,17
SSC40990,..,370,370,320,22,337,122,5,132,152,0,157,69,3,68,9,0,9,675,401,1073
SSC40991,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40992,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40993,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,..,239,239,192,19,215,130,6,135,162,4,162,44,0,44,12,0,13,535,278,816
SSC40995,..,0,0,10,0,10,3,0,3,0,0,0,0,0,0,0,0,0,10,0,14
SSC40996,..,375,375,576,31,612,340,3,343,326,0,326,129,0,129,34,0,34,1409,413,1821
SSC40997,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,6,3,12
SSC40998,..,19,19,28,0,32,10,0,10,17,0,17,0,0,0,0,0,0,55,17,76
SSC40999,..,69,69,76,3,77,15,0,15,16,0,16,22,0,22,10,0,10,135,74,205
SSC41000,..,0,0,5,0,5,5,0,5,9,0,9,3,0,3,0,0,0,18,0,18
SSC41001,..,59,59,78,0,78,46,0,46,33,0,33,19,0,19,3,0,3,183,59,243
SSC41002,..,648,648,791,54,849,275,20,295,295,8,301,121,7,132,45,11,54,1531,747,2276
SSC41003,..,3,3,7,0,14,3,0,3,0,0,0,3,0,3,0,0,0,17,4,25
SSC41004,..,14,14,21,3,21,7,0,7,9,0,9,9,0,9,4,0,4,43,20,65
SSC41005,..,3,3,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,9,3,10
SSC41006,..,6,6,10,0,12,3,0,3,0,0,0,5,0,5,0,0,0,23,3,26
SSC41007,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
SSC41008,..,11,11,25,0,25,12,0,12,10,0,10,0,0,0,4,0,4,54,11,63
SSC41009,..,8,8,15,0,21,3,0,3,8,0,8,0,0,0,0,0,0,23,5,35
SSC41010,..,5,5,8,0,8,4,0,4,3,0,3,3,0,3,0,0,0,17,5,29
SSC41011,..,23,23,16,0,17,4,0,4,0,0,3,7,0,7,0,0,0,29,25,57
SSC41012,..,103,103,169,3,174,70,0,73,85,0,89,56,0,56,15,0,15,393,114,508
SSC41013,..,0,0,12,0,12,3,0,3,0,0,0,0,0,0,0,0,0,14,0,14
SSC41014,..,195,195,261,18,283,103,7,109,98,4,100,35,0,35,11,0,11,507,227,729
SSC41015,..,167,167,100,14,116,29,3,30,18,0,18,9,0,9,0,0,0,165,179,347
SSC41016,..,9,9,11,3,13,3,0,3,5,0,5,3,0,3,0,0,0,23,11,29
SSC41017,..,109,109,172,8,175,53,0,52,62,0,62,36,0,36,12,0,12,335,113,450
SSC41018,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC41019,..,6,6,6,0,9,0,0,0,3,0,3,0,0,0,0,0,0,11,8,18
SSC41020,..,453,453,562,29,593,330,3,336,315,0,315,104,0,106,34,0,34,1342,484,1831
SSC41021,..,8,8,9,0,9,0,0,0,9,0,9,0,0,0,0,0,0,13,8,17
SSC41022,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41023,..,24,24,38,0,39,5,0,5,6,0,6,3,0,3,0,0,0,58,25,75
SSC41024,..,4,4,4,0,4,6,0,6,4,0,4,0,0,0,0,0,0,18,5,23
SSC41025,..,31,31,35,3,34,9,0,11,4,0,4,0,0,0,0,0,0,49,39,86
SSC41026,..,428,428,495,37,529,234,0,236,205,0,205,70,0,70,35,0,35,1035,467,1509
SSC41027,..,11,11,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,11,18
SSC41028,..,215,215,322,14,340,60,0,62,48,0,48,22,0,22,9,0,9,462,229,693
SSC41029,..,1042,1042,903,146,1053,245,53,300,151,35,184,52,5,54,14,4,19,1374,1292,2667
SSC41030,..,57,57,108,5,113,28,0,28,12,0,12,3,0,3,0,0,0,151,63,215
SSC41031,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SSC41032,..,191,191,248,16,264,90,3,93,152,3,156,47,0,47,14,0,14,550,205,757
SSC41033,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41034,..,539,539,837,39,873,365,4,370,323,0,323,91,0,91,25,0,25,1647,582,2226
SSC41035,..,62,62,96,3,97,23,0,21,8,0,8,4,0,4,3,0,3,128,66,198
SSC41036,..,459,459,336,37,371,174,23,194,126,9,134,54,0,56,27,5,29,714,528,1242
SSC41037,..,43,43,60,3,60,18,0,18,14,0,14,3,0,3,3,0,3,97,50,148
SSC41038,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41039,..,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41040,..,20,20,46,4,47,23,0,21,4,0,4,6,0,6,0,0,0,82,27,103
SSC41041,..,437,437,392,39,429,254,10,266,191,3,196,67,3,73,57,0,57,966,492,1456
SSC41042,..,432,432,688,76,763,421,11,435,394,14,405,136,0,139,45,0,47,1688,538,2226
SSC41043,..,26,26,59,5,62,29,0,29,33,0,39,15,0,15,5,0,5,141,27,168
SSC41044,..,1003,1003,822,155,980,330,83,409,214,14,225,50,0,47,19,0,19,1435,1249,2680
SSC41045,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41046,..,268,268,335,11,345,144,9,146,144,0,140,36,0,36,20,0,20,672,292,959
SSC41047,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41048,..,4,4,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,4,10
SSC41049,..,763,763,912,41,956,309,6,319,329,0,335,134,0,134,42,0,42,1726,814,2547
SSC41050,..,3,3,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,6,3,14
SSC41051,..,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,7
SSC41052,..,255,255,369,25,391,167,3,166,184,0,181,36,0,36,15,0,15,765,277,1050
SSC41053,..,259,259,275,32,308,122,0,123,70,0,75,34,0,34,9,0,9,508,293,804
SSC41054,..,57,57,127,5,134,50,0,49,38,0,38,20,0,20,5,0,5,246,64,308
SSC41055,..,397,397,433,27,467,191,6,202,218,3,226,64,0,64,31,0,31,938,443,1380
SSC41056,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,..,665,665,474,74,548,217,26,244,147,8,157,35,0,36,12,0,12,879,775,1663
SSC41058,..,28,28,55,3,59,19,0,19,27,0,27,8,0,8,5,0,5,115,35,150
SSC41059,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC41060,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC41061,..,138,138,178,7,190,100,0,100,71,0,71,28,0,28,23,0,23,391,150,538
SSC41062,..,366,366,433,27,460,208,8,212,225,3,225,56,0,56,18,0,25,945,404,1350
SSC41063,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,..,45,45,120,4,127,57,0,57,73,0,78,35,0,35,13,0,13,306,47,353
SSC41066,..,86,86,283,6,298,157,0,157,199,0,199,70,0,70,25,0,25,742,99,841
SSC41067,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41068,..,27,27,13,0,14,7,0,7,8,0,8,4,0,4,3,0,3,32,30,59
SSC41069,..,96,96,93,8,101,16,0,16,18,0,18,9,0,9,5,0,5,148,99,247
SSC41070,..,236,236,258,25,282,116,0,114,106,0,107,34,0,34,8,0,8,520,262,785
SSC41071,..,273,273,253,32,281,151,11,165,124,3,127,45,0,48,43,0,43,618,316,933
SSC41072,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC41073,..,3,3,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,19,3,18
SSC41074,..,137,137,83,17,94,21,8,30,37,0,41,5,0,5,3,0,3,149,156,306
SSC41075,..,52,52,67,3,70,21,0,21,20,0,20,12,0,12,13,0,13,133,55,187
SSC41076,..,25,25,44,3,50,15,0,15,16,0,16,5,0,5,3,0,3,88,31,114
SSC41077,..,14,14,22,0,26,8,0,7,13,0,13,6,0,6,0,0,0,54,11,67
SSC41078,..,11,11,20,0,20,15,0,15,11,0,11,3,0,3,3,0,3,41,11,54
SSC41079,..,10,10,19,0,17,5,0,5,3,0,3,0,0,0,0,0,0,21,10,31
SSC41080,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41081,..,6,6,8,0,8,5,0,5,3,0,3,3,0,3,3,0,3,19,6,27
SSC41082,..,24,24,20,3,23,10,0,11,12,0,12,4,0,4,0,0,0,51,26,72
SSC41083,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41084,..,210,210,294,16,314,130,9,135,142,0,142,55,0,54,14,0,14,636,230,872
SSC41085,..,598,598,752,66,818,396,12,412,350,6,351,144,0,144,94,0,92,1736,682,2416
SSC41086,..,434,434,345,33,379,196,3,199,169,0,168,61,0,61,39,0,39,812,472,1282
SSC41087,..,326,326,367,28,395,176,4,179,159,0,159,66,0,66,30,0,30,787,359,1149
SSC41088,..,7,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8
SSC41089,..,17,17,60,0,60,13,0,13,31,0,31,8,0,8,8,0,8,122,15,142
SSC41090,..,702,702,836,55,895,381,9,396,376,9,384,145,4,152,50,0,52,1795,788,2579
SSC41091,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41092,..,1182,1182,1610,127,1740,1042,25,1064,984,6,994,438,3,439,336,5,339,4409,1349,5758
SSC41093,..,1026,1026,1469,117,1581,1074,12,1089,987,7,994,432,0,432,342,0,340,4294,1160,5455
SSC41094,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC41095,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,..,5,5,11,0,14,3,0,3,3,0,3,0,0,0,0,0,0,19,7,27
SSC41097,..,26,26,38,4,38,8,0,9,6,0,6,3,0,3,3,0,3,58,27,83
SSC41098,..,12,12,14,3,18,14,0,14,11,0,11,8,0,8,0,0,0,49,20,65
SSC41099,..,116,116,165,10,172,51,0,53,34,0,34,15,0,15,7,0,7,277,129,399
SSC41100,..,15,15,34,3,40,11,0,11,8,0,8,5,0,5,0,0,0,58,17,78
SSC41101,..,447,447,344,63,409,154,20,170,132,4,141,41,6,47,18,0,18,691,539,1229
SSC41102,..,594,594,596,91,683,272,39,309,259,12,266,66,3,68,14,0,10,1198,744,1945
SSC41103,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41104,..,17,17,17,3,21,7,0,7,4,0,4,3,0,3,0,0,0,39,18,59
SSC41105,..,3,3,15,0,15,7,0,4,3,0,3,4,0,4,0,0,0,27,5,33
SSC41106,..,4,4,6,0,6,0,0,0,4,0,4,4,0,4,0,0,0,14,4,12
SSC41107,..,346,346,440,14,454,145,9,153,143,0,147,60,4,63,27,0,27,815,377,1193
SSC41108,..,16,16,24,4,27,9,0,9,3,0,3,10,0,10,0,0,0,41,20,60
SSC41109,..,7,7,3,0,5,6,0,6,3,0,3,0,0,0,0,0,0,18,7,20
SSC41110,..,428,428,312,48,351,122,17,139,115,4,122,24,0,24,5,0,5,575,495,1071
SSC41111,..,212,212,176,20,200,104,13,113,89,7,90,24,0,24,10,0,10,403,248,648
SSC41112,..,20,20,19,0,18,3,0,3,11,0,11,3,0,3,0,0,0,34,15,51
SSC41113,..,0,0,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,17,0,17
SSC41114,..,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,10,0,14
SSC41115,..,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,9
SSC41116,..,5,5,12,0,12,4,0,4,3,0,3,0,0,0,0,0,0,22,5,27
SSC41117,..,12,12,15,0,15,3,0,3,0,0,0,0,0,0,0,0,0,20,12,31
SSC41118,..,21,21,11,0,11,3,0,3,4,0,4,3,0,3,0,0,0,17,19,38
SSC41119,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC41120,..,131,131,118,10,125,34,4,37,30,0,31,11,0,11,13,0,13,207,144,350
SSC41121,..,8,8,37,0,33,16,0,16,12,0,12,9,0,9,14,0,14,93,4,94
SSC41122,..,37,37,43,0,43,8,0,8,15,0,15,7,0,7,0,0,0,73,37,110
SSC41123,..,430,430,335,31,366,190,14,197,211,0,208,68,0,68,60,0,60,859,467,1330
SSC41124,..,179,179,209,15,229,85,3,87,74,0,75,40,0,40,7,0,7,417,196,611
SSC41125,..,37,37,34,0,34,7,0,7,19,0,19,3,0,3,4,0,4,68,37,101
SSC41126,..,26,26,51,0,51,27,0,27,30,0,30,17,0,17,0,0,0,128,21,153
SSC41127,..,10,10,20,0,20,7,0,7,11,0,11,0,0,0,0,0,0,39,10,50
SSC41128,..,5,5,10,0,13,0,0,0,3,0,3,0,0,0,0,0,0,15,3,19
SSC41129,..,5,5,12,0,12,3,0,3,3,0,3,3,0,3,0,0,0,18,5,21
SSC41130,..,296,296,233,19,251,60,0,60,44,0,44,24,0,24,6,0,6,366,322,685
SSC41131,..,202,202,147,16,161,78,4,79,51,0,51,9,0,9,9,0,9,298,220,514
SSC41132,..,7,7,9,0,9,3,0,3,4,0,4,0,0,0,0,0,0,16,7,20
SSC41133,..,3,3,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,12,3,11
SSC41134,..,4,4,3,0,3,3,0,3,3,0,3,0,0,0,0,0,0,7,4,13
SSC41135,..,3,3,9,0,4,4,0,8,3,0,3,0,0,0,0,0,0,19,7,22
SSC41136,..,4,4,15,0,15,0,0,0,6,0,6,0,0,0,0,0,0,29,4,31
SSC41137,..,21,21,44,4,47,19,0,23,22,0,22,13,0,13,3,0,3,101,26,128
SSC41138,..,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7
SSC41139,..,7,7,13,0,13,0,0,0,3,0,3,0,0,0,0,0,0,21,7,19
SSC41140,..,3,3,5,3,3,3,0,3,0,0,0,0,0,0,0,0,0,8,8,12
SSC41141,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC41142,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41143,..,3,3,12,0,10,3,0,3,0,0,0,0,0,0,0,0,0,18,8,21
SSC41144,..,15,15,13,0,13,3,0,3,3,0,3,0,0,0,0,0,0,28,12,37
SSC41145,..,6,6,15,0,15,9,0,9,8,0,8,3,0,3,0,0,0,32,6,36
SSC41146,..,6,6,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,11,6,21
SSC41147,..,0,0,11,0,11,3,0,3,3,0,3,4,0,4,0,0,0,22,0,24
SSC41148,..,6,6,20,0,20,3,0,3,0,0,0,0,0,0,0,0,0,29,6,33
SSC41149,..,102,102,87,8,96,38,0,37,28,0,34,19,0,19,0,0,0,172,110,281
SSC41150,..,7,7,3,0,3,6,0,6,5,0,5,8,0,8,9,0,9,30,7,38
SSC41151,..,0,0,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,15,0,11
SSC41152,..,3,3,10,0,10,0,0,0,0,0,0,3,0,3,0,0,0,9,3,14
SSC41153,..,656,656,540,103,646,321,27,344,230,14,246,66,3,74,30,0,29,1187,804,1992
SSC41154,..,455,455,370,54,431,209,15,225,171,10,178,53,3,58,20,0,26,828,540,1365
SSC41155,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,3,11
SSC41156,..,4,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9
SSC41157,..,15,15,15,0,15,3,0,3,4,0,4,3,0,3,0,0,0,25,15,36
SSC41158,..,19,19,6,0,6,3,0,3,3,0,3,5,0,5,0,0,0,13,19,33
SSC41159,..,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,7,0,7
SSC41160,..,6,6,7,0,7,3,0,3,3,0,3,3,0,3,0,0,0,14,10,26
SSC41161,..,34,34,74,0,76,10,0,10,6,0,6,6,0,6,3,0,3,99,39,135
SSC41162,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41163,..,0,0,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,14,0,15
SSC41164,..,4,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,3,9
SSC41165,..,3,3,9,0,11,0,0,0,4,0,4,3,0,3,0,0,0,19,6,22
SSC41166,..,7,7,10,0,11,3,0,3,4,0,4,0,0,0,0,0,0,14,5,27
SSC41167,..,10,10,8,0,8,0,0,0,4,0,4,0,0,0,0,0,0,16,10,23
SSC41168,..,4,4,6,0,6,4,0,4,7,0,7,0,0,0,0,0,0,20,4,19
SSC41169,..,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41170,..,9,9,20,0,25,3,0,3,12,0,12,6,0,6,3,0,3,51,12,58
SSC41171,..,777,777,814,66,884,434,14,449,362,6,369,143,3,151,106,7,114,1870,867,2732
SSC41172,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41173,..,248,248,174,26,200,57,5,66,33,0,36,7,0,7,7,0,7,281,282,565
SSC41174,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41175,..,943,943,787,71,861,324,5,336,253,7,256,104,0,104,67,0,67,1537,1019,2562
SSC41176,..,432,432,488,41,523,246,3,246,188,3,188,83,0,83,47,0,47,1045,479,1527
SSC41177,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SSC41178,..,201,201,221,12,235,40,0,40,29,0,29,18,0,18,6,0,6,321,213,529
SSC41179,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41180,..,275,275,407,8,416,77,0,77,73,0,73,21,0,21,9,0,9,595,286,884
SSC41181,..,3,3,10,0,10,8,0,8,6,0,6,3,0,3,0,0,0,20,6,28
SSC41182,..,54,54,82,7,83,13,0,13,10,0,13,3,0,3,0,0,0,110,64,174
SSC41183,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC41184,..,60,60,111,0,107,28,0,28,17,0,17,5,0,5,5,0,5,165,66,227
SSC41185,..,13,13,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,13,26
SSC41186,..,10,10,8,0,13,5,0,5,0,0,0,0,0,0,0,0,0,18,14,27
SSC41187,..,1678,1678,1814,154,1970,692,20,712,650,3,657,274,0,274,94,0,94,3528,1857,5388
SSC41188,..,99,99,121,0,125,31,0,31,33,0,33,16,0,16,3,0,3,201,102,306
SSC41189,..,37,37,39,0,41,6,0,6,9,0,9,6,0,6,4,0,4,62,46,102
SSC41190,..,12,12,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,20,12,33
SSC41191,..,34,34,42,0,41,12,0,12,0,0,0,3,0,3,0,0,0,57,38,96
SSC41192,..,391,391,343,28,373,173,5,177,125,0,125,65,0,65,19,0,19,725,418,1146
SSC41193,..,208,208,390,35,424,188,4,194,150,0,150,48,0,48,13,0,13,791,244,1042
SSC41194,..,0,0,13,0,13,4,0,4,3,0,3,0,0,0,0,0,0,21,0,22
SSC41195,..,23,23,10,0,7,4,0,3,0,0,0,0,0,0,0,0,0,10,24,41
SSC41196,..,501,501,512,22,533,220,3,222,178,0,177,85,0,85,34,0,34,1026,532,1555
SSC41197,..,447,447,353,24,373,136,0,132,93,0,93,44,0,44,23,0,23,647,472,1118
SSC41198,..,10,10,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,18,10,25
SSC41199,..,52,52,71,0,71,12,0,12,7,0,7,3,0,3,0,0,0,98,56,153
SSC41200,..,82,82,118,3,121,17,0,17,6,0,6,3,0,3,0,0,0,144,90,237
SSC41201,..,91,91,74,5,75,35,3,37,29,0,27,16,0,18,8,0,8,157,97,259
SSC41202,..,201,201,223,17,244,92,0,92,73,0,73,33,0,33,8,0,8,439,220,653
SSC41203,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41204,..,34,34,33,3,31,9,0,9,0,0,0,4,0,4,0,0,0,39,41,83
SSC41205,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41206,..,1304,1304,1326,184,1511,732,93,823,851,40,887,279,16,292,86,8,97,3275,1650,4922
SSC41207,..,14,14,19,0,19,7,0,7,6,0,6,7,0,7,3,0,3,47,14,56
SSC41208,..,22,22,13,4,17,10,0,10,13,0,13,23,0,23,28,0,28,84,23,107
SSC41209,..,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5
SSC41210,..,6,6,5,0,5,0,0,0,3,0,3,0,0,3,0,0,0,14,5,19
SSC41211,..,4,4,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,4,15
SSC41212,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41213,..,5,5,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,10,9,17
SSC41214,..,7,7,24,0,27,7,0,7,4,0,4,5,0,5,0,0,0,47,10,52
SSC41215,..,3,3,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,7,3,9
SSC41216,..,7,7,5,0,9,0,0,0,10,0,10,0,0,0,0,0,0,14,10,28
SSC41217,..,4,4,7,5,15,3,0,3,3,0,3,0,0,0,0,0,0,17,8,26
SSC41218,..,355,355,246,34,284,112,0,115,70,0,70,29,0,29,12,0,12,473,390,857
SSC41219,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41220,..,195,195,193,7,203,69,0,69,43,0,43,14,0,14,10,0,10,332,202,532
SSC41221,..,5,5,8,0,8,0,0,0,3,0,3,0,0,0,0,0,0,8,5,18
SSC41222,..,10,10,28,0,26,9,0,11,9,0,9,4,0,4,0,0,0,46,11,60
SSC41223,..,4,4,11,3,16,14,0,14,10,0,10,3,0,3,0,0,0,40,8,47
SSC41224,..,0,0,8,0,10,7,0,7,3,0,3,3,0,3,0,0,0,19,0,26
SSC41225,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9
SSC41226,..,3,3,12,0,12,10,0,10,9,0,9,0,0,0,4,0,4,35,3,40
SSC41227,..,20,20,26,0,26,8,0,8,14,0,14,3,0,3,0,0,0,48,20,68
SSC41228,..,23,23,22,3,23,5,0,5,3,0,3,7,0,7,4,0,4,36,24,67
SSC41229,..,354,354,685,26,715,370,5,375,356,0,357,135,0,135,31,0,31,1574,379,1959
SSC41230,..,4,4,21,0,21,3,0,3,11,0,11,0,0,0,0,0,0,31,4,35
SSC41231,..,7,7,16,7,20,9,0,9,7,0,7,3,0,3,0,0,0,38,8,52
SSC41232,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41233,..,14,14,42,5,48,27,0,27,28,0,28,13,0,13,3,0,3,113,21,138
SSC41234,..,25,25,25,3,21,7,0,7,16,0,16,3,0,3,5,0,5,56,28,79
SSC41235,..,657,657,642,41,688,222,7,221,176,3,183,78,0,82,45,4,44,1165,706,1879
SSC41236,..,45,45,79,4,85,52,0,52,33,0,33,18,0,18,4,0,4,187,45,233
SSC41237,..,22,22,57,0,61,14,0,17,25,0,25,10,0,10,0,0,0,103,25,132
SSC41238,..,91,91,162,16,180,71,0,71,66,0,66,27,0,34,14,0,14,346,107,453
SSC41239,..,262,262,168,26,197,106,17,122,73,6,81,18,3,22,9,0,9,383,312,699
SSC41240,..,509,509,628,43,674,352,6,359,235,0,237,98,3,99,28,0,28,1340,564,1911
SSC41241,..,250,250,279,13,288,117,3,119,113,0,113,44,0,44,14,0,14,564,262,827
SSC41242,..,13,13,28,0,31,4,0,4,4,0,4,4,0,4,0,0,0,41,16,61
SSC41243,..,508,508,339,67,402,206,27,228,168,6,173,48,3,58,20,0,22,781,611,1390
SSC41244,..,508,508,597,27,625,218,5,218,205,3,211,73,0,72,20,0,18,1114,542,1654
SSC41245,..,183,183,126,16,139,62,18,82,51,3,57,14,0,17,10,0,5,257,226,483
SSC41246,..,564,564,503,37,539,196,0,201,175,0,175,63,0,63,36,0,36,973,606,1580
SSC41247,..,227,227,293,5,301,110,3,111,113,0,113,59,0,59,19,0,19,606,236,843
SSC41248,..,59,59,115,5,117,43,0,43,52,0,52,17,0,17,6,0,6,235,66,297
SSC41249,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,3,0,10
SSC41250,..,151,151,156,13,166,48,0,48,32,0,32,24,0,24,9,0,9,266,160,430
SSC41251,..,155,155,179,12,190,46,0,46,30,0,30,15,0,15,7,0,7,273,165,436
SSC41252,..,46,46,37,3,41,12,0,12,5,0,5,7,0,7,0,0,0,65,49,111
SSC41253,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41254,..,16,16,32,4,33,10,0,10,25,0,25,6,0,6,0,0,0,67,15,87
SSC41255,..,9,9,23,0,23,4,0,4,13,0,13,0,0,0,3,0,3,44,9,52
SSC41256,..,8,8,18,0,20,6,0,6,3,0,3,6,0,6,0,0,0,31,6,38
SSC41257,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC41258,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41259,..,0,0,5,0,5,0,0,3,0,0,0,0,0,0,0,0,0,9,0,14
SSC41260,..,134,134,165,12,177,67,6,69,73,3,77,38,0,38,10,0,10,355,156,507
SSC41261,..,16,16,20,0,18,6,0,6,16,0,16,4,0,4,3,0,3,48,16,60
SSC41262,..,16,16,22,0,22,11,0,11,7,0,6,3,0,3,0,0,0,40,20,55
SSC41263,..,504,504,381,40,425,180,4,182,162,4,165,62,0,62,32,0,32,820,551,1373
SSC41264,..,50,50,73,3,79,54,4,62,79,0,79,31,0,31,15,0,15,251,58,314
