SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40486,9,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC40487,292,163,90,0,0,545,17,12,60,0,0,84,3,6,11,0,0,18,311,180,160,0,0,649
SSC40488,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40489,32,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC40490,845,139,63,0,3,1050,188,40,46,0,0,281,29,6,11,0,0,46,1062,183,121,0,3,1370
SSC40491,22,5,0,0,0,28,10,0,0,0,0,10,5,0,0,0,0,3,34,4,0,0,0,38
SSC40492,219,0,0,3,3,227,66,6,0,3,0,70,4,0,0,0,0,12,284,12,0,4,3,307
SSC40493,637,183,135,0,6,959,71,59,53,0,0,186,12,3,9,0,0,30,727,248,196,0,10,1171
SSC40494,164,21,20,0,0,205,60,20,8,0,0,88,7,4,0,0,0,9,227,43,31,0,0,305
SSC40495,472,88,7,0,0,574,43,7,3,0,0,47,5,10,0,0,0,16,523,104,11,0,0,639
SSC40496,647,13,3,5,0,670,52,0,0,0,0,53,7,0,0,0,0,7,712,9,9,5,0,734
SSC40497,105,0,0,3,0,107,14,3,0,0,0,19,0,0,0,0,0,0,124,3,0,4,0,129
SSC40498,184,0,0,0,0,184,37,0,0,0,0,40,4,0,0,0,0,4,228,0,0,0,0,227
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,210,269,722,9,4,1216,12,65,177,3,0,254,5,12,26,0,3,42,223,339,924,19,7,1517
SSC40501,717,442,206,0,0,1365,62,110,68,0,0,234,12,17,11,0,0,33,789,565,284,0,3,1637
SSC40502,1177,655,424,0,4,2266,126,100,111,0,0,332,20,9,19,0,0,52,1326,764,552,0,3,2653
SSC40503,333,270,200,3,8,814,19,52,49,3,3,133,3,14,8,0,0,24,361,333,258,6,9,967
SSC40504,1071,678,31,0,4,1784,152,176,31,0,3,359,11,17,3,0,0,35,1234,868,62,0,5,2173
SSC40505,21,0,0,0,0,21,5,0,0,0,0,3,0,0,0,0,0,0,28,0,0,0,0,24
SSC40506,283,283,293,3,0,858,34,132,100,0,0,265,4,20,15,0,0,39,315,439,407,3,0,1157
SSC40507,464,131,90,0,0,682,53,20,14,0,0,84,10,5,3,0,0,11,525,154,102,0,0,778
SSC40508,90,0,0,0,0,89,30,0,0,0,0,35,0,0,0,0,0,0,126,0,0,0,0,126
SSC40509,273,0,0,0,0,280,70,0,0,0,0,70,18,0,0,0,0,18,358,0,0,0,0,359
SSC40510,388,93,70,0,4,557,165,65,15,0,0,241,14,7,0,0,0,27,569,168,86,0,4,826
SSC40511,2903,414,7,0,4,3321,269,116,0,0,0,385,40,18,0,0,0,61,3207,542,7,0,7,3763
SSC40512,75,0,0,3,0,81,22,0,0,0,0,22,0,0,0,0,0,0,100,0,0,3,0,108
SSC40513,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40514,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40515,574,192,240,4,8,1023,89,13,35,0,0,139,4,3,8,0,0,18,669,213,285,5,5,1181
SSC40516,642,61,22,7,4,739,238,38,24,0,0,295,19,3,6,0,3,30,898,106,53,13,6,1066
SSC40517,707,6,0,0,0,713,173,3,0,0,0,176,17,0,0,0,0,17,900,8,0,0,0,912
SSC40518,333,7,0,0,0,341,56,3,0,0,0,57,7,0,0,0,0,11,397,10,0,0,3,414
SSC40519,313,15,8,0,0,341,88,4,10,0,0,108,11,0,0,0,0,14,412,21,18,3,0,454
SSC40520,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,3,0,9
SSC40521,72,0,0,0,0,72,4,0,0,0,0,4,3,0,0,0,0,3,80,0,0,0,0,80
SSC40522,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC40523,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,19
SSC40524,1208,505,191,0,5,1914,163,134,65,0,3,366,19,24,8,0,0,47,1390,662,263,0,9,2325
SSC40525,49,0,0,0,0,49,4,0,0,0,0,4,0,0,0,0,0,0,56,0,0,0,0,56
SSC40526,23,0,0,0,0,23,3,0,0,0,0,7,0,0,0,0,0,0,26,0,0,0,0,26
SSC40527,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC40528,610,222,26,0,10,863,116,42,8,0,0,166,18,12,0,0,0,29,741,273,31,0,11,1050
SSC40529,140,0,0,0,0,140,7,0,0,0,0,7,0,0,0,0,0,0,150,0,0,0,0,150
SSC40530,333,0,0,0,0,340,32,0,0,0,0,30,9,0,0,0,0,10,370,0,0,0,0,373
SSC40531,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC40532,2857,58,0,0,0,2916,238,32,0,0,0,268,44,3,0,0,0,43,3134,93,0,0,0,3230
SSC40533,1059,26,0,0,0,1087,88,8,0,0,0,94,16,0,0,0,0,16,1164,31,0,0,0,1199
SSC40534,26,0,0,0,0,28,6,0,0,0,0,6,0,0,0,0,0,0,32,0,0,0,0,38
SSC40535,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40536,245,0,8,3,0,258,22,0,12,0,0,40,7,0,4,0,0,8,273,0,22,3,3,300
SSC40537,22,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,10,0,30
SSC40538,1178,77,4,0,0,1257,204,21,0,0,0,225,23,3,0,0,0,25,1400,99,6,0,0,1511
SSC40539,927,132,19,0,0,1081,219,93,16,0,0,330,26,14,0,0,0,42,1176,242,43,0,0,1457
SSC40540,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC40541,62,102,34,0,0,191,5,22,27,0,0,48,0,3,0,0,0,4,61,121,62,0,0,247
SSC40542,702,46,9,18,4,785,75,26,0,10,0,111,14,3,0,0,0,21,789,79,14,32,3,919
SSC40543,41,0,0,0,0,41,4,0,0,0,0,4,0,0,0,0,0,0,43,0,0,0,0,47
SSC40544,55,0,0,0,0,57,18,0,0,0,0,18,0,0,0,0,0,0,73,0,0,0,0,68
SSC40545,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,47,0,0,0,0,47,17,0,0,0,0,17,3,0,0,0,0,3,68,0,0,0,0,68
SSC40548,3877,159,3,0,0,4042,313,49,3,0,0,374,68,3,0,0,0,78,4265,220,11,0,3,4496
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,34,0,0,0,0,34
SSC40551,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40552,190,0,3,0,0,198,41,0,3,0,0,48,9,0,0,0,0,9,244,0,7,3,0,257
SSC40553,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40554,19,0,0,0,0,19,8,0,0,0,0,8,0,0,0,0,0,0,29,0,0,0,0,29
SSC40555,323,90,50,0,0,459,70,8,23,0,0,108,6,0,3,0,0,15,400,101,78,0,0,576
SSC40556,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,15
SSC40557,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40558,3371,307,3,0,3,3690,299,154,0,0,3,458,69,20,0,0,0,89,3733,484,3,0,9,4228
SSC40559,41,0,0,0,0,36,15,0,0,0,0,15,0,0,0,0,0,0,51,0,0,0,0,54
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,113,0,0,0,0,118,20,0,0,0,0,20,4,0,0,0,0,4,136,0,0,0,0,134
SSC40562,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15
SSC40563,44,0,0,0,0,51,6,0,0,0,0,6,0,0,0,0,0,0,55,0,0,0,0,57
SSC40564,13,0,0,0,0,13,3,0,0,0,0,6,0,0,0,0,0,0,17,0,0,0,0,24
SSC40565,51,0,0,0,0,51,8,0,0,0,0,8,0,0,0,0,0,0,58,0,0,0,0,58
SSC40566,80,0,0,0,0,85,23,4,0,0,0,31,5,0,0,0,0,5,110,8,0,3,3,121
SSC40567,36,0,0,0,0,36,9,0,0,0,0,9,0,0,0,0,0,0,40,0,0,0,0,40
SSC40568,540,45,118,0,0,709,32,20,39,0,0,91,8,5,4,0,0,9,577,67,162,0,0,811
SSC40569,1037,33,0,0,3,1072,62,4,0,0,0,67,14,0,0,0,0,14,1115,39,0,0,3,1154
SSC40570,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40571,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC40572,688,51,0,0,3,740,124,9,0,0,0,139,21,3,0,0,0,26,835,59,0,0,3,905
SSC40573,505,110,25,0,0,645,44,23,5,0,0,71,4,4,0,0,0,7,556,136,31,0,0,722
SSC40574,291,0,9,0,0,302,27,0,3,0,0,33,3,0,0,0,0,3,320,0,18,0,0,337
SSC40575,127,33,0,0,0,168,14,10,0,0,0,23,3,0,0,0,0,3,147,45,6,0,0,190
SSC40576,742,114,287,0,4,1150,271,23,78,0,0,377,17,6,13,0,3,39,1033,149,371,0,5,1563
SSC40577,270,27,4,3,3,308,84,47,3,0,0,135,16,5,0,0,0,21,373,78,6,3,3,459
SSC40578,1176,455,393,0,10,2032,157,66,107,0,0,331,15,8,17,0,0,43,1351,522,520,0,9,2404
SSC40579,516,164,189,4,8,867,59,10,80,0,0,150,7,5,19,0,0,34,583,174,284,4,7,1058
SSC40580,818,0,0,0,0,818,41,0,0,0,0,41,7,0,0,0,0,7,869,0,0,0,0,869
SSC40581,2028,36,8,0,4,2075,211,12,0,0,0,224,35,0,0,0,0,35,2274,46,3,0,4,2335
SSC40582,349,89,54,0,0,496,20,19,11,0,0,53,7,0,7,0,0,12,380,113,65,0,0,558
SSC40583,109,0,0,0,0,108,11,0,0,0,0,13,0,0,0,0,0,0,120,0,0,3,0,119
SSC40584,34,0,0,0,0,34,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,36
SSC40585,1488,3,0,0,3,1491,159,0,0,0,0,159,26,0,0,0,0,27,1670,4,0,0,3,1677
SSC40586,888,143,18,0,5,1054,130,70,5,0,0,209,20,7,3,0,0,30,1035,221,29,0,4,1290
SSC40587,228,0,0,0,0,228,123,0,0,0,0,123,9,0,0,0,0,9,362,0,0,0,0,362
SSC40588,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC40589,190,43,36,0,0,276,40,8,16,0,0,58,0,3,0,0,0,7,229,58,50,0,3,336
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,11,42,0,10,3,67,3,6,0,0,0,12,0,0,0,0,0,3,21,44,0,10,3,76
SSC40592,439,30,0,17,4,501,40,4,0,17,0,65,13,0,0,4,0,22,498,39,0,42,4,584
SSC40593,31,0,0,0,0,31,3,0,0,0,0,3,0,0,0,0,0,0,36,0,0,0,0,36
SSC40594,153,0,0,0,0,154,16,0,0,0,0,16,4,0,0,0,0,4,172,0,0,0,0,174
SSC40595,829,148,50,0,9,1037,196,43,24,0,0,264,21,6,4,0,3,31,1048,197,78,0,10,1328
SSC40596,28,0,0,0,0,28,5,0,0,0,0,5,0,0,0,0,0,0,34,0,0,0,0,34
SSC40597,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40598,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC40599,39,0,0,0,0,41,5,0,0,0,0,5,0,0,0,0,0,0,43,0,0,0,0,41
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40601,2023,352,68,0,8,2447,373,206,16,0,0,599,44,23,0,0,0,76,2445,584,84,0,10,3120
SSC40602,8,0,0,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,13,0,0,0,0,14
SSC40603,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40604,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40605,149,0,0,0,0,150,8,0,0,0,0,8,4,0,0,0,0,4,161,0,0,0,0,168
SSC40606,647,262,84,0,3,996,67,117,29,0,0,214,15,13,11,0,3,38,725,394,119,0,9,1251
SSC40607,29,0,0,0,0,29,7,0,0,0,0,7,3,0,0,0,0,3,39,0,0,0,0,39
SSC40608,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40609,122,0,0,0,0,124,6,0,0,0,0,12,0,0,0,0,0,0,135,0,0,0,0,139
SSC40610,1217,27,18,0,0,1255,209,16,28,0,0,247,30,3,3,0,0,38,1452,49,41,0,0,1542
SSC40611,386,87,91,0,0,567,40,17,9,0,0,64,5,0,0,0,0,5,429,100,102,4,0,633
SSC40612,41,0,0,0,0,39,9,0,0,0,0,9,0,0,0,0,0,0,57,0,0,0,0,53
SSC40613,2488,109,56,0,7,2670,535,50,46,0,3,632,74,3,3,0,4,91,3108,163,112,0,7,3390
SSC40614,106,0,0,0,0,106,10,0,0,0,0,10,0,0,0,0,0,0,120,0,0,0,0,120
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
SSC40616,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC40617,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40618,99,0,0,0,0,100,22,0,0,0,3,27,6,0,0,0,0,6,118,0,0,0,3,125
SSC40619,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,31,0,0,0,0,31,40,0,0,0,0,40,3,0,0,0,0,3,73,0,0,0,0,72
SSC40622,151,0,0,0,0,157,13,0,0,0,0,13,3,0,0,0,0,3,165,0,0,0,0,167
SSC40623,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6
SSC40624,11,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,12
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,17,4,0,0,0,24,31,0,0,0,0,31,0,0,0,0,0,0,48,4,0,0,0,50
SSC40627,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC40628,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,20,0,0,0,0,20
SSC40629,471,7,0,8,4,489,148,10,0,3,0,167,7,0,0,0,0,13,626,22,0,12,4,664
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7
SSC40632,115,0,0,0,0,115,11,0,0,0,0,14,0,0,0,0,0,0,130,0,0,0,0,131
SSC40633,83,0,0,0,0,83,15,0,0,0,0,15,0,0,0,0,0,0,97,0,0,0,0,97
SSC40634,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,34
SSC40635,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40636,279,40,27,0,0,351,40,12,4,0,0,57,5,3,0,0,0,11,325,57,34,0,0,415
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,14,0,0,0,0,14
SSC40639,76,0,0,0,0,76,7,0,0,0,0,7,3,0,0,0,0,3,84,0,0,0,0,84
SSC40640,741,37,3,5,3,791,247,62,0,14,0,318,25,5,0,3,0,31,1015,104,3,21,3,1143
SSC40641,18,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC40642,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,4,3,0,0,9,0,6
SSC40643,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC40644,130,0,0,0,0,130,49,0,0,0,0,50,3,0,0,0,0,3,182,0,0,0,0,182
SSC40645,114,0,0,3,0,118,10,0,0,0,0,10,4,0,0,0,0,4,131,0,0,3,0,134
SSC40646,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC40647,3,0,0,0,0,3,13,0,0,0,0,13,0,0,0,0,0,0,12,0,0,0,0,12
SSC40648,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40649,16,3,0,0,0,17,32,0,0,0,0,32,0,0,0,0,0,0,52,3,0,0,0,55
SSC40650,274,0,0,0,0,275,39,0,0,0,0,39,9,0,0,0,0,9,319,0,0,0,0,320
SSC40651,32,0,0,0,0,32,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,0,0,37
SSC40652,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8
SSC40653,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40654,200,0,0,0,0,201,28,0,0,0,0,28,9,0,0,0,0,9,233,0,0,0,0,238
SSC40655,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC40656,3,0,0,0,0,3,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10
SSC40657,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40658,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40660,883,19,3,6,4,924,232,25,5,3,0,266,13,3,3,0,0,18,1127,45,14,12,6,1206
SSC40661,14,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,3,18,0,0,3,0,26
SSC40662,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40663,15,0,0,0,0,15,4,0,0,0,0,4,0,0,0,0,0,0,18,0,0,0,0,18
SSC40664,130,0,0,3,0,140,61,0,0,0,0,61,6,0,0,3,0,5,194,0,0,7,0,202
SSC40665,8,0,0,0,0,8,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,21,0,0,0,0,19,5,0,0,0,0,6,0,0,0,0,0,0,23,0,0,0,0,25
SSC40668,396,3,3,0,0,400,93,11,0,0,0,103,6,0,0,0,0,6,489,13,0,3,0,512
SSC40669,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40670,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40671,233,274,168,3,5,682,31,78,43,0,0,149,4,11,3,0,0,19,264,367,209,3,3,846
SSC40672,431,197,250,0,0,880,41,43,58,0,0,143,3,6,6,0,0,17,481,242,314,0,0,1038
SSC40673,591,185,55,0,3,825,61,36,17,0,0,111,6,3,3,0,0,11,652,218,70,0,3,943
SSC40674,45,168,220,3,9,441,8,17,56,0,0,75,0,3,3,0,0,8,51,187,274,3,9,520
SSC40675,82,0,0,0,0,84,6,0,0,0,0,6,0,0,0,0,0,0,90,0,0,0,0,91
SSC40676,16,0,0,0,0,16,8,0,0,0,0,8,0,0,0,0,0,0,18,0,0,0,0,18
SSC40677,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,24,0,0,0,0,24
SSC40678,330,0,0,0,0,333,53,0,0,0,0,48,4,0,0,0,0,4,386,0,0,0,4,389
SSC40679,124,44,87,0,0,261,23,3,10,0,0,36,0,3,0,0,0,3,149,56,99,0,0,302
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,94,0,0,0,3,96,12,0,0,0,0,12,0,0,0,0,0,0,108,0,0,0,3,106
SSC40682,20,0,0,0,0,20,3,0,0,0,0,3,0,0,0,0,0,0,23,0,0,0,0,20
SSC40683,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40684,829,150,26,0,3,1009,234,34,15,0,0,279,20,7,3,0,0,30,1090,187,42,0,3,1321
SSC40685,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,18,0,0,0,0,18
SSC40686,607,581,146,3,4,1341,169,267,69,0,0,508,21,38,9,0,6,72,797,889,220,3,8,1922
SSC40687,334,94,28,0,0,456,81,73,4,0,0,158,15,7,0,0,0,20,432,173,37,0,0,641
SSC40688,178,3,0,0,3,183,60,5,0,0,0,63,5,0,0,0,0,5,241,9,0,0,3,252
SSC40689,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4
SSC40690,114,11,59,0,0,190,13,4,37,0,0,45,0,0,4,0,0,4,129,12,97,0,0,243
SSC40691,533,14,18,3,0,564,150,12,5,0,0,169,16,0,0,0,5,19,697,23,20,3,6,754
SSC40692,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC40693,83,0,0,3,0,93,29,0,0,3,0,30,3,0,0,0,0,4,118,0,0,8,0,121
SSC40694,124,34,28,3,3,193,7,6,4,6,0,19,0,0,0,0,0,0,131,43,36,7,0,214
SSC40695,379,28,3,3,0,410,126,11,5,0,0,144,19,0,0,0,0,25,525,37,13,3,0,578
SSC40696,416,163,168,4,0,747,34,23,45,0,0,105,4,3,9,0,0,14,458,186,222,4,0,866
SSC40697,1311,329,349,0,7,2003,293,67,80,0,0,440,32,12,11,0,0,61,1642,408,443,0,7,2506
SSC40698,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40702,57,0,0,0,3,63,9,0,0,0,0,9,0,0,0,0,0,0,70,0,0,0,3,74
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,53,0,0,0,0,53,20,0,0,0,0,20,0,0,0,0,0,0,73,0,0,0,0,73
SSC40705,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,30,0,0,0,0,30
SSC40706,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40707,12,0,0,0,0,12,28,0,0,0,0,28,9,0,0,0,0,9,47,0,0,0,0,47
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40709,13,0,0,0,0,13,3,0,0,0,0,3,0,0,0,0,0,0,22,0,0,0,0,22
SSC40710,14,0,0,0,0,14,5,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,23
SSC40711,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40712,17,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,22,0,0,0,0,22
SSC40713,15,0,0,0,0,15,7,0,0,0,0,7,0,0,0,0,0,0,24,0,0,0,0,24
SSC40714,58,0,0,0,0,59,18,0,0,0,0,18,0,0,0,0,0,4,80,0,0,3,0,82
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40716,20,0,0,0,0,20,0,0,0,0,0,3,3,0,0,0,0,3,26,0,0,0,0,26
SSC40717,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40718,115,0,0,0,0,119,39,0,0,0,0,39,4,0,0,0,0,4,159,0,0,0,0,163
SSC40719,57,0,0,0,0,56,11,0,0,0,0,11,0,0,0,0,0,0,65,0,0,0,0,67
SSC40720,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40721,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,21
SSC40722,420,324,214,0,0,961,74,47,45,0,0,168,14,9,6,0,0,23,510,382,262,0,0,1160
SSC40723,25,0,0,0,0,25,6,0,0,0,0,6,0,0,0,0,0,0,31,0,0,0,0,31
SSC40724,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,24,0,0,0,0,24
SSC40725,37,0,0,0,0,36,6,0,0,0,0,6,3,0,0,0,0,3,41,0,0,0,0,41
SSC40726,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC40727,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC40728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
