SSC_CODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,26,0,0,0,0,26
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40740,243,6,0,4,0,250,53,3,0,0,0,55,8,0,0,0,0,13,306,6,0,3,0,315
SSC40741,137,3,0,5,0,147,9,0,0,0,0,17,0,0,0,0,0,0,153,5,0,3,0,159
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40743,1097,64,107,3,0,1268,171,13,56,0,0,239,26,0,4,0,0,28,1294,81,163,3,0,1544
SSC40744,993,131,76,0,3,1198,181,56,42,0,0,280,25,5,3,0,0,30,1201,183,124,0,3,1509
SSC40745,214,0,0,3,3,219,62,0,0,0,0,61,9,0,0,0,0,9,279,0,0,6,4,287
SSC40746,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40747,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC40748,250,260,38,0,0,553,21,69,33,0,0,128,0,10,6,0,0,16,269,340,80,0,0,692
SSC40749,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SSC40750,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC40751,58,0,6,0,0,61,10,0,0,0,0,10,0,0,0,0,0,0,65,0,6,0,0,78
SSC40752,14,0,0,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,18
SSC40753,164,0,0,0,0,164,15,0,0,0,0,15,4,0,0,0,0,4,181,0,0,0,0,181
SSC40754,844,0,0,0,3,848,112,0,0,0,0,116,18,0,0,0,3,26,979,0,0,3,6,984
SSC40755,68,0,0,0,0,71,20,0,0,0,0,21,0,0,0,0,0,0,85,0,0,0,0,85
SSC40756,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40757,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40758,411,189,55,0,4,658,43,38,12,0,0,91,7,0,3,0,0,7,459,227,62,0,7,758
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40760,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,17
SSC40761,57,0,0,0,0,61,20,0,0,0,0,20,0,0,0,0,0,0,77,0,0,0,0,77
SSC40762,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40763,934,6,0,0,5,942,74,3,0,0,0,81,24,0,0,0,0,24,1035,7,0,0,5,1044
SSC40764,727,7,6,0,22,761,124,9,0,0,26,164,10,0,0,0,0,7,858,16,3,0,56,927
SSC40765,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,38,0,0,0,0,38
SSC40766,31,0,0,0,0,35,9,0,0,0,0,9,4,0,0,0,0,3,44,0,0,0,5,48
SSC40767,70,0,0,7,4,76,28,0,3,0,0,28,0,0,0,0,0,0,94,0,3,7,0,107
SSC40768,1451,240,110,0,7,1806,220,71,17,0,0,316,23,12,0,0,0,37,1692,325,128,0,13,2160
SSC40769,22,0,0,0,0,22,5,0,0,0,0,5,0,0,0,0,0,0,31,0,0,0,0,31
SSC40770,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC40771,84,0,0,0,0,84,3,0,0,0,0,3,0,0,0,0,0,0,89,0,0,0,0,89
SSC40772,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8
SSC40773,43,0,0,0,0,43,13,0,0,0,0,13,3,0,0,0,0,3,62,0,0,0,0,62
SSC40774,175,0,0,0,3,179,49,0,0,0,0,49,6,0,0,0,0,6,230,0,0,0,3,237
SSC40775,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC40776,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,9
SSC40777,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,14
SSC40778,62,0,0,0,0,62,7,0,0,0,0,7,3,0,0,0,0,3,70,0,0,0,0,70
SSC40779,146,0,0,0,0,146,7,0,0,0,0,7,0,0,0,0,0,0,160,0,0,0,0,160
SSC40780,56,0,0,0,0,55,8,0,0,0,0,12,3,0,0,0,0,3,68,0,0,0,3,69
SSC40781,568,100,60,3,0,732,53,10,17,0,0,84,7,0,0,0,0,16,634,116,75,5,0,831
SSC40782,1219,78,33,10,3,1338,319,62,53,8,0,445,36,9,3,0,0,47,1569,151,92,14,3,1838
SSC40783,232,0,0,0,0,232,53,0,6,0,0,56,6,0,0,0,0,6,292,0,6,3,0,295
SSC40784,176,0,0,0,0,183,38,0,0,3,0,42,4,0,0,0,0,10,219,3,0,3,0,230
SSC40785,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,7
SSC40786,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC40787,577,7,10,0,0,591,82,4,8,0,0,92,10,0,0,0,0,10,672,6,15,0,0,695
SSC40788,67,0,0,0,0,72,9,0,0,0,0,9,0,0,0,0,0,0,78,0,0,0,0,82
SSC40789,81,0,0,4,0,90,29,0,0,0,0,29,3,0,0,0,0,3,118,0,0,4,0,124
SSC40790,22,0,0,0,0,22,3,0,0,0,0,3,0,0,0,0,0,0,32,0,0,0,0,32
SSC40791,452,0,3,3,0,459,47,0,0,0,0,47,6,0,0,0,0,5,500,0,3,3,3,512
SSC40792,132,0,0,0,0,139,29,0,0,0,0,28,0,0,0,0,0,0,162,0,0,0,3,167
SSC40793,29,0,0,0,3,34,3,0,0,0,0,3,0,0,0,0,0,0,35,0,0,0,3,33
SSC40794,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC40795,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,23
SSC40796,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40797,2118,510,245,0,9,2884,336,150,69,0,0,553,43,26,11,0,3,80,2494,689,323,0,13,3515
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,339,0,0,4,0,346,112,0,16,0,0,127,6,0,0,0,0,11,454,3,16,5,0,482
SSC40800,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC40801,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC40802,254,6,3,0,3,261,50,3,0,0,0,59,6,0,0,0,0,6,310,12,5,3,3,322
SSC40803,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40804,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40805,680,98,50,0,0,833,53,12,12,0,0,84,15,0,4,0,0,18,749,112,66,0,0,935
SSC40806,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,11
SSC40807,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,13
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC40810,361,63,20,0,0,443,42,3,7,0,0,52,8,4,0,0,0,7,410,66,26,0,0,509
SSC40811,744,17,0,19,8,785,261,18,7,4,0,282,31,0,0,0,0,31,1031,33,3,27,3,1098
SSC40812,44,0,0,0,0,46,9,0,0,0,0,9,3,0,0,0,0,3,56,0,0,0,0,59
SSC40813,683,280,61,7,3,1028,155,88,43,0,0,284,22,14,11,0,0,49,861,385,108,7,5,1359
SSC40814,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9
SSC40815,15,0,0,0,0,15,5,0,0,0,0,5,3,0,0,0,0,3,23,0,0,0,0,23
SSC40816,34,0,0,0,0,34,3,0,0,0,0,3,0,0,0,0,0,0,40,0,0,0,0,40
SSC40817,23,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
SSC40818,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC40819,372,246,189,0,3,811,80,66,48,0,0,190,11,10,6,0,0,24,455,322,248,0,3,1025
SSC40820,726,17,4,0,3,740,63,0,0,0,0,67,10,0,0,0,0,10,802,18,5,0,3,824
SSC40821,864,290,28,0,8,1191,154,141,7,0,0,303,19,18,4,0,0,39,1043,445,37,0,8,1537
SSC40822,54,0,0,0,0,54,6,0,0,0,0,6,0,0,0,0,0,0,65,0,0,0,0,65
SSC40823,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40824,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40825,19,0,0,11,0,24,11,0,0,3,0,20,4,0,0,0,0,3,33,0,0,15,0,48
SSC40826,274,179,109,0,5,558,65,54,31,0,0,150,5,7,4,0,0,22,343,237,139,0,4,726
SSC40827,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40828,27,0,0,0,0,27,10,0,0,0,0,10,3,0,0,0,0,3,42,0,0,0,0,42
SSC40829,16,0,0,0,0,16,21,0,0,0,0,21,0,0,0,0,0,0,37,0,0,0,0,40
SSC40830,83,115,0,0,0,199,10,22,5,0,0,34,3,3,0,0,0,10,91,141,10,0,0,242
SSC40831,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC40832,368,4,14,0,4,383,49,0,0,0,0,52,9,0,0,0,0,9,427,4,12,0,4,451
SSC40833,24,0,0,0,0,24,6,0,0,0,0,6,0,0,0,0,0,0,30,0,0,0,0,30
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,2613,1113,612,3,9,4351,129,79,75,0,0,283,30,18,11,0,0,61,2771,1214,697,3,9,4698
SSC40836,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40837,330,132,46,6,0,518,59,31,11,0,0,102,3,3,0,0,0,11,393,167,58,3,0,630
SSC40838,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40839,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SSC40840,599,54,3,0,0,661,90,42,4,0,0,136,15,8,0,0,0,23,707,103,8,0,0,820
SSC40841,15,0,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,22
SSC40842,448,3,0,0,0,455,39,3,0,0,0,40,4,0,0,0,0,4,491,4,0,0,0,500
SSC40843,1177,29,7,18,7,1240,200,20,7,3,3,233,26,3,0,0,0,27,1402,52,17,20,11,1505
SSC40844,438,3,0,0,4,447,42,7,0,0,0,42,7,0,0,0,0,7,484,6,0,0,4,494
SSC40845,304,22,11,0,0,332,17,3,0,0,0,20,3,0,0,0,0,3,326,22,11,0,0,358
SSC40846,91,4,0,0,0,100,4,3,0,0,0,10,3,0,0,0,0,3,102,10,0,0,0,113
SSC40847,97,0,0,0,3,98,24,0,0,0,0,24,6,0,0,0,0,6,130,0,0,0,3,129
SSC40848,557,18,123,0,0,700,89,4,85,0,0,177,14,0,15,0,3,26,657,19,218,0,3,904
SSC40849,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40851,286,4,3,0,3,299,117,9,5,3,0,136,6,0,0,0,0,13,415,10,9,3,3,445
SSC40852,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40853,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,14
SSC40854,29,0,0,0,0,29,8,0,0,0,0,8,0,0,0,0,0,0,32,0,0,0,0,32
SSC40855,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40856,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4
SSC40857,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12
SSC40858,19,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40859,13,0,0,3,0,18,17,0,0,0,0,17,0,0,0,0,0,0,30,0,0,7,0,33
SSC40860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40862,383,3,0,3,0,390,59,0,0,0,0,65,3,0,0,0,0,3,450,3,0,3,0,456
SSC40863,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40864,97,0,0,0,0,100,5,0,0,0,0,5,0,0,0,0,0,0,107,0,0,0,0,112
SSC40865,258,3,0,3,0,271,71,4,3,5,0,78,15,0,3,0,0,15,341,4,6,7,0,359
SSC40866,811,473,148,3,5,1440,192,70,31,0,0,293,17,8,10,0,0,38,1023,549,185,3,8,1771
SSC40867,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,8
SSC40868,11,0,0,0,0,11,10,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,0,20
SSC40869,27,0,0,3,0,29,0,0,0,4,0,4,0,0,0,0,0,0,27,0,0,8,0,33
SSC40870,1385,53,19,11,4,1471,462,46,14,0,4,522,53,7,0,0,0,64,1900,103,33,10,7,2056
SSC40871,606,38,31,0,0,684,50,0,3,0,0,55,15,0,3,0,0,16,670,41,38,0,0,753
SSC40872,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC40873,20,0,0,0,0,20,44,0,0,0,0,44,0,0,0,0,0,0,62,0,0,0,0,62
SSC40874,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,13,0,0,0,0,13
SSC40877,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,12
SSC40878,39,0,0,0,0,39,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,42
SSC40879,301,10,0,13,3,324,104,6,0,3,0,114,4,0,0,0,0,11,407,14,0,16,3,447
SSC40880,38,0,0,3,0,45,28,0,0,0,0,32,3,0,0,0,0,6,74,0,0,7,3,76
SSC40881,65,0,0,0,0,65,9,0,0,0,0,9,0,0,0,0,0,0,75,0,0,0,0,75
SSC40882,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,6
SSC40883,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,20,0,0,0,0,20
SSC40884,366,119,101,4,9,604,23,14,30,0,4,75,3,8,3,0,0,14,391,141,137,3,14,688
SSC40885,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,16
SSC40886,958,706,71,0,6,1735,223,331,17,0,0,572,25,42,5,0,0,73,1209,1071,97,0,4,2382
SSC40887,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10
SSC40888,756,6,67,12,3,840,87,0,22,11,0,123,16,0,0,3,0,22,856,9,93,27,3,981
SSC40889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40890,69,0,0,0,3,69,15,0,0,0,0,15,0,0,0,0,0,0,82,0,0,0,3,82
SSC40891,1336,206,112,0,6,1660,228,84,22,0,0,337,32,15,3,0,0,47,1602,302,136,0,6,2043
SSC40892,2046,132,3,0,0,2179,207,77,0,0,0,279,44,9,0,0,0,55,2295,211,3,0,0,2511
SSC40893,1748,29,25,12,0,1813,188,13,6,0,0,204,32,0,0,0,0,32,1968,40,32,12,0,2049
SSC40894,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40895,49,3,0,0,0,55,9,0,0,0,0,9,0,0,0,0,0,0,64,3,0,0,0,66
SSC40896,50,0,0,0,0,49,9,0,0,0,0,7,0,0,0,0,0,0,53,0,0,3,0,57
SSC40897,345,0,0,0,3,348,63,0,0,0,0,65,13,0,0,0,0,13,422,3,0,3,3,430
SSC40898,39,0,0,0,0,38,7,0,0,0,0,10,0,0,0,0,0,0,48,0,0,0,0,45
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40900,80,0,0,0,0,78,20,0,0,0,0,20,0,0,0,0,0,0,99,0,0,0,0,103
SSC40901,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40902,33,0,0,0,0,33,7,0,0,0,0,7,0,0,0,0,0,0,42,0,0,0,0,43
SSC40903,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40904,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,159,12,4,0,0,181,91,26,8,0,0,119,6,3,0,0,0,6,254,40,13,0,0,308
SSC40907,698,5,10,0,0,715,203,7,15,0,4,224,14,0,0,0,0,13,915,14,23,0,4,957
SSC40908,58,4,0,0,0,63,12,15,0,0,0,24,0,0,0,0,0,0,70,22,0,0,0,92
SSC40909,224,0,0,3,0,228,39,0,0,0,0,41,3,0,0,0,0,7,270,0,0,8,0,278
SSC40910,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC40911,48,0,0,0,0,46,16,0,0,0,0,16,4,0,0,0,0,4,68,0,0,0,0,64
SSC40912,53,0,0,0,0,53,19,0,0,0,0,19,3,0,0,0,0,3,74,0,0,0,0,74
SSC40913,19,0,0,0,0,19,4,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,26
SSC40914,8,0,0,0,0,8,4,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,12
SSC40915,142,3,3,9,0,158,58,0,3,3,0,62,0,0,0,0,0,7,198,3,8,15,0,223
SSC40916,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6
SSC40917,6691,851,22,3,7,7574,1063,517,10,0,0,1597,172,56,0,0,0,229,7933,1424,30,3,4,9401
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,530,245,198,0,3,985,118,101,83,0,0,299,10,12,9,0,0,33,662,358,290,0,3,1320
SSC40920,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40921,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40922,40,0,0,0,0,40,8,0,0,0,0,8,0,0,0,0,0,0,42,0,0,0,0,42
SSC40923,4059,218,25,14,3,4321,535,147,14,7,0,702,69,19,0,0,0,93,4668,377,35,22,3,5116
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40925,53,0,0,0,0,54,5,0,0,0,0,5,0,0,0,0,0,0,54,0,0,0,0,55
SSC40926,23,0,0,0,0,23,9,0,0,0,0,9,3,0,0,0,0,3,35,0,0,0,0,35
SSC40927,35,0,0,0,0,34,3,0,0,0,0,4,0,0,0,0,0,0,42,0,0,0,0,38
SSC40928,35,0,0,0,0,35,12,0,0,0,0,12,3,0,0,0,0,3,53,0,0,0,0,53
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40930,90,0,0,0,4,92,42,0,0,0,0,42,4,0,0,0,0,4,138,0,0,0,4,137
SSC40931,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC40932,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3
SSC40933,423,0,0,0,0,425,56,0,0,0,0,55,8,0,0,3,0,13,487,0,0,4,0,495
SSC40934,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40935,35,0,0,0,0,35,11,0,0,0,0,11,0,0,0,0,0,0,46,0,0,0,0,46
SSC40936,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC40937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40938,15,0,0,0,0,15,9,0,0,0,0,9,0,0,0,0,0,0,19,0,0,0,0,19
SSC40939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40940,6107,838,538,24,24,7527,1417,526,343,3,12,2297,171,49,40,0,5,263,7688,1405,923,27,41,10082
SSC40941,90,0,0,0,0,88,4,0,0,0,0,4,0,0,0,0,0,0,98,0,0,0,0,99
SSC40942,13,0,0,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,19
SSC40943,49,0,0,0,0,49,4,0,0,0,0,4,0,0,0,0,0,0,53,0,0,0,0,53
SSC40944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40945,47,0,0,0,0,47,6,0,0,0,0,6,0,0,0,0,0,0,57,0,0,0,0,54
SSC40946,21,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22
SSC40947,9,0,0,0,0,9,4,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,17
SSC40948,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC40949,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,25,0,0,0,0,25
SSC40950,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40951,132,0,0,0,0,134,5,0,0,0,0,5,0,0,0,0,0,0,143,0,0,0,0,143
SSC40952,294,9,0,13,0,323,65,3,7,3,0,77,7,0,0,0,0,7,370,9,7,16,0,403
SSC40953,68,0,0,0,0,68,12,0,0,0,0,12,3,0,0,0,0,3,80,0,0,0,0,80
SSC40954,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,12
SSC40955,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40956,216,0,0,0,0,216,27,0,0,0,0,25,3,0,0,0,0,3,246,0,0,3,0,243
SSC40957,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40958,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5
SSC40959,13,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,18,0,0,0,0,18
SSC40960,9,0,0,0,0,9,0,0,0,0,0,0,11,0,0,0,0,11,22,0,0,0,0,22
SSC40961,10,0,0,0,0,10,3,0,0,0,0,3,3,0,0,0,0,3,15,0,0,0,0,15
SSC40962,73,0,0,0,0,80,15,0,0,0,0,15,3,0,0,0,0,3,89,0,0,0,0,93
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,7,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,3,0,12
SSC40965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40966,43,0,0,0,0,43,13,0,0,0,0,13,0,0,0,0,0,0,50,0,0,0,0,50
SSC40967,141,0,0,0,0,140,17,0,0,0,0,17,4,0,0,0,0,4,161,0,0,0,0,165
SSC40968,23,0,0,0,0,23,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
SSC40969,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,4,0,10
SSC40970,920,227,4,0,3,1151,154,75,8,0,0,240,25,9,0,0,0,33,1094,315,7,0,3,1422
SSC40971,46,0,0,0,0,46,12,0,0,0,0,19,3,0,0,0,0,3,61,0,0,0,3,62
SSC40972,1592,79,8,3,10,1690,177,14,3,0,0,192,36,3,0,0,0,42,1801,88,17,3,10,1918
SSC40973,23,0,0,3,0,26,6,0,0,0,0,6,0,0,0,0,0,0,34,0,0,3,0,39
SSC40974,23,0,0,3,0,20,0,0,0,0,0,3,0,0,0,0,0,0,20,0,0,3,0,26
SSC40975,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40976,11,0,0,0,0,11,8,0,0,0,0,8,0,0,0,0,0,0,15,0,0,0,0,16
SSC40977,0,3,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,8,3,0,0,0,14
SSC40978,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40979,3505,419,19,19,26,3987,1103,365,18,11,12,1510,148,40,3,0,0,193,4756,826,45,30,40,5689
SSC40980,339,0,0,3,3,345,66,0,0,0,0,72,6,0,0,0,0,6,412,0,0,3,4,413
SSC40981,34,0,0,0,0,34,5,0,0,0,0,8,4,0,0,0,0,4,44,0,0,0,0,49
SSC40982,47,0,0,9,0,50,12,0,0,0,0,9,0,0,0,0,0,4,58,0,0,9,0,67
