SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40860,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,12,4,20
SSC40861,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40862,464,436,905,15,18,40,0,0,0,0,0,0,6,5,8,45,39,86,0,0,0,3,0,3,3,3,4,0,0,0,0,0,0,57,47,103,3,3,3,3,0,3,84,73,157,41,50,89,586,560,1145
SSC40863,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12,8,5,15
SSC40864,166,131,291,0,0,0,0,0,3,0,0,0,0,0,0,18,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,41,0,0,0,0,0,0,20,17,40,16,16,27,201,162,364
SSC40865,319,315,640,12,17,29,3,0,3,0,3,3,0,0,0,39,36,77,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,48,42,96,7,3,8,0,0,3,69,64,134,46,46,95,438,426,866
SSC40866,1597,1670,3275,48,46,96,4,12,19,5,12,14,4,9,9,229,244,471,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,250,278,521,83,95,173,3,0,3,385,411,793,148,180,327,2127,2264,4393
SSC40867,8,7,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,3,7,8,9,14,24
SSC40868,27,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,30,57
SSC40869,49,35,89,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,8,9,13,0,0,0,0,0,0,8,9,13,9,3,10,59,44,106
SSC40870,2047,2151,4195,121,118,243,14,9,25,15,21,33,9,8,16,94,89,180,5,13,21,0,0,0,0,0,3,0,0,0,0,0,0,140,134,271,9,0,9,3,5,5,272,254,526,173,175,341,2492,2580,5065
SSC40871,864,943,1809,12,16,33,5,3,8,3,3,9,3,3,3,58,48,106,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,67,59,130,10,7,17,0,0,0,87,92,183,66,71,139,1014,1106,2123
SSC40872,30,23,49,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,5,3,9,0,0,0,32,24,55
SSC40873,94,95,194,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,7,0,0,0,0,0,0,4,4,9,14,20,37,117,117,236
SSC40874,12,21,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,21,39
SSC40875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40876,21,14,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,3,25,17,38
SSC40877,14,14,32,0,0,0,7,4,7,3,0,3,0,0,0,14,3,12,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,24,11,30,0,0,0,0,0,0,24,8,32,5,4,12,47,30,75
SSC40878,56,50,104,3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,7,4,17,24,61,73,136
SSC40879,440,469,908,34,44,75,0,0,0,0,0,0,0,0,0,16,19,34,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,21,16,38,0,0,0,0,3,3,50,60,111,26,30,59,521,569,1089
SSC40880,83,64,148,3,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,4,3,8,12,12,19,100,78,177
SSC40881,84,80,163,3,3,12,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,10,12,20,3,4,8,96,95,191
SSC40882,7,3,8,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,9,16
SSC40883,20,14,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,25,17,43
SSC40884,652,793,1445,27,26,50,4,0,4,0,0,3,0,0,0,66,87,153,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,71,94,168,10,12,26,0,0,0,106,134,242,60,66,128,819,990,1813
SSC40885,21,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,27,26,52
SSC40886,1900,2207,4104,50,60,111,7,16,23,14,9,19,5,3,9,290,319,604,3,7,10,0,0,0,3,3,5,0,0,0,0,0,0,321,357,677,57,81,133,14,8,15,440,496,938,166,197,362,2500,2898,5397
SSC40887,15,9,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,3,0,3,18,8,31
SSC40888,1003,1099,2101,41,45,89,3,0,3,6,4,11,3,3,6,80,80,164,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,86,101,186,5,5,17,3,0,3,143,158,298,97,105,206,1241,1358,2602
SSC40889,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3
SSC40890,92,95,190,7,3,9,0,0,0,0,0,0,0,0,0,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,16,3,3,3,0,0,0,13,9,24,3,0,8,117,107,224
SSC40891,1978,2045,4020,41,42,85,11,12,20,6,7,10,4,0,5,273,272,542,0,3,3,0,0,0,0,0,0,3,3,7,0,0,0,289,296,587,63,71,131,11,4,14,408,413,819,157,186,341,2542,2638,5181
SSC40892,2730,2901,5635,43,26,67,0,0,3,0,6,9,5,10,11,244,258,500,3,3,7,0,0,0,7,0,4,0,0,0,0,0,0,263,278,540,23,20,46,0,0,3,330,326,653,169,157,328,3222,3387,6613
SSC40893,2344,2302,4649,22,23,41,3,3,6,6,4,14,7,6,14,219,223,446,0,3,0,0,0,0,3,4,4,0,0,0,0,0,0,237,245,479,26,36,59,7,0,6,284,302,588,156,166,320,2783,2774,5556
SSC40894,8,7,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,17
SSC40895,93,85,176,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,7,7,13,7,6,13,104,99,201
SSC40896,65,57,121,0,0,3,0,0,0,0,0,0,0,0,0,13,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,22,0,0,0,0,0,0,11,10,26,11,7,14,84,73,159
SSC40897,493,474,970,11,8,15,0,0,0,3,3,5,0,0,0,23,28,48,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,27,33,64,0,0,3,0,0,3,38,40,86,28,34,67,562,558,1117
SSC40898,52,50,108,9,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,6,6,13,0,0,0,65,58,126
SSC40899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40900,125,113,242,0,0,6,3,3,3,0,0,0,0,0,0,8,6,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,21,0,3,3,0,0,0,9,15,23,12,13,24,147,148,294
SSC40901,8,12,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,15,12,27
SSC40902,68,47,112,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,5,9,12,3,4,5,70,56,133
SSC40903,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,4,4,8,0,0,0,8,6,11
SSC40904,12,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,22
SSC40905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40906,238,267,506,17,10,24,0,0,0,0,0,0,0,0,0,12,12,24,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,20,20,33,0,3,3,0,0,0,29,31,60,36,24,56,307,320,625
SSC40907,880,855,1734,70,74,143,0,0,0,3,3,7,5,11,18,102,98,205,0,0,0,3,7,4,4,0,6,0,0,0,0,0,0,119,118,235,0,3,3,3,0,4,188,198,388,99,108,210,1173,1161,2333
SSC40908,85,86,176,10,5,17,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,20,15,32,6,7,15,110,109,222
SSC40909,319,294,614,8,9,15,0,0,0,3,3,3,0,3,4,28,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,59,0,0,0,0,3,4,48,35,85,499,17,518,868,345,1213
SSC40910,21,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,6,27,31,58
SSC40911,75,77,150,3,0,5,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,10,11,15,0,0,0,0,0,0,10,11,27,3,14,16,94,102,191
SSC40912,63,66,132,0,0,0,0,0,0,0,0,0,0,0,0,5,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,26,3,0,3,0,0,0,10,12,25,9,10,19,87,88,171
SSC40913,38,37,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,75
SSC40914,5,7,16,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,12,12,20
SSC40915,204,184,386,3,11,17,0,0,0,0,0,4,0,0,3,18,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,35,0,0,0,0,0,0,25,25,54,21,23,45,255,235,491
SSC40916,7,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,7,8,17
SSC40917,8990,9348,18336,150,182,338,12,8,22,17,7,26,23,22,40,1004,1091,2098,13,6,18,3,4,5,6,11,15,0,0,0,0,0,0,1075,1154,2233,48,53,101,29,18,45,1304,1415,2715,881,899,1779,11177,11660,22834
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3
SSC40919,1090,1352,2443,30,26,51,5,5,5,3,8,10,0,4,8,173,196,361,3,0,7,0,0,0,3,4,5,0,0,0,0,0,0,188,211,401,22,19,42,3,8,9,241,260,507,102,125,223,1435,1736,3171
SSC40920,11,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16
SSC40921,13,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,7,19
SSC40922,55,47,103,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,6,8,9,64,54,121
SSC40923,4915,5468,10378,408,421,829,26,29,61,16,18,39,20,30,49,598,664,1267,22,22,45,0,0,3,16,8,19,0,0,0,0,0,0,701,777,1478,40,52,91,13,16,29,1164,1266,2432,402,462,864,6486,7190,13678
SSC40924,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40925,71,68,138,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,0,0,0,0,7,3,7,8,4,13,83,76,164
SSC40926,47,52,93,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,8,3,7,0,0,0,52,54,102
SSC40927,45,48,95,3,6,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,10,6,14,5,0,5,57,56,111
SSC40928,44,46,93,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,8,3,0,4,0,0,0,4,7,12,3,0,8,56,51,109
SSC40929,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40930,136,153,286,0,0,3,0,0,0,5,0,5,0,0,0,8,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,22,0,0,0,0,0,0,14,12,22,23,17,45,171,183,356
SSC40931,19,14,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,23,20,36
SSC40932,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10
SSC40933,594,594,1182,17,18,31,0,0,0,0,0,0,4,0,3,61,65,121,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,69,71,139,0,4,3,0,0,0,81,88,175,44,38,81,714,717,1438
SSC40934,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9
SSC40935,47,62,105,0,0,0,0,0,0,0,0,3,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,9,9,11,6,6,10,54,71,125
SSC40936,18,20,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,37
SSC40937,3,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,11
SSC40938,16,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,24,21,47
SSC40939,90,15,105,0,0,0,0,0,0,3,0,3,3,0,3,9,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,22,0,0,0,0,0,0,19,4,25,49,11,58,162,33,194
SSC40940,9548,10083,19631,541,609,1152,29,27,61,99,113,215,36,33,67,875,975,1848,23,15,44,3,0,8,14,11,19,0,3,3,0,0,0,1086,1178,2267,59,68,128,21,26,49,1711,1881,3594,938,1049,1988,12197,13014,25206
SSC40941,106,119,225,0,5,4,0,0,0,0,0,0,0,0,0,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0,3,8,0,0,0,10,11,20,8,8,23,129,143,263
SSC40942,24,18,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,18,47
SSC40943,68,70,131,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,3,9,7,6,11,13,72,86,158
SSC40944,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40945,74,58,127,0,6,9,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,9,10,11,8,3,10,85,71,158
SSC40946,18,27,42,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,6,3,3,5,26,34,58
SSC40947,14,12,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,13,28
SSC40948,25,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,6,32,34,65
SSC40949,31,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,36,33,65
SSC40950,4,3,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,8,16
SSC40951,181,158,338,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,25,0,0,0,0,0,0,12,11,26,5,3,14,201,176,381
SSC40952,411,441,853,8,8,19,0,3,4,0,0,0,0,0,3,33,28,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,41,71,3,0,0,0,4,7,48,48,100,29,32,66,484,531,1014
SSC40953,113,108,218,3,0,5,0,0,0,0,0,0,0,0,0,5,0,8,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,0,0,0,0,0,0,9,8,14,5,4,8,131,117,242
SSC40954,4,5,9,4,0,4,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,8,0,0,0,0,0,0,12,4,14,0,0,3,20,14,25
SSC40955,11,14,25,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,13,16,33
SSC40956,279,285,565,3,3,3,0,0,0,0,0,0,0,0,3,34,29,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,27,68,0,7,7,3,3,5,44,43,86,28,22,50,348,356,704
SSC40957,7,5,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,14
SSC40958,9,8,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,6,24
SSC40959,15,15,28,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,8,5,13,6,3,8,26,24,44
SSC40960,15,18,34,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,8,3,8,5,8,16,20,18,45,48,44,93
SSC40961,28,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,28,25,52
SSC40962,119,105,220,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,12,13,6,18,135,115,248
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,15,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,3,0,3,16,15,31
SSC40965,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4
SSC40966,63,48,112,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,6,9,3,5,8,65,64,127
SSC40967,206,172,372,6,11,11,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,11,0,0,0,0,3,4,13,12,27,13,8,25,237,198,432
SSC40968,29,36,69,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,9,0,0,0,35,42,79
SSC40969,25,14,35,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,15,4,15,39,20,63
SSC40970,1260,1336,2591,31,41,69,16,9,25,5,4,10,5,14,23,280,307,583,5,5,8,3,0,0,3,6,9,4,3,3,0,0,0,318,346,660,10,9,24,3,3,6,362,399,767,158,152,308,1781,1889,3663
SSC40971,99,79,177,5,3,10,0,0,0,0,0,0,0,0,0,10,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,20,0,0,0,0,0,0,11,12,23,11,10,20,116,102,227
SSC40972,2015,2142,4153,75,79,156,11,9,18,9,3,11,7,14,23,408,480,895,12,9,19,0,0,0,0,4,7,0,0,0,0,0,0,450,515,968,5,15,21,12,3,15,543,611,1152,224,222,444,2778,2978,5752
SSC40973,41,36,76,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,3,4,12,3,0,4,51,44,91
SSC40974,38,20,55,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,4,5,7,3,4,11,41,27,69
SSC40975,8,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,25
