SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC40020,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40021,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,5,14
SSC40022,81,68,153,4,0,6,0,0,0,0,0,0,0,0,3,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,13,11,22,33,22,53,123,97,223
SSC40023,142,113,257,0,3,5,0,0,0,0,0,0,0,0,3,6,3,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,4,19,0,0,0,0,0,0,14,9,26,14,18,29,172,144,316
SSC40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5,5,0,4
SSC40025,18,16,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,6,0,0,0,20,16,37
SSC40026,2947,3092,6036,95,115,213,13,15,27,12,14,27,10,12,19,397,440,843,6,7,12,0,3,3,4,7,13,0,0,0,0,0,0,449,498,945,10,20,28,14,13,27,566,648,1209,297,324,620,3809,4058,7869
SSC40027,32,22,56,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,3,3,3,36,31,63
SSC40028,20,17,42,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,3,0,0,0,27,24,47
SSC40029,846,853,1696,24,39,66,3,6,13,0,4,6,3,4,5,73,78,148,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,82,89,174,9,3,6,4,0,3,119,133,247,67,67,127,1027,1047,2071
SSC40030,598,655,1254,23,25,44,0,0,0,0,0,0,3,0,3,41,43,92,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,45,49,96,11,14,24,0,0,3,82,82,165,49,69,125,733,807,1542
SSC40031,1259,1183,2442,21,23,42,0,0,0,0,0,0,0,0,0,96,101,204,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,104,110,210,0,0,3,3,5,12,128,133,265,88,106,193,1474,1425,2904
SSC40032,14,10,27,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,7,3,5,6,5,12,28,13,44
SSC40033,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SSC40034,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8
SSC40035,18,14,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,25
SSC40036,37,36,79,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,7,3,0,3,49,42,83
SSC40037,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,11,0,10
SSC40038,493,501,993,16,19,43,0,3,3,0,0,0,3,3,8,28,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,27,63,0,0,0,0,0,0,57,49,104,33,34,68,577,583,1161
SSC40039,27,9,35,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,14,0,0,0,0,0,0,9,4,12,5,0,3,40,14,54
SSC40040,142,143,288,12,8,25,0,0,0,0,0,0,0,0,0,11,8,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,8,22,0,0,0,0,0,0,29,18,50,10,6,18,183,172,355
SSC40041,140,126,271,9,4,7,0,0,0,0,0,0,0,0,0,7,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,22,0,0,0,0,0,0,13,17,33,19,12,29,176,156,332
SSC40042,66,63,135,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,8,3,8,78,72,147
SSC40043,1174,1232,2407,32,33,61,12,13,18,11,3,11,3,0,7,190,217,408,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,214,238,447,47,49,96,6,0,4,295,312,609,113,113,227,1581,1663,3245
SSC40044,106,97,201,0,0,3,0,0,0,0,0,0,0,0,0,16,11,28,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,14,32,0,0,0,4,0,4,23,17,37,16,24,36,143,136,277
SSC40045,315,359,673,12,8,23,6,5,9,0,0,0,3,3,8,58,61,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,70,135,11,15,29,0,0,0,95,99,189,37,50,89,449,502,950
SSC40046,219,200,421,3,4,12,0,0,0,0,0,0,0,0,0,14,13,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,35,3,4,10,0,0,0,22,26,50,15,18,32,262,247,505
SSC40047,15,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,34
SSC40048,3952,4010,7965,37,42,85,3,8,14,8,9,14,4,7,14,234,268,501,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,253,296,551,40,34,71,7,6,13,347,373,725,205,178,382,4503,4567,9072
SSC40049,781,774,1551,21,10,31,4,3,8,3,5,4,0,0,0,122,117,233,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,126,121,248,31,39,67,3,0,3,179,174,357,62,63,126,1026,1006,2036
SSC40050,269,248,519,12,11,21,0,0,0,0,0,3,3,0,3,14,12,25,0,0,0,0,6,6,8,3,5,0,0,0,0,0,0,25,18,45,0,3,3,0,0,0,38,29,64,33,44,74,335,325,658
SSC40051,269,259,523,9,3,13,0,0,0,0,0,0,0,0,0,23,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,46,3,13,9,0,0,0,31,35,67,19,13,24,312,308,621
SSC40052,13,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,3,12,10,28
SSC40053,43,42,85,4,3,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,5,3,9,4,3,12,60,48,107
SSC40054,47,46,97,3,9,14,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,5,13,16,15,12,25,70,64,138
SSC40055,30,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,37,64
SSC40056,57,72,133,3,0,3,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,5,8,5,8,17,71,88,161
SSC40057,36,26,69,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,0,0,0,0,0,0,5,5,14,0,0,0,43,34,84
SSC40058,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC40059,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,8,8,15
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40061,809,841,1649,61,74,135,3,3,3,0,0,0,0,3,3,41,39,81,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,43,51,93,6,3,7,8,3,6,116,125,247,62,74,130,985,1041,2026
SSC40062,12,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,17,30
SSC40063,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5
SSC40064,32,29,64,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,7,0,0,0,40,35,71
SSC40065,660,695,1363,15,15,34,0,0,3,3,0,10,3,0,4,41,51,93,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,46,60,112,3,3,4,0,0,0,64,82,149,43,51,94,768,832,1600
SSC40066,6,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,18
SSC40067,36,28,57,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,4,0,0,0,38,29,65
SSC40068,17,17,33,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,3,3,0,3,3,22,23,45
SSC40069,1334,1399,2726,16,24,38,0,9,11,3,3,6,3,0,7,95,99,197,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,110,116,219,6,5,12,0,3,6,131,142,278,136,110,244,1596,1650,3250
SSC40070,49,53,101,0,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,3,3,12,4,0,5,58,56,115
SSC40071,15,12,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,30
SSC40072,1160,1198,2355,71,84,157,3,3,5,0,0,4,0,0,4,70,73,147,0,0,0,0,0,3,7,3,6,0,0,0,0,0,0,81,83,165,3,4,14,0,0,0,163,177,338,112,112,228,1433,1489,2925
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8
SSC40075,24,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,35,26,57
SSC40076,27,26,52,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,5,3,6,35,33,67
SSC40077,15,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,11,29
SSC40078,136,119,252,0,3,6,0,0,0,0,0,0,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,13,0,0,0,0,0,0,12,15,25,7,8,12,153,137,285
SSC40079,22,22,47,3,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,6,4,10,7,3,5,33,26,62
SSC40080,16,12,32,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,3,3,6,25,17,39
SSC40081,269,266,529,12,19,35,0,0,0,3,3,5,0,0,0,10,19,31,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,16,22,40,0,0,0,0,0,0,30,45,73,17,18,34,311,326,641
SSC40082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,8,0,0,0,3,3,8
SSC40083,26,25,45,4,3,7,0,0,0,0,0,3,0,0,0,4,0,4,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,13,9,18,4,4,6,35,28,69
SSC40084,1000,1124,2125,10,14,23,0,4,4,3,0,4,0,0,0,90,96,186,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,99,97,195,22,13,37,0,0,0,128,122,253,98,87,186,1234,1332,2561
SSC40085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40086,490,562,1052,41,52,93,7,20,29,10,15,27,0,0,0,94,136,237,5,0,5,0,3,3,9,8,14,0,0,0,0,0,0,130,187,315,85,145,232,3,4,11,262,388,647,55,60,119,809,1008,1820
SSC40087,39,28,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,3,4,8,43,32,77
SSC40088,1751,1871,3625,16,17,28,3,3,4,0,4,4,8,6,14,181,160,344,3,10,12,0,0,0,0,3,3,3,3,6,0,0,0,204,183,389,9,10,18,0,3,6,227,219,444,156,148,308,2140,2233,4373
SSC40089,26,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,28,56
SSC40090,37,29,61,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,3,3,3,10,8,16,47,35,86
SSC40091,1025,1135,2155,26,27,54,7,5,4,3,0,3,0,3,4,73,93,162,4,0,5,0,0,0,0,3,7,0,0,0,0,0,0,86,99,185,6,14,20,4,4,6,119,147,265,88,87,168,1230,1363,2595
SSC40092,13,6,19,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,13,9,26
SSC40093,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5
SSC40094,49,45,98,0,0,0,0,0,0,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,17,0,0,0,0,0,0,12,4,16,7,3,5,65,52,114
SSC40095,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6
SSC40096,1485,1573,3058,114,103,220,10,10,14,9,5,12,5,5,12,150,161,311,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,169,188,362,21,11,33,10,3,13,314,311,624,175,172,353,1969,2061,4029
SSC40097,66,65,132,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,3,3,6,4,7,14,71,73,152
SSC40098,33,21,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,0,3,3,37,22,54
SSC40099,582,655,1241,4,12,14,4,5,6,0,0,3,0,0,0,79,88,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,93,182,7,9,15,0,4,4,94,119,215,64,68,132,737,845,1583
SSC40100,600,542,1141,6,8,17,0,0,0,3,0,5,7,3,11,85,71,155,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,102,73,179,13,19,32,0,0,0,126,102,221,54,61,120,776,703,1480
SSC40101,107,104,215,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,17,0,0,0,0,0,0,9,10,19,16,9,24,133,119,255
SSC40102,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC40103,33,40,75,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,37,47,77
SSC40104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
