SSC_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SSC41447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41448,..,0,28,77,111,111,83,30,13,453,..,6,26,12,21,15,6,0,0,81,..,0,0,0,8,3,0,3,0,15,193,..,..,..,..,..,..,..,..,193,..,88,..,..,..,..,..,..,..,88,..,27,35,4,3,0,0,0,0,73,..,7,5,0,6,3,0,0,3,22,..,3,0,0,0,0,0,0,0,9,..,11,7,7,3,3,3,0,0,44,..,7,17,14,13,22,11,14,10,101,3,9,3,4,0,0,3,0,0,22,199,149,124,120,166,150,114,46,28,1105,..,0,59,74,136,108,71,22,11,468,..,11,30,17,12,14,3,0,0,89,..,0,7,14,24,24,4,0,0,72,197,..,..,..,..,..,..,..,..,197,..,101,..,..,..,..,..,..,..,101,..,35,15,4,0,4,0,0,0,57,..,10,8,0,0,6,5,4,3,37,..,4,3,0,0,0,0,0,0,12
SSC41449,..,0,0,3,4,0,4,0,0,12,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,5,9,4,3,0,0,32,..,0,0,3,5,4,3,3,0,15,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41450,..,3,99,129,133,94,68,72,13,612,..,12,68,31,26,17,8,0,0,161,..,0,0,11,5,11,0,3,0,37,259,..,..,..,..,..,..,..,..,259,..,79,..,..,..,..,..,..,..,79,..,50,42,11,31,8,0,0,0,146,..,14,23,4,4,3,0,0,0,48,..,14,27,3,4,0,0,0,0,44,..,90,72,13,16,10,7,4,0,209,..,3,30,29,43,46,17,15,3,182,7,12,14,13,6,5,3,0,0,58,265,277,376,243,264,201,106,94,21,1840,..,13,125,144,137,97,55,50,3,620,..,20,73,47,15,24,0,0,0,179,..,3,5,20,45,22,13,25,6,139,266,..,..,..,..,..,..,..,..,266,..,85,..,..,..,..,..,..,..,85,..,35,40,3,15,8,0,0,0,108,..,20,14,0,3,9,4,8,0,62,..,15,11,3,0,3,0,0,0,32
SSC41451,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,12,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41452,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41453,..,0,0,0,7,8,0,3,0,21,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,5,0,3,7,9,4,3,0,51,..,0,4,3,4,9,3,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41454,..,0,0,0,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,13,..,0,0,0,0,4,3,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41455,..,0,76,153,190,119,89,75,25,730,..,16,36,21,22,16,6,0,0,107,..,0,0,4,4,13,3,0,0,29,339,..,..,..,..,..,..,..,..,339,..,133,..,..,..,..,..,..,..,133,..,60,41,3,7,0,3,0,0,116,..,11,9,0,3,0,0,0,0,31,..,7,12,3,3,0,0,0,0,28,..,16,25,5,3,8,6,0,0,59,..,3,23,17,29,25,15,13,13,143,0,3,0,3,0,3,0,0,0,17,339,246,225,212,272,185,127,92,37,1727,..,5,103,178,187,113,102,48,17,741,..,11,41,24,14,9,4,3,0,109,..,3,14,22,41,31,6,3,3,122,283,..,..,..,..,..,..,..,..,283,..,122,..,..,..,..,..,..,..,122,..,45,27,6,3,0,0,0,0,85,..,14,0,3,4,6,3,6,7,43,..,4,3,3,0,0,0,0,0,13
SSC41456,..,0,18,45,64,51,32,17,6,229,..,3,10,0,5,6,0,0,0,28,..,0,0,3,0,0,0,0,0,3,104,..,..,..,..,..,..,..,..,104,..,49,..,..,..,..,..,..,..,49,..,20,6,4,3,0,0,0,0,38,..,0,3,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,10,..,5,13,0,0,3,0,0,0,31,..,0,9,8,13,5,3,8,0,46,3,3,0,0,0,3,0,0,0,12,101,85,66,62,90,67,43,28,6,554,..,3,24,50,70,50,28,12,3,237,..,3,8,0,8,6,0,0,0,33,..,0,4,9,23,11,3,0,0,45,92,..,..,..,..,..,..,..,..,92,..,55,..,..,..,..,..,..,..,55,..,10,11,0,4,0,0,0,0,25,..,6,3,0,0,5,0,3,0,14,..,0,0,0,0,3,0,0,0,3
SSC41457,..,0,85,115,121,156,72,25,9,583,..,5,57,28,23,13,4,0,0,138,..,0,0,3,3,8,3,0,0,21,282,..,..,..,..,..,..,..,..,282,..,70,..,..,..,..,..,..,..,70,..,73,34,9,4,0,0,0,0,119,..,5,4,3,0,3,0,3,0,14,..,0,9,0,0,0,0,0,0,11,..,3,15,0,0,3,0,0,0,28,..,0,22,14,25,21,10,7,4,104,7,5,5,4,6,3,0,0,0,30,284,167,229,176,185,208,91,38,14,1396,..,6,116,109,129,158,54,18,6,594,..,10,59,32,27,13,3,0,0,139,..,0,10,35,37,14,6,0,0,105,247,..,..,..,..,..,..,..,..,247,..,99,..,..,..,..,..,..,..,99,..,59,41,0,3,4,0,0,0,101,..,7,3,0,0,0,8,0,0,12,..,4,4,0,0,0,0,0,0,11
SSC41458,..,0,3,28,27,26,12,5,0,105,..,0,13,7,4,0,0,0,0,24,..,0,0,3,0,0,0,0,0,6,57,..,..,..,..,..,..,..,..,57,..,12,..,..,..,..,..,..,..,12,..,18,9,3,0,0,0,0,0,25,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,9,8,10,0,0,0,24,0,0,0,0,0,3,5,0,0,9,57,35,24,44,48,37,17,6,0,271,..,0,11,20,35,18,14,4,0,104,..,3,7,6,3,0,0,0,0,16,..,0,0,3,0,0,0,0,0,10,44,..,..,..,..,..,..,..,..,44,..,14,..,..,..,..,..,..,..,14,..,10,0,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC41459,..,0,0,0,7,9,3,0,0,21,..,0,3,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,0,0,0,11,10,3,3,12,11,3,0,3,51,..,0,4,5,8,3,3,0,0,25,..,0,4,0,6,0,0,0,0,8,..,0,0,0,3,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41460,..,0,27,28,57,76,79,53,7,330,..,3,6,4,14,3,4,0,0,41,..,0,0,3,3,0,0,0,0,8,93,..,..,..,..,..,..,..,..,93,..,27,..,..,..,..,..,..,..,27,..,14,0,0,4,3,0,0,0,19,..,0,0,0,0,3,0,0,0,3,..,4,0,0,0,0,0,0,0,3,..,10,0,0,3,3,0,0,3,24,..,4,7,20,12,19,26,13,4,111,3,0,0,0,0,0,12,0,0,23,100,65,45,62,95,108,120,76,15,681,..,4,33,45,51,81,87,32,8,337,..,3,10,6,10,9,0,0,0,44,..,3,7,9,13,3,0,3,3,34,111,..,..,..,..,..,..,..,..,111,..,19,..,..,..,..,..,..,..,19,..,7,3,0,0,0,0,0,0,15,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
SSC41461,..,0,0,10,18,11,11,3,0,55,..,0,3,3,3,3,0,0,0,16,..,0,0,0,3,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,8,..,..,..,..,..,..,..,8,..,3,3,0,0,0,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,11,0,3,3,0,19,0,0,0,0,0,0,0,0,0,0,18,18,3,20,28,15,9,7,3,135,..,0,3,12,19,13,5,0,0,55,..,0,0,3,4,0,0,0,0,12,..,0,0,3,0,0,0,0,0,8,19,..,..,..,..,..,..,..,..,19,..,6,..,..,..,..,..,..,..,6,..,5,3,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SSC41462,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,3,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41463,..,0,14,46,82,74,71,18,10,317,..,0,11,5,3,9,0,0,0,27,..,0,0,0,3,0,0,0,0,3,128,..,..,..,..,..,..,..,..,128,..,58,..,..,..,..,..,..,..,58,..,11,14,0,3,3,0,0,0,32,..,3,3,0,0,0,0,3,0,10,..,3,0,0,0,0,0,0,0,3,..,7,6,0,4,0,0,0,0,14,..,0,7,3,4,4,12,4,3,41,4,3,0,0,0,0,0,0,0,7,130,84,57,63,92,93,82,27,15,644,..,0,26,53,86,81,63,10,5,327,..,3,11,9,5,8,0,0,0,31,..,0,0,9,11,3,0,4,0,33,120,..,..,..,..,..,..,..,..,120,..,79,..,..,..,..,..,..,..,79,..,16,6,0,0,0,0,0,0,25,..,0,0,0,0,3,0,0,6,8,..,4,0,0,0,0,0,0,0,3
SSC41464,..,0,44,84,105,91,73,30,7,433,..,3,42,28,25,22,7,0,0,134,..,0,0,7,8,4,0,0,0,21,269,..,..,..,..,..,..,..,..,269,..,56,..,..,..,..,..,..,..,56,..,57,31,11,7,3,0,0,0,113,..,3,3,10,5,8,0,0,4,31,..,8,0,3,0,3,0,0,0,14,..,8,6,0,5,6,6,0,0,32,..,4,13,17,28,12,20,10,3,99,10,11,10,5,0,3,0,0,0,43,277,160,152,161,196,151,104,39,12,1253,..,4,66,90,122,72,63,19,0,446,..,14,30,33,34,13,3,3,0,130,..,0,11,20,22,8,5,3,0,68,214,..,..,..,..,..,..,..,..,214,..,64,..,..,..,..,..,..,..,64,..,31,18,5,4,0,0,0,0,57,..,7,0,0,0,3,9,3,0,30,..,7,4,3,0,3,0,0,0,14
SSC41465,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41466,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41467,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41468,..,0,3,10,16,18,15,3,0,69,..,0,0,0,5,3,4,0,0,15,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,12,..,..,..,..,..,..,..,12,..,6,12,3,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,18,23,13,9,33,27,19,5,0,148,..,0,0,15,15,24,10,4,0,71,..,0,3,4,3,8,0,0,0,12,..,0,0,0,0,0,0,0,0,3,20,..,..,..,..,..,..,..,..,20,..,9,..,..,..,..,..,..,..,9,..,6,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41469,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41470,..,0,3,0,3,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,11,..,0,0,0,0,4,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41471,..,0,0,3,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,4,0,0,17,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41472,..,0,65,98,95,58,40,33,18,413,..,8,28,17,14,5,0,0,0,80,..,0,0,3,3,7,5,0,0,18,180,..,..,..,..,..,..,..,..,180,..,62,..,..,..,..,..,..,..,62,..,39,31,18,10,6,0,0,0,94,..,11,6,3,0,0,0,0,0,23,..,16,10,3,0,0,0,0,0,27,..,22,19,3,0,4,3,0,0,56,..,3,11,18,24,22,20,12,3,110,0,3,9,6,0,0,0,0,0,23,184,164,185,165,153,99,67,51,22,1092,..,13,87,91,90,54,43,27,11,416,..,9,29,12,4,4,3,0,0,71,..,0,7,22,17,15,0,8,0,73,153,..,..,..,..,..,..,..,..,153,..,60,..,..,..,..,..,..,..,60,..,25,17,3,3,3,0,0,0,52,..,12,3,3,0,3,5,3,0,26,..,4,10,0,0,0,0,0,0,15
SSC41473,..,0,4,5,8,11,3,0,0,33,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,19,..,..,..,..,..,..,..,..,19,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,..,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,19,4,16,10,13,7,7,0,0,80,..,0,8,4,7,6,6,0,0,31,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SSC41474,..,3,72,131,162,115,115,59,14,675,..,13,56,27,22,25,13,3,0,160,..,0,3,3,9,4,3,4,0,32,288,..,..,..,..,..,..,..,..,288,..,103,..,..,..,..,..,..,..,103,..,42,20,11,7,4,0,0,0,88,..,20,12,4,3,0,3,0,0,46,..,3,12,0,0,0,0,0,0,21,..,42,74,15,15,4,0,0,0,150,..,6,45,43,44,44,30,21,5,237,4,9,11,0,9,0,3,0,0,39,292,241,309,237,269,201,173,87,20,1832,..,6,92,170,152,133,106,34,7,693,..,20,53,19,22,25,6,0,0,149,..,0,0,22,32,15,4,7,5,94,282,..,..,..,..,..,..,..,..,282,..,95,..,..,..,..,..,..,..,95,..,22,17,9,11,3,0,0,0,61,..,11,16,4,3,3,7,3,3,53,..,8,5,4,0,0,0,0,0,16
