SSC_CODE_2016,M_Neg_Nil_income_15_19_yrs,M_Neg_Nil_income_20_24_yrs,M_Neg_Nil_income_25_34_yrs,M_Neg_Nil_income_35_44_yrs,M_Neg_Nil_income_45_54_yrs,M_Neg_Nil_income_55_64_yrs,M_Neg_Nil_income_65_74_yrs,M_Neg_Nil_income_75_84_yrs,M_Negtve_Nil_incme_85_yrs_ovr,M_Neg_Nil_income_Tot,M_1_149_15_19_yrs,M_1_149_20_24_yrs,M_1_149_25_34_yrs,M_1_149_35_44_yrs,M_1_149_45_54_yrs,M_1_149_55_64_yrs,M_1_149_65_74_yrs,M_1_149_75_84_yrs,M_1_149_85ov,M_1_149_Tot,M_150_299_15_19_yrs,M_150_299_20_24_yrs,M_150_299_25_34_yrs,M_150_299_35_44_yrs,M_150_299_45_54_yrs,M_150_299_55_64_yrs,M_150_299_65_74_yrs,M_150_299_75_84_yrs,M_150_299_85ov,M_150_299_Tot,M_300_399_15_19_yrs,M_300_399_20_24_yrs,M_300_399_25_34_yrs,M_300_399_35_44_yrs,M_300_399_45_54_yrs,M_300_399_55_64_yrs,M_300_399_65_74_yrs,M_300_399_75_84_yrs,M_300_399_85ov,M_300_399_Tot,M_400_499_15_19_yrs,M_400_499_20_24_yrs,M_400_499_25_34_yrs,M_400_499_35_44_yrs,M_400_499_45_54_yrs,M_400_499_55_64_yrs,M_400_499_65_74_yrs,M_400_499_75_84_yrs,M_400_499_85ov,M_400_499_Tot,M_500_649_15_19_yrs,M_500_649_20_24_yrs,M_500_649_25_34_yrs,M_500_649_35_44_yrs,M_500_649_45_54_yrs,M_500_649_55_64_yrs,M_500_649_65_74_yrs,M_500_649_75_84_yrs,M_500_649_85ov,M_500_649_Tot,M_650_799_15_19_yrs,M_650_799_20_24_yrs,M_650_799_25_34_yrs,M_650_799_35_44_yrs,M_650_799_45_54_yrs,M_650_799_55_64_yrs,M_650_799_65_74_yrs,M_650_799_75_84_yrs,M_650_799_85ov,M_650_799_Tot,M_800_999_15_19_yrs,M_800_999_20_24_yrs,M_800_999_25_34_yrs,M_800_999_35_44_yrs,M_800_999_45_54_yrs,M_800_999_55_64_yrs,M_800_999_65_74_yrs,M_800_999_75_84_yrs,M_800_999_85ov,M_800_999_Tot,M_1000_1249_15_19_yrs,M_1000_1249_20_24_yrs,M_1000_1249_25_34_yrs,M_1000_1249_35_44_yrs,M_1000_1249_45_54_yrs,M_1000_1249_55_64_yrs,M_1000_1249_65_74_yrs,M_1000_1249_75_84_yrs,M_1000_1249_85ov,M_1000_1249_Tot,M_1250_1499_15_19_yrs,M_1250_1499_20_24_yrs,M_1250_1499_25_34_yrs,M_1250_1499_35_44_yrs,M_1250_1499_45_54_yrs,M_1250_1499_55_64_yrs,M_1250_1499_65_74_yrs,M_1250_1499_75_84_yrs,M_1250_1499_85ov,M_1250_1499_Tot,M_1500_1749_15_19_yrs,M_1500_1749_20_24_yrs,M_1500_1749_25_34_yrs,M_1500_1749_35_44_yrs,M_1500_1749_45_54_yrs,M_1500_1749_55_64_yrs,M_1500_1749_65_74_yrs,M_1500_1749_75_84_yrs,M_1500_1749_85ov,M_1500_1749_Tot,M_1750_1999_15_19_yrs,M_1750_1999_20_24_yrs,M_1750_1999_25_34_yrs,M_1750_1999_35_44_yrs,M_1750_1999_45_54_yrs,M_1750_1999_55_64_yrs,M_1750_1999_65_74_yrs,M_1750_1999_75_84_yrs,M_1750_1999_85ov,M_1750_1999_Tot,M_2000_2999_15_19_yrs,M_2000_2999_20_24_yrs,M_2000_2999_25_34_yrs,M_2000_2999_35_44_yrs,M_2000_2999_45_54_yrs,M_2000_2999_55_64_yrs,M_2000_2999_65_74_yrs,M_2000_2999_75_84_yrs,M_2000_2999_85ov,M_2000_2999_Tot,M_3000_more_15_19_yrs,M_3000_more_20_24_yrs,M_3000_more_25_34_yrs,M_3000_more_35_44_yrs,M_3000_more_45_54_yrs,M_3000_more_55_64_yrs,M_3000_more_65_74_yrs,M_3000_more_75_84_yrs,M_3000_more_85ov,M_3000_more_Tot,M_PI_NS_15_19_yrs,M_PI_NS_ns_20_24_yrs,M_PI_NS_ns_25_34_yrs,M_PI_NS_ns_35_44_yrs,M_PI_NS_ns_45_54_yrs,M_PI_NS_ns_55_64_yrs,M_PI_NS_ns_65_74_yrs,M_PI_NS_ns_75_84_yrs,M_PI_NS_ns_85_yrs_ovr,M_PI_NS_ns_Tot,M_Tot_15_19_yrs,M_Tot_20_24_yrs,M_Tot_25_34_yrs,M_Tot_35_44_yrs,M_Tot_45_54_yrs,M_Tot_55_64_yrs,M_Tot_65_74_yrs,M_Tot_75_84_yrs,M_Tot_85ov,M_Tot_Tot,F_Neg_Nil_income_15_19_yrs,F_Neg_Nil_income_20_24_yrs,F_Neg_Nil_income_25_34_yrs,F_Neg_Nil_income_35_44_yrs,F_Neg_Nil_income_45_54_yrs,F_Neg_Nil_income_55_64_yrs,F_Neg_Nil_income_65_74_yrs,F_Neg_Nil_income_75_84_yrs,F_Neg_Nil_incme_85_yrs_ovr,F_Neg_Nil_income_Tot,F_1_149_15_19_yrs,F_1_149_20_24_yrs,F_1_149_25_34_yrs,F_1_149_35_44_yrs,F_1_149_45_54_yrs,F_1_149_55_64_yrs,F_1_149_65_74_yrs,F_1_149_75_84_yrs,F_1_149_85ov,F_1_149_Tot,F_150_299_15_19_yrs,F_150_299_20_24_yrs,F_150_299_25_34_yrs,F_150_299_35_44_yrs,F_150_299_45_54_yrs,F_150_299_55_64_yrs,F_150_299_65_74_yrs,F_150_299_75_84_yrs,F_150_299_85ov,F_150_299_Tot,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot
SSC41289,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,3,0,10,10,4,6,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4
SSC41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,9,4,10,3,4,0,36,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4
SSC41292,4,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,0,0,0,0,7,4,0,0,0,12,0,0,0,6,7,4,0,0,0,16,0,0,0,0,0,4,0,0,0,6,0,0,0,7,0,3,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,14,4,4,20,26,22,8,0,0,104,3,0,0,0,5,4,5,0,0,17,9,0,0,0,5,0,0,0,0,15,0,0,0,4,4,0,0,0,0,9,0,0,0,3,3,0,0,0,0,7
SSC41293,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,7,6,16,5,3,3,45,4,0,0,0,3,3,0,0,0,7,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,11
SSC41294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,3,0,0,0,7,0,0,4,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,11,0,0,0,0,3,0,0,0,0,6,0,0,4,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,7,8,10,10,9,22,13,16,3,0,87,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SSC41298,21,3,3,0,0,0,0,0,0,34,15,7,0,0,0,3,0,0,0,26,3,9,3,3,3,0,7,4,0,40,0,0,3,5,0,3,8,6,3,32,3,0,6,0,4,6,12,3,3,55,0,3,9,3,3,12,12,11,0,48,4,8,13,3,9,10,9,3,0,54,0,5,11,9,16,14,13,3,0,70,0,6,22,12,13,27,14,5,0,93,0,0,12,7,7,9,12,0,0,51,0,0,9,19,13,12,5,0,0,58,0,0,7,9,16,14,3,0,0,46,0,0,0,22,18,26,7,0,0,79,0,0,6,12,17,18,7,0,0,68,7,0,10,4,11,12,9,0,0,57,50,53,114,116,117,174,121,42,12,805,21,3,3,14,6,17,0,0,0,60,11,6,9,3,0,6,7,0,0,40,11,5,12,7,7,15,17,5,0,63,3,5,11,9,3,7,18,3,8,68
SSC41299,32,5,3,6,4,10,3,0,0,67,14,7,0,3,4,3,0,4,0,30,6,12,9,7,4,4,16,8,0,62,4,10,11,3,7,4,11,12,3,60,0,13,3,5,6,6,21,10,7,69,0,6,13,3,5,12,15,5,4,65,0,11,11,9,12,13,10,6,3,83,0,8,26,17,14,18,19,0,0,103,0,3,16,24,18,24,8,4,3,99,0,3,13,16,20,18,11,0,0,83,0,0,16,20,16,13,3,0,0,65,0,0,12,15,13,6,4,0,0,48,0,0,8,21,17,14,6,0,0,60,0,0,0,11,9,8,0,0,0,28,5,3,9,6,6,9,6,0,0,52,61,80,145,161,162,166,128,57,23,977,21,3,6,4,11,26,4,0,0,74,20,3,4,4,0,3,4,0,0,49,11,10,18,12,8,14,30,12,0,104,0,6,9,9,11,14,11,17,7,83
SSC41300,37,16,7,5,7,8,3,0,0,88,19,8,0,3,3,3,9,0,0,50,4,15,15,17,10,15,9,4,7,91,4,11,13,8,8,15,30,21,5,110,0,4,8,10,13,4,13,11,3,64,6,9,19,9,12,10,19,7,6,98,0,14,26,16,11,6,11,6,3,102,0,14,35,21,9,19,7,4,0,104,0,4,40,25,20,11,5,4,0,115,0,0,21,15,18,10,3,0,0,68,0,0,16,22,11,8,0,0,0,61,0,3,14,14,13,3,0,0,0,43,0,0,16,14,8,3,0,0,0,46,0,0,3,4,0,3,3,0,0,16,11,4,26,6,18,8,6,5,3,93,89,104,266,184,160,136,117,71,24,1144,34,26,27,12,15,11,6,8,0,144,11,11,8,5,7,17,3,0,0,66,12,16,26,11,6,18,20,5,5,124,5,9,18,15,10,28,39,24,5,158
SSC41301,16,10,0,0,4,3,0,0,0,34,12,6,0,0,0,4,0,0,0,25,7,9,6,4,6,9,7,0,0,45,0,3,3,0,0,5,15,11,4,53,0,4,8,3,3,3,12,7,9,43,0,3,3,3,0,4,14,3,0,31,0,4,8,3,6,4,4,7,0,41,0,6,13,9,9,4,9,0,0,58,0,3,12,17,11,15,3,0,0,60,0,0,9,13,14,5,0,3,0,40,0,0,15,19,11,7,3,0,0,53,0,0,4,3,8,3,3,0,0,28,0,0,5,13,11,3,4,0,0,34,0,0,0,7,3,5,0,0,0,18,0,3,6,4,6,5,8,3,0,33,44,47,86,107,94,76,84,42,17,599,18,3,4,7,4,4,3,0,0,49,11,3,3,4,6,8,3,0,0,42,12,3,5,9,8,8,6,3,0,59,0,3,3,3,9,10,17,11,0,63
SSC41302,56,8,5,6,6,10,6,3,0,102,30,9,3,0,7,4,3,16,15,88,10,16,17,21,15,17,15,9,3,130,5,10,12,12,4,24,52,42,17,180,5,4,20,8,7,20,37,27,14,142,4,9,17,10,9,18,30,15,7,133,0,16,31,15,20,12,17,11,7,121,0,11,40,33,32,37,14,3,0,169,0,12,62,39,37,36,11,3,0,198,0,3,20,31,29,21,3,0,0,104,0,6,19,25,14,19,3,0,0,91,0,0,14,21,14,14,0,0,0,55,0,0,13,12,12,3,0,0,0,41,0,0,3,5,8,5,0,0,0,23,17,6,23,23,20,29,15,9,9,149,128,114,302,258,237,261,214,147,75,1735,33,9,17,20,16,36,5,4,3,129,16,8,5,12,5,16,13,17,40,138,16,12,20,22,13,33,26,12,0,161,7,10,25,16,23,33,76,51,18,255
SSC41303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41304,64,7,6,9,3,8,0,3,0,98,19,3,0,4,3,0,0,0,0,38,11,24,15,12,7,5,7,3,0,82,3,15,13,9,3,5,22,7,0,82,4,10,26,10,6,3,12,10,0,87,8,10,21,12,10,9,11,3,0,81,0,25,37,18,3,3,5,0,0,92,0,27,66,36,21,8,5,0,0,169,0,25,80,53,28,15,3,0,0,204,0,0,56,32,16,10,0,0,0,125,0,0,28,34,8,11,0,0,0,92,0,6,17,13,15,5,0,0,0,52,0,3,17,26,21,0,0,0,0,65,0,0,0,4,0,0,0,0,0,11,3,6,24,17,15,6,3,0,0,85,118,166,406,283,159,103,73,37,5,1356,49,13,17,20,8,18,3,4,0,131,25,11,14,15,7,3,4,3,0,75,20,13,26,16,12,9,14,0,0,116,8,12,30,20,8,18,28,9,0,138
SSC41305,105,23,12,13,14,10,5,0,0,181,45,6,0,6,3,7,3,0,0,74,21,21,22,8,21,19,27,3,0,154,12,16,8,6,13,28,80,44,19,227,11,12,16,13,19,26,30,17,10,147,3,21,19,8,10,16,29,16,7,133,7,24,38,23,17,19,15,10,3,147,0,19,61,54,59,29,15,5,0,242,0,13,53,56,75,39,10,0,0,241,0,3,46,64,50,26,3,0,0,191,0,3,31,47,28,15,3,0,0,120,0,0,14,32,23,11,5,0,0,84,0,0,22,35,20,18,3,0,0,94,0,0,8,11,10,7,0,0,0,32,19,7,22,20,19,16,15,16,6,138,222,168,361,389,388,292,236,110,50,2218,77,7,16,27,24,38,10,4,0,214,58,6,10,22,13,6,7,0,0,122,20,37,28,30,30,36,27,7,5,217,5,10,28,36,32,36,98,45,13,301
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41307,148,40,18,15,24,30,20,15,21,335,65,24,16,10,8,10,7,7,0,148,32,43,37,33,45,61,54,40,29,375,12,28,22,27,43,55,104,113,36,443,7,36,35,24,40,50,71,52,23,349,10,29,44,28,39,44,46,28,9,275,5,34,66,51,64,55,31,19,8,334,0,44,130,76,86,71,23,10,8,436,0,21,117,76,87,56,18,3,3,386,0,6,88,70,57,33,12,0,0,266,3,11,55,48,48,33,8,0,0,204,0,4,36,39,27,17,3,0,0,123,0,0,31,37,35,24,3,0,0,130,0,0,8,9,9,12,5,3,0,48,25,16,36,36,52,34,35,29,17,287,310,331,741,581,663,595,430,332,153,4134,99,28,59,42,40,59,19,27,47,416,81,27,18,20,19,25,9,6,3,216,37,57,57,49,62,82,56,48,30,483,20,24,45,44,61,102,151,117,37,602
SSC41308,43,6,10,0,4,3,0,3,0,68,13,5,0,0,0,0,5,0,0,29,6,16,3,0,8,7,18,11,0,77,5,3,3,3,3,11,23,23,6,86,3,6,0,6,3,3,20,6,8,67,0,5,12,7,6,5,15,13,0,70,0,3,9,9,14,13,10,8,4,72,0,10,21,19,22,23,8,5,3,116,0,0,27,21,26,19,20,9,3,131,0,0,10,26,15,8,8,0,0,70,0,0,12,17,13,15,0,0,0,55,0,0,9,32,12,6,3,0,0,61,0,0,3,21,26,12,4,0,0,62,0,0,3,11,11,7,0,0,0,25,3,0,6,7,7,13,5,3,0,51,80,62,136,173,178,154,143,88,26,1033,22,4,5,9,16,16,11,0,0,81,28,3,8,6,3,11,8,0,0,73,11,9,0,15,17,15,23,12,4,92,0,14,3,4,11,12,50,13,4,113
SSC41309,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,8,3,5,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41310,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,5,4,3,0,9,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,4,0,0,0,8,0,0,0,0,3,3,0,0,0,4,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,11,12,24,15,7,0,67,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,3,0,0,8,0,0,4,0,0,3,0,0,0,16
SSC41311,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,11,0,0,3,3,0,3,0,0,0,6,0,0,0,0,9,0,3,0,0,12,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,14,6,10,12,9,18,15,13,5,0,92,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,13,0,0,0,5,4,3,0,0,0,10,0,0,0,0,0,5,0,0,0,10
SSC41312,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,3,9,9,7,3,0,44,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
SSC41313,14,10,3,0,0,3,3,3,0,43,5,4,0,0,3,0,0,0,0,16,0,6,5,8,0,8,3,4,0,29,0,3,4,4,7,6,14,7,3,45,0,3,3,3,3,3,13,6,8,36,0,3,6,4,3,6,0,0,3,29,3,3,3,10,3,9,3,3,3,42,0,0,5,11,11,6,3,0,0,38,0,4,13,12,10,4,0,0,0,44,0,0,4,11,3,6,0,0,0,27,0,0,4,8,14,10,0,0,0,33,0,0,8,7,5,4,0,0,0,22,0,0,6,10,11,7,0,0,0,32,0,0,0,7,3,3,0,0,0,13,0,0,5,0,0,3,4,0,0,15,32,34,74,109,70,86,38,24,16,477,6,8,8,6,7,5,6,0,0,47,18,0,0,0,3,0,0,0,0,26,0,0,7,8,3,8,4,0,0,28,0,3,4,10,3,3,13,9,3,46
SSC41314,44,6,4,3,6,3,3,0,0,78,19,4,4,3,4,4,4,0,0,35,10,4,7,6,20,15,12,6,0,83,3,10,6,9,13,14,28,15,3,96,0,8,5,3,13,17,24,13,4,85,8,17,8,10,10,11,6,3,4,73,0,14,13,17,24,4,6,0,0,88,0,9,23,19,27,20,7,3,0,97,0,6,25,24,26,12,4,0,0,96,0,0,15,15,23,18,0,0,0,73,0,0,10,13,19,6,3,0,0,52,0,0,8,4,4,5,0,0,0,21,0,0,5,14,11,8,3,0,0,39,0,0,3,3,0,4,0,0,0,14,17,5,16,17,20,22,8,4,0,107,87,80,163,169,214,159,122,42,9,1047,28,3,3,16,14,16,10,0,0,87,18,0,9,6,3,7,3,0,0,49,10,12,16,14,20,24,15,3,0,110,5,5,19,18,22,22,24,11,7,123
SSC41315,3,0,0,0,4,0,0,0,0,6,3,0,0,0,0,0,0,0,0,7,0,3,0,0,3,5,3,0,0,13,0,0,0,0,0,4,4,0,0,11,0,3,0,0,3,0,4,0,0,13,3,0,0,3,0,3,3,0,0,14,0,0,0,0,3,3,5,0,0,13,0,0,3,0,3,3,0,0,0,15,0,0,4,0,5,0,5,0,0,16,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,7,0,0,0,3,7,0,0,0,0,11,0,0,0,4,5,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,8,12,5,12,14,37,26,26,3,0,140,3,0,3,0,0,10,0,0,0,18,4,0,0,0,0,0,0,0,0,6,0,0,0,0,5,4,3,0,0,14,0,0,0,4,3,0,3,0,0,18
