SSC_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
SSC40305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,3,0,13
SSC40306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4
SSC40308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,0,0,4,0,21
SSC40310,0,0,0,0,0,0,0,3,0,5,0,0,3,0,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,4,6,0,3,0,0,0,0,0,0,10,9,9,3,0,3,3,3,6,0,39,4,3,5,0,0,0,3,0,0,17,4,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,17,3,7,7,7,6,4,94,0,0,0,0,0,0,0,3,0,3,0,4,3,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,9,0,0,4,0,0,0,0,14,3,15,3,0,10,0,0,0,0,26,0,5,0,0,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,33,6,3,19,4,0,3,0,79
SSC40311,0,0,7,8,0,10,3,25,0,55,0,10,20,14,3,16,3,19,0,86,16,38,58,10,17,7,7,12,0,163,51,85,58,29,18,6,9,17,3,276,56,78,53,13,14,17,9,16,4,256,46,56,40,25,16,11,9,9,3,214,17,16,7,0,3,3,0,3,0,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,183,290,248,106,77,68,39,95,10,1116,0,3,0,8,4,28,0,12,0,62,4,4,3,32,11,22,0,3,0,77,18,68,3,29,26,6,0,0,0,152,29,125,7,33,51,17,0,4,0,270,33,110,8,33,65,12,0,8,4,279,24,78,9,19,52,8,0,4,0,207,4,11,0,3,14,3,0,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,117,407,38,156,221,100,3,35,7,1081
SSC40312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,11
SSC40313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,6,3,3,0,0,0,0,0,0,10,3,0,0,0,0,0,0,3,0,7,9,0,0,0,0,0,3,0,0,16,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,3,0,0,0,8,8,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,11,0,4,0,4,0,0,0,0,0,7,3,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,6,7,3,0,3,0,34
SSC40315,0,0,0,0,0,0,0,7,0,8,3,3,3,4,6,5,0,12,0,31,7,19,14,8,6,3,8,20,0,90,12,16,17,5,11,5,3,10,0,73,12,15,12,5,3,6,11,6,3,65,3,3,6,0,3,3,3,8,0,28,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,63,54,21,25,26,32,59,4,312,0,0,3,3,0,4,0,0,0,10,0,5,0,14,0,10,0,3,0,30,7,32,8,15,10,10,0,8,0,86,4,30,0,11,12,3,0,4,0,60,3,14,7,5,12,6,0,9,0,54,0,16,0,6,10,5,0,5,0,38,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,90,14,59,37,36,0,28,0,289
SSC40316,0,0,0,0,0,5,0,3,0,11,4,0,9,0,0,0,3,6,0,20,10,3,3,0,0,0,12,3,0,33,11,4,12,0,0,0,11,4,0,54,15,4,13,3,0,0,19,6,3,58,14,4,5,0,0,0,9,3,3,44,11,3,6,0,3,0,3,0,0,30,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,17,59,8,8,11,59,27,4,250,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,4,0,0,0,13,3,4,0,8,8,4,0,9,0,34,6,3,5,9,8,7,0,0,0,35,13,7,3,10,4,4,3,7,0,58,3,6,3,9,9,0,0,7,0,41,5,3,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,25,12,38,34,23,3,28,0,207
SSC40317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,4,3,0,10,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,4,3,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,3,0,18
SSC40318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,0,12
SSC40319,0,3,3,0,0,4,0,15,0,33,0,7,5,10,0,9,6,9,0,44,11,8,11,0,5,3,4,3,0,46,24,36,14,10,9,3,0,3,0,100,28,52,16,0,11,3,4,5,4,128,25,49,14,3,8,0,11,9,3,124,18,17,11,0,0,3,0,6,0,49,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,112,171,67,25,33,34,25,51,15,531,0,0,0,7,0,8,0,0,0,17,0,3,0,10,3,11,0,0,0,26,3,34,0,8,13,6,0,0,0,63,22,49,8,7,16,4,0,0,0,105,14,52,7,17,23,8,0,5,0,129,12,48,8,6,17,4,0,6,0,99,0,7,5,8,9,0,0,0,0,33,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,53,199,22,52,82,34,0,15,3,466
SSC40320,0,0,0,0,0,4,0,5,0,12,0,0,9,0,0,0,0,6,0,19,8,12,6,0,0,5,0,5,0,29,17,39,3,3,3,5,0,0,0,74,19,42,19,4,0,4,4,0,0,92,10,25,10,0,0,7,4,3,0,59,6,12,3,0,3,4,0,3,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,59,130,46,11,16,21,9,23,6,318,0,0,0,7,0,4,0,3,0,15,0,3,0,6,3,0,0,3,0,14,3,24,3,7,0,7,0,0,0,39,13,41,3,3,8,3,0,0,0,75,17,34,3,7,24,5,0,0,0,92,7,27,0,4,8,0,0,3,3,55,0,7,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,139,9,31,50,26,0,14,3,308
SSC40321,0,3,5,8,0,8,3,17,0,40,0,10,9,7,0,5,0,18,0,52,10,20,9,12,5,7,3,6,0,62,51,55,19,20,16,11,3,3,0,176,56,45,24,9,10,12,3,5,4,166,31,42,16,3,21,8,3,5,0,127,0,14,4,0,3,5,0,3,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,158,187,83,58,52,49,17,51,8,650,0,3,3,12,3,15,0,8,0,43,0,3,0,17,6,10,0,3,0,42,5,34,0,10,23,6,0,0,0,79,29,79,5,11,38,5,0,3,3,170,12,58,3,19,54,18,0,3,3,169,15,30,3,8,29,3,0,0,0,88,4,8,0,0,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,217,18,76,156,60,0,20,6,603
SSC40322,4,3,27,12,6,41,13,63,0,164,11,7,67,14,11,35,32,54,7,239,34,28,174,36,30,32,75,82,12,511,59,51,141,40,44,36,114,73,16,572,78,64,159,48,46,29,134,73,14,647,43,39,89,27,29,18,92,53,6,405,6,3,11,7,3,3,21,7,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,231,204,665,188,173,189,483,405,50,2598,0,0,4,24,5,87,0,22,5,146,13,30,12,57,37,64,3,22,0,242,44,79,28,97,88,66,6,33,6,439,28,78,29,104,124,53,13,51,9,491,41,86,23,141,140,71,10,69,14,609,25,42,10,91,92,42,9,37,8,356,3,5,0,9,9,3,0,12,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,160,320,111,526,505,384,43,244,39,2331
SSC40323,0,0,3,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,8,4,0,3,0,0,0,0,3,0,8,3,0,5,0,3,0,3,3,0,11,3,0,0,0,0,0,3,4,0,9,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,0,3,7,4,16,0,57,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,11,0,0,3,0,6,0,0,7,0,17,3,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,8,7,0,10,0,50
SSC40324,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,8,4,0,3,0,0,0,3,0,3,13,0,0,3,0,3,0,0,5,0,16,4,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,7,0,3,3,8,3,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,0,13,0,3,0,4,3,0,0,0,0,13,3,4,0,0,0,0,0,3,0,12,3,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,8,8,0,0,3,0,43
SSC40325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,4,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,3,0,7,0,19
SSC40326,0,0,5,3,0,8,0,7,0,20,0,0,6,8,0,6,3,3,0,25,9,16,4,3,6,4,3,7,0,50,14,17,7,3,9,4,5,4,0,69,24,17,13,3,9,0,6,7,0,83,8,6,8,0,8,0,3,3,0,43,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,69,40,21,31,23,22,33,3,294,0,0,0,0,0,9,0,4,0,11,3,5,3,13,6,5,0,3,0,32,4,10,5,4,3,3,0,0,0,39,9,23,3,12,11,3,0,4,0,67,7,28,7,10,17,7,0,7,0,75,4,20,0,3,7,3,0,4,0,43,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,87,17,41,47,24,0,15,4,273
SSC40327,3,3,3,3,0,8,0,11,0,37,0,13,17,8,0,17,7,23,0,86,22,42,50,24,21,17,33,48,4,262,18,37,36,9,15,15,24,30,5,178,19,21,33,11,13,10,25,22,3,164,17,16,20,5,5,3,15,18,0,98,0,5,4,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,132,168,63,52,67,108,160,15,848,0,0,0,3,0,19,0,0,0,27,0,7,3,25,14,20,0,11,3,86,12,53,14,49,38,21,0,17,3,206,11,30,4,23,20,12,3,18,7,125,11,22,7,28,21,18,0,34,3,144,8,17,4,9,20,3,4,16,0,80,0,9,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,137,35,142,118,99,8,104,14,686
SSC40328,0,0,0,0,0,6,0,3,0,8,0,0,13,0,0,0,3,3,0,28,8,7,16,0,5,5,11,7,0,58,9,6,9,0,3,3,4,8,0,52,19,6,10,0,0,6,10,4,0,56,16,9,10,4,3,3,11,10,0,69,8,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,62,32,65,8,10,24,41,38,7,290,0,0,0,3,3,9,0,5,0,14,0,3,3,8,8,0,0,3,0,24,10,20,0,7,3,3,0,3,0,45,5,12,0,4,11,4,0,3,0,47,4,16,3,13,20,10,0,7,0,84,12,12,0,17,10,0,0,10,0,61,3,5,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,73,12,52,62,27,0,29,3,290
SSC40329,0,0,3,0,0,0,0,3,0,11,0,0,3,0,0,0,0,4,0,15,0,0,0,0,0,0,3,0,0,5,5,3,4,0,0,0,0,0,0,13,10,3,15,3,0,4,0,6,0,37,10,15,8,3,0,3,0,3,0,42,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,30,7,3,7,4,16,0,131,0,0,0,5,0,0,0,3,0,7,0,3,0,8,0,8,0,0,0,18,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,7,6,3,6,8,4,0,0,0,39,8,6,4,4,6,0,0,0,0,27,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,12,24,19,18,0,6,0,122
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,3,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,0,0,0,0,7,7,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,5,3,0,4,0,21
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,5,0,0,5,0,17,0,31,3,7,13,9,0,4,0,13,0,45,16,48,21,3,9,11,4,11,0,116,36,52,23,3,12,6,3,4,0,149,38,40,26,9,20,9,8,9,3,164,24,27,17,4,3,3,9,8,5,95,4,11,4,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,179,109,27,58,45,29,62,9,626,0,0,0,14,6,16,0,3,0,40,0,12,3,12,4,21,0,4,0,64,10,55,3,15,27,6,0,0,4,124,24,63,0,15,34,4,0,3,3,155,14,64,4,19,40,8,3,3,5,169,10,41,4,10,25,9,0,3,0,98,3,9,0,0,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,61,250,21,94,152,64,3,24,15,675
