SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC41458,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,4,0,5,9,6,10,3,0,0,33,0,3,3,8,3,3,0,0,20,10,28,29,28,22,10,0,3,122,3,0,0,3,0,0,0,0,11,0,3,0,3,3,0,3,0,10,14,26,31,30,23,10,3,3,142,0,0,0,0,0,3,0,0,3,0,4,4,12,8,4,0,0,38,21,42,50,55,45,21,4,3,241
SSC41459,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,13,0,0,0,3,0,0,0,0,9,0,4,0,7,10,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,7,11,3,0,0,25,0,0,0,0,0,0,0,0,3,0,4,3,3,0,3,5,0,16,0,11,6,18,12,8,5,0,65
SSC41460,0,0,0,4,0,0,12,0,0,5,3,3,3,0,0,12,6,19,17,10,18,12,7,0,87,0,5,10,12,26,20,3,3,82,19,32,51,45,39,24,15,0,231,0,7,0,0,0,0,0,0,11,7,3,3,8,12,7,3,0,43,21,40,60,53,56,39,17,3,289,0,0,0,0,3,4,3,0,14,16,8,12,18,31,25,20,32,159,40,85,95,101,132,107,54,37,657
SSC41461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,10,12,0,3,0,0,25,0,3,3,3,8,3,0,0,16,6,6,10,21,5,3,3,0,52,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,6,7,4,8,21,9,6,3,0,63,0,0,0,0,0,0,0,0,3,8,0,3,13,11,3,0,0,36,18,10,27,55,26,15,3,0,151
SSC41462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,4,0,3,0,0,5
SSC41463,23,31,26,22,8,3,143,0,3,9,20,20,8,0,0,60,22,58,61,82,67,60,14,5,373,0,9,13,24,17,24,10,3,106,11,11,14,19,17,9,4,3,93,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,4,4,21,12,11,17,24,20,14,8,3,110,0,0,0,3,4,3,3,0,16,3,0,0,8,7,12,3,3,32,39,107,132,191,158,141,42,22,836
SSC41464,9,0,3,3,0,0,13,0,0,3,3,3,0,0,0,11,9,26,22,16,8,3,0,0,94,9,15,30,40,18,11,0,0,123,43,101,93,93,57,38,8,4,433,3,14,6,3,3,0,0,0,27,0,4,12,7,3,6,0,0,32,45,118,108,101,67,40,8,4,492,0,0,3,0,4,0,0,0,13,33,28,34,32,32,31,13,13,210,93,189,204,199,137,93,25,17,961
SSC41465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,0,0,8,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,3,4,6,4,0,0,28,0,0,4,7,10,0,0,0,27,6,8,13,18,11,3,0,0,55,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,7,8,13,15,15,8,0,0,65,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,6,11,18,20,32,39,20,3,0,143
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,15
SSC41471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,4,0,0,16
SSC41472,44,19,12,8,0,0,144,0,0,15,7,15,0,0,0,35,34,104,86,50,30,17,3,0,319,14,49,34,39,31,15,5,0,197,31,63,58,43,40,10,8,3,261,8,0,3,3,3,0,0,0,23,5,4,11,3,8,3,0,0,34,43,66,75,55,55,19,8,3,317,4,4,0,3,3,4,0,0,15,15,21,16,23,18,7,7,4,111,112,313,259,194,160,67,30,12,1148
SSC41473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,8,0,0,0,0,3,3,0,0,6,0,12,8,3,3,0,0,0,23,0,0,0,0,0,3,0,0,5,0,0,4,0,0,0,0,0,4,0,14,13,3,3,5,0,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,3,18,14,3,10,8,0,0,59
SSC41474,95,92,60,38,13,0,374,3,25,35,36,25,18,0,0,146,61,284,195,136,129,90,22,4,925,21,50,47,67,51,35,16,0,293,31,59,45,59,37,21,12,7,272,0,3,8,3,7,0,3,0,24,0,4,13,8,11,3,0,0,41,39,65,60,72,55,27,11,6,330,9,3,12,3,5,3,3,0,37,20,24,35,26,19,31,18,9,189,157,533,470,431,347,248,87,20,2297
SSC41475,21,37,28,26,3,3,142,0,0,3,7,15,9,3,0,42,14,61,49,71,61,42,8,7,316,7,10,10,25,20,19,7,0,106,11,14,7,16,7,16,4,0,73,0,0,3,3,0,3,0,0,9,0,0,0,9,5,5,3,0,26,13,14,12,30,16,24,10,0,109,0,0,8,4,0,5,0,0,15,11,4,10,9,16,17,12,3,83,45,114,111,179,156,139,49,13,812
SSC41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41477,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,7,5,5,11,0,0,25,0,0,8,4,3,4,0,0,21,3,4,13,8,11,8,0,0,54,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,4,13,9,13,11,0,0,62,3,0,0,0,0,0,0,0,3,0,0,0,0,8,9,6,0,16,8,4,24,25,30,31,14,0,136
SSC41478,19,6,16,9,0,0,52,0,3,10,8,9,4,0,0,33,0,32,42,30,32,26,5,0,165,4,9,19,24,25,7,4,0,92,13,13,18,32,23,16,3,0,116,3,0,0,0,0,0,0,0,5,0,0,0,0,7,5,3,0,14,14,12,25,32,28,22,5,4,144,0,0,0,3,0,0,0,0,6,3,3,3,10,14,5,3,0,40,22,53,113,111,127,82,15,3,528
SSC41479,3,11,4,3,0,0,21,0,4,3,3,3,3,0,0,12,5,16,15,10,16,8,0,0,67,3,9,8,10,14,5,0,3,52,4,15,12,14,16,3,0,0,76,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,7,4,16,18,20,21,8,0,0,84,0,0,0,0,0,0,0,0,3,0,3,0,3,4,0,6,3,19,19,44,43,55,59,29,5,12,269
SSC41480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,12,0,3,5,3,7,0,0,0,29
SSC41481,20,28,21,7,10,0,97,0,3,0,6,10,5,4,0,34,15,35,37,61,46,27,13,3,231,0,5,14,23,23,19,3,5,86,3,3,12,3,14,9,3,0,49,0,0,0,0,0,0,0,0,3,3,0,0,6,5,3,3,0,21,7,5,9,5,22,11,6,0,76,0,0,0,0,0,3,0,0,4,3,3,5,3,3,11,9,4,42,22,63,93,127,123,77,47,8,561
SSC41482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41483,45,36,16,12,6,3,165,0,9,11,15,13,10,3,0,67,30,88,77,73,63,40,17,9,402,10,24,31,47,45,32,15,8,213,20,19,31,42,36,31,21,7,203,4,0,3,3,0,0,0,0,12,3,5,0,3,9,5,0,3,29,25,28,30,49,47,42,21,7,246,3,0,3,0,3,4,0,0,15,18,8,10,9,20,19,14,13,111,83,197,215,235,215,157,77,41,1216
SSC41484,58,25,19,3,3,0,164,0,17,24,12,11,10,7,0,81,36,178,173,81,57,53,25,0,604,20,76,85,74,65,73,15,3,423,109,198,204,178,122,143,80,6,1039,13,10,19,11,9,3,0,0,66,10,15,15,21,17,14,0,0,92,129,218,229,210,142,165,80,10,1192,0,11,10,0,9,9,3,7,52,34,30,37,31,39,81,49,24,330,228,587,631,437,336,388,177,47,2846
SSC41485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5
SSC41486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,7,0,0,0,0,0,3,0,0,3,0,0,0,3,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,5,7,10,10,0,0,33
SSC41487,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,3,0,3,9,10,13,7,0,0,36,0,0,0,3,8,6,0,0,22,6,0,10,3,7,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,10,9,7,3,5,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,5,3,17,26,33,17,8,0,110
SSC41488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,8,0,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,31
SSC41489,5,4,13,20,3,0,58,0,4,5,10,17,9,5,0,51,6,37,51,41,66,59,26,11,304,3,23,39,49,85,90,45,11,348,37,84,103,102,129,116,79,34,690,20,13,8,5,10,12,0,0,67,0,3,14,14,18,31,13,3,92,64,101,121,122,164,156,87,39,850,3,3,0,7,3,8,6,8,41,32,18,30,39,48,75,82,89,416,107,190,249,274,400,417,260,165,2066
SSC41490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,13,0,0,3,3,0,0,0,0,5,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,12,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,7,3,3,9,9,5,11,0,0,43
SSC41491,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,7,10,23,28,7,6,5,0,0,87,4,15,26,18,15,4,0,0,88,7,54,60,38,40,4,9,0,204,12,8,4,3,3,0,0,0,31,3,3,0,0,4,0,0,0,16,18,62,68,39,41,10,9,0,252,0,0,0,0,0,5,0,0,5,17,19,26,28,26,16,9,3,145,62,126,148,99,91,37,21,3,579
SSC41492,8,3,3,7,3,0,24,0,3,3,3,4,0,3,0,13,6,23,24,14,18,25,13,0,128,0,11,20,23,16,17,6,0,109,11,30,29,30,17,17,13,0,152,5,4,0,3,3,0,0,0,13,0,0,3,8,4,6,0,0,19,14,36,33,39,23,24,18,3,183,0,0,0,0,0,3,3,0,12,8,3,4,12,3,6,4,3,42,26,89,96,92,70,78,50,5,510
SSC41493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,4,0,0,0,0,0,5,0,4,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,3,4,0,0,0,33
SSC41494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,7
SSC41495,3,3,6,0,0,0,19,0,0,5,4,12,0,4,0,32,4,19,28,17,15,12,4,0,106,10,23,24,26,37,15,8,0,144,35,58,58,68,82,52,23,9,383,11,3,6,5,0,0,0,0,31,6,4,10,5,10,4,3,0,38,49,68,74,77,88,63,26,12,460,0,0,0,6,8,4,0,0,18,33,12,25,31,35,49,47,39,261,94,138,159,169,197,147,82,55,1038
SSC41496,3,3,0,3,0,0,9,0,0,0,3,0,0,0,0,5,0,0,10,9,13,9,3,0,42,0,0,3,10,4,9,0,0,30,0,5,13,7,6,6,3,0,43,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,10,11,7,13,6,6,0,52,0,0,0,0,0,0,0,0,0,4,0,0,4,4,12,3,0,27,7,11,25,38,38,39,7,0,170
SSC41497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,0,0,0,5,3,0,0,5,0,0,0,3,10,7,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,7,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,12,0,0,3,5,12,18,8,0,52
SSC41498,57,36,32,25,18,9,219,0,6,18,19,18,7,7,0,74,45,119,101,118,95,72,33,22,610,6,16,37,33,54,34,17,11,209,10,15,14,27,30,29,25,10,163,4,0,3,0,6,6,0,0,21,0,5,8,9,8,15,4,6,45,15,16,22,32,43,48,34,15,225,0,0,8,3,3,7,6,0,31,18,28,17,14,27,19,13,24,160,88,233,264,254,267,212,124,85,1528
SSC41499,35,24,20,0,3,0,98,0,7,20,16,5,0,4,0,54,13,94,142,55,32,28,10,5,372,3,32,71,56,41,20,7,3,234,27,66,101,92,61,55,37,7,448,11,3,7,5,0,3,0,0,30,3,0,19,18,6,3,6,3,63,41,75,125,112,74,63,47,8,541,0,0,8,0,7,7,6,0,23,26,16,27,17,23,14,22,7,155,81,245,430,281,199,127,95,27,1489
SSC41500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,4,6,5,3,4,0,0,29
SSC41501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,11
SSC41502,0,0,5,0,0,0,21,0,5,3,0,0,5,0,0,10,19,26,23,17,29,21,4,0,139,3,16,19,27,37,32,13,3,153,31,90,64,121,100,72,35,0,530,9,5,11,3,8,5,0,0,36,4,11,12,16,18,14,7,0,84,42,110,94,136,125,96,41,5,651,0,3,0,5,0,4,3,0,16,25,26,22,49,48,83,85,65,404,90,182,163,238,256,243,148,71,1389
SSC41503,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,3,0,0,0,0,5,0,3,3,3,10,3,0,0,17,10,14,7,14,20,7,0,0,74,0,8,0,3,0,0,0,0,9,0,0,3,0,0,4,0,0,11,6,19,9,20,20,8,3,0,90,0,0,0,0,0,0,0,0,3,3,7,5,8,14,5,0,0,48,16,32,24,39,43,17,7,0,170
SSC41504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,5,0,0,0,21
SSC41505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,13
SSC41508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC41509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,3,0,4,3,5,3,0,0,14
SSC41510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SSC41511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,3,0,0,0,9,3,3,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,7,6,6,10,16,7,0,0,0,42
SSC41512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9
SSC41513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,0,5,6,0,0,0,13,4,4,10,11,0,3,0,0,23,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,10,11,0,3,0,0,32,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,16,8,8,14,12,9,3,3,0,64
SSC41514,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,3,0,0,0,0,0,5,0,3,0,3,4,3,0,0,14,0,4,0,7,3,3,3,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,4,0,10,3,3,3,0,25,0,0,0,0,3,0,0,0,3,7,4,7,5,10,3,0,0,32,4,15,12,21,18,6,3,0,78
SSC41515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,4,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,12,4,3,3,3,0,4,29
SSC41516,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,8,0,7,5,3,8,4,0,0,29
SSC41517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC41518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,6,6,10,3,0,0,33
SSC41519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,8,0,0,4,3,3,0,0,0,10,0,5,4,4,6,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,3,5,12,3,6,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,3,11,21,14,8,4,0,0,61
