SSC_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,0,3,0,20
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
SSC40740,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,9,0,19,19,3,9,3,4,0,52,0,7,10,10,13,13,3,0,50,8,19,24,28,17,13,3,0,107,0,0,4,3,3,0,0,0,9,0,0,3,3,5,0,0,0,6,13,19,28,29,16,12,5,0,132,0,0,0,0,0,0,0,0,0,10,5,7,12,6,12,18,11,80,19,54,64,60,51,45,25,14,327
SSC40741,0,0,0,3,0,0,9,0,0,3,3,0,3,0,0,8,0,3,10,6,11,6,3,0,34,0,4,12,9,10,3,0,0,32,7,8,8,9,8,5,0,0,47,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,0,0,10,7,8,14,10,11,5,0,0,59,0,0,0,0,3,0,0,0,4,3,3,3,3,4,5,0,0,23,11,20,42,32,33,29,7,0,177
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40743,22,32,33,7,3,0,122,4,14,29,19,27,12,0,0,112,18,84,120,87,85,44,6,10,458,10,31,59,85,66,44,5,9,300,48,113,93,139,103,52,27,18,600,8,8,11,3,3,3,0,0,36,0,15,14,12,13,11,3,3,70,52,133,109,158,125,66,30,26,704,0,0,5,5,7,3,4,0,24,23,25,20,33,32,39,35,58,260,108,304,365,428,382,209,86,98,1974
SSC40744,12,21,10,0,0,0,63,0,8,15,18,4,3,3,0,49,19,96,72,55,46,25,7,3,325,11,45,56,48,47,22,5,0,244,58,150,121,119,108,51,38,15,663,11,8,15,5,4,0,0,0,48,0,9,6,17,12,12,5,4,64,66,175,142,141,122,64,42,16,772,0,6,4,0,0,4,4,4,27,20,24,31,33,29,24,16,38,211,119,367,331,317,272,133,84,63,1688
SSC40745,0,0,5,0,0,0,9,0,3,0,0,6,0,0,0,5,7,9,15,4,8,4,3,0,47,4,7,5,5,17,13,3,0,54,9,31,24,12,18,15,8,3,118,4,0,0,0,3,0,0,0,7,3,0,0,3,4,6,0,0,15,16,33,26,17,25,16,7,3,145,0,0,0,0,0,0,0,0,3,8,3,7,5,9,5,10,0,45,30,52,52,35,66,45,20,5,301
SSC40746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC40747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,3,0,0,0,0,8,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,3,0,0,0,25
SSC40748,24,26,26,22,14,8,128,0,3,6,5,13,8,6,5,50,24,56,66,47,56,55,44,19,364,7,10,12,13,16,27,45,21,137,9,10,7,5,11,20,9,12,92,0,0,0,0,0,0,0,0,6,0,5,0,3,3,5,5,9,28,7,19,10,14,18,21,10,21,119,0,0,3,0,0,6,6,5,18,6,3,5,4,9,20,24,36,117,47,106,128,114,140,160,152,107,947
SSC40749,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,12,0,0,0,3,3,0,0,0,12,0,7,4,0,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,4,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,9,5,8,14,3,6,0,47
SSC40750,0,0,3,0,0,0,5,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,14,0,5,8,9,11,7,5,0,40
SSC40751,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,10,0,4,0,3,3,0,0,0,9,0,9,11,8,8,3,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,11,11,10,7,3,0,0,44,0,0,0,0,0,0,0,0,0,3,5,8,15,6,0,0,0,39,7,24,16,31,18,3,0,0,109
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,3,0,20
SSC40753,0,0,5,3,0,0,12,0,0,0,0,0,3,0,0,9,3,8,9,18,18,9,3,0,69,0,4,4,12,7,10,0,0,43,7,15,9,15,14,6,3,0,70,0,0,3,3,7,0,0,0,13,0,0,0,0,3,3,0,0,9,7,17,14,21,20,10,6,0,90,0,0,0,0,0,0,0,0,0,3,3,0,3,3,4,3,4,23,16,37,30,54,61,34,14,3,243
SSC40754,4,7,3,7,0,0,28,0,4,7,3,8,3,0,0,24,6,21,30,33,22,8,3,0,118,5,22,45,60,41,5,3,0,186,69,81,128,159,84,44,7,0,575,5,9,8,9,8,3,0,0,38,3,5,9,14,13,3,0,0,43,82,97,144,176,99,48,7,0,657,0,3,3,3,0,4,0,0,19,20,18,27,56,55,33,5,0,215,116,172,265,338,223,109,21,0,1241
SSC40755,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,5,0,4,0,0,21,0,0,4,7,0,6,0,0,21,3,0,3,5,5,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,5,3,0,0,25,0,0,0,0,0,0,0,0,4,0,0,5,4,0,3,0,0,16,3,10,9,29,20,20,0,0,85
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40758,67,26,21,17,14,3,181,0,7,8,14,19,13,0,0,55,28,83,93,70,46,43,20,18,393,5,10,30,41,43,25,14,12,176,11,12,16,12,16,21,16,8,118,0,5,0,0,0,0,0,0,7,0,0,3,4,9,9,3,3,34,11,15,17,21,28,25,23,14,157,4,0,6,8,0,4,3,3,31,4,5,13,3,23,35,41,68,194,48,145,238,184,179,158,113,121,1188
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,9,0,4,0,3,3,3,3,0,21
SSC40761,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,8,0,3,3,0,4,3,0,0,17,0,8,7,10,7,0,0,0,34,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,10,7,10,8,0,0,0,41,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,9,4,12,10,22,16,7,0,0,81
SSC40762,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7
SSC40763,27,23,16,13,0,0,93,0,10,5,22,10,7,0,0,57,17,62,106,73,58,33,4,0,353,6,26,58,64,47,35,8,0,247,51,83,108,112,70,38,12,3,475,12,6,11,3,3,0,0,0,34,0,3,12,13,12,12,0,0,61,64,92,132,128,82,54,16,3,572,4,0,4,4,3,3,0,0,27,21,12,16,16,24,23,4,0,130,109,217,350,340,249,170,37,10,1468
SSC40764,14,4,16,0,3,0,45,0,3,0,3,9,3,0,0,25,12,55,38,59,37,22,9,0,224,3,26,26,33,36,15,6,3,150,43,90,85,96,79,25,22,3,444,5,13,7,7,5,4,0,0,38,3,3,5,11,8,4,3,0,40,57,105,91,113,95,34,24,3,521,0,5,5,3,3,3,3,0,25,19,22,14,18,25,21,17,7,137,86,211,198,243,215,96,61,12,1133
SSC40765,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,3,3,0,0,8,0,3,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,7,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,14,5,3,0,0,37
SSC40766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,11,0,0,0,0,3,3,0,0,10,0,5,4,0,4,3,0,0,16,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,5,4,4,6,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,3,7,11,11,12,7,0,0,43
SSC40767,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,3,0,5,0,0,0,15,0,0,0,3,3,0,0,0,8,0,5,3,9,4,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,3,9,8,0,0,0,36,0,0,0,3,0,0,0,0,3,4,9,3,3,3,0,5,0,29,10,21,15,21,18,0,5,3,89
SSC40768,64,43,24,12,3,0,210,0,21,23,28,34,11,3,0,112,70,234,186,151,119,64,31,9,863,14,50,66,117,107,61,29,15,460,59,115,115,155,101,70,47,36,690,17,8,0,10,9,0,0,0,51,3,15,14,10,16,4,13,3,86,78,137,128,180,125,76,64,39,825,0,8,9,4,3,3,4,3,36,34,36,31,32,30,37,47,66,304,197,536,502,553,442,271,178,139,2811
SSC40769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,3,0,0,0,13,3,0,0,4,4,3,0,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,10,8,0,8,7,7,7,0,0,45
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,7,3,0,0,0,26
SSC40771,9,7,3,0,0,0,16,0,0,3,5,3,0,0,0,11,5,4,14,9,10,0,3,0,51,3,0,3,6,7,5,0,0,24,4,4,7,11,0,3,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,4,4,7,11,4,3,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,0,0,15,14,5,39,41,36,18,8,4,159
SSC40772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,16
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,9,0,0,0,0,0,0,0,0,5,0,3,4,3,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,4,4,4,0,0,23,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7,3,5,10,11,12,9,0,0,45
SSC40774,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,7,3,13,5,0,0,37,0,3,3,9,11,3,0,0,30,11,28,19,18,26,7,0,0,109,0,3,3,0,3,0,0,0,13,0,0,0,4,0,3,0,0,14,13,27,25,20,30,10,0,0,132,0,0,0,0,0,0,0,0,5,7,3,5,6,18,9,3,0,48,18,45,41,39,76,27,10,0,256
SSC40775,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,3,11,0,3,0,0,22
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,4,0,0,0,13
SSC40777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,4,0,0,15
SSC40778,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,10,4,8,0,0,29,0,3,0,8,10,3,0,0,27,0,3,3,8,6,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,9,6,6,0,0,31,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,15,3,13,13,28,29,19,3,0,103
SSC40779,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,5,3,3,13,14,13,3,0,0,48,0,3,0,15,9,10,0,0,28,8,6,16,21,23,8,3,0,81,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,12,6,6,17,25,23,9,3,0,95,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,0,0,15,15,17,28,58,47,30,8,0,210
SSC40780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,13,0,0,3,0,3,4,0,0,7,3,5,7,3,9,3,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,12,7,9,3,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,4,4,5,3,0,27,10,10,23,9,18,18,7,0,87
SSC40781,38,44,29,21,9,0,169,0,8,16,24,17,11,0,0,78,19,105,114,80,89,45,24,6,482,3,10,29,38,37,24,9,4,153,13,17,25,47,36,18,10,3,183,3,0,5,0,0,3,0,0,14,0,3,3,12,8,9,3,0,34,20,25,33,57,48,28,16,5,235,0,3,0,5,0,5,0,3,15,9,6,6,9,3,23,7,5,68,55,189,234,260,225,148,70,24,1200
SSC40782,11,0,6,9,0,0,30,3,5,7,15,9,7,0,0,44,9,69,62,58,58,18,11,0,282,14,34,38,57,65,30,14,4,259,86,149,118,131,93,72,31,9,691,12,7,12,10,4,3,3,0,56,7,10,15,11,13,13,0,3,70,109,169,141,155,109,85,35,12,815,3,4,0,4,3,0,0,3,22,37,12,35,41,44,65,57,40,346,173,298,301,329,296,218,122,61,1802
SSC40783,0,0,0,0,0,0,10,0,0,0,4,0,0,0,0,10,3,11,13,5,5,0,3,0,37,0,11,18,14,17,8,0,0,63,10,25,35,27,17,8,3,0,132,0,0,3,5,0,0,0,0,12,3,0,6,5,3,0,0,0,16,19,31,41,29,21,14,9,0,157,0,0,0,0,0,0,0,0,0,12,3,5,13,9,10,3,0,60,34,58,80,68,50,31,13,5,335
SSC40784,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,5,3,7,4,8,7,0,0,34,0,7,0,15,10,5,0,0,36,13,14,17,15,19,5,0,0,83,0,4,0,0,3,0,0,0,9,0,0,0,3,3,0,0,0,8,10,16,22,21,27,10,4,0,107,0,0,0,0,0,0,0,0,3,3,0,4,11,7,4,5,3,35,21,27,41,42,52,31,7,3,221
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,13,0,0,3,6,0,0,0,3,12
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,10
SSC40787,6,11,3,3,0,0,33,0,3,9,5,8,0,0,0,24,5,35,41,29,28,15,4,0,158,5,19,32,42,40,17,11,0,154,36,67,70,64,50,43,14,3,342,6,5,10,4,3,0,3,0,29,3,9,6,3,5,3,3,0,40,44,80,82,71,60,51,19,3,408,0,0,0,4,3,4,0,0,11,34,14,24,33,17,18,22,0,176,88,163,194,192,159,101,57,9,959
SSC40788,3,7,5,6,0,0,21,0,0,3,0,3,4,0,0,5,0,3,5,9,6,15,0,0,43,0,3,0,9,3,3,0,0,20,0,0,0,4,6,5,0,0,18,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,8,6,6,0,0,23,0,0,0,0,0,0,0,0,3,3,0,4,8,0,3,0,0,19,8,17,15,34,25,37,3,0,147
SSC40789,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,6,3,0,3,3,4,5,0,0,17,6,14,3,8,12,8,0,0,45,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,6,4,14,7,12,16,7,0,0,58,0,0,0,0,0,0,0,0,0,5,3,3,0,10,6,0,0,30,15,20,12,14,27,27,5,0,117
SSC40790,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,0,0,3,0,0,22
