SSC_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
SSC40377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,0,4,3,3,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,21,11,4,0,39
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4
SSC40379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,3,6,0,0,0,7,0,0,0,3,3,0,0,0,0,0,4,3,0,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,21,15,5,6,47
SSC40380,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,6,0,0,0,8,5,4,4,0,16,6,0,5,0,8,3,3,3,0,8,14,11,0,0,24,16,3,3,0,22,6,10,0,0,17,9,6,0,0,16,12,10,0,0,24,9,8,3,0,17,0,0,0,0,0,87,59,28,3,181
SSC40381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
SSC40383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4,0,4,0,5,0,0,5,0,0,0,0,3,3,3,0,0,6,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,6,0,0,0,0,0,16,23,10,0,48
SSC40384,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,4,3,0,0,0,6,13,0,0,0,17,5,3,0,0,9,13,7,0,0,26,3,12,0,0,15,9,4,7,0,26,12,12,0,0,28,18,23,3,4,43,9,21,4,0,32,0,9,0,0,8,4,5,0,0,8,8,28,0,0,34,13,22,9,0,43,3,0,0,0,5,128,153,31,5,315
SSC40385,0,0,3,0,8,4,0,0,0,3,0,0,3,4,8,0,0,3,0,4,15,4,5,0,16,0,0,4,0,3,35,8,10,0,54,26,6,4,0,41,34,13,8,3,60,16,30,15,0,62,17,27,6,0,53,15,30,7,0,52,41,50,7,3,100,32,51,6,0,90,15,36,3,0,58,3,28,0,0,32,15,58,0,0,78,20,51,18,0,89,0,4,0,0,4,297,395,111,13,812
SSC40386,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,5,0,0,0,10,3,0,0,0,5,4,3,0,0,9,4,0,0,0,8,4,3,5,0,13,8,4,0,0,15,10,6,0,0,14,0,0,0,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,9,5,3,0,0,3,0,0,0,0,0,62,27,11,0,99
SSC40387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,3,0,0,4,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,4,0,0,7,0,0,0,0,3,11,24,0,0,34
SSC40388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40390,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,10,0,0,0,0,4,22,5,0,0,21,4,3,0,0,15,12,4,0,0,20,17,3,0,0,17,5,3,0,0,9,3,3,0,0,3,3,3,0,0,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,0,0,8,13,4,0,0,16,0,0,0,0,0,91,31,11,0,128
SSC40391,5,5,3,0,14,9,3,3,0,10,6,3,6,0,14,3,0,12,0,16,11,3,18,0,38,15,7,23,3,51,47,15,17,3,80,32,29,32,3,98,35,25,19,3,84,33,29,18,3,81,17,30,16,7,71,28,35,17,3,80,58,60,13,7,131,32,45,0,3,81,14,33,0,0,50,3,19,0,0,22,9,21,3,0,26,29,36,18,0,87,10,3,4,0,16,384,400,217,39,1043
SSC40392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,17,14,7,0,36
SSC40393,0,0,0,0,3,0,0,0,0,4,0,0,3,0,5,0,0,3,0,4,3,5,3,0,18,3,3,8,0,14,14,5,12,3,34,9,7,3,0,22,6,12,5,0,27,6,4,3,0,10,0,4,0,0,5,0,3,0,0,6,4,14,0,0,26,0,4,0,0,4,4,7,0,0,9,0,0,0,0,0,0,0,0,0,3,4,8,4,0,16,0,0,4,0,7,71,85,55,10,221
SSC40394,0,4,0,0,4,0,0,3,0,3,3,0,21,0,22,0,0,30,0,29,33,14,35,0,87,18,24,70,3,107,75,29,81,3,185,47,42,64,3,155,56,54,40,6,165,36,50,16,9,110,17,38,8,3,59,16,30,9,0,62,20,41,8,0,75,10,13,3,0,28,4,3,0,0,9,0,3,3,0,3,0,0,0,0,6,11,48,35,3,97,9,4,12,0,25,368,406,438,30,1241
SSC40395,0,4,4,0,13,7,3,7,0,18,5,0,11,0,15,0,0,23,0,28,16,12,22,0,49,11,8,45,0,67,75,21,51,4,148,36,29,36,0,104,40,51,31,3,121,34,43,27,0,108,13,35,14,0,62,16,27,10,0,47,25,24,13,0,65,3,14,3,0,25,0,11,0,0,15,0,0,4,0,3,0,7,0,0,7,17,39,25,0,84,9,5,9,0,32,316,339,323,18,999
SSC40396,4,5,0,0,7,0,0,0,0,3,3,0,7,0,13,0,3,15,0,15,14,13,16,0,42,8,7,41,0,59,43,19,19,3,80,14,18,21,5,52,12,26,13,3,60,7,18,14,0,40,6,14,4,0,27,7,8,3,0,20,8,12,3,0,28,4,5,0,0,11,0,3,0,0,3,0,5,0,0,5,0,5,3,0,8,14,13,20,0,52,11,7,14,0,27,156,179,194,21,547
SSC40397,0,4,5,0,9,3,0,3,0,10,3,0,14,0,17,3,0,30,0,31,26,11,37,4,72,9,6,44,0,63,51,12,39,10,111,27,33,35,7,98,26,39,21,3,97,25,31,14,7,80,17,24,10,0,46,8,18,8,0,31,10,18,0,0,34,7,4,3,0,9,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,10,23,22,0,58,7,7,11,0,19,233,236,294,30,784
SSC40398,3,0,5,0,17,0,3,3,0,6,7,0,8,0,16,4,3,18,0,20,23,17,30,0,68,7,5,61,3,78,74,26,45,5,153,34,34,37,5,106,32,53,26,7,114,32,48,13,8,102,9,22,8,0,47,8,20,12,0,40,20,20,13,0,55,4,14,0,0,21,0,3,3,0,9,0,0,4,0,3,0,0,0,0,0,9,29,17,3,57,8,9,7,0,24,288,310,314,31,936
SSC40399,0,0,3,0,9,0,0,0,0,3,3,5,14,0,22,3,5,15,0,23,17,12,24,3,59,3,19,35,0,64,33,20,38,7,95,23,29,43,0,98,21,22,29,0,75,13,16,13,0,51,5,17,14,0,33,5,4,0,0,13,4,14,6,0,25,4,6,0,0,11,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,10,16,19,0,54,9,6,11,0,22,165,186,263,25,642
SSC40400,3,12,4,0,15,6,0,0,0,8,0,3,24,0,29,0,0,22,0,18,20,26,27,3,73,3,23,47,0,78,80,36,36,0,150,33,33,31,5,104,39,42,23,3,106,23,30,19,9,75,7,28,8,0,50,9,17,11,0,31,8,32,3,0,45,5,10,0,0,15,0,0,4,0,7,0,5,0,0,4,0,7,0,0,6,20,21,13,0,57,9,7,9,0,24,271,327,284,24,910
SSC40401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,0,0,0,0,4,12,0,0,0,18,5,0,3,0,11,3,3,3,0,12,0,4,0,0,10,0,4,0,0,6,3,0,0,0,7,7,4,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0,4,47,38,8,0,95
SSC40402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,4,3,0,0,0,4,3,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,3,0,30
SSC40403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,0,31
SSC40404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,15
SSC40405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,3,0,0,0,0,0,15,7,3,0,22
SSC40406,12,0,3,0,12,4,0,0,0,4,3,0,0,0,6,9,0,8,0,15,62,5,15,0,86,37,8,26,3,68,265,14,32,0,309,137,18,22,0,176,141,44,19,0,197,100,38,5,0,149,41,24,3,0,70,33,26,5,0,66,54,22,3,0,83,16,8,0,0,29,9,7,0,0,18,3,5,0,0,14,17,13,0,0,23,45,35,6,3,89,26,0,4,0,35,1008,276,154,9,1441
SSC40407,7,7,3,0,18,4,3,4,0,17,4,4,7,3,15,0,3,18,0,19,17,7,15,0,50,9,15,17,0,46,68,27,28,11,133,37,34,33,3,107,39,53,23,0,119,31,53,22,4,108,31,54,8,0,95,23,35,10,0,73,51,73,18,0,144,27,57,10,0,93,14,29,0,0,43,10,10,0,0,19,11,33,0,0,42,28,63,24,0,119,6,11,9,0,23,433,560,251,38,1281
SSC40408,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,5,3,0,5,0,9,3,4,0,0,13,12,0,3,0,21,14,0,0,0,11,3,6,0,0,14,5,9,0,0,15,17,21,3,0,35,14,16,0,0,29,8,13,0,0,26,3,15,0,0,21,15,68,5,0,91,8,18,7,0,29,0,0,0,0,8,111,190,34,3,338
SSC40409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,8,0,0,11
SSC40410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40411,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,4,0,4,3,3,5,0,15,4,3,4,0,13,10,3,12,0,28,9,0,14,0,29,21,9,16,0,45,18,8,9,0,36,16,7,8,0,34,16,13,4,0,26,23,29,7,0,58,18,18,4,0,34,6,6,0,0,14,3,6,0,0,9,8,4,0,0,12,13,7,9,0,25,3,0,3,0,12,165,122,98,5,396
SSC40412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,0,21
SSC40413,0,0,0,0,3,7,0,0,0,3,0,0,0,0,3,0,0,6,0,6,7,0,0,0,12,0,4,8,0,13,34,4,3,0,39,12,8,3,0,18,10,3,0,0,13,13,10,8,0,34,3,6,0,0,10,7,0,0,0,10,11,11,0,0,24,3,10,0,0,14,0,4,0,0,4,0,0,0,0,0,0,3,0,0,5,9,5,4,0,15,3,0,0,0,3,124,66,34,3,226
SSC40414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
SSC40415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40416,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,0,0,0,10,0,6,6,0,10,22,0,3,0,28,13,3,8,6,23,9,8,9,3,24,16,5,0,0,29,14,7,5,0,28,8,4,5,0,19,18,20,9,0,43,8,22,3,0,35,4,22,0,0,23,5,15,0,0,15,12,28,0,0,35,12,16,3,0,28,0,0,0,0,0,155,158,50,10,371
SSC40417,6,0,3,0,8,0,0,0,0,3,0,0,9,0,11,0,0,4,0,7,10,0,18,0,32,7,4,38,0,45,40,6,23,0,70,18,14,25,0,53,22,15,12,0,49,18,20,11,0,50,8,23,12,0,41,17,23,4,0,41,17,32,4,3,60,7,21,0,0,25,0,0,0,0,4,0,8,0,0,8,0,5,0,0,10,9,26,22,0,54,6,3,3,0,9,193,197,180,5,575
SSC40418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,5,3,13,3,27,10,3,27,0,37,17,9,23,0,48,18,5,25,0,48,20,26,16,0,63,20,32,10,0,58,16,18,10,0,40,9,23,0,0,38,32,27,4,0,58,19,22,0,0,38,3,5,0,0,14,0,6,0,0,9,0,7,0,0,7,18,22,9,0,42,3,4,3,0,8,181,194,150,3,539
SSC40419,3,0,0,0,7,3,0,3,0,5,3,0,8,0,13,0,0,8,0,8,20,3,5,0,35,8,6,22,0,34,84,8,29,0,124,55,6,30,0,98,54,34,27,0,115,39,37,13,0,89,25,44,13,0,83,24,47,16,0,90,46,82,15,0,145,26,77,6,0,111,18,56,0,0,75,4,23,0,0,28,6,46,0,0,47,17,64,24,0,107,9,3,8,0,12,445,542,221,6,1210
SSC40420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,4,0,6,0,0,3,0,6,0,3,0,0,3,3,4,4,0,10,0,0,0,0,0,3,3,0,0,3,6,6,0,0,8,5,11,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,3,7,3,0,11,0,0,0,0,3,25,35,21,0,88
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,6
SSC40422,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,3,0,5,8,0,3,0,11,0,0,3,0,9,14,6,3,0,20,3,3,3,0,10,15,4,0,0,20,11,0,5,0,21,0,7,5,0,9,7,10,0,0,14,18,21,4,0,39,3,8,0,0,11,3,7,0,0,8,0,3,0,0,3,0,17,0,0,18,3,12,0,0,19,0,0,0,0,0,92,104,37,8,240
SSC40423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,3,0,13,0,0,7,0,6,10,0,3,0,14,9,0,5,0,19,11,3,7,0,23,6,10,3,0,19,5,8,9,0,20,7,5,3,0,12,8,16,6,0,39,6,21,0,0,31,11,10,0,0,17,3,7,0,0,12,4,3,0,0,14,7,5,6,0,22,3,3,6,0,9,110,94,74,0,278
SSC40424,11,0,3,0,13,3,0,0,0,3,0,0,0,0,3,0,0,0,0,7,16,0,3,0,18,10,4,3,0,20,60,0,20,0,83,42,13,15,3,65,59,24,25,0,104,37,41,19,0,101,31,36,10,0,84,23,40,13,0,84,61,91,12,0,164,35,53,4,0,91,22,51,0,0,71,7,29,3,0,37,3,25,4,0,31,23,44,21,0,85,9,0,3,0,7,451,452,154,9,1064
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7
SSC40427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,3,0,0,6,4,0,0,0,7,6,3,0,0,9,3,3,0,0,7,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,17,0,0,0,0,4,26,23,9,0,63
SSC40428,3,3,0,0,4,3,0,0,0,3,0,3,3,0,9,0,0,4,0,4,9,0,4,0,16,3,3,6,3,15,43,10,3,3,64,22,4,11,8,39,27,13,13,3,50,29,13,10,0,49,17,20,0,3,41,10,14,3,0,29,29,30,9,3,68,14,21,0,0,40,7,21,0,0,32,9,13,0,0,19,7,21,0,0,27,13,19,15,0,49,4,0,3,0,8,245,214,90,21,572
SSC40429,5,7,9,3,23,0,0,3,0,4,7,0,8,0,16,0,0,13,0,17,22,14,19,3,55,9,15,21,0,50,61,33,30,0,132,27,36,36,3,101,27,58,28,4,111,22,51,20,3,104,14,43,11,0,66,15,31,0,3,55,19,68,8,3,98,22,42,5,0,69,6,25,0,0,37,0,10,3,0,8,5,17,0,0,18,9,49,13,0,66,8,0,3,0,15,293,496,223,31,1040
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,5,0,5,0,0,5,0,3,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,4,0,20
SSC40431,12,3,7,0,20,3,3,0,0,8,6,3,11,3,23,3,4,11,0,17,37,8,23,3,72,19,15,31,3,65,91,27,39,0,157,48,40,58,8,150,51,48,43,10,150,54,60,25,5,146,30,53,23,4,112,31,54,12,3,94,68,109,19,3,198,51,68,14,3,129,20,42,0,0,68,10,31,3,0,41,7,20,3,0,29,40,59,37,0,141,17,5,4,0,29,606,645,354,47,1655
SSC40432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,8,3,0,0,0,5,10,0,0,0,8,14,3,0,0,14,0,3,0,0,0,3,0,0,0,3,3,3,0,0,9,0,5,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,3,0,0,0,3,48,32,6,0,86
SSC40433,8,0,0,0,7,5,0,0,0,3,0,0,0,0,3,3,0,0,0,3,6,0,6,0,11,3,4,4,0,12,24,7,4,3,39,10,4,15,0,32,18,8,6,0,34,17,17,6,3,40,5,10,3,0,20,3,8,0,0,15,20,17,5,0,39,6,22,0,0,30,3,11,0,0,12,0,11,0,0,11,4,19,0,0,23,8,13,5,3,31,3,0,0,0,4,148,164,55,6,371
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,5,0,0,14
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,9
