SSC_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
SSC40965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40966,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,15,0,32,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,7,3,3,5,0,0,7,0,28
SSC40967,3,0,0,3,9,8,6,22,0,57,0,0,0,0,3,0,3,3,0,8,0,0,0,0,0,9,4,4,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,9,0,3,0,0,3,4,0,0,0,16,3,0,0,0,5,4,3,3,0,23,0,0,0,0,0,0,0,0,0,3,7,9,0,10,20,27,22,37,0,140,4,3,0,5,4,0,3,6,0,23,0,0,5,0,0,4,4,3,0,23,0,0,0,3,0,3,0,0,0,6,0,0,0,8,3,0,0,0,0,13,0,0,4,3,0,3,0,0,0,13,0,3,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,8,18,11,24,13,16,6,8,3,115
SSC40968,0,0,0,0,0,3,4,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,16,0,25,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,7,0,3,0,3,5,0,19
SSC40969,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40970,0,0,0,3,20,14,10,11,0,59,3,0,4,0,21,9,4,4,3,52,8,3,6,3,46,42,23,21,4,160,4,3,3,10,15,11,16,6,0,73,0,0,3,0,13,14,3,3,0,32,0,10,5,8,14,5,8,5,0,55,14,4,4,13,40,36,31,32,0,170,8,19,13,21,25,26,19,10,0,133,0,0,0,3,9,3,0,0,0,19,28,46,38,65,205,159,117,93,13,756,3,0,0,0,17,13,6,4,0,51,9,11,12,12,16,11,10,5,0,92,0,3,4,8,7,5,0,0,0,30,3,21,21,57,24,17,6,6,3,154,6,10,13,17,54,21,13,7,0,135,9,26,23,27,8,3,5,0,0,108,0,0,3,0,5,0,0,0,0,16,4,21,10,11,18,5,0,3,3,86,0,0,0,0,0,3,0,0,0,3,37,99,84,132,158,82,54,30,5,677
SSC40971,0,3,0,0,0,0,0,8,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,10,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,5,11,10,0,11,3,49,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,4,0,0,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,5,3,9,7,3,0,3,0,38
SSC40972,7,4,0,5,24,25,22,36,0,125,0,6,0,5,29,25,17,8,0,95,8,4,13,15,112,94,73,52,3,372,6,9,8,15,16,13,15,17,0,98,0,0,0,4,26,16,8,15,0,78,4,10,13,5,30,9,11,12,0,89,14,7,14,16,63,40,43,54,0,238,11,33,23,20,69,54,25,26,0,254,0,3,3,0,4,6,0,0,3,25,48,73,64,84,362,275,217,227,15,1368,8,3,4,7,33,18,11,8,0,91,15,4,18,21,45,16,10,12,0,147,3,8,10,13,12,6,3,3,3,60,18,40,48,65,54,15,10,19,8,281,15,22,20,41,99,33,15,9,0,260,12,58,37,46,49,10,4,0,6,220,0,0,0,3,0,6,0,0,0,13,6,39,24,38,24,3,3,3,3,148,0,3,3,0,4,0,0,3,10,18,71,182,173,233,313,118,63,63,23,1241
SSC40973,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,14
SSC40974,0,0,0,3,0,0,0,8,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,12,0,25,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10
SSC40975,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,11
SSC40978,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40979,7,11,7,8,44,54,41,89,7,257,6,7,5,15,37,41,15,31,0,160,15,30,33,35,159,156,67,70,3,567,6,10,17,14,52,20,20,30,0,167,7,11,3,8,23,23,13,15,0,101,6,21,15,21,34,30,17,29,0,182,20,29,22,38,97,53,41,80,3,377,46,90,68,97,182,324,71,50,25,951,4,3,14,4,13,16,4,3,16,76,115,217,180,238,645,706,278,397,62,2835,7,6,10,27,37,26,22,37,3,175,18,25,26,53,63,53,28,18,3,283,3,17,12,14,14,16,6,4,0,89,15,95,90,125,118,21,15,30,11,521,19,52,44,66,133,45,14,11,3,398,15,138,80,91,52,16,15,7,4,409,3,5,0,9,19,0,0,5,0,41,30,111,66,83,92,149,35,23,14,604,0,0,3,0,5,0,3,0,16,24,111,450,337,461,534,324,146,132,47,2552
SSC40980,0,0,3,4,8,5,8,12,0,41,0,0,0,0,0,0,4,3,0,20,0,0,5,6,21,20,12,8,0,73,0,0,0,3,0,3,0,0,0,9,0,0,0,0,3,5,0,3,0,13,0,7,0,3,3,6,0,6,0,19,0,0,4,6,10,8,11,12,0,48,6,15,3,6,11,13,3,4,3,59,0,0,0,0,0,4,0,0,0,6,12,28,15,24,64,65,34,49,5,288,0,0,0,3,7,3,3,0,0,21,3,4,3,4,17,4,0,3,0,39,0,3,3,3,0,0,0,0,0,11,0,10,10,17,15,0,3,3,0,57,4,0,11,5,17,8,3,0,0,50,0,18,6,15,11,0,0,0,0,49,0,0,3,0,4,0,0,0,0,5,0,11,3,3,3,6,0,0,0,28,0,0,0,0,4,0,0,0,0,4,8,45,41,46,69,21,20,14,0,270
SSC40981,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,13,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,5,0,0,3,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,4,6,26
SSC40982,0,0,0,0,0,3,0,4,0,6,0,0,0,0,0,0,3,0,0,3,0,3,0,0,3,5,6,3,0,17,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,11,10,12,0,56,0,0,0,0,0,0,0,3,0,4,0,3,0,3,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,3,4,0,0,0,0,0,7,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,6,13,6,0,0,4,3,44
SSC40983,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,0,0,12
SSC40984,0,0,0,0,4,3,0,12,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,3,3,0,5,11,14,4,19,0,51,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,10,6,4,7,3,8,0,39
SSC40985,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6
SSC40986,0,0,0,0,4,8,5,12,0,47,3,13,10,14,4,14,12,27,0,89,0,6,0,11,21,13,7,12,0,68,0,3,0,0,3,4,0,0,0,17,0,0,0,0,3,3,0,0,0,8,0,3,0,7,4,3,0,3,0,21,0,0,0,0,3,3,0,3,0,11,0,7,3,4,3,0,3,5,0,22,0,0,0,0,0,0,0,0,0,5,11,31,21,35,44,47,32,63,3,280,0,6,0,3,3,4,3,13,0,34,3,17,20,20,13,11,9,7,0,104,0,3,3,0,3,0,0,0,0,10,0,11,13,8,0,0,0,0,0,42,3,6,9,0,10,8,0,0,0,39,0,6,3,3,3,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,0,9,0,3,5,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,16,60,50,44,37,23,16,22,3,266
SSC40987,0,3,0,5,3,0,3,14,0,30,0,0,0,0,0,4,0,0,0,3,0,0,0,0,7,11,7,3,0,25,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,4,5,0,6,0,13,3,5,3,0,5,6,0,9,0,30,0,0,0,0,0,0,0,0,0,4,8,11,5,8,21,26,17,32,4,134,3,0,3,0,0,0,0,3,0,15,3,0,3,4,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,0,0,0,19,0,3,3,8,3,0,0,0,0,13,0,6,0,7,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,11,15,17,27,20,7,3,3,0,115
SSC40988,0,0,3,3,0,7,4,22,0,44,0,0,4,0,3,0,3,7,0,12,0,3,0,3,10,12,4,13,0,45,0,0,0,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,4,0,14,0,0,3,3,11,8,4,11,0,33,0,4,0,0,3,3,3,4,0,27,0,0,0,0,0,0,0,0,0,0,7,10,8,19,32,43,18,57,0,193,0,0,3,5,3,0,3,7,0,24,3,0,3,5,10,6,0,3,0,25,0,3,3,0,0,0,0,0,0,5,5,5,8,8,8,0,0,0,0,28,0,4,0,14,4,3,4,0,0,27,0,6,3,7,0,4,0,3,0,23,0,0,0,3,0,0,0,0,0,3,0,9,3,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,14,30,25,38,23,17,6,16,6,164
SSC40989,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5
SSC40990,3,0,7,4,10,28,9,50,0,106,3,22,10,14,37,49,34,52,0,228,0,0,8,3,14,13,7,11,0,51,4,15,3,3,3,3,7,4,0,38,0,6,3,0,3,3,4,4,0,28,0,5,3,0,8,6,3,6,0,46,0,0,3,0,11,0,3,0,0,16,0,19,3,4,4,4,0,5,3,35,0,0,0,0,0,0,0,0,3,9,16,60,35,36,93,111,66,131,4,556,3,7,12,8,3,11,11,12,0,72,12,37,35,33,50,39,21,18,0,242,0,3,5,6,3,3,3,3,0,23,3,30,12,12,3,3,0,0,0,66,3,25,25,20,23,11,5,3,0,104,0,29,4,6,3,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,15,4,3,3,0,0,0,0,21,0,0,0,0,3,0,0,0,3,11,24,144,102,85,89,68,37,39,8,590
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
