SSC_CODE_2016,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SSC41478,3,6,11,36,39,78,0,0,0,10,6,20,0,0,0,36,54,92,0,0,3,5,0,3,3,4,3,0,0,0,8,12,17,0,0,0,3,0,3,5,4,16,3,0,6,4,0,3,0,0,0,52,50,99,8,13,26,6,0,6,183,194,372,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,4,3,8,254,208,462,7,4,10,0,0,0,261,215,474,45,36,84,502,449,951
SSC41479,4,3,7,27,39,66,0,0,0,6,8,15,0,0,0,32,36,66,0,3,4,0,0,0,0,0,0,0,0,0,11,11,20,0,0,0,0,0,0,0,3,3,4,3,6,0,0,0,0,0,0,25,35,66,7,14,20,0,0,0,113,161,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,127,244,0,0,0,0,0,0,116,127,243,27,25,54,259,316,575
SSC41480,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,16,0,0,0,0,0,0,9,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,0,0,0,0,7,5,11,4,6,9,25,26,54
SSC41481,6,9,16,73,98,170,0,0,0,5,18,24,0,0,0,86,88,176,0,0,0,11,18,31,0,0,0,0,0,0,14,15,25,0,0,0,0,0,0,0,3,4,4,6,14,0,0,0,0,0,0,27,47,75,11,17,27,0,0,0,236,307,544,6,11,22,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,168,159,328,0,0,0,0,0,0,168,159,328,35,23,52,455,507,966
SSC41482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,9
SSC41483,27,27,53,113,128,241,0,0,0,10,6,16,0,0,0,248,289,531,0,0,3,62,47,109,0,0,0,0,0,0,20,25,51,0,0,0,5,4,11,0,0,0,11,9,25,0,0,0,0,0,0,77,88,166,11,28,43,0,6,10,563,643,1206,32,24,50,17,12,29,0,0,0,0,0,0,19,14,39,3,6,9,26,24,50,396,308,705,6,0,5,0,0,3,398,309,714,69,76,144,1125,1120,2245
SSC41484,52,52,99,238,314,551,0,0,0,62,73,130,0,0,0,550,617,1175,9,15,29,84,76,165,10,14,28,9,15,22,93,96,193,0,0,4,10,13,24,53,48,95,26,29,56,16,24,40,9,8,21,176,233,407,115,115,231,10,16,26,1480,1711,3187,63,54,121,131,116,240,0,3,4,0,0,0,46,51,91,29,24,53,77,75,150,1017,786,1800,18,10,25,12,18,27,1041,808,1852,237,221,459,3075,3038,6110
SSC41485,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,10,17
SSC41486,0,0,0,4,3,13,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,12,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,30,0,0,0,0,0,0,18,9,30,0,0,0,33,23,54
SSC41487,0,0,0,15,20,28,0,0,0,0,0,0,0,0,0,7,7,22,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,34,3,5,5,0,0,0,47,61,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,37,89,0,0,0,0,0,0,47,37,89,7,7,9,99,108,207
SSC41488,0,0,0,3,6,5,0,0,0,0,0,0,0,0,0,3,5,12,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,36,4,3,3,0,0,0,38,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,20,0,0,0,0,0,0,12,11,20,0,0,0,49,41,88
SSC41489,14,29,44,228,334,566,0,0,0,40,41,81,0,0,0,191,220,416,34,42,72,8,11,20,8,16,27,0,4,9,34,77,116,0,0,0,8,12,27,46,47,92,16,28,47,13,5,22,0,0,3,211,279,490,79,99,175,10,4,18,928,1237,2162,3,5,6,0,0,5,0,0,0,0,0,0,0,0,0,3,10,12,9,10,17,794,723,1515,6,3,10,0,6,10,795,740,1536,219,238,461,1972,2263,4233
SSC41490,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,11,16,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,4,0,0,0,23,28,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10,24,0,0,0,0,0,0,15,10,24,10,3,15,42,41,88
SSC41491,106,110,218,65,55,115,0,0,0,3,4,10,0,0,0,206,198,402,0,3,3,86,94,182,6,4,10,0,5,5,11,21,37,0,0,0,4,4,10,10,4,17,0,4,7,3,3,5,0,0,0,42,39,81,12,9,22,0,0,0,457,449,904,0,0,0,17,16,35,0,0,0,0,0,0,0,0,0,3,4,7,3,4,7,263,198,457,3,3,4,0,0,0,263,202,467,97,87,179,944,863,1803
SSC41492,0,6,6,50,42,84,0,0,0,10,11,19,0,0,0,95,98,186,0,0,0,4,9,12,0,0,0,0,3,4,11,11,18,0,0,0,0,0,3,8,11,20,3,0,6,7,3,11,0,0,4,36,50,82,18,20,31,14,13,30,247,270,514,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,4,0,4,193,167,358,0,0,0,0,0,0,193,171,365,39,39,79,485,486,972
SSC41493,0,0,4,4,0,6,0,0,0,3,5,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,4,12,3,4,6,0,0,0,16,18,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,27,0,0,0,0,0,0,19,13,31,4,0,10,47,30,76
SSC41494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,3,0,4,0,0,0,9,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,0,13,13,21
SSC41495,4,9,15,156,166,318,0,0,0,10,5,21,0,0,0,135,145,276,0,5,4,12,3,14,0,0,0,0,0,0,217,260,477,0,0,0,0,6,8,3,5,9,9,11,16,3,5,10,0,0,5,146,184,327,30,37,66,12,20,37,741,846,1587,3,3,7,19,8,25,0,0,0,0,0,0,34,31,66,0,0,3,40,32,73,393,370,768,3,3,3,5,0,6,406,375,780,101,95,194,1317,1373,2684
SSC41496,3,0,5,30,23,51,0,0,0,3,4,10,0,0,0,10,12,24,0,0,0,0,0,0,0,0,0,0,0,0,7,5,9,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,0,0,0,30,25,55,7,6,15,0,0,0,86,78,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,47,115,0,0,0,0,0,0,64,48,120,16,18,27,171,148,313
SSC41497,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,13,3,13,0,0,0,0,0,3,0,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,11,0,0,3,0,0,0,34,17,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,12,40,0,0,0,0,0,0,22,12,40,4,4,10,60,40,97
SSC41498,37,49,89,190,263,455,0,0,0,9,17,24,0,0,0,211,261,474,0,0,3,31,47,71,0,3,4,0,0,0,24,22,46,0,0,0,3,12,16,3,10,10,10,14,20,0,0,0,0,0,0,81,106,191,32,22,55,0,3,3,587,783,1373,38,30,65,22,16,37,0,0,3,0,0,0,9,7,17,6,7,13,19,14,27,442,417,861,3,7,11,0,5,4,451,423,875,121,107,225,1271,1421,2687
SSC41499,66,72,137,157,217,375,0,0,0,43,65,111,0,0,0,360,444,802,5,10,17,32,27,58,3,3,3,8,0,6,60,70,131,0,0,0,11,9,27,36,45,83,21,24,37,8,9,10,10,5,19,77,123,202,46,55,105,17,14,33,896,1121,2010,40,33,78,73,46,122,0,0,0,0,0,0,42,49,87,6,3,7,45,51,100,445,385,834,0,0,3,0,0,0,442,389,831,112,113,227,1674,1823,3497
SSC41500,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,30,0,0,0,0,0,0,15,18,30,5,0,5,35,25,62
SSC41501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,9,4,15
SSC41502,7,5,12,209,227,439,0,0,0,17,27,47,0,0,0,238,267,510,11,11,20,14,15,32,8,7,16,0,0,0,30,34,69,0,0,0,6,4,8,16,12,28,14,18,33,3,20,22,3,3,6,251,328,581,39,34,73,0,0,0,866,1005,1872,0,5,5,0,3,10,0,0,0,0,0,0,0,0,0,3,3,6,3,3,6,668,532,1200,0,11,12,4,5,11,674,548,1222,176,170,350,1743,1741,3481
SSC41503,0,0,0,18,23,33,0,0,0,3,4,8,0,0,0,30,23,55,0,0,6,0,0,0,6,8,13,0,0,0,4,3,8,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,31,27,66,0,3,11,0,0,0,103,98,198,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,86,73,159,0,0,0,0,0,0,86,73,159,28,29,57,215,214,430
SSC41504,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,4,9,13,4,3,3,0,0,0,14,17,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,16,0,0,0,0,0,0,9,4,16,0,0,0,25,27,50
SSC41505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6
SSC41507,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,9,0,0,0,0,0,0,8,5,9,6,0,6,16,14,27
SSC41508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5
SSC41509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,0,0,11,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,19,0,0,0,0,0,0,11,11,19,0,0,3,22,24,44
SSC41510,0,0,0,5,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,21,0,0,0,0,0,0,8,11,21,0,0,0,17,17,32
SSC41511,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,8,10,15,0,0,0,0,0,0,0,0,0,0,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,24,3,7,9,0,0,0,33,32,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,18,0,0,0,0,0,0,11,9,18,9,4,14,50,42,97
SSC41512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,4,3,8,0,0,0,5,8,16
SSC41513,0,0,0,3,5,13,0,0,0,3,0,3,0,0,0,15,34,53,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,3,9,0,10,0,0,0,0,0,0,4,13,17,12,10,17,0,0,0,52,65,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,45,0,0,0,0,0,0,22,17,45,4,8,13,87,92,176
SSC41514,0,3,3,21,22,36,0,0,0,3,3,6,0,0,0,11,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,6,18,5,4,6,0,0,0,52,46,99,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,57,0,0,0,0,0,0,38,28,59,21,14,36,111,91,200
SSC41515,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,7,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,14,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,24,0,0,0,0,0,0,17,7,24,3,3,5,35,29,64
SSC41516,0,0,0,6,4,12,0,0,0,0,0,3,0,0,0,6,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,16,0,0,0,0,0,0,27,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,23,0,0,0,0,0,0,13,11,23,6,3,11,44,37,85
SSC41517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,10,4,15
SSC41518,0,0,0,8,4,15,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,11,0,0,0,0,0,0,16,20,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,13,29,0,0,0,0,0,0,19,13,29,0,0,3,37,33,69
SSC41519,0,4,3,7,11,24,0,0,0,0,0,3,0,0,0,18,17,36,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,9,17,0,0,0,0,0,0,47,46,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,23,50,0,0,0,0,0,0,28,23,50,8,7,13,78,74,154
SSC41520,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,20,0,0,0,0,0,0,16,12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,13,0,0,0,0,0,0,6,8,20,0,3,3,28,27,52
SSC41521,0,3,3,3,8,10,0,0,0,0,0,0,0,0,0,21,21,45,0,0,0,0,0,0,3,3,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,18,22,37,0,3,3,0,0,0,46,56,107,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,33,60,0,0,0,0,0,0,31,33,60,5,9,20,89,106,189
SSC41522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
SSC41523,0,3,4,19,26,42,0,0,0,3,0,3,0,0,0,27,28,61,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,0,0,0,0,0,0,3,8,11,0,0,0,0,0,0,0,0,0,31,30,62,4,7,10,0,0,0,106,103,208,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,4,53,48,99,0,0,0,0,0,0,57,48,101,17,8,26,185,166,348
SSC41524,23,32,55,245,343,590,0,0,0,36,57,96,0,0,0,472,541,1017,10,8,24,16,36,52,0,7,7,9,14,17,33,66,93,5,3,4,3,3,5,24,23,44,18,25,40,3,3,3,3,0,4,176,261,435,39,51,98,9,5,16,1094,1444,2539,46,53,95,25,29,52,0,0,3,0,0,0,7,10,17,11,13,24,17,19,40,1023,956,1980,4,3,9,0,3,7,1029,962,1996,245,227,470,2483,2763,5247
SSC41525,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,3,8,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,24,3,3,8,0,0,0,33,36,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,14,31,0,0,0,0,0,0,21,14,31,4,4,11,60,51,108
SSC41526,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,11,5,20
SSC41527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,0,0,0,0,0,0,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,10,0,8,0,0,0,12,10,24
SSC41528,5,0,4,36,35,76,0,0,0,4,5,11,0,0,0,21,43,68,3,0,4,0,0,0,0,0,0,0,0,0,16,17,28,0,0,0,0,4,6,0,0,0,4,7,10,0,3,6,0,0,0,29,25,48,10,17,28,0,0,0,129,160,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,7,180,152,333,3,0,3,0,0,0,178,152,337,29,56,86,347,373,722
SSC41529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41530,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,0,0,0,0,0,0,7,9,15,3,3,6,18,20,37
SSC41531,0,0,3,3,0,3,0,0,0,4,5,6,0,0,0,10,18,26,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,15,3,0,7,0,0,0,36,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,22,50,0,0,0,0,0,0,24,28,47,6,10,19,72,75,145
SSC41532,0,0,0,8,3,11,0,0,0,0,0,0,0,0,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,24,21,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,35,32,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,4,15,0,0,0,0,0,0,8,4,15,4,3,6,42,42,82
SSC41533,87,71,161,79,98,180,0,0,0,17,12,24,0,0,0,146,168,315,0,0,3,26,26,46,0,0,0,0,3,3,3,4,9,0,0,0,3,3,8,0,3,8,10,3,10,0,0,0,0,0,0,25,24,51,4,8,17,0,0,0,324,346,675,0,0,0,3,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,86,202,3,3,8,0,0,0,121,89,211,87,88,168,615,605,1225
SSC41534,0,0,3,17,19,40,0,0,0,0,0,0,0,0,0,36,27,65,0,0,0,0,0,0,0,0,0,0,0,0,14,14,24,0,0,0,0,0,0,3,3,8,0,3,3,0,0,0,0,0,0,19,23,37,3,0,3,0,0,0,98,89,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,49,113,0,0,0,0,0,0,66,51,120,13,10,26,175,151,326
SSC41535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41536,3,0,0,5,16,21,0,0,0,0,0,0,0,0,0,8,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,3,3,5,0,0,0,0,0,0,8,0,9,3,3,7,0,0,0,27,40,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,36,78,0,0,0,0,0,0,41,36,78,10,3,13,81,79,164
