SSC_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SSC40916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC40917,33,74,104,28,32,61,43,182,223,48,315,364,234,702,937,301,321,622,745,265,1010,613,332,939,738,314,1047,624,168,794,485,112,592,475,70,547,701,43,747,321,7,328,149,0,150,66,12,78,59,0,64,495,45,542,114,137,249,6271,3134,9401
SSC40918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40919,6,14,24,6,3,8,5,43,52,7,56,62,26,105,127,29,54,77,67,45,120,74,53,132,67,49,112,67,23,94,41,21,57,51,13,65,98,20,122,51,0,58,42,0,45,18,8,29,29,0,29,56,11,68,7,31,35,761,561,1320
SSC40920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3
SSC40921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8
SSC40922,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,4,0,0,3,4,0,4,4,0,4,0,0,0,0,0,0,9,0,10,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9,0,0,0,41,8,42
SSC40923,9,19,30,14,14,29,31,78,111,31,120,148,97,301,393,114,179,289,266,139,411,247,129,379,344,101,444,302,81,384,280,57,333,292,36,327,493,44,536,301,13,315,155,0,163,110,22,130,181,0,181,368,22,392,33,71,109,3672,1439,5116
SSC40924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,7,3,0,3,3,4,7,0,0,0,3,0,3,10,0,8,0,0,0,8,0,8,8,0,8,10,0,10,3,0,3,0,0,0,48,6,55
SSC40926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,6,0,6,4,0,4,0,0,0,28,10,35
SSC40927,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,4,3,3,3,3,0,3,0,0,0,4,0,4,0,0,8,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,26,11,38
SSC40928,0,0,0,0,0,0,0,0,0,0,3,3,3,6,8,0,4,4,5,3,7,0,0,0,5,3,8,5,0,5,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,3,3,29,23,53
SSC40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40930,0,0,0,0,0,0,0,7,8,0,7,7,12,13,24,5,3,14,16,8,21,10,3,9,12,5,14,5,0,5,7,0,7,4,0,4,10,0,15,3,0,3,0,0,0,0,0,0,0,0,0,11,0,13,4,3,5,97,43,137
SSC40931,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,4,14
SSC40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC40933,0,3,4,6,0,6,3,6,7,0,3,5,15,8,30,10,11,18,32,3,31,29,7,33,54,14,59,51,0,51,35,4,36,38,6,36,58,3,61,27,0,27,6,0,6,5,0,5,11,0,11,44,0,47,3,0,7,416,71,495
SSC40934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40935,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,4,0,4,4,0,4,4,0,3,4,0,4,3,0,3,0,0,0,3,0,3,7,0,7,4,0,4,0,0,0,3,0,3,3,0,3,0,0,0,40,8,46
SSC40936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10
SSC40937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,14,5,19
SSC40939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40940,34,64,93,27,48,73,59,261,319,83,367,448,270,802,1075,273,352,622,670,312,979,520,331,853,630,305,934,628,166,787,524,114,631,496,69,562,773,87,858,432,8,439,191,6,202,98,38,133,169,0,167,556,33,592,109,192,297,6516,3565,10082
SSC40941,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,4,4,0,4,0,3,4,0,0,3,12,0,8,0,3,3,3,3,8,13,0,16,7,0,7,5,0,5,0,0,3,17,0,17,8,0,8,0,0,0,80,19,99
SSC40942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,9,19
SSC40943,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,3,11,0,8,5,0,5,7,0,7,5,0,4,0,0,0,3,0,3,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,48,3,53
SSC40944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40945,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,5,5,0,0,0,8,0,8,9,0,9,3,0,3,3,0,3,3,0,3,0,0,0,4,0,4,0,0,0,3,0,3,5,0,5,0,0,0,44,13,54
SSC40946,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,6,22
SSC40947,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,12,17
SSC40948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,4,3,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,19,3,24
SSC40949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,3,25
SSC40950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC40951,0,0,0,0,0,0,0,3,3,0,3,3,3,3,9,0,3,4,3,3,3,3,0,3,6,0,8,9,3,10,8,3,9,0,0,0,12,0,12,8,0,8,13,0,12,8,0,7,36,0,35,8,0,8,0,0,4,115,27,143
SSC40952,0,0,3,0,6,6,4,6,11,3,18,22,15,23,35,9,15,23,31,5,42,22,12,33,29,14,44,21,3,25,19,3,20,19,7,24,25,3,31,17,0,17,9,0,14,5,7,6,11,0,11,20,0,25,0,9,11,281,127,403
SSC40953,0,0,0,0,0,0,3,0,3,0,0,0,0,3,5,0,0,3,7,0,7,0,0,0,3,4,5,8,3,16,0,0,0,7,0,7,4,3,9,7,0,7,3,0,3,0,0,0,5,0,5,3,0,3,3,0,3,65,17,80
SSC40954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,12
SSC40955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,12
SSC40956,3,0,4,0,0,0,0,3,7,0,0,3,6,12,18,3,3,5,8,3,11,14,3,16,21,4,22,12,6,19,10,3,13,16,0,15,26,3,32,21,3,25,7,0,7,5,0,9,8,0,8,23,0,23,3,3,7,198,47,243
SSC40957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,3
SSC40958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5
SSC40959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,18
SSC40960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,12,0,12,18,0,22
SSC40961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,10,15
SSC40962,0,0,0,0,0,0,0,7,5,0,0,0,0,5,5,0,0,0,5,3,4,0,0,0,4,3,5,3,3,7,3,4,3,0,4,4,6,3,14,6,0,8,7,0,7,3,0,6,4,0,4,5,0,5,0,0,3,65,26,93
SSC40963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,12
SSC40965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40966,0,0,0,0,0,0,3,0,3,0,0,0,3,3,5,0,3,0,9,0,7,7,0,3,5,0,9,6,0,6,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,42,14,50
SSC40967,0,0,0,0,0,3,0,0,0,0,3,3,6,7,9,3,0,5,8,5,9,11,9,21,7,3,11,12,9,20,11,0,14,6,0,6,19,0,19,9,0,9,10,0,10,3,0,3,3,0,3,10,0,10,0,0,3,120,42,165
SSC40968,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,4,8,0,8,0,0,0,0,0,0,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,24
SSC40969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,10
SSC40970,10,9,16,3,3,3,8,46,56,17,59,79,59,61,121,63,36,101,92,34,126,93,66,159,86,48,131,101,21,129,74,21,95,69,14,85,113,8,117,48,0,48,20,0,25,3,6,4,6,0,6,86,4,92,18,19,37,972,453,1422
SSC40971,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,3,0,3,3,0,3,3,3,4,4,0,4,9,0,9,6,0,6,3,0,3,7,0,7,3,0,4,8,0,8,0,0,0,3,0,3,3,0,3,3,0,3,53,8,62
SSC40972,20,7,27,6,6,17,17,11,27,12,13,23,36,31,60,81,30,114,118,35,154,110,59,174,161,77,243,186,39,226,128,32,162,148,22,166,208,21,229,94,3,96,37,3,40,16,6,16,13,0,14,98,11,111,16,7,23,1507,414,1918
SSC40973,0,0,0,0,0,0,0,0,0,0,3,3,5,3,7,0,0,3,6,0,7,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,8,39
SSC40974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,3,3,0,6,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10,26
SSC40975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9
SSC40976,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,16
SSC40977,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,14
SSC40978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC40979,19,47,66,20,16,39,25,181,201,54,263,322,168,478,652,192,207,396,520,183,704,348,158,508,427,142,569,354,69,425,234,40,273,225,41,265,336,41,374,155,11,168,68,7,70,41,18,61,55,10,59,309,29,332,68,128,201,3626,2067,5689
SSC40980,3,0,3,3,0,3,0,3,6,0,11,11,10,22,36,16,5,18,33,13,40,23,13,34,22,7,30,33,3,34,25,3,32,30,3,35,39,3,37,10,0,10,7,0,12,9,0,7,10,0,10,31,0,36,9,0,6,325,92,413
SSC40981,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,3,8,0,11,4,0,3,6,0,6,0,0,0,0,0,0,0,0,0,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,40,8,49
SSC40982,0,0,0,0,0,0,0,3,3,0,3,3,0,9,9,3,0,3,3,0,3,0,4,3,0,3,3,0,0,0,4,0,4,3,0,4,11,0,11,7,0,7,5,0,5,3,0,3,4,0,4,4,0,3,0,0,0,49,18,67
SSC40983,3,0,3,0,0,0,0,0,0,0,3,3,0,4,3,3,0,3,3,0,3,0,0,3,6,0,6,0,0,3,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,25
SSC40984,0,0,0,0,0,0,0,0,0,0,0,0,5,4,9,0,0,0,3,7,12,5,0,5,7,0,7,7,0,7,5,0,5,0,0,3,5,0,5,3,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,46,12,63
SSC40985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC40986,3,3,8,0,0,0,0,3,3,0,6,8,8,5,13,0,4,10,8,6,20,20,6,29,24,7,30,23,3,23,21,3,24,14,3,18,26,0,29,32,0,32,16,0,16,18,3,23,49,0,49,35,3,39,3,3,7,299,72,367
SSC40987,3,0,3,0,0,0,5,0,5,0,10,11,6,5,12,5,0,4,14,3,22,5,7,14,19,0,21,12,3,14,8,0,13,5,0,5,17,4,24,10,0,10,3,0,3,3,0,4,3,0,3,13,0,13,0,3,3,132,35,167
SSC40988,0,0,0,0,0,0,6,3,11,0,6,6,3,17,17,5,3,9,7,11,22,13,13,20,20,6,22,19,3,23,12,7,20,13,0,15,32,3,30,14,0,18,6,0,7,3,0,5,5,0,5,24,0,23,3,3,9,190,79,272
SSC40989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,17
SSC40990,8,8,18,6,4,5,3,12,17,0,22,24,6,73,78,5,48,49,46,39,83,28,30,57,54,43,97,39,28,67,29,15,47,31,10,40,77,22,99,49,0,51,37,0,42,35,18,55,141,5,142,73,7,84,8,19,24,675,401,1073
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,0,8,8,0,3,7,0,22,24,0,28,28,8,42,47,3,30,34,24,19,48,29,27,57,35,30,68,38,13,50,30,17,45,29,13,44,73,9,82,58,0,63,56,4,61,24,5,24,73,0,74,50,4,51,6,5,12,535,278,816
SSC40995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,14
SSC40996,4,5,9,6,4,13,4,16,25,7,23,33,20,61,80,32,49,75,110,36,154,90,45,135,134,51,183,134,27,163,111,21,131,123,24,148,208,19,223,136,4,141,74,0,75,28,3,28,41,0,41,134,9,137,8,12,26,1409,413,1821
SSC40997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,12
SSC40998,0,3,3,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,4,0,3,3,4,8,9,0,10,10,0,10,0,0,0,6,0,6,9,0,9,7,0,7,3,0,3,0,0,0,0,0,0,7,0,7,0,0,0,55,17,76
SSC40999,0,8,7,0,0,0,0,3,4,4,10,13,8,18,32,8,3,17,21,3,21,11,8,18,12,0,12,27,5,24,6,0,4,9,0,12,11,0,14,3,0,3,0,0,0,0,0,0,0,0,0,13,0,16,8,4,13,135,74,205
SSC41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
SSC41001,0,0,0,0,0,0,0,9,4,3,3,5,11,20,29,11,3,13,23,3,25,16,6,15,12,5,19,14,3,18,8,0,8,9,4,11,19,3,21,14,0,14,11,0,11,0,0,3,0,0,0,29,0,29,6,4,9,183,59,243
SSC41002,16,6,26,5,12,20,6,46,59,13,58,65,55,144,196,46,94,141,126,73,201,133,73,201,145,50,197,179,48,224,122,28,149,106,19,122,198,19,220,107,8,116,47,3,55,13,5,19,50,3,53,142,15,157,19,38,58,1531,747,2276
SSC41003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,7,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,17,4,25
SSC41004,0,0,0,0,0,0,0,4,3,3,5,6,0,4,3,0,0,0,5,0,7,4,0,9,4,0,10,4,0,5,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,43,20,65
SSC41005,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10
SSC41006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,23,3,26
SSC41007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,6
SSC41008,0,3,3,0,0,0,0,0,3,0,0,0,0,3,3,3,0,3,4,0,4,4,0,10,3,0,3,3,0,3,0,3,3,5,0,5,7,0,7,3,0,3,4,0,4,0,0,0,0,0,0,6,0,6,4,0,3,54,11,63
SSC41009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,5,0,6,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,5,35
SSC41010,0,0,0,0,0,0,0,4,4,0,0,0,0,0,3,3,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,17,5,29
SSC41011,0,0,0,0,0,0,0,0,3,0,4,4,3,4,4,0,4,3,5,5,15,4,4,4,0,0,0,0,0,3,0,0,0,8,0,8,0,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,3,29,25,57
SSC41012,7,0,9,3,0,4,3,4,4,0,3,3,0,17,22,0,8,16,11,17,25,7,10,17,25,11,38,20,10,33,28,7,30,20,0,21,31,8,42,42,0,42,39,0,37,30,6,32,91,0,91,39,0,40,3,0,5,393,114,508
SSC41013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
SSC41014,8,3,9,5,3,7,6,5,12,0,18,18,19,58,72,13,22,32,59,21,81,51,23,71,54,16,77,49,7,58,38,11,47,29,0,32,55,5,64,38,0,41,25,0,24,5,4,9,5,0,6,42,3,48,5,16,24,507,227,729
SSC41015,0,3,5,0,0,3,0,3,4,3,5,9,3,5,10,3,6,12,9,17,28,8,27,35,11,37,53,12,24,32,6,10,15,11,10,21,26,12,42,9,0,10,9,0,10,4,9,13,7,0,5,18,6,28,0,6,3,165,179,347
SSC41016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,5,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,23,11,29
SSC41017,0,0,3,0,3,3,3,12,17,3,9,15,13,31,43,12,11,24,45,20,66,20,9,31,26,4,36,35,7,44,16,4,28,21,0,23,41,3,47,21,0,21,17,0,17,9,0,9,5,0,5,29,0,29,7,5,14,335,113,450
SSC41018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
