SSC_CODE_2016,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
SSC40001,36,110,26,51,43,15,5,8,5,298,64,85,54,83,82,32,10,14,10,422,134,91,473,177,203,103,65,87,14,1342,12,3,7,6,21,16,3,5,0,76,14,18,16,36,35,12,3,10,3,143,3,5,7,4,4,3,5,10,0,42,3,8,13,15,6,3,3,9,4,69,437,1145,644,475,545,221,113,177,44,3796
SSC40002,50,76,27,41,22,18,3,14,0,253,63,70,40,78,54,18,3,24,3,349,62,51,160,67,79,34,15,35,9,513,8,3,7,11,10,3,0,8,0,50,16,13,4,18,15,15,5,4,4,102,4,17,0,6,4,3,3,4,0,46,3,14,11,3,5,14,0,7,12,75,674,2088,381,467,508,268,41,198,66,4691
SSC40003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,4,5,0,3,0,0,0,0,23
SSC40005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC40006,0,3,0,4,0,0,0,4,3,21,12,7,4,13,14,0,4,4,0,58,17,8,70,20,20,15,16,20,0,197,3,0,0,3,5,0,3,3,0,22,4,3,0,3,5,4,0,7,0,20,0,0,4,0,3,0,0,0,0,5,0,4,3,3,0,0,4,3,0,17,53,110,93,66,64,31,27,44,8,507
SSC40007,7,10,3,6,10,4,0,0,0,42,13,10,5,18,16,3,3,0,0,66,22,13,65,26,27,17,10,11,3,189,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,0,0,3,0,22,0,3,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,0,0,5,63,168,89,90,67,24,23,29,3,558
SSC40008,17,53,4,11,16,4,0,3,0,108,10,26,6,5,6,4,0,3,0,64,26,12,69,20,17,10,6,14,0,174,0,0,0,0,0,4,0,0,0,7,5,7,0,10,0,5,0,0,0,27,4,0,0,0,3,0,0,0,0,3,0,4,0,0,7,4,0,0,0,18,213,619,94,97,99,42,8,25,17,1219
SSC40009,5,7,0,3,0,0,0,0,0,10,0,0,4,4,3,0,0,0,0,13,3,3,19,3,3,3,3,5,0,52,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,21,56,34,19,16,10,5,14,0,177
SSC40010,27,34,14,48,26,12,3,11,3,172,41,47,21,112,34,25,6,15,4,307,105,57,467,213,136,88,79,118,13,1282,8,5,12,11,20,19,13,21,0,110,12,11,18,39,17,15,12,10,0,132,0,3,3,4,5,0,0,0,0,17,12,8,12,16,4,10,4,19,14,103,275,497,567,496,295,200,117,221,39,2700
SSC40011,0,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,7,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,14,7,4,8,3,3,0,0,45
SSC40012,3,10,4,6,7,4,0,0,0,33,10,16,3,12,21,6,0,4,3,73,14,12,65,18,18,11,14,16,3,170,0,0,0,0,3,3,0,0,3,8,0,3,0,3,4,4,0,3,0,25,0,4,3,0,6,0,0,0,0,15,0,0,0,3,0,5,0,3,0,12,72,182,95,60,95,40,16,35,9,610
SSC40013,0,3,0,0,0,0,0,3,0,6,0,0,0,3,3,0,0,0,0,8,10,3,25,11,5,0,3,12,0,66,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,20,11,24,15,12,6,3,19,0,114
SSC40014,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,0,0,0,4,4,0,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,10,8,3,6,0,0,3,0,42
SSC40015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,6,3,3,6,0,3,0,0,25
SSC40016,3,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,4,3,6,0,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,3,5,0,3,0,0,39
SSC40017,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,9,0,6,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,8,10,20,0,13,0,3,0,3,0,47
SSC40018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40019,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,9,4,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,7,9,12,0,6,0,0,0,46
SSC40020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40022,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,6,6,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,10,6,12,4,0,0,7,3,49
SSC40023,0,0,0,0,0,0,0,0,0,8,0,0,0,4,3,0,0,0,0,3,4,0,16,3,0,0,3,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,12,15,8,10,0,10,0,0,57
SSC40024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12
SSC40026,10,14,9,29,5,0,3,5,0,81,30,22,13,91,23,17,10,6,0,214,61,44,298,156,108,60,90,94,20,945,11,5,10,12,18,24,10,17,0,98,9,4,3,14,10,13,4,11,3,75,0,5,5,3,4,3,3,3,0,23,7,7,6,12,11,8,11,18,8,74,143,229,363,362,200,130,133,171,37,1782
SSC40027,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,3,3,0,22
SSC40028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC40029,7,12,0,4,0,3,0,0,0,33,16,8,5,4,6,6,0,6,0,60,38,5,77,33,17,12,11,47,0,236,4,0,3,0,5,0,0,3,0,16,7,0,3,6,3,3,4,11,0,31,5,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,8,13,0,34,113,148,96,62,51,38,26,92,8,621
SSC40030,0,9,3,0,0,0,0,5,0,13,0,4,9,15,5,3,3,4,0,42,7,9,28,30,9,10,9,6,0,105,0,0,3,0,0,0,0,0,3,14,0,0,4,4,3,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,0,0,0,3,8,20,85,51,76,26,25,18,28,12,345
SSC40031,14,18,4,4,18,4,0,5,0,77,18,8,13,30,16,9,5,3,0,96,47,21,184,45,48,18,30,36,6,447,0,3,0,0,5,3,4,3,0,21,3,0,3,0,4,5,3,0,0,19,3,0,0,0,0,3,0,0,0,11,3,0,3,6,3,4,0,3,3,23,119,143,217,100,111,42,40,50,18,843
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4
SSC40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
SSC40036,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,3,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,3,0,0,3,0,22
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SSC40038,0,4,0,3,4,0,0,0,0,17,3,0,3,3,3,0,0,3,0,18,12,3,37,16,12,3,9,15,0,108,3,0,0,0,0,3,0,4,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,14,28,38,43,36,19,9,15,22,3,212
SSC40039,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,0,8,4,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,15,3,3,0,7,4,0,37
SSC40040,0,4,0,3,0,0,0,3,0,8,0,0,0,3,0,0,0,0,0,5,13,0,15,6,9,3,0,9,0,48,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,5,23,48,20,16,12,3,4,10,0,136
SSC40041,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,0,11,5,0,14,7,8,3,4,5,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,20,9,19,13,5,0,4,11,0,89
SSC40042,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,12,14,3,8,5,0,0,5,0,43
SSC40043,7,14,3,16,10,3,3,4,0,56,7,25,7,23,21,13,3,10,0,113,12,10,110,41,29,27,19,22,3,273,0,0,0,3,0,3,0,3,0,15,0,0,4,4,4,0,3,0,0,22,0,4,0,3,0,0,0,3,0,9,0,3,3,3,5,3,0,6,0,26,75,369,158,171,119,76,36,82,10,1103
SSC40044,3,0,3,4,0,0,0,0,0,13,4,8,0,0,0,0,0,0,0,12,3,3,10,8,9,0,3,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23,21,20,11,13,4,6,4,0,98
SSC40045,3,0,0,0,4,0,0,0,0,15,3,3,0,5,4,0,0,0,0,21,5,3,27,7,8,9,4,11,0,76,0,0,0,0,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,33,109,47,41,51,26,10,20,0,326
SSC40046,3,0,0,0,0,0,0,0,0,12,4,3,4,4,3,0,0,0,0,19,7,3,19,7,11,0,4,0,0,47,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,43,70,34,19,19,8,4,4,6,195
SSC40047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,12
SSC40048,38,75,19,28,38,16,0,7,3,230,63,82,30,60,59,30,3,11,7,333,98,34,359,88,114,57,41,66,9,871,4,0,8,12,11,10,0,3,0,46,16,6,10,11,21,14,0,6,0,85,4,10,7,3,11,4,4,3,3,49,5,9,5,8,13,10,4,3,11,68,419,1055,495,300,402,192,60,121,44,3094
SSC40049,0,3,3,6,3,6,0,0,0,25,7,8,5,21,3,4,3,6,0,55,16,4,47,36,13,5,11,25,0,161,0,3,0,5,0,0,3,0,0,12,0,0,0,7,4,4,0,4,0,15,0,0,0,0,0,0,3,0,0,9,0,0,0,3,0,0,3,7,0,12,42,101,67,104,45,28,34,63,3,488
SSC40050,3,4,0,0,5,0,0,0,0,17,3,3,0,6,3,0,0,0,0,15,13,0,25,8,3,3,5,20,0,72,0,0,0,0,0,0,3,0,0,9,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,5,41,52,27,21,18,12,8,20,0,195
SSC40051,4,6,0,3,3,0,0,0,0,23,5,0,3,0,3,0,0,0,0,13,3,3,13,4,5,0,0,0,0,37,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,45,101,22,11,33,13,0,3,3,224
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6
SSC40053,4,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,12,0,0,7,0,0,0,0,36
SSC40054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,5,3,5,4,0,0,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,5,7,3,0,3,0,41
SSC40055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12
SSC40056,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,8,3,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,10,6,6,3,0,3,0,0,48
SSC40057,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,7,3,0,0,0,3,0,34
SSC40058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40061,4,11,0,5,3,0,0,0,0,29,6,3,3,7,13,0,3,0,0,41,24,6,70,29,20,7,28,30,3,213,3,0,0,3,3,5,0,4,0,23,3,0,0,3,0,3,0,3,0,17,0,0,0,0,0,0,0,0,0,6,5,0,0,3,3,3,3,3,0,23,64,98,81,57,50,21,41,56,3,463
SSC40062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,12
SSC40063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,3,0,0,0,0,11
SSC40065,13,21,0,10,4,0,0,0,0,49,3,13,9,13,14,6,0,0,0,53,24,14,69,17,14,10,13,12,0,177,0,0,0,0,3,3,0,0,0,8,4,0,0,7,4,0,0,0,0,21,0,0,0,3,0,0,0,0,0,4,4,3,0,0,3,3,3,0,0,15,95,191,88,60,58,38,16,16,0,563
SSC40066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC40067,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,3,0,20
SSC40068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,15
SSC40069,10,20,6,19,13,5,3,3,0,74,14,15,8,33,16,8,3,4,3,103,30,16,192,56,53,31,16,21,3,417,4,0,3,0,6,3,0,3,0,20,3,0,3,5,7,5,3,6,0,35,3,3,3,3,3,0,0,0,0,15,0,3,3,13,3,0,3,3,0,25,83,300,240,145,130,56,31,43,15,1042
SSC40070,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,4,0,3,0,17,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,3,4,0,7,0,35
SSC40071,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,7
SSC40072,4,6,3,9,7,0,0,0,0,36,13,9,4,16,11,3,0,3,0,61,30,11,104,42,23,21,18,26,0,276,3,0,0,7,0,4,0,13,0,24,0,0,0,7,0,3,0,12,0,25,0,3,0,0,0,0,0,0,0,9,5,3,6,9,0,3,5,4,3,36,83,110,124,102,47,38,27,63,5,605
SSC40073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40075,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,16
SSC40076,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,5,0,0,3,0,20
