SSC_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
SSC41540,0,0,0,10,13,7,8,4,0,43
SSC41541,80,3,92,436,452,137,78,425,82,1613
SSC41542,0,0,0,4,6,5,0,13,12,41
SSC41543,0,0,0,0,0,0,0,0,0,0
SSC41544,0,0,0,8,28,20,20,12,11,98
SSC41545,0,0,0,18,6,11,11,7,0,48
SSC41546,14,8,27,171,231,77,54,135,60,732
SSC41547,0,3,0,27,43,17,22,31,48,191
SSC41548,0,0,0,26,46,25,23,18,23,155
SSC41549,0,0,0,5,6,5,0,11,0,30
SSC41550,91,22,178,1013,1223,531,338,879,241,4224
SSC41551,0,0,0,3,0,0,0,0,0,3
SSC41552,66,9,117,747,989,411,276,729,190,3349
SSC41553,10,3,36,334,398,139,98,253,59,1287
SSC41554,84,40,264,1138,1412,784,486,1019,302,5140
SSC41555,35,18,97,553,753,370,257,505,188,2621
SSC41556,0,0,0,3,3,3,6,0,0,19
SSC41557,15,3,27,164,234,80,68,209,53,808
SSC41558,0,0,0,0,3,3,0,0,0,12
SSC41559,132,41,207,460,634,307,176,444,122,2144
SSC41560,0,0,0,12,29,22,7,22,7,93
SSC41561,0,0,0,0,0,10,3,3,3,19
SSC41562,0,0,0,7,4,7,3,0,0,24
SSC41563,0,0,0,14,24,13,14,17,4,84
SSC41564,0,0,0,3,5,3,0,0,3,14
SSC41565,0,0,0,23,32,21,15,30,9,136
SSC41566,0,0,0,0,0,0,0,0,0,3
SSC41567,0,0,0,12,10,5,5,5,0,34
SSC41568,0,0,0,0,7,0,3,0,0,11
SSC41569,0,3,3,54,94,43,29,33,10,264
SSC41570,0,0,0,3,14,3,3,10,3,37
SSC41571,71,21,125,589,873,421,294,643,201,3025
SSC41572,0,0,0,0,0,0,0,0,0,0
SSC41573,3,3,12,319,411,198,168,282,86,1466
SSC41574,47,18,109,891,1380,663,542,1185,632,5296
SSC41575,22,13,57,400,600,313,245,440,169,2170
SSC41576,55,27,115,847,1197,647,610,1518,581,5407
SSC41577,0,0,0,11,6,3,5,7,12,40
SSC41578,0,0,0,7,3,4,4,3,0,30
SSC41579,0,0,0,0,0,0,0,0,0,6
SSC41580,0,0,0,33,39,24,28,15,9,139
SSC41581,0,0,0,17,18,12,10,15,19,81
SSC41582,0,0,0,0,5,0,0,7,0,18
SSC41583,0,0,0,8,12,5,8,3,8,45
SSC41584,0,0,0,25,30,21,6,16,14,113
SSC41585,3,0,3,12,11,9,5,3,6,47
SSC41586,13,20,73,574,800,352,295,555,200,2784
SSC41587,0,0,0,5,0,0,0,5,0,10
SSC41588,25,6,50,474,644,318,238,355,156,2185
SSC41589,0,0,0,0,3,0,4,7,0,18
SSC41590,0,0,0,4,0,0,0,0,0,11
SSC41591,0,0,0,6,0,0,0,0,0,11
SSC41592,0,0,0,9,8,3,4,0,3,29
SSC41593,0,0,0,3,4,10,7,7,5,33
SSC41594,0,0,0,0,0,0,0,0,0,0
SSC41595,10,3,42,373,608,306,211,253,108,1861
SSC41596,0,0,0,27,30,27,10,22,9,126
SSC41597,0,0,7,64,103,43,40,55,25,336
SSC41598,4,6,10,61,85,37,44,47,31,307
SSC41599,3,3,13,77,130,71,66,87,54,490
SSC41600,0,0,5,25,42,13,15,26,20,128
SSC41601,26,8,76,938,1235,572,389,962,239,4333
SSC41602,3,3,10,74,87,27,25,157,38,408
SSC41603,0,0,6,52,79,35,46,40,24,274
SSC41604,0,0,0,0,0,0,0,3,0,3
SSC41605,0,0,3,12,4,3,7,3,0,25
SSC41606,0,4,15,55,86,76,50,56,36,354
SSC41607,0,0,0,0,0,0,0,0,0,0
SSC41608,0,0,0,5,6,0,0,5,8,24
SSC41609,0,3,3,19,21,27,14,19,23,123
SSC41610,0,0,0,29,17,7,9,8,5,76
SSC41611,0,0,0,19,26,13,21,16,4,96
SSC41612,3,0,4,35,73,35,36,35,19,232
SSC41613,0,0,0,0,0,0,0,4,0,4
SSC41614,0,0,0,22,9,7,8,10,3,53
SSC41615,0,0,0,27,30,26,18,29,13,145
SSC41616,0,0,0,0,0,0,0,0,0,0
SSC41617,0,0,0,6,12,17,0,11,6,57
SSC41618,0,0,0,10,8,3,8,9,8,45
SSC41619,0,0,0,0,0,0,0,0,0,0
SSC41620,0,0,3,15,9,5,6,4,0,43
SSC41621,0,0,0,49,58,26,20,21,7,186
SSC41622,109,30,208,2252,2699,1174,742,1748,370,8985
SSC41623,6,0,13,115,146,66,39,132,8,503
SSC41624,0,0,0,12,12,12,8,11,3,65
SSC41625,0,0,0,11,16,8,4,6,3,49
SSC41626,0,0,0,29,31,31,24,24,10,148
SSC41627,55,9,90,459,584,294,234,386,205,2162
SSC41628,43,3,64,418,474,177,131,402,101,1701
SSC41629,20,8,56,392,402,173,156,710,189,2021
SSC41630,24,5,50,472,445,178,148,624,152,2022
SSC41631,6,0,11,317,406,179,118,321,63,1404
SSC41632,49,17,112,603,728,310,238,541,188,2610
SSC41633,56,19,119,534,734,272,198,623,191,2555
SSC41634,3,0,8,19,32,20,22,29,3,134
SSC41635,0,0,0,0,3,0,0,4,3,11
SSC41636,0,0,0,12,6,3,4,4,0,23
SSC41637,0,0,0,3,4,6,3,4,5,27
SSC41638,0,0,0,14,17,8,7,9,3,59
SSC41639,0,0,0,0,3,5,0,0,0,9
SSC41640,0,0,0,30,37,18,5,22,23,135
SSC41641,0,0,0,0,0,0,0,0,0,5
SSC41642,3,0,0,174,232,86,62,108,27,691
SSC41643,0,0,0,6,12,3,3,5,0,32
SSC41644,14,4,24,93,143,58,62,93,44,508
SSC41645,0,0,0,10,17,11,3,11,0,58
SSC41646,0,0,0,9,19,5,17,14,6,75
SSC41647,0,0,0,18,12,9,8,8,3,57
SSC41648,24,15,96,1574,1925,904,537,1280,249,6475
SSC41649,4,0,4,10,24,16,17,20,5,92
SSC41650,0,0,3,22,30,9,23,24,3,121
SSC41651,19,7,32,121,178,103,82,116,56,653
SSC41652,0,0,0,7,0,3,4,3,0,14
SSC41653,0,0,0,34,31,16,0,47,65,188
SSC41654,0,0,0,16,13,7,9,13,8,68
SSC41655,0,0,0,3,0,0,0,0,0,3
SSC41656,0,0,0,0,0,0,0,0,0,3
SSC41657,0,0,0,3,0,0,0,3,0,4
SSC41658,0,0,3,16,8,12,3,3,10,57
SSC41659,42,5,53,102,205,114,89,179,90,781
SSC41660,0,0,0,3,4,3,3,3,0,9
SSC41661,0,0,0,0,0,0,0,0,3,6
SSC41662,0,0,0,0,0,0,0,0,0,0
SSC41663,0,0,0,0,0,3,0,6,0,13
SSC41664,0,0,0,49,69,29,23,25,11,207
SSC41665,0,0,0,5,9,3,5,0,3,22
SSC41666,4,0,4,63,72,43,20,36,31,272
SSC41667,0,3,0,10,9,17,3,8,10,62
SSC41668,0,0,0,0,0,0,0,0,0,0
SSC41669,0,0,0,4,0,3,0,3,0,13
SSC41670,0,0,4,0,10,0,4,0,0,20
SSC41671,0,0,0,12,15,4,16,15,11,76
SSC41672,0,0,0,0,8,0,3,3,3,23
SSC41673,14,0,23,145,192,154,98,162,51,806
SSC41674,0,0,5,21,43,32,30,44,11,185
SSC41675,0,0,0,0,0,0,0,0,0,0
SSC41676,0,0,0,6,9,9,11,3,3,42
SSC41677,0,0,0,0,0,0,0,0,0,0
SSC41678,0,0,4,25,37,22,15,19,18,131
SSC41679,0,0,0,12,20,5,5,14,11,71
SSC41680,0,0,0,5,0,3,0,9,0,22
SSC49494,17,0,22,466,435,143,126,850,627,2648
SSC49797,0,0,0,4,0,0,0,3,0,3
