SSC_CODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
SSC40418,11,0,0,0,0,11,3,0,0,0,0,3,7,0,0,0,0,7,13,0,0,0,0,13,15,0,0,0,0,15,58,0,0,0,0,64,79,0,0,0,0,79,51,0,0,0,0,51,7,0,0,0,0,7,7,0,0,0,0,7,3,0,0,0,0,3,15,0,0,0,0,15,269,0,0,0,0,268
SSC40419,34,0,0,0,0,34,25,0,0,0,0,23,17,0,0,0,0,17,26,0,0,0,0,26,49,0,0,0,0,49,140,0,0,0,0,140,156,0,0,0,0,156,143,0,0,0,0,143,27,0,0,0,0,27,23,0,0,0,0,23,3,0,0,0,0,3,14,0,0,0,0,14,656,0,0,0,0,656
SSC40420,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,51,0,0,0,0,48
SSC40421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40422,4,0,3,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,10,0,0,3,0,0,6,9,0,8,0,0,11,9,3,6,0,0,15,14,0,0,0,0,23,3,0,0,0,0,3,6,0,0,0,0,6,10,0,0,0,0,6,0,0,0,0,0,3,60,9,24,0,0,100
SSC40423,0,0,0,0,0,4,3,3,0,0,0,6,0,0,0,0,0,0,17,4,0,0,0,21,9,3,0,0,0,8,14,3,0,0,0,19,32,0,4,0,0,39,34,3,0,0,0,42,7,3,0,0,0,12,6,3,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,137,25,9,0,0,173
SSC40424,27,0,0,0,0,27,18,0,0,0,0,18,12,0,0,0,0,12,31,0,0,0,0,31,45,0,0,0,0,45,137,0,0,0,0,137,165,3,0,0,0,168,186,3,0,0,0,188,36,0,0,0,0,36,17,0,0,0,0,17,10,0,0,0,0,10,22,0,0,0,0,24,689,3,0,0,0,696
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40427,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,10,12,0,0,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,36,0,0,0,0,36
SSC40428,11,3,0,0,0,18,4,0,0,0,0,8,3,3,0,0,0,8,10,4,0,0,0,16,13,0,0,0,0,16,22,12,3,0,0,37,15,12,5,0,3,36,39,13,3,0,0,54,17,7,0,0,0,25,19,4,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,9,168,55,15,0,3,231
SSC40429,21,4,0,0,0,25,10,3,0,0,0,17,10,0,0,0,0,10,19,0,0,0,0,21,27,9,5,0,0,35,68,18,7,0,0,96,72,22,0,0,0,93,87,27,0,0,0,115,28,3,0,0,0,29,17,0,0,0,0,16,7,0,0,0,0,7,20,0,0,0,0,21,383,84,10,0,0,485
SSC40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40431,21,3,0,0,0,29,15,6,0,0,0,18,24,4,0,0,0,23,25,3,3,0,0,33,29,13,5,0,0,42,77,32,6,0,3,119,91,37,13,0,0,138,131,56,7,0,0,187,54,12,3,0,0,72,23,6,0,0,0,29,9,0,0,0,0,9,23,0,0,0,0,27,510,160,43,0,5,725
SSC40432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,4,4,0,0,0,0,4,12,0,0,0,0,12,9,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,47
SSC40433,7,4,0,0,0,8,3,0,0,0,0,9,3,3,0,0,0,4,0,3,0,0,0,3,7,3,0,0,0,6,10,8,0,0,0,17,14,15,0,0,0,29,21,13,0,0,0,36,19,3,0,0,0,16,7,4,0,0,0,15,0,0,0,0,0,0,7,0,0,0,0,7,100,57,0,0,0,153
SSC40434,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40437,7,3,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,10,4,0,3,0,0,8,7,0,0,0,0,7,7,0,0,0,0,7,7,0,0,0,0,7,25,0,0,0,0,25,3,0,0,0,0,3,81,3,3,0,0,86
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40439,87,0,0,0,0,84,43,3,0,0,0,43,30,0,0,0,0,30,66,0,0,0,0,66,97,0,0,0,0,99,252,4,0,0,0,261,303,6,0,0,0,307,406,3,0,0,0,411,191,0,0,0,0,193,107,0,0,0,0,111,55,0,0,0,0,55,65,0,0,0,0,66,1703,21,3,3,0,1729
SSC40440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,21,0,0,0,0,25
SSC40441,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,32,5,0,0,0,35,13,0,0,0,0,13,14,0,0,0,0,19,31,3,0,0,0,34,33,10,0,0,0,36,65,4,3,0,0,78,82,16,3,0,0,96,130,18,0,0,0,155,49,13,0,0,3,67,39,3,0,0,0,45,17,3,0,0,0,19,11,3,0,0,0,14,517,72,9,0,5,605
SSC40444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40447,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,6,0,0,0,0,6,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC40448,8,6,0,0,0,13,4,0,0,0,0,3,5,0,0,0,0,3,11,3,4,0,0,17,3,0,0,0,0,5,20,3,4,0,0,23,30,13,10,0,0,51,17,15,3,0,0,42,8,6,0,0,0,12,26,6,0,0,0,30,3,0,0,0,0,9,3,0,0,0,0,3,138,51,24,0,0,214
SSC40449,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,51,0,0,0,0,51
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40460,21,0,0,0,0,21,10,0,0,0,0,10,10,0,0,0,0,10,18,0,0,0,0,18,35,0,0,0,0,35,126,0,0,0,0,130,105,0,0,0,0,105,86,0,0,0,0,86,12,0,0,0,0,12,13,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,10,459,0,0,0,0,458
SSC40461,0,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,4,3,0,0,0,7,6,0,0,0,0,6,12,3,3,0,0,14,0,8,0,0,0,10,19,8,3,0,0,31,5,5,0,0,0,10,10,0,0,0,0,12,9,0,0,0,0,9,4,0,0,0,0,4,72,25,8,0,0,110
SSC40462,10,6,0,0,0,18,4,0,0,0,0,4,5,3,0,0,0,7,9,0,0,0,0,10,7,0,0,0,0,12,29,0,5,0,0,31,27,3,5,0,0,39,57,7,0,0,0,69,36,0,0,0,0,35,31,0,0,0,0,31,11,0,0,0,0,11,10,0,0,0,0,12,256,17,13,0,0,288
SSC40463,24,4,0,0,0,32,13,3,3,0,0,17,12,3,0,0,0,14,22,9,0,0,0,30,28,5,6,0,0,38,63,10,13,0,0,90,74,19,3,0,0,101,89,17,5,0,0,118,65,14,0,0,0,85,46,11,0,0,0,54,18,3,0,0,0,26,27,8,3,0,0,37,488,109,34,0,3,632
SSC40464,33,11,0,0,0,43,12,4,3,0,0,14,6,0,0,0,0,13,14,9,0,0,0,17,10,4,3,0,0,22,44,28,12,0,0,79,41,12,10,0,0,59,44,19,8,0,0,74,50,9,0,0,0,55,45,4,4,0,0,58,32,3,0,0,0,39,13,5,0,0,0,22,355,104,46,0,0,500
SSC40465,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,9,3,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,6,5,0,0,0,0,5,8,4,0,0,0,13,6,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,54,6,0,0,0,64
SSC40470,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,12,0,0,0,0,12,19,0,0,0,0,19,24,0,0,0,0,24,26,0,0,0,0,26,13,0,0,0,0,13,13,0,0,0,0,9,3,0,0,0,0,3,13,0,0,0,0,13,145,0,0,0,0,149
SSC40471,42,0,0,0,0,42,21,0,0,0,0,26,17,0,0,0,0,16,32,0,0,0,0,30,64,3,0,0,0,70,137,6,0,0,0,143,181,0,0,0,0,184,156,4,0,0,0,157,49,0,0,0,0,49,21,0,0,0,0,21,5,0,0,0,0,10,29,0,0,0,0,29,755,15,6,0,0,773
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14
SSC40474,13,3,0,0,0,16,6,0,0,0,0,6,11,5,0,0,0,15,20,6,0,0,0,30,18,3,0,0,0,28,72,9,0,0,0,79,81,9,0,0,0,88,42,0,0,0,0,48,20,0,0,0,0,20,13,0,0,0,0,17,3,0,0,0,0,4,9,4,0,0,0,13,320,36,0,0,0,363
SSC40475,0,0,0,0,0,4,9,0,0,0,0,9,5,0,0,0,0,8,11,3,0,0,0,17,19,5,0,0,0,22,26,5,0,0,0,34,13,3,0,0,0,16,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,5,109,20,0,0,0,127
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19
SSC40477,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,17
SSC40478,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,19,0,0,0,0,19,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,66,0,0,0,0,66
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40487,12,0,0,0,0,10,0,6,0,0,0,6,0,0,0,0,0,4,3,5,0,0,0,10,5,0,0,0,0,3,10,5,0,0,0,12,7,4,0,0,0,11,17,9,0,0,0,24,12,9,0,0,0,20,11,5,0,0,0,18,17,0,0,0,0,21,4,0,0,0,0,9,106,46,3,0,0,154
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC40490,25,0,0,0,0,26,22,0,0,0,0,22,8,0,0,0,0,13,20,0,0,0,0,22,21,0,0,0,0,24,73,11,5,0,0,89,110,14,3,0,0,129,82,7,0,0,0,90,18,3,0,0,0,22,14,0,0,0,0,14,6,0,0,0,0,6,8,3,0,0,0,9,408,43,14,0,0,461
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,14
SSC40492,8,0,0,0,0,8,12,0,0,0,0,12,19,0,0,0,0,20,11,0,0,0,0,11,21,0,0,0,0,21,8,0,0,0,0,8,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,82,0,0,0,0,87
SSC40493,17,3,0,0,0,18,11,3,0,0,0,11,5,3,0,0,0,5,9,3,0,0,0,13,15,3,0,0,0,18,49,9,6,0,0,61,49,8,3,0,0,63,63,17,0,0,0,82,34,4,0,0,0,39,22,3,0,0,0,30,23,3,0,0,0,26,8,0,4,0,0,9,304,59,19,0,3,381
SSC40494,6,0,0,0,0,6,7,0,0,0,0,3,4,0,0,0,0,4,9,0,0,0,0,9,6,0,0,0,0,6,21,3,0,0,0,21,23,0,0,0,0,23,17,0,3,0,0,17,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,101,4,3,0,0,108
SSC40495,20,3,0,0,0,22,4,0,0,0,0,6,9,0,0,0,0,9,11,0,0,0,0,11,4,0,0,0,0,5,11,0,0,0,0,13,26,0,0,0,0,28,34,7,0,0,0,42,25,8,0,0,0,30,47,3,0,0,0,47,23,0,0,0,0,30,3,0,0,0,0,0,214,34,3,0,0,249
