SSC_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SSC41232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41233,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,3,11,4,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,11,17,20,4,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,20,3,25,0,0,0,0,4,0,5,0,0,6,0,3,0,8,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,3,0,0,0,3,3,0,10,0
SSC41234,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,13,3,30,0,0,0,4,8,3,11,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41235,20,6,33,0,0,0,0,0,0,0,0,0,3,0,6,0,12,0,0,3,0,3,0,12,0,0,0,0,0,0,3,0,0,5,0,3,0,12,0,0,4,4,13,3,27,0,0,3,8,7,0,20,5,9,32,11,15,0,71,3,7,36,40,68,3,157,0,0,0,0,0,0,0,0,0,0,3,6,0,14,0,0,7,3,3,0,11,14,17,112,96,178,21,441,6,4,16,14,43,4,80,0,0,0,0,3,0,3,0,0,6,5,43,3,67,0,0,0,0,8,0,12,0,0,0,0,55,0,55,0,0,0,3,10,6,14,0,0,5,16,44,11,78,0,3,9,7,37,11,67,0,0,0,7,15,0,27,0,0,6,0,7,0,19,0,0,4,0,3,0,15,0,0,0,0,0,0,7,0,0,3,0,5,0,15,0,0,12,13,28,0,54,0,0,11,11,21,0,46,10
SSC41236,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,9,0,0,11,0,0,5,0,18,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,20,31,5,71,0,0,0,3,14,0,21,0,0,0,0,7,0,7,0,0,0,3,10,0,12,0,0,0,3,3,0,5,0,0,0,0,12,0,13,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,5,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,4,0,3,0
SSC41237,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,6,3,7,0,17,3,0,0,3,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,18,10,52,0,0,0,3,4,6,12,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,3,0,0,0,3,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0
SSC41238,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,3,0,3,0,0,0,0,7,0,6,0,0,0,0,5,0,9,0,0,0,3,3,0,9,3,4,16,6,5,0,33,0,3,12,13,19,3,50,0,0,0,0,0,0,0,0,0,0,3,7,0,5,0,0,0,0,4,0,5,3,10,41,32,83,7,180,0,0,9,10,31,7,57,0,0,0,0,0,0,0,0,0,3,3,19,0,31,0,0,0,0,7,0,7,0,0,3,0,24,0,31,0,0,0,0,5,0,8,0,0,3,4,12,0,25,0,0,0,0,19,3,23,0,0,0,0,3,0,9,0,0,0,0,0,0,3,0,0,4,4,3,0,15,0,0,0,0,3,0,3,0,0,3,0,10,0,16,0,0,0,3,15,0,15,0,0,3,6,4,0,17,3
SSC41239,7,3,14,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,3,4,0,0,8,0,0,0,0,0,0,5,4,0,7,8,0,0,18,0,0,3,0,0,0,6,0,0,11,0,3,0,12,7,0,10,7,4,0,26,5,0,29,11,6,0,57,0,0,0,0,0,0,0,4,0,4,3,3,0,18,0,0,0,3,0,3,8,20,8,86,38,43,12,210,0,0,0,0,0,0,0,0,0,5,0,3,0,9,0,0,6,0,8,4,23,0,0,0,0,0,0,8,0,0,4,0,19,0,27,0,0,4,0,0,0,3,0,0,8,3,15,3,30,0,0,15,12,9,7,35,4,0,0,11,8,3,26,0,0,0,0,0,0,4,0,0,3,0,0,0,7,0,0,3,0,3,5,10,7,0,22,7,3,0,45,0,0,3,0,3,4,14,7,0,21,3,7,0,32,7
SSC41240,24,3,34,0,0,0,3,3,0,14,0,0,0,0,3,0,3,0,0,4,9,9,3,25,0,0,0,4,5,0,3,3,3,9,6,9,3,31,0,0,4,3,14,3,26,0,4,16,8,12,3,45,9,6,39,14,18,0,82,8,13,77,60,92,5,243,0,0,3,3,3,0,14,0,0,0,5,25,0,30,0,0,3,0,0,0,9,15,29,177,131,271,31,656,0,0,0,0,4,0,4,0,0,0,0,3,0,6,0,0,8,10,73,3,95,0,0,0,0,8,0,7,0,0,8,7,146,6,165,0,0,3,3,15,0,28,0,0,21,26,75,4,130,0,0,3,9,31,4,46,0,0,3,7,28,4,43,0,0,3,7,9,0,13,0,0,12,7,19,3,37,0,0,0,4,10,0,19,7,6,18,15,21,3,66,0,0,3,6,35,4,55,0,4,23,17,46,6,107,12
SSC41241,4,0,9,0,0,0,0,0,0,6,0,0,0,0,3,0,3,0,0,0,3,3,0,9,0,0,0,0,3,0,3,0,0,4,3,3,0,12,0,0,0,3,4,0,10,3,0,4,3,10,3,25,4,3,17,7,8,3,35,0,0,27,38,34,3,104,0,0,0,0,3,0,3,0,0,3,3,15,0,21,0,0,3,0,0,3,11,9,3,68,73,109,22,278,0,0,0,0,3,0,0,0,0,0,0,6,0,8,0,0,3,9,35,0,44,0,0,0,0,3,0,3,0,0,0,4,48,0,55,0,0,0,3,14,0,11,0,0,10,4,32,3,50,0,0,3,0,11,0,18,0,0,4,4,7,4,16,0,0,3,0,10,0,16,0,0,3,7,7,4,16,0,0,0,0,8,0,8,0,0,9,6,8,0,21,0,0,3,9,7,0,17,3,0,8,11,24,3,47,5
SSC41242,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,18,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0
SSC41243,16,0,32,0,0,3,5,5,6,20,0,0,6,3,0,0,3,3,0,8,6,12,0,30,0,0,0,0,4,0,6,11,4,10,3,4,0,31,0,3,11,9,9,0,31,4,3,17,7,8,0,47,11,11,24,6,9,0,65,13,13,65,34,30,0,153,0,0,5,0,4,0,12,3,0,4,4,20,0,35,0,0,3,0,4,5,12,54,33,200,100,155,17,561,0,0,3,0,0,0,3,0,0,8,0,0,0,6,10,0,24,9,37,0,78,0,0,7,0,0,0,11,4,0,5,4,50,3,69,4,0,6,0,9,0,19,3,4,30,13,37,5,93,7,0,21,6,28,0,71,4,0,9,10,20,3,49,0,0,8,7,3,0,14,7,0,12,12,14,5,49,0,0,3,4,4,0,15,16,3,40,9,18,3,79,0,3,16,14,11,0,50,11,4,34,21,20,3,90,14
SSC41244,11,0,17,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,7,8,0,13,0,0,0,3,3,0,7,3,0,7,10,4,0,27,0,0,7,3,5,0,18,3,0,14,13,16,0,52,3,0,41,10,14,0,75,5,14,62,41,58,3,178,0,0,0,0,3,0,3,0,0,3,7,18,0,32,0,0,0,3,3,0,7,24,22,154,124,199,12,538,0,0,0,0,0,0,5,0,0,0,0,4,0,5,3,0,13,12,59,3,93,3,0,0,0,7,0,11,3,0,5,9,115,4,142,0,0,7,9,17,0,33,0,0,8,19,45,0,80,0,0,7,3,30,3,42,0,0,0,3,20,0,27,0,0,0,4,9,0,17,0,0,3,7,12,0,23,0,0,0,4,14,0,19,3,0,26,18,14,0,61,0,0,3,6,19,0,32,7,7,31,32,41,4,121,14
SSC41245,3,0,13,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,3,5,0,7,0,23,0,0,0,0,0,0,6,8,0,5,3,6,0,20,3,4,14,3,0,0,28,3,4,17,0,10,0,34,0,0,0,0,0,0,3,0,0,5,5,0,0,14,0,0,0,0,0,0,3,19,19,90,25,48,4,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,13,0,36,0,0,0,0,0,0,0,0,0,6,3,12,0,20,3,0,0,0,3,0,7,3,0,12,8,9,0,34,0,0,8,0,10,0,23,0,0,3,5,9,0,16,0,3,3,0,3,0,13,0,0,8,0,0,0,18,0,0,0,0,3,0,3,7,3,19,8,7,0,51,3,3,5,3,3,3,20,8,9,15,7,13,0,49,8
SSC41246,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,3,0,3,0,0,3,4,3,0,14,0,0,0,0,4,3,3,0,0,7,7,10,0,29,3,4,23,4,20,0,51,0,3,38,41,54,7,138,0,0,3,0,4,0,3,0,0,0,0,10,0,12,0,0,0,4,4,7,17,4,11,87,73,156,18,349,0,0,0,0,6,0,13,0,0,0,0,13,0,19,5,7,18,14,101,6,143,0,0,0,0,7,0,11,0,0,0,0,49,0,53,0,0,0,0,7,0,10,0,0,8,3,46,4,65,0,0,0,0,18,6,24,0,0,0,5,10,0,13,0,0,0,0,6,0,10,0,0,0,6,4,0,15,0,0,0,0,8,0,4,0,0,9,13,6,0,27,0,0,0,0,5,3,14,0,0,4,21,22,4,59,6
SSC41247,13,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,4,3,3,0,13,0,0,0,0,0,0,6,0,0,4,9,7,0,29,6,7,27,5,8,0,55,3,3,28,19,44,3,104,0,0,0,0,0,0,0,0,0,0,3,11,0,14,0,0,0,0,3,0,3,8,7,76,54,124,10,272,0,0,0,0,0,0,0,0,0,0,3,12,0,14,3,0,6,11,75,3,94,0,0,0,3,8,0,8,0,0,3,0,35,0,46,0,0,0,0,3,0,3,0,0,0,5,24,8,42,0,0,0,0,19,0,19,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,4,6,0,8,0,0,0,4,4,0,7,0,0,5,3,3,0,17,0,0,0,0,4,0,7,0,3,9,20,23,0,53,4
SSC41248,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,0,12,3,0,0,0,0,0,10,0,0,11,11,21,3,40,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,5,15,17,51,8,101,0,0,0,0,3,0,9,0,0,0,0,3,0,3,0,0,0,0,15,0,16,0,0,0,0,6,0,5,0,0,0,0,17,0,20,0,0,0,0,3,0,3,0,0,0,3,12,0,18,0,0,0,0,11,0,10,0,0,3,0,7,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,4,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,9,0,0,3,7,11,0,20,3
SSC41249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41250,0,0,4,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,7,9,3,4,0,22,0,0,13,5,13,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,3,6,42,18,47,4,125,0,0,8,4,19,0,29,0,0,0,3,0,0,3,0,0,3,3,8,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,3,3,0,4,0,0,0,0,5,0,11,0,0,0,3,3,0,6,0,0,3,0,10,0,15,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,3,0,3,0,0,3,3,0,0,10,0
SSC41251,12,4,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,4,0,0,6,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,6,0,0,9,0,6,0,20,0,0,3,9,8,0,16,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,3,0,3,0,9,9,9,40,30,59,11,144,0,0,9,9,16,5,36,0,0,0,0,0,0,0,0,0,5,0,9,0,21,0,0,0,0,0,0,0,0,0,4,3,46,0,50,0,0,4,0,4,0,3,0,3,9,3,16,0,34,0,0,4,9,35,4,52,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,4,3,0,12,0,0,10,0,0,0,6,0,0,3,3,3,0,4,0,0,0,4,7,0,18,3
SSC41252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,14,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SSC41253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,5,0,9,3,17,0,29,0,0,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0
SSC41255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,6,9,11,0,18,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
SSC41256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
