SSC_CODE_2016,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
SSC41259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41260,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,15,3,7,0,39,0,0,0,0,0,0,3,11,0,9,0,0,0,23,15,3,11,6,3,0,36,19,3,49,8,0,4,77,0,0,3,0,0,0,5,0,0,5,0,3,0,7,0,0,3,3,0,0,5,51,11,121,29,31,4,248,0,0,0,0,0,0,7,3,0,9,0,0,0,10,4,0,7,4,3,0,16,0,0,0,0,0,0,0,0,0,7,3,10,0,18,0,0,11,8,3,0,20,3,0,12,0,3,0,20,3,0,4,0,0,0,13,4,0,3,0,3,0,10,0,0,0,0,0,0,8,6,3,14,0,4,0,22,0,0,4,3,3,0,16,20,3,55,3,9,0,99,0,0,3,0,3,0,8,13,5,14,3,0,0,37,23
SSC41261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,5,0,0,8,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,11,4,0,28,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0
SSC41262,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,13,0,20,0,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC41263,12,0,12,0,0,0,0,7,0,9,0,0,0,0,6,0,10,0,0,0,0,6,0,17,0,0,0,0,0,0,4,0,0,4,0,6,3,14,0,0,0,3,6,0,19,4,3,13,7,8,0,33,9,3,33,19,13,0,76,13,18,38,30,48,6,152,3,0,3,0,3,0,4,0,0,0,7,8,0,18,0,0,0,4,5,4,14,29,25,108,98,157,19,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,48,0,88,0,0,0,0,9,0,8,0,0,4,8,56,8,75,0,0,0,3,17,0,22,0,0,7,9,28,10,54,0,0,5,10,25,0,42,3,0,5,0,31,3,42,0,0,0,7,6,0,14,0,0,3,4,11,0,22,0,0,0,0,0,0,7,0,0,18,6,8,3,40,0,0,3,10,13,0,28,4,3,18,17,18,0,71,12
SSC41264,3,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,10,0,0,0,3,6,0,12,0,4,12,5,10,0,30,0,0,10,11,9,0,29,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,34,33,62,10,146,0,0,5,0,6,0,14,0,0,0,3,4,0,6,0,0,0,6,31,3,44,0,0,0,0,3,0,5,0,0,3,3,30,3,38,0,0,0,0,8,0,10,0,0,6,0,10,0,18,0,0,0,0,7,0,13,0,0,3,0,8,0,14,0,0,0,0,4,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,9,0,0,0,3,9,0,17,0,0,0,5,13,0,26,0
SSC41265,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,6,0,0,13,0,0,0,0,3,0,8,3,0,16,8,4,0,23,0,0,3,3,0,0,4,0,0,11,3,6,0,19,11,15,12,4,8,0,47,11,5,32,11,6,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,31,19,108,35,27,4,224,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,9,3,3,0,23,0,0,0,0,0,0,0,0,0,7,0,17,4,33,0,0,3,4,0,0,7,3,0,15,4,0,0,24,0,0,3,0,6,0,8,0,0,3,0,3,0,9,0,0,0,3,0,0,3,8,0,7,11,4,0,27,0,0,7,0,6,3,17,14,0,36,8,3,3,63,0,0,4,3,0,0,8,0,3,20,0,4,0,38,11
SSC41266,10,3,53,0,0,0,3,0,0,10,0,0,7,0,0,0,11,4,0,17,13,8,3,52,0,0,3,6,7,0,19,23,4,49,13,7,0,90,0,0,9,8,12,3,31,13,15,49,15,13,3,104,50,18,112,27,26,6,230,28,17,142,64,42,11,300,5,0,4,0,3,0,15,8,0,8,12,19,0,49,4,0,13,3,3,4,31,152,74,511,193,196,50,1177,0,0,8,0,0,0,12,6,0,8,0,3,0,17,18,0,47,16,48,3,128,6,3,10,3,6,0,31,3,4,38,20,115,11,192,3,5,16,10,16,0,56,13,4,70,27,60,9,180,4,3,43,19,27,10,106,4,0,17,8,14,3,45,5,0,16,4,13,3,40,5,0,39,31,15,3,97,4,0,13,11,3,0,31,48,14,130,36,13,3,244,5,0,15,17,24,3,68,29,18,93,28,39,5,207,84
SSC41267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,4,6,3,3,28,0,0,3,3,6,0,11,0,0,0,0,0,0,0,0,0,4,3,4,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41268,21,0,27,0,0,0,0,3,0,6,0,0,0,0,3,0,5,0,0,0,3,3,0,9,0,0,0,3,3,3,8,0,0,4,4,3,0,7,0,0,4,5,15,6,27,4,0,6,9,5,0,31,3,13,46,7,18,3,94,0,5,11,13,10,0,43,0,0,0,0,3,0,12,0,0,0,4,11,3,14,0,0,0,0,3,0,8,13,24,122,89,190,14,454,0,0,0,0,0,0,0,36,5,136,50,493,22,752,4,0,3,0,32,0,37,0,0,0,3,5,0,12,0,0,4,4,83,0,95,0,0,0,3,11,0,18,0,0,8,0,34,0,38,0,0,4,9,30,3,48,0,0,0,4,14,0,23,0,0,4,0,3,0,10,0,0,0,3,9,0,6,0,0,0,5,12,3,21,0,0,5,3,4,0,16,0,0,5,6,45,7,64,4,0,12,18,17,3,50,4
SSC41269,12,0,16,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,7,9,3,0,22,0,0,0,0,0,0,3,3,0,3,3,6,0,10,0,0,0,3,10,3,25,3,3,9,6,13,0,31,4,5,27,4,11,0,51,7,5,33,27,28,13,115,0,0,0,0,0,0,0,0,0,3,3,13,0,18,0,0,0,3,0,4,6,22,15,108,73,152,27,402,0,0,0,0,0,0,0,0,0,0,4,6,0,8,3,0,8,6,47,6,77,0,0,4,4,14,0,23,0,0,0,6,68,0,75,0,0,8,6,3,0,17,3,0,19,12,52,3,82,0,0,4,5,26,3,43,0,0,9,8,20,3,37,0,0,7,0,3,0,9,3,0,11,10,3,0,31,0,0,0,0,5,0,4,3,0,14,7,9,0,34,3,0,7,4,15,3,33,8,7,21,13,34,0,74,5
SSC41270,4,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,8,4,0,0,12,0,0,0,0,0,0,0,0,3,10,0,0,0,19,0,0,3,3,0,0,6,0,0,9,3,0,0,18,12,4,30,4,0,3,58,10,0,28,4,8,0,62,0,0,3,0,3,0,6,0,0,3,0,0,0,5,0,0,0,3,0,0,3,32,13,112,22,25,10,223,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,5,8,3,3,20,0,0,0,0,0,0,3,0,0,8,0,22,0,29,3,0,7,0,4,0,13,0,0,6,5,5,0,19,0,0,3,3,7,0,12,3,0,4,3,6,0,15,0,0,3,3,3,0,12,0,3,10,4,0,0,19,0,0,3,0,0,0,3,19,3,39,8,4,0,68,0,0,4,3,3,0,12,4,0,19,5,0,0,33,22
SSC41271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,14,0,0,0,0,4,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
SSC41273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,9,0,0,0,3,13,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,0,11,9,30,0,54,0,0,5,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,3,0,4,0,0,0,0,7,0,11,0,0,0,0,6,0,8,0,0,4,0,0,3,7,0,0,0,0,3,0,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,5,0
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41275,28,0,39,0,0,0,0,12,0,14,0,0,0,3,0,0,4,0,0,3,3,6,0,12,0,0,3,0,3,0,3,0,0,9,6,6,0,26,0,0,3,3,23,4,36,3,0,8,6,17,0,32,4,6,30,23,21,3,81,8,10,64,49,100,9,244,0,0,0,0,0,0,0,0,0,3,6,16,0,26,0,0,3,4,13,6,27,27,19,152,127,294,36,659,3,0,0,0,14,0,19,0,0,0,0,0,0,3,8,0,23,16,108,12,159,0,0,6,6,10,0,17,3,0,9,10,84,9,111,3,0,6,9,17,3,38,5,0,21,17,82,10,135,0,0,9,9,51,8,74,5,3,11,3,53,5,83,0,0,0,0,7,0,12,0,0,3,7,10,0,22,0,0,3,0,11,0,16,8,0,30,11,22,0,73,4,0,7,5,40,4,62,4,0,25,15,38,0,81,11
SSC41276,25,3,31,0,0,3,0,3,0,12,0,0,4,0,5,0,10,0,0,5,3,7,0,16,0,0,0,0,3,3,4,0,0,5,0,7,0,15,0,0,4,10,8,0,24,3,0,4,10,20,0,41,11,3,28,5,15,3,66,8,3,47,57,86,13,210,0,0,0,0,3,0,3,0,0,3,0,17,0,25,0,0,0,0,9,7,16,18,11,123,103,254,34,543,0,0,0,0,5,0,10,0,0,0,0,7,0,10,3,3,15,6,94,9,129,0,0,4,3,8,0,13,0,0,4,7,70,5,86,0,0,7,3,22,0,33,0,0,23,6,65,3,100,0,0,7,4,35,4,56,0,0,7,3,29,3,46,0,0,4,3,9,0,11,0,0,6,6,6,0,22,0,0,3,3,6,5,11,3,0,16,8,12,4,48,3,0,3,8,22,7,45,6,0,18,15,43,3,90,12
SSC41277,26,4,50,0,0,3,4,11,3,23,0,0,3,0,3,0,11,0,0,0,4,11,3,22,0,0,3,0,12,3,12,3,0,8,16,14,0,44,0,0,4,13,28,0,50,3,6,19,20,37,9,88,13,6,44,28,38,0,130,4,10,68,78,117,12,292,0,0,3,0,4,0,5,0,3,3,4,37,0,44,0,0,3,4,4,3,15,37,25,197,203,437,50,947,0,0,0,5,4,0,18,0,0,0,3,10,0,17,9,0,15,24,138,8,193,0,0,0,0,22,0,24,0,0,4,9,150,6,180,3,0,5,4,29,0,54,6,3,31,23,116,3,178,0,0,13,8,60,6,83,3,0,12,13,57,9,94,0,0,4,4,15,0,24,0,0,4,12,19,3,34,0,0,3,0,12,3,23,14,0,19,25,28,3,86,0,0,4,15,56,4,79,9,4,39,47,96,4,201,20
SSC41278,16,0,31,0,0,0,5,3,0,4,0,0,0,3,0,0,0,0,0,3,6,13,0,25,0,0,5,0,3,0,14,0,3,9,11,11,0,32,4,0,0,4,14,0,24,3,0,15,28,35,3,88,5,3,52,29,18,0,107,3,13,58,62,85,4,222,0,0,0,3,4,0,8,0,0,3,9,18,0,31,0,0,0,4,15,0,19,17,21,177,197,304,24,743,0,0,4,0,3,0,9,0,0,0,3,14,0,14,3,3,17,30,96,0,147,0,0,0,4,15,0,28,0,0,11,12,163,4,194,0,3,4,8,29,0,45,0,0,18,18,74,4,120,0,3,10,6,30,0,46,0,0,0,14,38,3,53,0,0,0,4,7,0,14,0,0,6,9,15,0,35,0,0,5,3,10,3,24,3,3,27,22,22,0,74,4,0,5,10,28,4,52,12,9,28,54,77,12,184,7
SSC41279,36,4,47,0,0,0,4,9,0,16,0,0,0,0,0,0,3,0,0,3,7,7,0,20,0,0,0,0,9,0,9,0,0,7,5,13,0,24,0,0,4,5,22,0,36,0,0,15,13,37,0,60,3,12,26,14,31,0,86,6,11,50,83,139,7,289,0,0,0,0,6,0,7,0,0,0,0,24,0,31,0,0,0,3,7,4,18,21,23,116,160,482,35,837,0,0,0,0,12,0,16,0,0,3,0,4,0,7,8,0,12,21,132,6,172,0,0,0,0,16,0,20,0,0,3,13,105,14,131,0,0,3,6,40,0,56,4,0,12,21,124,10,169,0,0,11,16,51,3,80,3,0,0,9,75,12,104,0,0,4,3,7,0,13,0,0,3,14,14,0,26,0,0,0,3,7,0,15,0,3,8,12,27,3,55,3,0,11,15,42,5,74,4,0,20,28,82,3,138,10
SSC41280,8,0,7,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,3,4,0,0,6,0,0,0,0,3,0,4,0,0,4,0,6,0,6,0,0,0,0,0,0,5,4,0,9,9,8,0,30,4,0,10,12,11,0,31,0,0,13,17,41,3,78,0,0,0,0,0,0,5,0,0,3,3,6,0,16,0,0,0,3,3,0,9,7,3,50,66,114,6,247,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,5,9,35,0,48,0,0,0,0,5,0,3,0,0,3,0,28,0,35,0,0,0,0,19,0,25,3,0,4,9,23,3,37,0,0,0,0,12,0,19,0,0,3,0,11,0,19,0,0,0,0,3,0,6,0,0,3,4,0,0,6,0,0,0,3,0,0,4,0,0,4,5,9,0,16,0,0,3,3,11,0,15,4,4,15,11,20,0,55,3
SSC41281,3,0,8,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,3,3,0,8,0,0,0,0,0,0,0,4,4,8,5,5,0,23,0,0,8,13,17,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,6,7,27,28,61,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,22,0,24,0,0,0,0,3,0,3,0,0,0,0,29,0,28,0,0,0,0,0,0,4,0,0,6,4,11,0,17,0,0,0,0,3,0,6,0,0,0,3,8,3,15,0,0,3,0,0,0,4,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,0,0,3,9,0,13,0,0,0,0,8,0,9,4
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
