SSC_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SSC40989,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40990,0,6,0,0,0,0,0,0,7,15,24,144,102,85,89,68,37,39,8,590,0,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,9,0,13,0,4,3,6,12,3,4,8,0,41,0,0,0,0,3,3,0,0,0,9,3,0,10,4,4,14,4,18,0,52,0,0,4,0,5,3,0,3,0,28,4,39,13,10,10,9,7,8,0,99,0,32,6,10,0,0,3,3,0,63,0,0,0,4,5,6,0,0,0,20,0,0,3,0,3,0,0,3,0,21,0,3,11,11,5,9,11,11,0,53,0,3,0,0,5,5,0,8,0,34,3,15,13,9,23,28,19,26,0,130,0,4,3,0,3,3,7,7,0,24,0,7,10,6,21,20,8,10,0,82,8,18,17,20,26,25,15,20,0,153,9,40,28,28,37,34,16,27,0,237,3,9,4,0,0,3,0,0,0,18
SSC40991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40994,0,0,3,3,4,0,0,0,0,10,22,81,89,118,111,71,30,52,3,569,0,0,0,4,0,3,0,0,0,6,0,0,0,0,0,0,0,3,0,6,4,3,3,11,12,13,10,19,0,71,0,0,0,3,7,7,0,0,0,20,0,3,4,7,9,14,8,19,0,64,0,0,0,3,4,3,8,11,0,31,8,26,7,16,16,11,6,8,3,95,3,26,7,11,9,10,5,7,0,75,0,0,0,3,15,3,4,6,0,35,0,0,5,4,3,3,3,7,0,23,3,0,3,7,12,10,5,5,0,39,0,0,0,0,4,0,0,4,0,11,4,7,6,10,22,25,6,22,0,105,0,8,3,3,3,7,4,5,0,37,5,0,9,15,31,22,20,14,0,116,0,15,15,20,23,25,12,22,0,137,4,9,33,39,39,32,9,21,4,185,0,8,0,3,3,0,0,3,0,17
SSC40995,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
SSC40996,0,6,3,6,0,4,0,4,3,27,79,230,197,259,230,129,81,68,18,1290,0,7,8,9,11,3,12,15,0,64,3,0,0,0,3,3,0,32,0,46,6,15,14,17,50,37,31,26,4,200,0,6,3,0,16,13,3,4,3,46,8,14,9,24,29,49,39,41,3,211,4,7,5,0,15,8,7,18,0,63,8,66,44,50,46,21,29,21,0,280,7,67,20,24,15,11,13,15,0,171,6,9,15,7,14,18,8,18,3,99,0,0,0,3,15,10,4,11,0,36,0,3,3,14,15,15,8,10,0,66,3,3,6,9,9,4,3,0,0,39,3,17,9,8,40,22,18,16,0,135,0,22,15,18,25,19,8,15,0,120,11,3,9,24,55,76,28,30,3,235,15,23,32,36,39,31,26,27,0,227,26,52,64,86,65,32,13,14,3,365,0,8,0,5,10,5,6,4,0,41
SSC40997,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40998,0,3,0,0,0,0,0,0,0,4,0,14,10,7,4,0,3,3,0,46,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,4,8,0,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,0,0,0,0,7,0,0,5,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC40999,0,0,0,0,0,0,0,0,0,4,4,13,11,12,16,3,6,0,0,67,3,0,0,3,8,6,5,12,0,38,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,15,0,11,0,42,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,5,3,0,0,0,0,11,0,0,3,0,4,0,0,0,0,10,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,3,0,4,4,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
SSC41000,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,0,12,0,7,0,3,0,0,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41001,0,0,0,0,0,0,0,0,0,0,6,10,27,26,15,13,6,8,0,115,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,0,0,6,0,7,0,0,0,5,3,5,17,6,0,39,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,0,3,0,0,7,0,3,6,0,0,3,0,0,0,23,0,4,3,3,0,0,0,0,0,14,0,0,0,3,0,3,0,4,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,4,0,0,5,8,7,0,3,8,0,25,5,3,10,12,9,3,3,0,0,51,0,0,0,0,0,0,0,0,0,3
SSC41002,0,9,0,11,10,4,0,0,6,50,56,228,188,262,218,110,80,102,19,1264,15,35,21,35,138,81,43,52,12,425,4,0,0,0,0,4,0,7,0,16,26,24,16,40,180,73,45,44,0,440,0,3,3,5,8,9,0,0,0,34,4,14,9,15,33,65,31,30,0,202,3,7,3,8,24,25,14,22,0,109,16,70,42,54,53,61,32,25,5,360,5,49,21,20,14,15,10,18,3,146,9,9,10,16,16,16,11,17,0,91,0,0,0,0,4,0,3,4,0,13,4,3,0,7,12,9,8,6,0,55,0,8,3,3,3,3,0,7,0,29,3,15,6,13,22,19,10,19,0,102,3,28,4,7,8,9,6,3,3,74,3,3,3,18,23,19,15,8,0,90,8,16,28,25,16,10,17,42,3,160,12,34,62,99,40,14,15,13,3,293,0,5,3,0,3,3,0,0,0,17
SSC41003,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,15,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41004,0,0,0,0,0,0,0,0,0,0,0,11,4,3,3,0,0,3,0,22,0,7,3,8,3,3,0,7,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC41005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41006,0,0,0,0,0,0,0,0,3,3,3,3,0,5,0,0,3,0,4,23,0,0,0,3,0,5,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4
SSC41007,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41008,0,0,0,0,0,0,0,0,0,3,0,6,5,8,4,4,0,3,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SSC41009,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,16,0,0,0,0,0,0,3,12,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
SSC41010,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0
SSC41011,0,0,0,0,0,0,0,0,0,0,0,6,5,10,3,3,0,3,0,30,0,4,3,5,3,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3
SSC41012,0,0,3,0,0,0,0,0,0,11,22,76,54,50,38,43,24,29,4,345,0,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,9,0,10,0,3,0,3,0,3,7,4,0,21,0,0,0,0,0,5,0,0,0,8,3,0,0,3,4,16,5,9,0,36,0,0,0,3,3,3,0,3,0,13,4,20,5,5,3,6,5,10,0,62,6,19,5,3,0,3,0,0,0,33,0,0,0,0,0,4,0,0,0,17,0,0,3,0,0,8,0,0,0,11,0,7,4,3,10,3,0,0,0,25,0,0,3,3,3,4,0,7,0,21,0,11,10,8,6,9,20,24,0,87,0,0,0,0,3,3,0,0,0,9,4,0,6,3,15,15,6,10,0,57,0,16,6,7,12,16,9,16,3,85,14,25,23,25,18,17,10,20,3,150,3,4,0,0,0,0,0,0,0,6
SSC41013,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,4,0,12,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41014,0,0,0,3,0,0,0,0,3,9,15,81,60,69,68,28,23,12,10,361,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,4,5,19,17,4,0,0,52,0,3,0,0,8,4,0,0,0,15,5,6,3,3,9,15,3,11,0,65,0,0,0,0,4,3,6,0,0,16,3,29,19,11,18,3,9,0,0,85,0,22,8,12,9,3,3,6,3,68,0,5,0,6,9,7,3,10,0,37,5,0,0,0,7,0,0,3,0,10,3,0,3,8,5,10,3,4,0,31,0,0,0,0,3,0,0,4,0,5,3,5,3,9,16,6,9,10,0,53,0,8,5,3,0,0,3,4,0,24,4,7,6,3,19,6,4,3,0,51,5,12,6,8,16,4,3,3,0,58,0,14,25,15,28,12,3,7,3,99,0,3,0,0,0,0,0,0,0,3
SSC41015,0,0,0,0,0,0,0,0,4,9,3,18,15,25,59,45,10,22,4,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,9,8,0,46,0,0,0,0,5,3,0,0,0,6,4,0,0,0,7,3,7,0,0,26,0,0,0,0,0,3,5,3,0,11,0,6,4,8,10,6,0,7,0,41,0,3,3,3,4,8,4,0,0,28,3,0,3,3,5,13,3,15,0,39,0,0,0,0,4,0,0,0,0,3,3,0,0,6,0,3,3,0,0,21,0,0,3,0,5,0,0,3,0,12,0,3,0,0,9,6,4,0,0,27,0,3,0,0,6,4,0,0,0,12,0,0,0,0,16,13,10,7,0,49,0,0,0,3,14,4,0,3,0,28,0,7,7,7,12,9,3,7,0,50,0,0,0,0,0,3,0,3,0,3
SSC41016,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,0,3,0,17,0,3,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
