SSC_CODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
SSC40328,0,0,0,3,3,10,0,6,0,26,0,8,16,8,8,4,3,8,0,54,15,26,22,7,10,8,11,5,0,104,17,16,10,4,16,3,4,12,0,98,23,26,13,13,26,12,10,11,0,142,30,22,13,23,16,3,11,15,0,127,13,3,0,0,0,0,3,6,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,95,100,81,66,70,47,41,65,5,574
SSC40329,0,0,3,5,0,0,0,4,0,15,0,3,8,6,0,7,0,4,0,36,3,3,0,0,0,0,3,0,0,16,9,7,4,0,0,0,0,4,0,26,15,7,13,9,8,6,0,7,4,74,19,21,7,9,6,4,0,0,0,72,0,5,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,48,39,35,24,25,7,18,4,250
SSC40330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,9,6,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,3,0,10,11,0,0,0,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,0,0,5,3,0,4,0,51
SSC40331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40332,0,0,7,10,6,24,0,22,0,69,3,22,11,20,6,22,0,18,0,108,20,102,23,25,43,11,4,14,5,243,58,115,23,20,50,17,3,10,3,299,50,109,33,30,66,19,13,9,5,330,29,66,22,15,34,12,9,10,6,193,9,16,6,3,7,0,0,0,0,48,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,169,430,131,124,213,111,32,81,23,1302
SSC40333,0,0,4,4,3,4,0,7,0,24,3,4,19,6,3,5,0,4,0,39,15,12,20,11,14,4,7,7,0,80,17,23,12,10,11,6,6,13,0,94,30,12,14,10,19,4,14,10,0,114,28,5,4,3,7,8,4,7,0,77,16,3,0,0,3,0,6,0,0,32,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,114,62,68,35,60,39,30,53,8,464
SSC40334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,13
SSC40335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,3,3,0,0,31
SSC40336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,4,3,5,3,0,5,0,38
SSC40337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5
SSC40338,0,0,7,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,5,4,0,4,0,6,0,4,7,0,30,14,0,3,0,5,0,0,0,0,18,10,5,5,3,9,0,4,3,0,36,18,3,0,4,0,0,3,0,0,30,3,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,57,13,21,8,16,7,13,15,3,147
SSC40339,0,0,3,4,0,8,0,3,0,14,0,0,6,3,0,3,0,8,0,19,4,3,10,0,0,0,0,3,0,21,7,9,10,3,11,4,3,3,0,42,19,9,3,3,8,7,4,4,0,50,3,5,7,5,6,0,6,4,0,38,10,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,28,31,21,26,16,9,24,3,207
SSC40340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,6
SSC40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40342,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,3,0,0,0,15,4,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,3,3,7,4,0,5,0,43
SSC40343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC40345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,5,3,0,0,3,0,0,3,0,15,9,0,0,0,0,0,0,5,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,5,0,3,5,0,0,11,0,44
SSC40347,0,0,3,8,0,11,0,6,0,31,0,10,9,11,3,16,3,6,3,66,8,37,17,19,9,7,3,9,3,115,21,39,15,12,23,12,10,8,0,149,15,18,22,15,21,13,10,6,3,123,5,11,8,9,9,5,8,6,0,76,3,0,3,0,5,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,56,111,69,79,79,80,31,52,13,570
SSC40348,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,14
SSC40349,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,0,4,3,0,4,0,33
SSC40350,0,0,10,10,3,19,4,23,0,69,7,0,27,22,14,35,14,55,8,176,28,35,60,43,33,49,52,92,8,396,18,16,35,49,32,19,53,73,11,302,5,17,33,38,36,10,74,81,9,311,8,11,32,35,19,9,45,53,7,223,0,3,5,5,11,0,3,14,0,40,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,66,90,193,203,144,148,245,382,47,1517
SSC40351,0,3,3,9,3,22,0,5,0,48,10,10,16,35,8,29,3,13,0,116,20,90,53,37,31,23,3,25,8,288,44,105,39,38,48,19,13,19,6,330,37,70,34,24,55,25,10,26,0,271,18,45,16,25,25,5,9,7,3,151,3,7,4,5,3,3,3,5,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,324,166,167,168,128,38,103,15,1238
SSC40352,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,3,0,3,0,6,4,3,4,4,0,0,0,0,0,15,3,6,0,4,10,3,0,3,0,28,6,9,10,3,8,3,3,3,0,43,3,8,7,3,4,0,4,3,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,23,20,18,12,5,13,3,148
SSC40353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,3,0,0,0,16
SSC40356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9
SSC40357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,4,0,0,3,0,0,3,0,17,3,0,4,4,0,3,0,3,0,21,6,6,0,3,0,0,0,3,0,20,3,7,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,11,13,8,4,8,3,5,0,75
SSC40358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,8,4,0,0,0,0,0,0,0,0,10,3,3,0,0,4,0,0,3,0,11,0,3,0,0,0,3,0,5,0,9,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,3,4,4,8,7,9,0,53
SSC40359,0,3,3,13,5,32,0,29,4,91,3,24,26,26,12,35,5,10,0,143,34,92,32,37,56,24,20,28,7,334,59,143,53,42,60,20,9,36,4,427,55,99,49,26,65,20,11,21,7,361,37,87,48,45,58,24,13,12,0,322,11,20,6,5,25,6,3,5,3,84,3,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,210,470,218,203,288,162,70,144,19,1784
SSC40360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,12
SSC40361,0,0,4,5,0,3,0,3,0,16,3,7,4,15,4,5,3,3,0,45,6,46,11,17,12,11,8,8,3,121,18,24,13,4,7,10,10,4,0,93,13,25,13,4,11,6,8,7,0,87,3,11,11,7,13,0,7,11,0,63,0,0,0,4,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,109,59,57,49,39,32,37,14,434
SSC40362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,12,0,3,0,3,3,0,0,0,0,16,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,4,7,0,3,3,3,36
SSC40363,0,0,3,0,0,4,0,0,0,5,8,7,12,10,6,8,0,14,0,48,10,16,27,16,20,15,10,17,0,137,0,7,17,8,12,7,11,12,0,71,3,7,0,6,5,3,4,6,0,30,5,0,4,5,3,0,0,12,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,35,60,43,44,29,29,53,3,325
SSC40364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,3,3,7,0,0,31
SSC40365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,5,0,0,17,0,4,0,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,4,3,8,3,0,37
SSC40366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40367,3,0,7,17,6,13,0,9,0,50,0,14,19,25,9,15,7,15,0,118,29,82,41,46,38,24,8,25,5,311,49,72,28,33,44,19,6,24,4,280,27,42,37,40,41,14,6,23,0,224,15,45,26,28,42,14,13,27,0,205,4,10,5,3,3,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,266,161,195,176,109,50,124,14,1230
SSC40368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,3,0,6,0,3,34
SSC40369,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,0,9,0,0,4,0,3,3,0,3,0,21,0,0,5,0,3,0,0,4,0,14,0,0,3,3,3,0,5,3,0,20,0,0,0,0,5,0,3,3,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,14,3,15,3,19,19,0,88
SSC40370,0,0,0,3,0,3,0,0,0,5,0,0,3,3,0,0,0,4,0,17,7,0,7,0,0,0,0,12,0,23,7,0,3,3,5,0,6,0,0,26,4,0,10,8,3,3,5,5,0,42,5,0,6,9,4,5,8,3,0,41,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,27,29,19,17,28,26,0,167
SSC40371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,3,3,4,0,0,0,0,15,0,3,0,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,11,7,0,4,3,0,42
SSC40372,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,3,0,0,8,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,4,3,3,0,32
SSC40373,0,0,0,3,0,3,0,0,0,12,0,3,5,0,0,3,0,3,0,20,0,10,10,5,8,4,3,4,3,53,3,8,6,0,12,0,3,6,0,36,3,0,3,5,5,6,9,9,0,40,7,3,9,9,4,4,0,3,4,38,0,4,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,34,29,29,29,19,19,28,11,209
SSC40374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6
SSC40375,0,0,0,11,0,11,0,5,0,32,3,9,5,15,4,12,0,8,0,62,19,55,15,20,17,12,3,5,0,147,40,88,9,13,17,11,3,7,3,188,58,94,15,10,22,9,0,5,5,222,28,70,7,6,14,13,3,3,0,140,18,29,0,9,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,162,342,52,83,88,66,10,33,8,842
SSC40376,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,10,3,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,8,0,3,0,0,10,0,42
SSC40377,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,12,0,0,4,0,0,0,0,0,0,12,4,0,3,3,3,0,3,3,0,19,0,0,0,3,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,4,9,0,3,13,0,60
SSC40378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC40379,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,4,3,0,4,0,0,5,0,0,0,13,4,0,3,0,0,0,3,3,0,10,0,4,0,0,3,3,0,0,0,14,0,3,0,0,0,3,0,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,12,3,7,8,8,17,0,67
SSC40380,0,0,0,0,0,3,0,4,0,10,3,9,10,9,4,7,0,0,0,38,11,37,7,9,11,7,0,0,0,80,14,35,4,8,12,8,0,4,0,84,22,31,3,3,7,0,3,3,3,73,22,27,6,3,9,3,0,3,0,79,4,13,0,0,8,0,0,0,0,26,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,72,154,29,32,58,26,3,14,3,391
SSC40381,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8
SSC40382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,0,10
SSC40383,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,0,9,3,3,3,3,0,0,0,0,0,14,9,0,3,0,0,0,0,0,0,16,10,0,0,0,0,0,3,4,0,19,5,3,3,0,0,0,3,0,0,16,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,10,5,5,4,5,10,3,87
SSC40384,0,3,4,3,0,11,0,12,0,37,0,3,6,11,4,5,3,11,0,54,13,18,36,20,12,0,4,4,0,108,11,27,14,6,12,4,7,4,0,90,25,31,25,12,29,12,12,12,3,160,19,37,9,5,15,5,3,10,3,115,9,9,5,0,0,4,3,3,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,136,102,68,76,40,30,62,10,596
SSC40385,3,3,8,26,4,41,0,21,0,95,6,19,20,32,9,29,3,21,0,137,19,82,35,22,23,14,3,7,7,207,41,111,38,27,35,19,6,9,7,293,65,130,52,36,50,8,11,16,3,382,46,96,17,22,30,16,3,15,3,251,19,29,3,4,16,0,3,6,0,91,3,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,200,473,176,171,164,123,36,99,22,1464
SSC40386,0,0,0,0,0,0,0,10,0,12,0,0,3,0,0,0,0,3,0,8,3,0,4,0,0,0,3,3,0,15,6,3,6,4,4,0,0,9,0,31,5,0,8,4,3,3,3,11,0,42,9,14,8,0,3,3,0,6,0,47,12,5,0,0,0,0,0,5,0,26,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,34,31,24,13,13,7,8,41,0,177
SSC40387,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,0,0,0,10,6,0,3,3,0,0,0,3,0,17,9,3,0,3,0,0,0,0,0,20,4,0,0,0,3,0,0,6,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,6,7,8,3,0,7,13,0,70
SSC40388,0,0,0,25,0,0,5,0,0,33,4,10,24,64,0,0,10,0,0,115,10,3,8,22,3,0,6,0,0,58,3,3,0,5,0,0,3,0,0,14,3,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,45,123,3,0,21,0,3,237
