SSC_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
SSC40460,0,3,3,0,0,0,5,4,3,3,0,0,0,9,0,0,0,0,4,0,10,8,0,0,0,0,0,4,7,6,3,0,6,0,19,13,11,9,0,3,0,32,16,14,9,0,7,0,50,11,36,8,9,8,0,70,15,22,3,0,4,0,43,20,22,3,3,3,0,49,10,26,0,0,3,0,41,9,18,0,0,0,0,23,3,9,0,0,0,0,14,0,3,0,0,0,0,3,3,7,0,0,0,0,12,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,128,182,44,27,31,3,416
SSC40461,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,0,0,0,0,10,0,3,0,0,0,0,5,0,3,0,0,0,0,4,0,3,0,0,0,0,3,0,3,0,0,0,0,3,4,0,0,0,0,0,11,4,8,0,0,0,0,14,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,3,3,0,0,0,7,0,7,0,0,0,0,12,0,3,3,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,5,15,53,15,8,4,0,95
SSC40462,3,3,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,3,0,0,0,7,0,3,5,0,3,0,8,3,3,3,0,3,0,7,4,3,7,0,0,0,12,3,3,5,0,0,0,13,3,3,3,0,0,0,11,8,7,3,5,3,0,21,0,6,3,0,3,0,15,8,20,3,0,3,0,35,3,10,3,0,0,0,9,0,6,0,0,0,0,12,4,16,3,0,0,0,21,7,20,10,0,3,0,34,0,6,0,0,0,0,10,0,0,0,0,0,0,0,8,6,0,0,0,0,12,54,122,44,12,17,0,256
SSC40463,6,6,4,0,0,0,18,0,3,3,0,0,0,6,8,3,3,0,0,0,11,3,3,0,3,0,0,8,6,5,10,0,0,0,23,5,12,16,7,4,0,40,10,4,12,0,0,0,29,3,20,9,4,7,0,51,12,12,14,4,0,0,43,12,13,7,5,5,0,43,8,5,10,0,0,0,26,14,26,7,3,0,0,50,0,14,6,0,0,0,22,4,16,3,0,0,0,29,14,34,4,0,0,0,51,10,26,12,0,0,0,50,3,10,4,0,0,0,14,0,3,3,0,0,0,8,8,15,13,0,0,0,37,132,236,134,29,29,3,566
SSC40464,10,5,5,0,3,0,23,5,0,0,0,0,0,7,4,6,0,0,0,0,8,0,3,4,0,0,0,11,0,3,3,0,4,0,12,5,0,4,0,5,0,19,8,7,3,5,4,0,25,6,12,7,8,4,0,38,3,11,3,0,0,0,15,11,8,4,3,0,0,27,8,9,0,0,0,0,15,10,16,0,0,0,0,31,5,11,0,0,0,0,13,3,16,0,0,0,0,19,6,22,0,0,0,0,33,9,33,8,0,0,0,50,5,15,3,0,0,0,26,0,10,0,0,0,0,14,6,6,5,0,0,0,17,101,190,60,26,29,3,400
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,3,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17,5,0,3,0,40
SSC40470,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,16,0,0,4,0,0,0,13,4,3,0,0,0,0,5,3,8,0,3,0,0,15,8,3,3,0,0,0,15,0,5,4,0,0,0,8,0,3,3,0,0,0,4,3,7,10,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,0,0,0,0,15,3,3,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,10,0,0,0,0,14,28,66,40,10,3,0,146
SSC40471,17,6,8,0,3,0,28,3,5,3,3,0,0,8,7,7,0,0,0,0,17,4,0,8,0,3,3,11,13,3,12,3,3,0,28,12,13,15,7,3,0,54,20,20,8,0,5,0,49,21,21,10,3,8,0,64,26,25,17,10,6,0,85,26,32,12,3,12,0,85,27,26,5,0,0,0,58,24,28,11,5,0,0,62,9,20,3,0,4,0,34,0,10,3,0,0,0,13,7,14,6,0,4,0,32,6,8,5,0,0,0,16,3,5,0,0,0,0,11,0,0,0,0,0,0,0,10,10,0,4,0,3,22,224,239,129,36,45,10,681
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13
SSC40474,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,4,0,3,0,11,3,4,7,0,4,0,20,3,4,7,0,0,0,15,7,7,3,0,4,0,19,6,16,9,6,5,0,39,6,19,8,0,3,0,41,12,15,7,0,0,0,32,6,6,3,0,3,0,17,3,14,0,0,0,0,17,0,3,0,0,0,0,5,6,3,0,0,0,0,8,3,4,4,0,0,0,13,6,3,5,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,3,0,0,0,8,75,107,63,16,28,0,289
SSC40475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,3,3,0,0,0,0,7,3,0,3,8,0,0,14,5,0,0,0,0,0,7,8,8,3,0,0,0,16,4,3,0,0,0,0,6,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,34,25,13,8,8,0,93
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,0,0,0,18
SSC40477,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,16
SSC40478,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,3,4,0,0,0,0,10,0,0,0,0,0,0,4,4,5,0,0,0,0,10,0,0,3,0,0,0,6,0,4,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,26,5,4,8,0,58
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4
SSC40487,3,0,0,3,0,0,4,0,0,3,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,6,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,4,8,6,3,0,0,0,11,0,0,0,0,0,0,0,3,6,0,0,0,0,9,3,0,0,0,0,0,5,3,6,0,0,0,0,18,4,10,0,0,0,0,13,3,3,0,0,0,0,8,3,0,0,0,3,0,5,41,43,17,3,3,0,108
SSC40488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,15
SSC40490,10,4,0,0,0,0,14,3,0,0,0,0,0,6,6,4,8,0,4,0,17,5,0,0,0,0,0,7,5,4,3,3,0,0,15,7,3,3,4,3,0,18,8,9,4,5,0,0,27,15,19,4,3,5,0,41,16,31,5,3,4,0,52,12,27,3,4,0,0,47,16,13,5,0,0,0,35,11,16,3,0,0,0,29,0,11,0,0,0,0,12,3,3,0,0,0,0,9,0,8,0,0,0,0,18,3,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,4,0,5,110,162,47,24,25,3,368
SSC40491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC40492,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,0,0,0,0,8,9,0,3,0,0,0,12,4,3,0,0,0,0,10,3,5,0,3,0,0,16,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,28,22,10,3,3,0,67
SSC40493,3,5,0,0,3,0,9,4,3,0,0,0,0,7,0,3,4,0,0,0,8,3,0,0,0,3,0,7,0,3,5,0,4,0,9,3,3,5,0,0,0,11,9,11,4,0,0,0,25,7,14,3,5,3,0,29,0,17,3,0,4,0,19,8,14,3,4,3,0,28,4,14,3,0,0,0,25,9,13,7,0,0,4,31,3,16,0,3,0,0,25,0,5,0,0,0,0,7,5,13,0,0,0,0,19,9,16,7,0,0,0,28,8,7,6,0,0,0,13,0,4,0,0,0,0,3,0,3,0,3,0,0,9,72,153,50,10,24,6,318
SSC40494,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,0,0,4,5,3,0,0,0,0,7,3,0,0,0,0,0,4,3,0,0,0,0,0,4,0,8,0,0,3,0,16,3,8,0,3,0,0,7,3,0,0,0,0,0,5,4,4,0,0,0,0,8,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,28,9,9,7,0,77
SSC40495,5,7,6,0,0,0,14,0,3,0,0,0,0,3,0,3,0,0,0,0,7,5,0,0,0,0,0,10,3,0,0,0,0,0,6,3,0,4,0,0,0,3,3,0,0,0,0,0,3,3,0,3,0,0,0,9,3,0,5,0,0,0,14,0,10,0,0,0,0,10,0,4,0,0,0,0,9,6,16,8,0,5,0,32,0,0,0,0,0,0,4,0,8,0,0,0,0,12,0,12,4,0,0,0,20,9,31,3,0,3,0,50,0,7,12,0,0,0,20,3,7,0,0,0,0,10,0,0,0,0,0,0,4,50,108,50,3,12,3,231
SSC40496,7,0,3,0,3,0,16,4,0,3,0,0,0,8,0,0,0,0,0,0,6,0,0,0,3,0,0,7,4,8,5,3,0,0,13,3,3,3,0,3,0,18,3,5,3,0,0,0,14,6,5,4,7,3,0,25,5,15,0,0,3,0,24,9,18,3,4,3,0,36,3,18,4,0,3,0,27,10,21,3,0,0,0,34,3,20,3,0,0,0,27,0,4,3,0,0,0,5,9,9,5,0,0,0,25,3,14,10,0,0,0,24,0,5,0,0,0,0,8,0,3,0,0,0,0,3,5,3,3,0,0,0,12,73,155,48,20,17,0,318
SSC40497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,4,4,3,0,0,0,0,5,0,0,0,3,0,0,5,0,5,0,0,0,0,4,0,3,4,0,0,0,4,0,0,0,0,0,0,7,4,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,22,13,6,5,0,60
SSC40498,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,3,3,0,4,0,0,0,5,5,8,7,3,0,0,23,3,6,3,0,0,0,11,4,3,8,0,0,0,12,0,8,0,0,0,0,12,4,6,0,0,0,0,9,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,26,51,18,3,0,0,96
SSC40499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40500,7,3,3,0,0,0,17,3,0,3,0,0,0,5,6,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,0,0,0,0,7,0,0,0,0,4,0,9,6,0,0,0,0,0,14,6,0,3,0,0,0,13,8,0,0,0,0,0,8,9,0,3,0,0,0,11,3,0,0,0,0,0,3,14,0,0,0,0,0,11,7,8,0,0,0,0,11,0,0,3,0,0,0,6,0,3,0,0,0,0,5,9,6,5,0,0,0,23,5,3,4,0,0,0,15,0,0,0,0,0,0,0,9,4,0,0,0,0,9,84,36,22,9,9,3,164
SSC40501,8,3,0,0,0,0,12,3,3,0,0,0,0,8,4,0,0,0,0,0,7,3,0,0,0,0,0,5,3,3,3,0,0,0,15,6,3,5,0,0,0,15,7,7,6,0,4,0,24,3,4,7,3,7,0,20,3,10,10,0,3,0,26,7,7,8,0,0,3,28,7,11,0,0,0,0,16,6,20,14,4,3,0,46,0,3,3,0,0,0,8,3,8,0,0,0,0,11,3,28,6,0,0,0,33,11,30,10,0,0,0,51,3,9,3,4,0,0,18,3,7,0,0,0,0,14,4,8,4,0,0,0,17,86,164,74,16,29,3,371
