SSC_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SSC41075,6,17,13,195,4,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,35,16,13,143,0,215,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,42,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,31,0,50,4,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,10,13,10,3,26,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,0,0,0,20,0,0,0,4,27,31,63,50,21,341,38,511
SSC41076,3,6,8,121,3,138,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,13,4,8,114,3,149,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,22,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,21,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,19,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,8,29,36,26,13,14,235,40,318
SSC41077,0,4,4,51,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,5,6,75,0,105,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,30,0,34,0,0,0,3,0,7,0,0,0,3,0,6,0,0,0,0,0,0,4,0,0,9,0,13,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,18,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,0,3,0,11,0,0,0,0,14,14,36,8,11,139,18,212
SSC41078,0,8,3,52,4,74,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,6,0,0,4,0,10,16,4,3,36,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,12,0,0,0,0,10,10,40,13,8,91,12,161
SSC41079,0,0,3,28,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,17,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,16,0,3,62,11,84
SSC41080,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
SSC41081,0,0,0,25,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,7,3,63,10,81
SSC41082,0,6,5,59,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,5,64,0,90,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,32,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12,0,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,20,23,19,15,9,132,26,202
SSC41083,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,12
SSC41084,15,81,57,591,4,753,0,0,0,3,0,3,95,3,0,3,0,104,23,3,0,4,0,31,16,3,4,8,0,35,160,78,56,512,3,819,13,0,0,4,0,21,7,0,0,3,0,19,41,22,7,149,3,224,91,24,3,32,0,150,3,0,0,0,0,3,28,0,0,0,0,29,18,18,10,108,4,156,60,8,5,31,0,115,5,0,0,0,0,5,37,7,4,7,0,55,0,3,0,0,0,8,4,0,0,5,0,14,0,0,0,0,0,0,7,3,3,3,0,13,19,0,0,10,0,27,0,0,0,0,0,0,33,11,10,113,0,167,7,0,0,0,0,11,4,0,3,0,0,8,3,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,5,3,0,0,0,10,130,20,13,27,0,186,8,0,0,3,114,131,739,179,115,1154,134,2308
SSC41085,109,265,227,1503,27,2134,0,3,3,18,0,27,139,0,6,0,0,146,24,3,0,0,0,31,44,16,12,28,0,99,779,282,241,1131,30,2468,67,4,9,0,0,78,7,3,3,10,0,20,96,39,30,259,4,426,46,7,15,21,0,87,34,3,6,3,0,45,193,0,3,0,0,191,94,32,33,262,11,429,132,26,15,123,0,299,3,0,0,0,0,5,73,13,0,11,0,98,6,0,0,3,0,11,14,4,0,11,0,28,11,0,0,4,0,13,9,4,3,3,0,17,51,8,3,15,0,81,21,0,3,6,0,27,104,56,30,218,6,419,28,0,6,0,0,40,7,0,0,0,0,6,16,3,4,0,0,19,13,0,0,0,0,17,8,0,0,0,0,13,78,0,3,0,0,88,26,3,0,21,0,51,802,63,27,45,7,937,34,3,0,28,290,360,2662,505,397,2620,366,6554
SSC41086,43,86,83,674,25,910,0,0,0,19,0,20,42,3,4,3,0,58,11,0,5,5,0,27,25,16,6,12,0,53,362,92,75,591,21,1134,48,0,3,0,0,57,9,0,0,4,0,15,41,12,9,128,0,189,39,6,7,14,0,67,4,0,0,5,0,12,172,0,0,0,0,175,52,9,13,126,0,204,47,8,16,47,0,119,15,0,3,0,0,14,7,0,0,6,0,10,7,0,3,0,0,10,14,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,51,8,3,12,0,64,9,0,0,0,0,15,83,17,15,103,5,223,18,0,0,4,0,18,4,0,0,0,0,6,27,0,0,3,0,27,3,0,0,0,0,3,4,0,0,0,0,3,37,4,0,0,0,43,15,0,4,19,0,36,432,16,10,32,6,501,11,0,0,24,102,138,1403,170,157,1305,155,3190
SSC41087,44,82,73,667,17,890,0,0,0,14,0,14,40,7,4,4,0,53,12,0,0,11,0,20,26,0,5,15,0,46,267,95,67,562,19,1008,58,3,6,0,0,61,6,0,0,7,0,17,53,19,13,174,0,261,29,3,0,13,0,38,11,0,0,0,0,19,125,0,0,0,3,128,35,15,11,143,3,207,66,22,17,68,3,177,4,0,0,0,0,4,20,3,8,5,0,39,3,0,0,0,0,3,9,0,0,10,0,15,0,3,0,3,0,10,5,3,0,0,0,4,42,3,3,7,0,49,7,0,0,0,0,8,45,17,13,144,0,214,10,0,0,0,0,12,0,0,0,0,0,3,16,0,0,0,0,17,26,0,0,0,0,21,0,0,0,0,0,0,24,0,3,0,0,24,7,4,0,5,0,18,314,5,4,22,3,347,10,0,0,13,87,102,1136,167,137,1337,127,2904
SSC41088,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,0,16
SSC41089,3,15,16,141,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,0,17,56,10,15,102,0,184,0,0,0,0,4,4,0,0,0,0,0,0,3,0,3,16,0,25,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,15,3,35,13,4,0,9,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,0,10,0,0,0,0,0,0,5,3,0,18,0,30,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,4,12,0,45,0,0,0,0,12,15,110,26,23,244,21,426
SSC41090,78,183,114,1093,30,1502,0,0,0,15,5,17,375,3,6,3,10,397,20,0,0,0,0,25,38,22,6,18,0,84,401,177,124,1020,26,1750,40,0,7,0,0,52,15,0,0,3,0,21,74,32,17,244,5,376,131,25,16,87,0,257,30,3,0,5,0,47,233,3,0,0,12,250,58,36,25,226,6,355,1024,138,58,503,29,1748,49,0,4,0,0,51,19,7,3,4,0,37,0,0,0,0,0,4,18,3,3,10,0,35,5,0,0,3,0,8,4,3,0,0,0,9,42,16,3,21,0,85,33,0,0,3,0,34,84,39,24,190,5,341,6,0,4,0,0,7,8,3,0,0,0,19,17,0,0,0,0,19,41,0,3,0,0,45,11,0,0,0,0,8,31,0,4,0,0,36,19,4,7,10,0,32,585,28,32,50,5,687,17,8,0,17,203,253,3178,462,279,2533,321,6773
SSC41091,0,0,0,3,0,4,0,0,0,0,0,0,75,0,0,0,0,77,0,0,0,3,0,3,0,0,0,0,0,0,6,0,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,88,0,3,13,0,105
SSC41092,298,482,344,3240,77,4448,4,7,3,85,3,97,566,4,15,13,0,600,56,3,7,6,0,80,82,26,18,50,0,178,1208,428,347,2566,91,4643,501,13,19,0,14,553,19,0,8,18,0,46,151,53,40,516,5,772,113,25,18,62,0,219,36,3,0,20,0,64,1002,0,6,3,10,1025,148,51,46,543,4,794,259,69,48,255,3,639,5,0,0,0,0,7,53,4,0,4,0,66,19,0,0,0,0,18,35,17,8,41,0,105,9,3,8,0,0,16,17,4,5,3,0,31,214,22,12,41,3,301,51,3,7,5,0,63,243,89,61,451,15,854,84,3,3,7,3,101,18,3,6,0,0,29,62,5,4,9,0,75,34,0,0,3,0,33,19,3,0,4,0,26,1303,29,28,15,13,1387,45,14,9,19,0,94,2900,95,78,139,43,3257,151,6,6,58,595,815,8615,880,693,5907,843,16945
SSC41093,237,608,451,4129,58,5481,0,6,0,52,0,67,304,12,7,15,0,336,55,3,3,3,0,63,82,34,19,60,0,202,1285,551,498,3135,80,5558,256,6,47,10,0,309,18,6,5,17,0,51,141,79,51,670,5,943,140,30,8,77,0,259,29,10,3,14,0,55,321,8,3,4,0,341,177,76,74,690,9,1027,251,108,38,297,15,702,0,0,3,0,0,5,20,7,4,8,0,42,22,0,0,0,0,23,59,11,11,33,0,113,17,3,0,6,0,30,40,11,13,9,0,75,175,24,16,45,3,262,20,4,0,22,0,48,221,100,94,561,8,974,95,6,3,10,0,115,9,0,0,0,0,15,109,10,11,16,3,143,0,0,0,0,0,3,21,0,3,0,0,25,747,21,10,10,9,798,44,8,9,36,0,96,2467,111,93,120,28,2817,118,8,10,77,612,824,6490,1091,867,7299,792,16530
SSC41094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11
SSC41095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41096,0,0,0,49,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,25,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,4,8,3,0,63,3,79
SSC41097,0,9,9,62,0,75,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,11,5,67,5,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,27,30,37,14,11,126,29,216
SSC41098,0,0,5,88,0,99,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,9,0,3,50,0,63,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,20,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,11,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,0,23,0,0,0,0,19,19,41,0,4,138,18,211
SSC41099,3,30,16,351,7,409,0,0,0,0,0,0,17,0,0,0,0,18,4,0,0,3,0,8,3,3,0,4,0,14,56,33,23,311,12,432,4,0,0,0,0,4,6,0,0,3,0,7,16,4,0,105,3,126,10,0,0,9,0,23,0,3,0,0,0,4,11,0,0,0,0,13,13,0,0,48,0,60,13,0,3,7,0,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,8,3,74,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,44,0,0,6,0,51,6,0,0,18,99,114,191,57,30,714,117,1105
SSC41100,0,11,6,75,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,19,7,6,50,0,84,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,6,0,0,0,3,13,10,33,11,12,125,14,187
SSC41101,15,96,58,658,14,842,0,0,0,4,0,3,226,0,3,0,0,237,15,0,0,3,0,22,15,5,0,4,0,36,172,87,49,649,15,969,78,0,8,0,0,80,0,0,0,5,0,13,29,9,9,136,5,193,32,8,5,25,5,78,3,0,0,3,0,12,63,0,0,0,0,60,41,23,10,172,0,238,39,22,3,27,0,92,10,0,0,0,0,10,10,3,5,8,0,21,0,0,0,0,0,0,8,3,0,3,0,15,0,0,0,0,0,0,7,3,3,3,0,16,25,3,4,8,0,41,4,0,0,0,0,3,33,20,13,118,0,196,19,0,0,0,0,19,9,0,0,0,0,9,7,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,17,8,0,0,11,0,17,275,28,10,20,0,334,7,3,9,11,140,166,1038,187,112,1343,184,2864
SSC41102,35,184,124,941,11,1301,0,0,0,3,0,3,257,10,13,12,7,294,16,3,3,5,0,26,21,9,3,28,0,66,344,203,145,1012,23,1735,13,0,5,3,0,24,9,0,0,10,0,30,60,33,23,262,0,380,175,19,4,79,6,292,13,4,7,6,0,21,65,4,3,5,0,75,104,48,29,348,7,538,176,39,20,134,0,373,19,0,0,0,0,21,7,4,3,11,0,22,0,0,0,0,0,0,7,0,3,4,0,14,0,0,0,0,0,0,4,0,4,0,0,17,28,3,11,14,0,55,17,0,0,0,0,23,85,62,27,320,6,494,11,0,0,0,0,11,18,0,3,0,0,22,13,0,0,4,0,15,17,0,0,0,0,17,8,0,0,0,0,5,19,0,4,3,0,25,14,3,0,12,0,26,289,40,37,67,0,436,8,0,0,15,283,309,1586,396,262,2208,335,4791
