SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC40521,29,0,0,0,0,29,41,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80
SSC40522,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SSC40523,11,0,0,0,0,11,9,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,0,19
SSC40524,677,204,53,0,0,936,463,170,47,0,3,682,96,65,86,0,0,248,58,58,23,0,0,144,60,36,48,0,0,148,0,18,0,0,0,22,8,0,5,0,0,13,3,0,0,0,0,6,227,185,162,0,3,577,6,75,0,0,0,85,19,26,8,0,0,48,1390,662,263,0,9,2325
SSC40525,14,0,0,0,0,14,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,56
SSC40526,12,0,0,0,0,12,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26
SSC40527,7,0,0,0,0,7,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16
SSC40528,175,35,0,0,0,217,270,87,3,0,3,367,127,78,19,0,0,223,57,22,0,0,0,77,61,23,7,0,0,88,15,11,0,0,0,27,12,0,4,0,0,17,3,3,0,0,0,8,275,132,25,0,4,440,3,3,0,0,0,8,14,12,0,0,0,27,741,273,31,0,11,1050
SSC40529,50,0,0,0,0,50,95,0,0,0,0,95,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,150,0,0,0,0,150
SSC40530,122,0,0,0,0,122,199,0,0,0,0,206,23,0,0,0,0,26,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,42,0,0,0,0,0,0,9,0,0,0,0,4,370,0,0,0,0,373
SSC40531,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC40532,763,3,0,0,0,772,1650,18,0,0,0,1675,270,15,0,0,0,287,209,42,0,0,0,255,128,0,0,0,0,128,12,11,0,0,0,20,35,0,0,0,0,35,3,0,0,0,0,3,667,62,0,0,0,730,12,3,0,0,0,9,40,3,0,0,0,49,3134,93,0,0,0,3230
SSC40533,465,5,0,0,0,473,575,9,0,0,0,588,62,13,0,0,0,73,4,0,0,0,0,4,33,3,0,0,0,38,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,106,17,0,0,0,125,9,0,0,0,0,9,14,0,0,0,0,21,1164,31,0,0,0,1199
SSC40534,22,0,0,0,0,22,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,38
SSC40535,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC40536,111,0,7,0,0,117,131,0,0,0,0,131,15,0,0,0,0,14,0,0,4,0,0,4,12,0,0,0,0,16,0,0,3,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,32,0,11,0,0,43,0,0,3,0,0,3,3,0,4,0,0,5,273,0,22,3,3,300
SSC40537,16,0,0,3,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,10,0,30
SSC40538,421,17,0,0,0,444,627,24,0,0,0,660,138,20,5,0,0,164,28,11,0,0,0,35,124,19,0,0,0,142,11,4,0,0,0,17,8,3,0,0,0,7,3,0,0,0,0,3,314,52,5,0,0,367,3,0,0,0,0,3,27,6,0,0,0,32,1400,99,6,0,0,1511
SSC40539,300,8,0,0,0,309,435,21,0,0,0,455,136,18,6,0,0,159,155,152,31,0,0,331,92,13,0,0,0,101,16,11,0,0,0,29,5,3,0,0,0,7,0,3,0,0,0,3,396,194,41,0,0,633,10,0,0,0,0,8,29,16,0,0,0,48,1176,242,43,0,0,1457
SSC40540,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40541,30,33,17,0,0,78,9,15,0,0,0,23,6,23,9,0,0,37,4,26,9,0,0,39,3,11,3,0,0,24,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,20,65,22,0,0,104,0,10,18,0,0,28,0,3,4,0,0,6,61,121,62,0,0,247
SSC40542,350,22,0,20,0,395,318,9,0,5,4,332,46,10,0,0,0,52,0,0,0,0,0,0,37,8,3,0,0,50,0,15,0,0,0,23,5,0,0,5,0,7,0,0,0,0,0,0,86,33,8,12,0,141,8,8,3,0,0,19,22,8,0,0,0,30,789,79,14,32,3,919
SSC40543,19,0,0,0,0,19,21,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,47
SSC40544,26,0,0,0,0,29,34,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,68
SSC40545,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,3
SSC40546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40547,31,0,0,0,0,31,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,13,0,0,0,0,13,0,0,0,0,0,0,3,0,0,0,0,3,68,0,0,0,0,68
SSC40548,1541,66,0,0,0,1609,2056,50,0,0,3,2112,379,50,0,0,0,423,7,11,0,0,0,20,176,22,0,0,0,205,6,0,0,0,0,6,10,3,0,0,0,6,11,0,0,0,0,6,582,88,3,0,0,678,15,0,0,0,0,16,74,13,0,0,0,87,4265,220,11,0,3,4496
SSC40549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40550,16,0,0,0,0,16,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC40551,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC40552,70,0,0,0,0,74,117,0,0,0,0,116,11,0,0,0,0,12,3,0,0,0,0,5,27,0,0,0,0,27,0,0,3,0,0,12,3,0,0,0,0,3,3,0,0,0,0,3,48,0,10,0,0,54,4,0,0,0,0,4,7,0,0,0,0,7,244,0,7,3,0,257
SSC40553,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40554,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,29,0,0,0,0,29
SSC40555,123,18,0,0,0,140,145,32,3,0,0,183,56,32,20,0,0,106,14,9,5,0,0,29,40,10,12,0,0,54,11,0,27,0,0,37,3,3,3,0,0,11,0,0,0,0,0,0,123,50,66,0,0,244,4,0,0,0,0,4,10,0,3,0,0,10,400,101,78,0,0,576
SSC40556,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,15
SSC40557,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC40558,1259,139,0,0,0,1402,1928,33,0,0,0,1959,255,15,0,0,0,275,14,0,0,0,0,14,172,11,0,0,0,180,3,9,0,0,0,18,5,5,0,0,0,13,5,3,0,0,0,3,460,45,0,0,0,505,19,240,3,0,4,263,68,26,0,0,0,97,3733,484,3,0,9,4228
SSC40559,30,0,0,0,0,30,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,54
SSC40560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40561,49,0,0,0,0,49,74,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,134
SSC40562,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SSC40563,16,0,0,0,0,18,31,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,55,0,0,0,0,57
SSC40564,14,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,24
SSC40565,32,0,0,0,0,32,21,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,58
SSC40566,43,0,0,3,0,50,23,0,0,0,0,22,0,0,0,0,0,0,6,0,0,0,0,6,17,0,0,0,0,17,6,8,0,0,0,12,4,0,0,0,0,5,0,0,0,0,0,0,34,8,0,0,0,44,0,0,0,0,0,0,6,0,0,0,0,6,110,8,0,3,3,121
SSC40567,19,0,0,0,0,19,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,40
SSC40568,254,22,20,0,0,295,255,10,22,0,0,292,25,7,52,0,0,86,3,0,30,0,0,31,27,0,23,0,0,55,0,13,5,0,0,20,0,0,0,0,0,4,0,0,3,0,0,8,59,33,114,0,0,204,0,0,3,0,0,0,8,5,3,0,0,20,577,67,162,0,0,811
SSC40569,443,10,0,0,0,453,556,19,0,0,0,570,40,0,0,0,0,40,0,0,0,0,0,0,49,4,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,90,8,0,0,0,101,3,0,0,0,0,3,19,0,0,0,0,18,1115,39,0,0,3,1154
SSC40570,5,0,0,0,0,5,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC40571,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC40572,316,13,0,0,3,335,292,4,0,0,0,295,111,33,0,0,0,149,7,0,0,0,0,11,63,7,0,0,0,67,6,0,0,0,0,6,7,0,0,0,0,7,3,0,0,0,0,3,190,38,0,0,0,237,9,0,0,0,0,12,26,3,0,0,0,27,835,59,0,0,3,905
SSC40573,262,46,0,0,0,307,231,32,4,0,0,268,25,43,14,0,0,82,0,0,0,0,0,0,20,11,11,0,0,45,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,50,58,25,0,0,132,3,0,0,0,0,8,4,3,0,0,0,7,556,136,31,0,0,722
SSC40574,121,0,3,0,0,128,166,0,0,0,0,166,19,0,0,0,0,19,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28,0,0,13,0,0,13,3,0,0,0,0,3,320,0,18,0,0,337
SSC40575,86,18,0,0,0,99,39,5,0,0,0,44,4,15,0,0,0,21,0,0,0,0,0,0,11,5,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,23,3,0,0,39,0,0,0,0,0,0,3,3,0,0,0,3,147,45,6,0,0,190
SSC40576,496,24,38,0,0,548,277,33,68,0,0,373,119,25,118,0,4,269,24,36,47,0,0,110,85,14,73,0,3,170,10,4,7,0,0,13,6,0,15,0,0,21,0,3,3,0,0,5,245,79,262,0,4,593,3,0,0,0,0,4,14,12,8,0,3,38,1033,149,371,0,5,1563
SSC40577,106,7,0,0,0,114,166,12,0,3,3,179,26,3,0,0,0,30,18,38,0,0,0,58,37,5,7,0,0,49,0,6,0,0,0,7,3,0,0,0,0,3,6,3,0,0,0,6,83,55,6,0,0,145,0,0,0,0,0,0,16,3,0,0,0,19,373,78,6,3,3,459
SSC40578,599,165,55,0,0,817,527,172,56,0,6,763,106,98,186,0,0,393,8,13,104,0,0,128,79,48,90,0,0,224,0,0,0,0,0,7,4,8,9,0,0,17,3,0,0,0,0,10,205,172,393,0,0,771,12,4,3,0,0,15,19,5,16,0,0,42,1351,522,520,0,9,2404
SSC40579,261,45,18,0,3,326,240,72,25,0,3,341,51,33,79,0,0,159,0,0,97,0,0,101,21,21,36,0,0,80,0,0,0,0,0,0,0,0,6,0,0,6,0,3,0,0,0,3,76,51,220,0,0,352,0,3,0,0,0,3,13,3,15,0,0,35,583,174,284,4,7,1058
SSC40580,186,0,0,0,0,186,539,0,0,0,0,539,68,0,0,0,0,68,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0,36,0,0,0,0,36,0,0,0,0,0,0,128,0,0,0,0,128,3,0,0,0,0,3,7,0,0,0,0,7,869,0,0,0,0,869
SSC40581,951,19,0,0,0,975,1014,15,0,0,0,1034,138,9,3,0,3,153,3,0,0,0,0,3,94,6,0,0,0,101,0,0,0,0,0,0,11,0,0,0,0,9,14,0,0,0,0,14,256,16,3,0,3,275,3,0,0,0,0,3,46,0,0,0,0,46,2274,46,3,0,4,2335
SSC40582,186,33,14,0,0,231,155,25,13,0,0,197,24,21,23,0,0,68,0,0,0,0,0,0,5,15,13,0,0,33,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,38,34,36,0,0,111,6,7,0,0,0,16,4,3,7,0,0,12,380,113,65,0,0,558
SSC40583,47,0,0,3,0,46,62,0,0,0,0,62,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,3,0,119
SSC40584,13,0,0,0,0,13,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC40585,500,0,0,0,0,498,932,3,0,0,0,934,117,0,0,0,0,117,3,0,0,0,0,3,82,0,0,0,0,85,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,210,0,0,0,0,214,0,0,0,0,0,0,33,0,0,0,0,32,1670,4,0,0,3,1677
SSC40586,248,45,0,0,0,296,445,48,4,0,0,494,128,35,6,0,0,172,81,24,3,0,0,110,61,13,11,0,0,82,32,7,0,0,0,40,9,0,0,0,0,13,4,3,0,0,0,8,320,85,24,0,3,424,10,41,0,0,0,44,17,11,3,0,0,31,1035,221,29,0,4,1290
SSC40587,274,0,0,0,0,274,39,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,0,37,0,0,0,0,37,3,0,0,0,0,3,11,0,0,0,0,11,362,0,0,0,0,362
SSC40588,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20
SSC40589,82,7,0,0,0,90,77,13,14,0,0,96,28,14,16,0,0,58,10,8,0,0,0,18,31,13,11,0,0,52,3,0,0,0,0,3,3,0,3,0,0,5,0,0,0,0,0,3,72,33,37,0,0,141,0,0,0,0,0,3,0,3,0,0,0,7,229,58,50,0,3,336
SSC40590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40591,4,4,0,0,0,14,4,8,0,0,0,17,0,20,0,0,0,26,4,3,0,0,0,4,3,3,0,4,0,11,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,30,0,5,5,48,0,0,0,0,0,0,0,0,0,0,0,3,21,44,0,10,3,76
SSC40592,227,15,0,31,0,274,143,4,0,0,4,159,72,13,0,0,0,83,0,0,0,0,0,0,30,3,0,0,0,35,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,6,102,18,0,9,0,127,14,0,0,0,0,14,12,0,0,3,0,18,498,39,0,42,4,584
SSC40593,15,0,0,0,0,15,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,36
SSC40594,80,0,0,0,0,80,66,0,0,0,0,66,13,0,0,0,0,13,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,174
SSC40595,332,36,11,0,0,376,373,54,12,0,3,441,126,46,21,0,3,195,80,27,22,0,0,128,85,23,10,0,0,120,13,7,0,0,0,20,12,0,0,0,0,11,3,0,0,0,0,3,320,97,47,0,4,475,5,0,0,0,0,8,16,6,4,0,3,33,1048,197,78,0,10,1328
SSC40596,13,0,0,0,0,13,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,34
SSC40597,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40598,6,0,0,0,0,6,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SSC40599,16,0,0,0,0,12,20,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,41
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40601,913,87,21,0,3,1021,916,74,22,0,3,1013,195,58,17,0,0,270,25,21,3,0,0,47,161,37,22,0,0,217,14,20,0,0,0,40,15,10,0,0,0,23,3,0,0,0,0,5,418,136,46,0,0,601,140,260,0,0,3,404,59,19,4,0,0,83,2445,584,84,0,10,3120
SSC40602,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,14
SSC40603,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
