SSC_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
SSC40456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,0
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0
SSC40459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0
SSC40460,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,10,9,3,3,5,0,0,32,0,9,7,13,6,5,0,0,43,18,69,58,45,44,19,9,3,262,5,3,0,0,0,0,0,0,11,3,5,3,3,7,0,0,0,22,21,73,65,43,47,25,6,3,288,0,0,4,0,0,0,0,0,5,24,8,3,8,5,8,3,4,69,45,103,92,81,72,40,12,8,450,0,7,0,3,0,0,0,0,8,0,0,3,3,3,0,0,0,14,7,20,16,9,11,4,0,0,71,4,22,19,17,16,3,0,0,82,22,46,35,20,24,4,0,0,151,3,3,3,5,3,4,0,0,23,0,3,8,5,3,0,0,0,22,22,53,45,36,25,11,0,0,189,0,0,0,0,0,0,0,0,0,7,7,6,14,8,5,4,0,60,46,105,100,74,67,24,5,6,426,0,7
SSC40461,0,10,10,12,0,3,0,0,42,0,0,0,5,3,0,0,0,10,5,23,18,26,13,6,0,0,94,0,0,8,9,8,6,0,0,34,3,9,5,7,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,3,6,0,0,31,0,0,5,0,0,0,0,0,5,0,3,3,3,7,9,3,0,22,10,43,49,67,32,24,7,3,240,0,4,13,11,3,0,0,0,32,0,0,6,0,0,3,0,0,8,0,38,39,14,12,3,0,0,107,0,5,6,14,8,5,0,0,42,0,4,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,6,0,3,3,9,4,3,3,0,28,0,3,0,3,0,0,0,0,4,3,3,7,8,4,4,0,0,29,9,56,75,54,28,26,7,0,246,3,11
SSC40462,0,6,12,10,7,0,0,0,37,0,0,3,5,3,0,0,0,12,5,32,23,34,30,17,16,0,161,0,6,24,18,28,10,11,9,110,17,29,34,55,46,31,19,16,256,3,0,0,8,0,0,0,0,10,3,3,3,3,0,3,4,0,24,23,28,36,65,46,37,26,21,284,0,0,0,0,0,0,0,0,3,10,5,12,14,16,8,7,7,81,38,91,104,150,130,74,63,38,688,0,10,13,7,7,0,0,0,44,0,5,10,7,5,0,0,0,31,10,59,42,40,27,10,8,0,193,3,16,27,25,28,9,7,3,110,8,22,20,17,14,7,7,3,97,3,0,3,0,3,0,0,0,11,3,3,6,7,6,0,0,3,29,14,23,31,26,22,14,10,8,138,0,0,3,3,0,0,0,0,11,15,10,7,11,8,12,19,23,97,39,119,127,113,106,43,47,38,626,0,24
SSC40463,0,23,26,24,16,7,6,0,102,0,5,9,10,3,4,0,0,34,26,84,74,65,42,41,15,4,351,3,36,37,59,40,33,14,0,226,32,69,68,121,74,96,60,13,535,8,0,0,0,3,0,0,0,16,0,9,8,10,6,8,6,0,47,42,75,82,132,80,103,70,17,596,0,0,3,5,0,0,3,0,12,28,14,13,30,15,16,17,8,145,98,241,247,323,195,208,124,25,1468,0,40,29,22,12,3,0,0,104,0,7,16,9,16,7,0,0,52,44,120,104,70,39,23,10,3,411,7,28,56,58,30,34,12,4,224,30,36,41,48,30,18,6,4,220,3,3,6,15,5,3,0,0,33,0,8,7,16,11,11,4,0,50,35,45,55,69,46,31,8,4,306,0,3,3,6,0,3,4,0,28,26,17,14,22,20,30,44,11,181,111,254,284,256,161,130,79,25,1303,0,65
SSC40464,0,38,34,52,30,18,15,3,188,0,3,8,6,11,5,0,3,41,30,79,69,85,68,51,14,8,405,8,21,33,29,10,34,8,4,143,21,34,28,28,26,26,16,3,180,0,3,0,0,0,0,0,0,12,0,0,3,4,3,4,0,0,19,20,33,38,37,31,35,18,3,209,0,4,0,3,4,0,0,0,18,5,6,3,20,17,16,22,20,116,67,183,194,226,175,153,77,48,1122,3,47,43,39,17,11,9,0,162,0,12,19,20,22,13,3,0,91,32,98,124,88,61,46,22,14,489,7,20,24,39,34,39,12,19,193,19,19,15,23,19,14,0,8,107,3,0,4,4,3,0,0,0,13,3,0,3,0,12,0,0,4,29,20,22,19,26,35,16,4,12,154,3,0,0,3,3,8,3,0,22,14,10,17,11,24,24,38,56,188,75,206,243,229,194,152,88,103,1291,3,85
SSC40465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,5,3,4,5,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,0,3,4,3,8,0,0,0,25,0,0
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40469,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,3,6,9,3,0,21,0,0,0,3,7,3,0,0,15,3,14,8,12,10,8,3,0,59,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,16,6,9,10,11,3,0,63,0,0,0,0,0,5,0,0,4,0,4,4,6,6,9,4,3,36,3,19,18,27,31,39,9,7,148,0,0,0,3,6,0,3,0,12,0,0,0,3,3,3,3,0,5,3,6,0,4,10,4,0,0,31,0,0,6,7,7,8,0,0,16,4,10,4,3,5,3,0,0,31,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,7,10,4,4,8,3,3,0,36,0,0,0,0,0,0,0,0,5,3,3,5,3,3,8,6,4,41,9,19,16,25,36,27,17,9,159,0,3
SSC40470,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,0,0,19,0,5,8,8,3,4,0,0,27,12,12,26,25,22,12,3,0,116,3,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,3,12,10,26,31,25,9,3,0,123,0,0,0,0,0,0,0,0,0,12,4,8,14,10,4,0,0,55,29,20,49,58,45,22,7,0,226,0,0,3,0,0,0,0,0,8,0,0,3,0,3,0,0,0,7,4,0,11,6,4,0,0,0,29,0,0,14,17,3,0,0,0,37,3,5,16,14,3,4,0,0,47,0,0,3,0,0,0,0,0,7,3,0,4,0,3,0,0,0,11,4,5,17,19,7,8,3,0,64,0,0,0,0,0,0,0,0,0,10,3,8,10,9,8,4,0,53,20,10,56,59,28,16,3,0,200,0,3
SSC40471,0,8,15,12,15,11,3,0,55,0,3,3,10,9,6,0,0,31,9,27,35,25,29,23,3,8,156,3,14,23,43,53,30,13,0,187,56,86,79,106,82,78,39,17,549,6,8,3,6,4,0,0,0,30,5,9,6,3,4,6,4,0,39,68,101,85,115,92,87,47,18,616,0,0,0,5,0,3,0,0,13,28,29,16,34,38,23,18,10,190,114,177,180,240,234,182,85,39,1248,0,11,11,13,5,0,0,0,45,0,0,9,12,14,8,3,0,43,21,59,54,33,37,19,5,6,231,16,33,48,66,60,34,20,6,285,46,65,46,71,51,13,11,4,311,9,10,5,8,9,3,3,0,46,5,6,13,14,16,9,0,0,66,65,83,69,93,71,24,15,3,424,0,4,0,3,4,3,3,3,23,13,20,11,35,23,24,33,25,189,117,207,210,255,219,119,74,43,1245,0,18
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,6,3,8,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,8,3,3,0,0,22,0,0
SSC40474,0,4,3,6,0,0,0,0,19,0,0,0,3,3,3,3,0,10,6,14,12,16,18,11,0,0,72,4,7,9,21,23,12,4,0,78,25,41,34,58,44,24,18,5,247,11,5,4,3,0,0,0,0,17,0,3,8,0,3,0,0,0,15,35,46,41,62,46,28,18,5,282,0,0,3,0,0,0,0,0,5,13,12,11,14,15,9,7,7,94,58,79,83,125,106,71,31,15,566,0,3,7,6,0,0,0,0,16,0,3,3,10,4,0,0,0,27,9,22,8,24,19,10,3,0,95,8,14,28,38,20,14,0,0,113,34,28,23,29,29,10,8,0,155,8,5,7,5,0,0,0,0,25,0,7,4,7,4,0,0,0,23,41,36,37,37,32,13,8,0,204,0,0,4,0,0,0,0,0,7,17,9,3,22,18,19,18,3,106,76,89,89,135,92,53,28,10,569,4,6
SSC40475,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,4,0,0,13,0,3,3,0,4,3,0,0,9,11,25,7,10,14,5,7,3,86,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,9,25,13,15,19,5,6,3,89,0,0,0,0,0,0,0,0,0,4,4,3,14,16,4,3,3,54,15,33,20,26,45,19,10,4,179,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,4,4,0,0,0,20,0,7,3,7,9,3,0,0,26,3,12,8,10,9,8,0,0,54,3,8,0,0,3,0,0,0,16,0,0,3,3,0,3,0,0,7,7,19,15,19,10,6,0,0,84,0,0,0,0,0,0,0,0,0,4,3,6,9,7,10,3,3,53,19,38,26,40,33,25,4,3,192,0,0
SSC40476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,7,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,0,0,26,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,7,10,4,0,0,24,0,0
SSC40477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,7,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,4,0,4,6,7,11,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,10,0,0,3,3,3,0,0,0,10,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,4,7,5,9,8,3,0,43,0,0
SSC40478,0,5,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,7,12,0,0,0,0,0,23,0,3,11,0,0,0,0,0,12,3,3,13,14,3,11,8,3,51,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,10,15,14,3,11,8,3,61,0,0,0,0,0,0,0,0,0,5,6,0,4,3,3,7,0,24,12,30,36,19,10,23,15,3,136,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,8,8,0,5,0,0,0,27,0,4,5,0,4,11,0,0,25,5,7,6,7,0,3,0,0,31,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,13,11,10,3,3,0,0,44,0,0,0,0,3,0,0,0,3,3,3,0,3,0,3,0,0,16,13,31,27,17,13,14,5,0,117,0,7
SSC40479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,3,7,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,9,3,0,0,22,0,0
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0
