SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC40585,38,1408,682,310,1683,0.7,1504,2.7
SSC40586,35,1700,584,290,1487,0.8,1242,2.5
SSC40587,68,1304,445,136,900,0.8,679,1.8
SSC40588,32,0,668,163,1687,1.1,1437,2.9
SSC40589,34,1500,572,300,1638,0.9,1209,2.3
SSC40590,0,0,0,0,0,0,0,0
SSC40591,36,1330,571,330,1437,0.9,1213,2
SSC40592,58,1354,497,300,1116,0.7,956,2.2
SSC40593,54,1246,558,200,1312,0.9,1187,2.5
SSC40594,50,1350,467,159,1259,0.8,1116,2.6
SSC40595,38,1421,551,275,1346,0.8,1075,2.3
SSC40596,52,900,587,170,1375,0.6,1062,1.9
SSC40597,33,0,462,0,1124,0,900,0
SSC40598,52,1758,537,100,1792,0.6,899,1.8
SSC40599,42,1354,589,180,1575,0.9,1531,2.9
SSC40600,46,0,0,0,0,0,0,0
SSC40601,47,1500,535,290,1420,0.8,1081,2.3
SSC40602,34,0,612,0,1624,0.7,1312,2.5
SSC40603,46,0,774,0,0,0.6,0,2
SSC40604,31,0,1166,0,4749,1.6,2250,5
SSC40605,47,1695,749,225,2023,0.8,1726,2.8
SSC40606,52,1733,669,285,1897,0.7,1260,2.1
SSC40607,49,571,603,38,1281,0.9,1171,2.4
SSC40608,42,0,725,0,0,0,1187,1
SSC40609,51,1387,691,285,1875,0.7,1797,2.8
SSC40610,35,1300,508,260,1179,0.8,1011,2.4
SSC40611,41,2000,958,350,2485,0.8,2049,2.4
SSC40612,44,1083,762,120,1478,0.7,1312,2.3
SSC40613,41,1335,493,280,1227,0.8,1042,2.4
SSC40614,46,1900,725,290,2125,0.8,1906,3
SSC40615,33,0,1593,0,0,0.3,0,0
SSC40616,51,0,474,0,1166,0.8,1062,1.6
SSC40617,48,0,762,0,0,0,1374,2
SSC40618,50,1300,547,200,1341,0.8,1208,2.6
SSC40619,47,0,735,0,1499,0,1374,1.7
SSC40620,0,0,0,0,0,0,0,0
SSC40621,59,433,380,125,725,0.7,488,1.7
SSC40622,45,1837,836,440,2312,0.9,2178,3.1
SSC40623,54,0,449,0,612,0.6,599,2
SSC40624,56,0,433,0,900,0.6,899,1.8
SSC40625,0,0,0,0,0,0,0,0
SSC40626,27,0,286,75,725,1.2,1536,3.8
SSC40627,38,565,833,0,1562,0.8,1312,2.5
SSC40628,64,1170,440,0,949,0.5,575,1.4
SSC40629,48,1083,611,190,1480,0.7,1143,2.2
SSC40630,0,0,0,0,0,0,0,0
SSC40631,65,945,391,0,725,0.7,687,1.6
SSC40632,36,1300,580,200,1444,0.8,1235,2.8
SSC40633,44,1000,546,220,1187,0.8,1107,2.7
SSC40634,47,1609,863,0,1792,0.8,1674,2.8
SSC40635,58,0,1083,0,0,0,0,2
SSC40636,44,2109,742,300,2460,0.8,1892,2.6
SSC40637,0,0,0,0,0,0,0,0
SSC40638,38,0,624,100,1437,0.8,899,2
SSC40639,44,2050,809,320,2285,0.9,1924,2.9
SSC40640,47,1100,537,230,1243,0.7,907,2.2
SSC40641,38,0,762,0,2250,0.9,1375,3
SSC40642,51,0,374,0,0,1,350,1
SSC40643,45,0,1125,0,2499,0.8,1374,2
SSC40644,45,650,495,143,1108,0.8,935,2.4
SSC40645,46,1697,618,260,1857,0.8,1604,2.7
SSC40646,33,0,674,0,1083,1.2,1042,3.2
SSC40647,25,0,255,90,762,1.3,1124,4.7
SSC40648,36,0,850,0,2125,0,1874,3
SSC40649,30,0,257,75,669,1.2,850,3.7
SSC40650,48,1517,681,100,1847,0.8,1593,2.6
SSC40651,41,1142,671,100,1562,0.9,1792,2.8
SSC40652,55,0,433,0,1374,0.7,749,1.5
SSC40653,64,0,399,0,0,0,0,0
SSC40654,33,1527,782,290,1807,0.8,1625,2.9
SSC40655,41,0,784,0,2062,0.7,1812,2.3
SSC40656,26,0,361,90,849,1.3,1312,4
SSC40657,50,0,1812,0,0,0,0,0
SSC40658,30,934,537,0,1874,0.6,1208,2.6
SSC40659,51,0,450,0,0,0,0,0
SSC40660,45,1200,538,220,1289,0.7,1009,2.3
SSC40661,42,0,747,101,1749,1,931,2.5
SSC40662,41,0,284,0,1187,0.6,1187,2
SSC40663,29,0,1024,100,2083,0.8,2083,2.6
SSC40664,52,650,442,130,1059,0.7,780,2.3
SSC40665,42,0,575,0,1624,0.6,1374,1.5
SSC40666,0,0,0,0,0,0,0,0
SSC40667,35,0,860,0,1874,0.9,1333,2.8
SSC40668,43,867,656,140,1413,0.7,1131,2.3
SSC40669,54,0,524,155,0,1,866,1
SSC40670,36,0,812,0,1916,0.6,1875,2.5
SSC40671,42,1733,624,277,1662,0.8,938,1.9
SSC40672,43,1864,761,310,1962,0.8,1333,2.2
SSC40673,40,2167,719,310,2296,0.9,1673,2.6
SSC40674,34,1950,573,280,1818,0.8,1116,1.8
SSC40675,45,1950,672,195,1786,0.9,1781,2.8
SSC40676,38,1387,712,0,1375,1.1,1333,2.2
SSC40677,37,433,725,0,1249,0.8,933,2.6
SSC40678,45,1842,685,290,1875,0.8,1708,2.7
SSC40679,33,1300,605,270,1315,0.9,1117,2.3
SSC40680,0,0,0,0,0,0,0,0
SSC40681,44,1278,725,168,1656,0.8,1544,2.5
SSC40682,53,156,410,5,850,0.8,537,2
SSC40683,45,0,374,0,0,0,0,5
SSC40684,47,1907,584,300,1631,0.8,1316,2.5
SSC40685,37,0,700,0,1625,0.8,1062,2.6
SSC40686,34,1384,437,230,1038,0.9,840,2.5
SSC40687,41,1509,495,285,1253,0.8,1015,2.5
SSC40688,48,867,600,120,1370,0.7,1109,2.1
SSC40689,65,0,749,0,0,1,0,1
SSC40690,52,2200,707,300,2515,0.8,1284,2.1
SSC40691,51,1114,545,180,1228,0.7,927,2.1
SSC40692,37,0,739,0,1625,0.9,1625,2.3
SSC40693,48,1083,517,155,1183,0.8,1028,2.5
SSC40694,51,1867,833,323,2166,0.8,1562,2.2
SSC40695,53,1040,551,175,1193,0.7,933,2.1
SSC40696,43,2000,768,300,2293,0.9,1627,2.5
SSC40697,36,1667,590,270,1451,0.8,1153,2.3
SSC40698,36,1699,754,0,1333,1.1,1375,2.5
SSC40699,22,0,1125,0,0,0,0,0
SSC40700,0,0,0,0,0,0,0,0
SSC40701,31,0,725,0,0,0,0,0
SSC40702,38,988,772,100,1593,0.8,1333,2.4
SSC40703,0,0,0,0,0,0,0,0
SSC40704,41,858,697,138,1395,0.8,1267,2.5
SSC40705,37,1701,697,165,1374,0.8,1166,3.2
SSC40706,36,0,828,0,1812,0.6,1375,1.4
SSC40707,23,0,359,75,700,1,669,2.6
SSC40708,40,0,900,0,0,0,0,0
SSC40709,42,2728,811,240,1916,0.8,1792,2.7
SSC40710,35,1355,860,0,2062,0.8,1687,2.7
SSC40711,59,0,366,0,1649,0.6,725,1.5
SSC40712,44,1140,780,155,1468,0.7,1375,2.5
SSC40713,49,1724,550,0,1625,0.7,1125,2.4
SSC40714,45,1419,689,200,1402,0.8,1287,2.5
SSC40715,0,0,0,0,0,0,0,0
SSC40716,43,1571,900,126,2125,0.8,1875,2.7
SSC40717,44,0,1625,0,0,0,0,0
SSC40718,45,1391,547,305,1455,0.8,1430,2.9
SSC40719,50,1804,644,205,1562,0.7,1395,2.7
SSC40720,44,0,762,0,0,0.7,1499,2.5
SSC40721,36,800,537,0,1041,0.9,1031,2.7
SSC40722,31,1517,587,260,1337,1,1130,2.3
SSC40723,43,956,1053,50,2625,0.6,1875,2.2
SSC40724,40,303,788,104,1937,0.8,1625,2.5
SSC40725,42,517,657,175,1187,0.7,1156,2.4
SSC40726,45,1292,1050,0,2125,0.5,1625,1.3
SSC40727,32,0,1062,0,1874,1.1,1687,3.3
SSC40728,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0
SSC40730,68,0,450,0,0,0,0,2
SSC40731,23,0,649,0,0,0,0,0
SSC40732,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0
SSC40737,50,3100,450,150,1062,0.6,941,1.8
SSC40738,0,0,0,0,0,0,0,0
SSC40739,64,0,350,0,0,0.6,0,2
SSC40740,48,823,595,118,1386,0.7,1190,2.3
SSC40741,45,1300,671,120,1812,0.7,1385,2.5
SSC40742,47,0,0,0,0,0,0,0
SSC40743,45,1733,687,300,1945,0.8,1489,2.4
SSC40744,42,1733,661,295,1707,0.8,1242,2.3
SSC40745,50,975,516,165,1305,0.7,1029,2.1
SSC40746,60,0,1020,0,2125,0.8,1874,2
SSC40747,38,1083,739,120,1687,0.8,1562,2.3
SSC40748,57,2167,802,285,2371,0.8,1483,2
SSC40749,45,1592,672,230,1916,0.9,1708,2.4
SSC40750,54,2246,674,0,1875,0.8,2125,2.7
SSC40751,37,0,971,50,1656,0.8,1458,2.5
SSC40752,45,1213,617,0,1542,0.6,1187,2.2
SSC40753,46,1400,662,250,1670,0.8,1483,2.6
SSC40754,41,1634,631,290,1685,0.8,1557,2.9
SSC40755,46,1289,708,250,1562,0.7,1305,2.6
SSC40756,34,0,1292,0,1874,0,1874,0
SSC40757,53,0,575,0,0,0,0,2
SSC40758,44,2000,706,320,1817,0.8,1392,2.4
SSC40759,29,0,0,0,0,0,0,0
SSC40760,36,1560,449,0,1062,0.7,933,2.3
SSC40761,45,1241,473,100,1303,0.8,1050,2.5
SSC40762,67,0,850,0,0,0.3,450,1
SSC40763,38,1647,739,330,1986,0.8,1741,2.8
SSC40764,42,1408,639,285,1507,0.8,1275,2.6
SSC40765,43,264,811,30,1468,0.7,1281,2.3
SSC40766,48,758,608,100,1312,0.7,1107,2
SSC40767,45,293,543,91,1202,0.7,1010,2.3
SSC40768,44,1781,690,320,1952,0.8,1498,2.5
SSC40769,47,1300,695,200,1999,0.6,1674,2
SSC40770,28,1105,612,0,1562,0.8,1083,2.5
SSC40771,42,2000,764,0,2125,0.9,1812,3
SSC40772,47,0,362,0,649,1,466,2
SSC40773,53,1100,537,200,1042,0.6,855,1.8
SSC40774,42,1200,640,170,1523,0.8,1193,2.6
SSC40775,41,1800,599,0,1562,0.7,1792,2.9
SSC40776,45,0,450,0,1562,0.5,1562,1.7
SSC40777,40,1772,737,0,2125,0.9,2124,3.8
SSC40778,46,2000,729,0,1906,0.8,1792,2.6
SSC40779,45,1517,587,250,1411,0.8,1322,2.7
SSC40780,44,1083,485,250,1292,0.8,1111,2.5
SSC40781,43,1909,775,333,2237,0.8,1625,2.5
SSC40782,46,1083,565,190,1316,0.7,989,2.2
SSC40783,41,1105,605,160,1427,0.8,1204,2.6
SSC40784,47,780,684,91,1432,0.7,1261,2.2
SSC40785,68,0,357,0,700,0.8,483,1.5
SSC40786,46,0,575,0,0,1,1125,0
SSC40787,41,1408,667,232,1607,0.8,1405,2.6
SSC40788,52,1800,836,600,2340,0.8,2159,2.4
SSC40789,49,1268,550,162,1231,0.7,946,2.1
SSC40790,38,1560,739,50,1850,0.9,1775,3
SSC40791,45,1473,671,250,1625,0.8,1410,2.5
SSC40792,47,1365,525,315,1354,0.8,1357,2.9
SSC40793,39,1139,657,0,1541,1,1541,2.2
SSC40794,51,0,850,116,1999,0.6,1375,2
SSC40795,50,1300,900,0,2250,0.6,2083,2.4
SSC40796,52,0,575,0,0,0,1624,2
SSC40797,39,1800,598,300,1685,0.8,1218,2.4
SSC40798,0,0,0,0,0,0,0,0
SSC40799,50,953,505,179,1346,0.7,980,2.3
SSC40800,34,0,1062,0,0,0,1374,4
SSC40801,39,550,724,0,1374,0.7,1124,2.5
SSC40802,40,1192,612,240,1446,0.8,1320,2.5
SSC40803,47,0,417,0,2250,0.6,900,2
SSC40804,66,0,450,0,900,0.5,900,2
SSC40805,45,2167,900,335,2724,0.8,2141,2.6
SSC40806,54,0,849,0,0,0.7,1624,1.6
SSC40807,30,0,675,0,1625,1.1,1208,2.8
SSC40808,0,0,0,0,0,0,0,0
SSC40809,38,0,587,0,1374,0.6,1224,3
SSC40810,38,1761,755,300,2010,0.8,1552,2.5
SSC40811,53,1083,470,200,1038,0.7,832,2.1
SSC40812,51,730,521,127,1125,0.6,779,1.9
SSC40813,33,1600,426,230,1129,1,987,2.9
SSC40814,50,0,374,0,1187,0.6,1062,2.4
SSC40815,47,1636,437,0,1208,0.8,1125,2.1
SSC40816,41,1582,818,190,2083,0.8,1875,2.9
SSC40817,43,2557,668,258,2250,0.8,1375,2.9
SSC40818,40,0,814,0,2107,0.8,2125,3.1
SSC40819,36,1517,612,270,1452,0.8,1123,2.2
SSC40820,47,1750,772,360,1962,0.8,1664,2.5
SSC40821,44,1517,546,300,1472,0.8,1129,2.2
SSC40822,50,563,455,220,792,0.6,701,1.9
SSC40823,36,0,900,0,0,1,2124,4
SSC40824,71,0,537,0,0,0.5,725,1.5
SSC40825,56,0,687,69,1875,0.8,900,1.3
SSC40826,36,1717,586,270,1413,0.9,1126,2.2
SSC40827,16,0,1062,0,0,0,0,5
SSC40828,43,927,525,200,1375,0.7,924,2.3
SSC40829,41,0,462,83,1062,0.7,537,1.7
SSC40830,42,1954,638,330,1981,0.9,1476,2.3
SSC40831,49,0,725,0,0,0.6,1062,1
SSC40832,44,1394,614,300,1439,0.7,1152,2.4
SSC40833,40,867,428,150,1300,0.7,1062,2.5
SSC40834,0,0,0,0,0,0,0,0
SSC40835,31,1750,756,345,1856,0.8,1666,2.7
SSC40836,58,0,1875,0,0,0,0,2
SSC40837,41,2000,818,300,2149,0.8,1461,2.2
SSC40838,64,0,459,0,0,0.5,574,1.4
SSC40839,27,0,575,0,874,0.5,900,2.5
SSC40840,60,1122,486,268,1085,0.7,882,2.1
SSC40841,48,1350,762,0,1375,0.8,1166,2
SSC40842,37,1863,767,300,2013,0.8,1809,2.9
SSC40843,52,1517,584,295,1512,0.8,1169,2.3
SSC40844,38,1517,702,261,1766,0.8,1564,2.6
SSC40845,42,3000,1024,450,3702,0.8,3237,2.8
SSC40846,41,2000,960,410,2704,0.9,2527,3
SSC40847,47,1029,609,175,1343,0.7,1059,2.3
SSC40848,38,1795,648,300,1741,0.8,1205,2.3
SSC40849,45,0,389,0,900,1,850,2.5
SSC40850,54,0,762,0,0,0,0,0
SSC40851,51,975,493,160,1107,0.7,876,2.2
SSC40852,57,0,724,0,0,0.4,574,1.3
SSC40853,54,0,537,60,774,0.7,774,1.6
SSC40854,43,1733,643,0,1458,0.7,1375,2.3
SSC40855,51,0,262,0,0,0.5,0,0
SSC40856,41,0,1024,0,1624,0.6,1625,2
SSC40857,49,0,466,50,1149,0.6,687,1.6
SSC40858,41,568,749,0,2062,0.7,1875,2.8
SSC40859,49,984,445,185,900,0.8,710,2
SSC40860,61,0,474,0,0,0,0,1
SSC40861,46,0,0,0,0,0,0,0
SSC40862,47,1404,599,255,1395,0.7,1122,2.3
SSC40863,50,0,850,0,0,0.5,1624,2
SSC40864,38,1733,765,155,1899,0.8,1875,3.1
SSC40865,51,1083,464,220,1057,0.8,828,2.2
SSC40866,35,1820,613,300,1796,0.8,1339,2.4
SSC40867,38,0,574,330,900,0.7,966,1.5
SSC40868,44,991,662,0,1406,0.7,1208,2.6
SSC40869,45,1430,811,312,2349,1.1,2049,2.5
SSC40870,47,975,490,155,1212,0.7,907,2.2
SSC40871,43,2167,961,400,2819,0.8,2335,2.8
SSC40872,29,1375,669,100,1281,0.8,1187,2.8
SSC40873,28,0,263,65,715,1.3,979,3.5
SSC40874,50,650,900,0,1625,0.6,1562,1.4
SSC40875,0,0,0,0,0,0,0,0
SSC40876,54,0,312,0,687,0.8,675,2.3
SSC40877,39,0,1312,0,1437,0.8,1375,2.3
SSC40878,45,1545,718,40,1625,0.7,1399,2.9
SSC40879,54,1083,489,190,1147,0.7,858,2.1
SSC40880,51,650,608,97,1270,0.6,824,1.7
SSC40881,54,1400,590,180,1328,0.8,1166,2.3
SSC40882,54,0,337,150,0,0.3,575,1.9
SSC40883,54,1636,939,0,2125,0.5,1125,1.3
SSC40884,46,2030,773,293,2144,0.8,1566,2.4
SSC40885,42,0,914,0,2050,0.7,2050,3
SSC40886,37,1538,486,240,1264,0.8,919,2.2
SSC40887,32,0,575,0,1208,0.6,1166,2.9
SSC40888,41,1463,633,300,1514,0.8,1294,2.5
SSC40889,53,0,224,0,0,0,0,0
SSC40890,43,1517,594,243,1625,0.8,1312,2.5
SSC40891,37,1412,533,285,1329,0.8,1084,2.3
SSC40892,40,1500,659,300,1609,0.8,1379,2.6
SSC40893,39,1430,638,320,1583,0.8,1385,2.6
SSC40894,36,1733,574,0,1375,0,1375,0
SSC40895,42,1266,557,225,1452,0.8,1270,2.9
SSC40896,43,1500,599,80,1208,0.8,1145,2.1
SSC40897,45,1129,617,188,1365,0.7,1180,2.5
SSC40898,43,741,657,160,1416,0.7,1166,2.4
SSC40899,0,0,0,0,0,0,0,0
SSC40900,47,1925,624,300,1531,0.9,1303,2.7
SSC40901,51,0,769,0,2083,0.8,1875,2
SSC40902,44,929,638,50,1474,0.8,1375,2.6
SSC40903,32,0,450,0,0,1.3,0,4
SSC40904,43,0,474,0,1624,1,1624,2.5
SSC40905,0,0,0,0,0,0,0,0
SSC40906,56,953,442,184,870,0.7,696,1.9
SSC40907,54,1300,479,250,1128,0.6,917,2.2
SSC40908,50,914,440,89,1089,0.8,759,2.2
SSC40909,42,1300,734,200,1780,0.8,1491,2.6
SSC40910,38,0,389,0,1100,0.8,1100,3.1
SSC40911,45,769,505,180,1267,0.8,1125,2.6
SSC40912,55,665,643,165,1140,0.6,989,2.1
SSC40913,39,0,521,0,1437,1,1312,3.2
SSC40914,53,0,725,0,1375,0.6,1125,1.6
SSC40915,57,867,421,152,857,0.7,715,1.9
SSC40916,43,0,933,0,3249,0.7,1125,2.5
SSC40917,40,1300,534,270,1234,0.7,1009,2.3
SSC40918,53,0,0,0,0,0,0,0
SSC40919,43,1700,541,228,1415,0.7,1003,2.1
SSC40920,30,0,724,0,1562,0,1583,0
SSC40921,30,0,774,0,2249,0,1875,3.3
SSC40922,48,1050,629,190,1416,0.7,1292,2.6
SSC40923,37,1625,642,310,1612,0.8,1296,2.5
SSC40924,38,0,762,0,0,0,0,0
SSC40925,47,2184,900,225,2405,0.8,2194,2.7
SSC40926,44,2200,567,0,1899,0.9,1374,3
SSC40927,42,1294,562,85,1468,0.8,1224,2.7
SSC40928,48,581,495,100,1291,0.6,758,1.9
SSC40929,0,0,0,0,0,0,0,0
SSC40930,49,455,436,130,962,0.7,764,2.4
SSC40931,57,0,519,50,1125,0.6,1042,1.9
SSC40932,69,0,374,0,0,0,0,1
SSC40933,40,1625,603,300,1434,0.8,1336,2.7
SSC40934,27,0,724,0,0,0.7,1274,3
SSC40935,54,1838,603,0,1625,0.7,1228,2.6
SSC40936,34,0,706,0,1874,1,1499,3.1
SSC40937,23,0,75,0,0,0,0,5
SSC40938,58,0,575,0,1125,0.6,1062,1.7
SSC40939,37,0,2082,0,0,0,0,0
SSC40940,40,1152,583,190,1371,0.8,1034,2.3
SSC40941,51,1733,922,140,2326,0.7,2036,2.6
SSC40942,40,0,550,0,1333,0.9,1124,2.2
SSC40943,44,1653,494,75,1125,0.9,1053,3.2
SSC40944,0,0,0,0,0,0,0,0
SSC40945,43,1517,668,138,1481,0.8,1375,2.7
SSC40946,44,1950,706,0,1625,1,1208,2.5
SSC40947,58,231,366,0,0,0.6,450,1
SSC40948,45,1794,706,125,1312,0.7,1208,2.9
SSC40949,47,1490,589,0,2125,0.8,1562,2.6
SSC40950,41,0,649,0,0,0,0,2
SSC40951,51,2000,1022,500,3083,0.7,2562,2.6
SSC40952,47,1394,556,220,1292,0.8,1062,2.3
SSC40953,36,1636,804,92,1875,0.9,1489,2.9
SSC40954,42,0,515,0,849,0.5,900,1.9
SSC40955,48,1083,474,0,1281,0.7,1125,3.1
SSC40956,44,1517,673,260,1720,0.8,1523,2.7
SSC40957,39,0,1125,0,3749,0.5,2750,2
SSC40958,54,0,769,0,0,0.2,762,1
SSC40959,40,899,483,135,1187,0.4,1125,2.2
SSC40960,28,0,899,120,2250,1.2,1937,4.1
SSC40961,38,1335,769,0,2291,0.9,2041,2.6
SSC40962,45,1733,784,120,2305,0.7,1781,2.4
SSC40963,0,0,0,0,0,0,0,0
SSC40964,62,0,593,0,1562,0.8,1125,1.6
SSC40965,54,0,1374,0,0,0.5,0,0
SSC40966,48,974,462,46,939,0.7,900,2.4
SSC40967,47,1200,711,210,1663,0.8,1381,2.4
SSC40968,39,1042,627,120,1218,0.7,1156,3
SSC40969,36,0,1125,0,2125,1.5,1999,2
SSC40970,30,1254,549,249,1195,0.8,988,2.5
SSC40971,36,1500,496,253,1357,0.9,1357,3.4
SSC40972,26,1500,684,290,1385,0.8,1313,2.9
SSC40973,57,1000,461,265,756,0.6,697,1.8
SSC40974,29,595,519,0,1292,0.8,914,2.1
SSC40975,27,0,724,0,1124,0.6,1124,3
SSC40976,70,0,356,0,706,0.6,706,1.6
SSC40977,32,0,251,90,489,1.5,900,2.9
SSC40978,46,0,357,0,1024,0,1125,3
SSC40979,39,1127,497,220,1121,0.8,879,2.3
SSC40980,46,1265,583,235,1426,0.8,1237,2.5
SSC40981,46,1192,519,220,1050,0.8,924,2.5
SSC40982,35,1843,563,0,2125,0.8,1589,2.9
SSC40983,56,585,450,0,1031,0.7,849,2.2
SSC40984,43,1300,689,135,1312,0.7,1111,2.5
SSC40985,59,0,687,0,1375,0.5,1125,2
SSC40986,45,1795,715,300,2120,0.9,1798,2.8
SSC40987,43,1127,603,150,1312,0.8,1173,2.5
SSC40988,40,1506,628,213,1458,0.8,1282,2.5
SSC40989,62,1517,599,0,1375,0.6,1374,1.7
SSC40990,52,2000,710,310,2279,0.8,1448,2.3
SSC40991,56,0,0,0,0,0,0,0
SSC40992,0,0,0,0,0,0,0,0
SSC40993,0,0,0,0,0,0,0,0
SSC40994,37,1800,823,275,2222,0.9,1568,2.5
SSC40995,48,0,924,0,1749,0.6,1468,2.2
SSC40996,35,1517,702,310,1676,0.8,1446,2.6
SSC40997,52,0,687,0,1324,0.6,575,2
SSC40998,47,1733,589,160,1481,0.7,1218,2.3
SSC40999,43,644,460,135,1170,0.7,804,2.3
SSC41000,35,0,743,0,1375,1,1375,3.5
SSC41001,41,1235,467,200,1319,0.8,1059,2.5
SSC41002,40,1105,643,200,1410,0.8,1160,2.4
SSC41003,44,1262,459,100,1125,0.9,850,2.4
SSC41004,33,1016,402,95,1036,0.8,871,2.8
SSC41005,40,0,416,0,900,0.7,374,2.4
SSC41006,48,1083,515,0,1218,0.9,1166,2.5
SSC41007,58,0,887,0,0,0.6,0,2
SSC41008,47,1083,537,140,1375,0.8,1174,2.6
SSC41009,57,1008,668,0,1874,0.7,1437,2.3
SSC41010,41,0,389,95,866,0.7,900,2.6
SSC41011,51,1035,506,183,966,0.6,737,2.1
SSC41012,42,2299,900,320,2650,0.8,2143,2.8
SSC41013,52,0,619,0,1125,0.8,1125,2.2
SSC41014,43,1517,525,300,1306,0.8,1089,2.4
SSC41015,34,1487,993,320,1875,1,1298,1.8
SSC41016,44,1203,530,140,1625,0.7,1062,2.4
SSC41017,40,1300,500,213,1336,0.7,1083,2.5
SSC41018,44,0,725,0,0,0.6,1499,0
SSC41019,36,433,596,75,1125,0.5,924,2
SSC41020,41,1560,580,300,1528,0.8,1267,2.5
SSC41021,40,1200,790,0,1812,0.7,1375,2.4
SSC41022,0,0,0,0,0,0,0,0
SSC41023,54,976,425,100,979,0.7,710,2
SSC41024,38,0,880,155,2083,1,1458,2.6
SSC41025,35,1500,497,270,1125,0.8,1023,1.9
SSC41026,37,1373,529,216,1281,0.7,989,2.4
SSC41027,56,0,343,180,899,1.3,687,1.4
SSC41028,59,1083,481,265,1114,0.7,855,2.1
SSC41029,37,1950,779,360,2397,0.9,1693,1.9
SSC41030,55,1300,584,258,1240,0.7,989,2
SSC41031,37,0,706,0,0,0,1249,1.5
SSC41032,47,1950,668,388,2126,0.8,1605,2.5
SSC41033,66,0,0,0,0,0,0,0
SSC41034,49,1700,666,330,1748,0.8,1388,2.4
SSC41035,66,1083,394,223,962,0.7,788,2
SSC41036,43,1733,616,300,1687,0.8,1196,2.2
SSC41037,50,1300,639,200,1481,0.9,1075,2.2
SSC41038,64,0,774,0,0,0,0,1
SSC41039,45,0,362,0,0,0,483,2
SSC41040,48,1083,546,220,1202,0.7,1021,2.3
SSC41041,34,1625,511,255,1290,0.8,1033,2.5
SSC41042,33,1800,817,370,2006,0.8,1761,2.6
SSC41043,43,1733,681,275,1812,0.9,1607,2.8
SSC41044,39,1829,849,350,2146,0.8,1485,2
SSC41045,0,0,0,0,0,0,0,0
SSC41046,45,2000,522,151,1832,0.8,1257,2.4
SSC41047,41,0,1089,0,0,1,0,1
SSC41048,38,0,1174,0,2625,0.5,1499,1.9
SSC41049,43,1408,617,270,1492,0.7,1143,2.3
SSC41050,42,0,662,0,1874,0.6,1458,2
SSC41051,39,1084,525,0,2124,1.3,1187,3
SSC41052,39,1535,661,310,1570,0.8,1311,2.4
SSC41053,43,1179,505,275,1076,0.7,891,2.2
SSC41054,47,1950,749,300,2008,0.7,1617,2.5
SSC41055,41,1517,575,250,1610,0.7,1299,2.4
SSC41056,26,0,0,0,0,0,0,0
SSC41057,39,1512,514,265,1315,0.8,959,2
SSC41058,48,1582,753,185,1892,0.8,1575,2.6
SSC41059,57,0,949,0,0,0,949,1
SSC41060,54,0,1042,0,0,0.5,0,2
SSC41061,39,1352,599,285,1408,0.8,1202,2.5
SSC41062,40,1400,617,310,1437,0.8,1216,2.4
SSC41063,65,0,0,0,0,0,0,0
SSC41064,20,0,0,0,0,0,0,0
SSC41065,45,1566,726,235,2062,0.8,1948,2.9
SSC41066,44,1560,694,330,1891,0.8,1811,2.9
SSC41067,55,0,474,0,0,0,0,0
SSC41068,35,0,450,75,575,0.8,530,2.1
SSC41069,52,820,470,128,1174,0.7,839,2
SSC41070,42,1517,538,250,1345,0.8,1056,2.3
SSC41071,38,1300,455,240,1143,0.9,950,2.5
SSC41072,64,0,575,0,0,0.5,1074,1.5
SSC41073,50,0,575,50,1333,0.7,1312,2.2
SSC41074,38,1712,651,260,1861,0.8,1204,2
SSC41075,42,968,524,158,1312,0.8,1101,2.4
SSC41076,44,867,623,120,1260,0.8,1166,2.4
SSC41077,46,2184,766,223,2041,0.7,1916,2.6
SSC41078,44,1625,725,250,1812,0.7,1687,2.6
SSC41079,51,1261,450,0,1050,0.8,900,2
SSC41080,13,0,1625,0,0,1,0,0
SSC41081,35,1062,575,0,1625,0.9,1312,2.9
SSC41082,44,1300,511,210,1171,0.7,866,2.3
SSC41083,39,0,575,0,949,0,949,2
SSC41084,44,1800,641,336,1840,0.8,1438,2.5
SSC41085,36,1300,550,290,1305,0.8,1146,2.6
SSC41086,38,1300,484,250,1244,0.8,1002,2.3
SSC41087,40,1300,504,250,1308,0.8,1089,2.4
SSC41088,55,0,450,0,1149,1.1,725,1.3
SSC41089,45,1950,755,150,2066,0.8,1952,2.8
SSC41090,43,1509,568,300,1463,0.8,1192,2.4
SSC41091,25,0,62,0,0,0,0,0
SSC41092,35,1387,488,260,1268,0.9,1140,2.8
SSC41093,33,1300,557,280,1347,0.9,1239,2.9
SSC41094,36,0,1125,0,0,0,0,0
SSC41095,0,0,0,0,0,0,0,0
SSC41096,54,1370,606,250,1375,0.7,1156,2.2
SSC41097,47,950,461,203,937,0.8,919,2
SSC41098,38,759,654,70,1687,0.8,1399,2.8
SSC41099,44,1109,659,175,1431,0.7,1075,2.2
