SSC_CODE_2016,Ag_For_Fish_OcMngr,Ag_For_Fish_OcProf,Ag_For_Fish_OcTechTrdW,Ag_For_Fish_OcComPerS,Ag_For_Fish_OcClericAdm,Ag_For_Fish_OcSalesWk,Ag_For_Fish_OcMacOp_Driv,Ag_For_Fish_OcLab,Ag_For_Fish_OcID_NS,Agri_for_fish_Tot,Mining_OcMngr,Mining_OcProf,Mining_OcTechTrdW,Mining_OcComPerS,Mining_OcClericAdm,Mining_OcSalesWk,Mining_OcMacOp_Driv,Mining_OcLab,Mining_OcID_NS,Mining_Tot,Manufact_OcMngr,Manufact_OcProf,Manufact_OcTechTrdW,Manufact_OcComPerS,Manufact_OcClericAdm,Manufact_OcSalesWk,Manufact_OcMacOp_Driv,Manufact_OcLab,Manufact_OcID_NS,Manufacturing_Tot,El_Gas_W_W_OcMngr,El_Gas_W_W_OcProf,El_Gas_W_W_OcTechTrdW,El_Gas_W_W_OcComPerS,El_Gas_W_W_OcClericAdm,El_Gas_W_W_OcSalesWk,El_Gas_W_W_OcMacOp_Driv,El_Gas_W_W_OcLab,El_Gas_W_W_OcID_NS,El_Gas_W_W_Tot,Construc_OcMngr,Construc_OcProf,Construc_OcTechTrdW,Construc_OcComPerS,Construc_OcClericAdm,Construc_OcSalesWk,Construc_OcMacOp_Driv,Construc_OcLab,Construc_OcID_NS,Construction_Tot,WhlesaleTde_OcMngr,WhlesaleTde_OcProf,WhlesaleTde_OcTechTrdW,WhlesaleTde_OcComPerS,WhlesaleTde_OcClericAdm,WhlesaleTde_OcSalesWk,WhlesaleTde_OcMacOp_Driv,WhlesaleTde_OcLab,WhlesaleTde_OcID_NS,WhlesaleTde_Tot,RetTde_OcMngr,RetTde_OcProf,RetTde_OcTechTrdW,RetTde_OcComPerS,RetTde_OcClericAdm,RetTde_OcSalesWk,RetTde_OcMacOp_Driv,RetTde_OcLab,RetTde_OcID_NS,RetTde_Tot,Acom_food_OcMngr,Acom_food_OcProf,Acom_food_OcTechTrdW,Acom_food_OcComPerS,Acom_food_OcClericAdm,Acom_food_OcSalesWk,Acom_food_OcMacOp_Driv,Acom_food_OcLab,Acom_food_OcID_NS,Acom_food_scs_Tot,Trans_po_wh_OcMngr,Trans_po_wh_OcProf,Trans_po_wh_OcTechTrdW,Trans_po_wh_OcComPerS,Trans_po_wh_OcClericAdm,Trans_po_wh_OcSalesWk,Trans_po_wh_OcMacOp_Driv,Trans_po_wh_OcLab,Trans_po_wh_OcID_NS,Trans_po_wh_Tot,Infon_med_tel_OcMngr,Infon_med_tel_OcProf,Infon_med_tel_OcTechTrdW,Infon_med_tel_OcComPerS,Infon_med_tel_OcClericAdm,Infon_med_tel_OcSalesWk,Infon_med_tel_OcMacOp_Driv,Infon_med_tel_OcLab,Infon_med_tel_OcID_NS,Infon_med_tel_Tot,Fin_and_ins_s_OcMngr,Fin_and_ins_s_OcProf,Fin_and_ins_s_OcTechTrdW,Fin_and_ins_s_OcComPerS,Fin_and_ins_s_OcClericAdm,Fin_and_ins_s_OcSalesWk,Fin_and_ins_s_OcMacOp_Driv,Fin_and_ins_s_OcLab,Fin_and_ins_s_OcID_NS,Fin_and_ins_s_Tot,Rent_hi_re_es_OcMngr,Rent_hi_re_es_OcProf,Rent_hi_re_es_OcTechTrdW,Rent_hi_re_es_OcComPerS,Rent_hi_re_es_OcClericAdm,Rent_hi_re_es_OcSalesWk,Rent_hi_re_es_OcMacOp_Driv,Rent_hi_re_es_OcLab,Rent_hi_re_es_OcID_NS,Rent_hi_re_es_Tot,Prof_sci_tec_OcMngr,Prof_sci_tec_OcProf,Prof_sci_tec_OcTechTrdW,Prof_sci_tec_OcComPerS,Prof_sci_tec_OcClericAdm,Prof_sci_tec_OcSalesWk,Prof_sci_tec_OcMacOp_Driv,Prof_sci_tec_OcLab,Prof_sci_tec_OcID_NS,Prof_sci_tec_Tot,Admin_sup_s_OcMngr,Admin_sup_s_OcProf,Admin_sup_s_OcTechTrdW,Admin_sup_s_OcComPerS,Admin_sup_s_OcClericAdm,Admin_sup_s_OcSalesWk,Admin_sup_s_OcMacOp_Driv,Admin_sup_s_OcLab,Admin_sup_s_OcID_NS,Admin_sup_s_Tot,Pub_adm_sfty_OcMngr,Pub_adm_sfty_OcProf,Pub_adm_sfty_OcTechTrdW,Pub_adm_sfty_OcComPerS,Pub_adm_sfty_OcClericAdm,Pub_adm_sfty_OcSalesWk,Pub_adm_sfty_OcMacOp_Driv,Pub_adm_sfty_OcLab,Pub_adm_sfty_OcID_NS,Pub_adm_sfty_Tot,Educ_training_OcMngr,Educ_training_OcProf,Educ_training_OcTechTrdW,Educ_training_OcComPerS,Educ_training_OcClericAdm,Educ_training_OcSalesWk,Educ_training_OcMacOp_Driv,Educ_training_OcLab,Educ_training_OcID_NS,Educ_training_Tot,Hlth_care_soc_OcMngr,Hlth_care_soc_OcProf,Hlth_care_soc_OcTechTrdW,Hlth_care_soc_OcComPerS,Hlth_care_soc_OcClericAdm,Hlth_care_soc_OcSalesWk,Hlth_care_soc_OcMacOp_Driv,Hlth_care_soc_OcLab,Hlth_care_soc_OcID_NS,Hlth_care_soc_Tot,ArtRecreatOcMngr,ArtRecreatOcProf,ArtRecreatOcTechTrdW,ArtRecreatOcComPerS,ArtRecreatOcClericAdm,ArtRecreatOcSalesWk,ArtRecreatOcMacOp_Driv,ArtRecreatOcLab,ArtRecreatOcID_NS,ArtRecreatTot,Other_scs_OcMngr,Other_scs_OcProf,Other_scs_OcTechTrdW,Other_scs_OcCom_PS_W,Other_scs_OcClericAdmin,Other_scs_OcSalesWk,Other_scs_OcMacOp_Driv,Other_scs_OcLab,Other_scs_OcID_NS,Other_scs_Tot,ID_NS_OcMngr,ID_NS_OcProf,ID_NS_OcTechTrdW,ID_NS_OcComPerS,ID_NS_OcClericAdm,ID_NS_OcSalesWk,ID_NS_OcMacOp_Driv,ID_NS_OcLab,ID_NS_OcID_NS,ID_NS_Tot
SSC41049,68,7,12,0,17,3,6,38,0,154,3,3,6,0,3,0,16,0,0,34,83,44,103,5,77,25,62,251,7,657,0,0,10,0,3,0,0,0,0,19,13,0,78,0,14,0,17,16,0,143,3,7,5,0,4,15,12,5,0,52,40,3,29,0,22,165,12,47,4,318,32,0,31,67,17,14,3,60,3,214,7,3,7,0,35,3,81,11,0,143,0,5,0,0,3,0,0,0,0,12,5,6,0,0,12,0,0,3,3,28,7,3,3,0,5,3,3,4,0,29,3,26,16,0,22,3,0,9,0,77,18,5,26,8,20,0,21,104,3,203,9,20,6,21,29,0,0,7,0,91,9,115,7,22,32,0,0,8,0,192,8,72,18,134,42,0,0,28,0,303,3,0,7,7,4,3,0,7,0,26,8,13,51,7,9,5,0,18,0,106,17,0,14,4,4,4,7,20,10,85
SSC41050,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41051,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41052,0,0,0,0,0,0,0,3,0,3,0,3,9,0,0,0,3,0,0,8,18,9,23,0,10,5,8,12,0,79,0,0,9,0,3,0,0,0,3,13,11,3,63,0,12,0,11,20,0,123,0,3,6,0,9,3,9,0,0,35,19,4,13,0,14,83,6,10,0,147,6,0,17,17,3,13,3,15,0,71,8,0,3,0,17,0,25,3,0,52,3,3,3,0,8,0,0,0,0,19,0,6,3,0,22,0,0,0,0,38,3,0,0,0,8,8,0,0,0,19,4,26,14,0,14,0,0,0,0,66,3,4,10,5,10,0,0,16,0,48,15,26,5,27,26,0,5,0,4,102,9,55,5,12,16,0,0,0,0,108,20,74,6,99,30,0,3,15,3,245,0,3,3,3,0,0,0,0,0,12,3,6,37,9,5,0,0,7,0,68,3,0,13,3,3,3,0,0,11,40
SSC41053,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,8,6,26,0,0,3,20,14,0,74,0,0,0,0,0,0,3,0,0,4,3,0,42,0,7,0,7,20,4,77,3,0,6,0,0,4,0,3,0,15,17,0,4,3,3,52,3,8,0,91,8,0,9,12,0,3,0,9,0,40,0,0,0,0,10,4,19,0,0,35,0,0,0,0,0,0,0,0,0,4,0,4,0,0,15,3,0,0,0,23,0,0,0,0,4,3,0,0,3,11,0,3,4,0,3,0,0,0,0,15,0,0,5,6,0,0,3,29,0,50,3,5,0,6,6,0,0,0,0,32,0,17,0,13,3,0,3,0,0,45,3,27,8,70,11,0,0,12,0,125,5,0,3,5,0,0,0,0,0,13,3,0,15,3,0,0,0,0,0,24,0,3,4,0,4,0,5,6,4,34
SSC41054,15,0,7,0,3,0,0,4,0,32,0,3,0,0,0,0,3,0,0,5,6,3,3,0,3,0,3,8,0,24,0,0,0,0,0,0,0,0,0,4,7,0,18,0,8,3,0,8,0,45,8,0,0,0,0,3,0,0,0,9,8,0,3,0,0,22,0,6,0,48,5,0,3,3,0,4,0,8,0,23,5,0,0,0,0,0,6,0,0,14,0,0,5,0,0,0,0,0,0,5,3,6,0,0,7,0,0,0,0,20,0,0,0,0,3,7,0,0,0,13,6,14,0,0,3,3,0,0,0,32,0,0,3,0,5,0,0,4,0,13,7,9,0,5,4,0,0,0,0,26,3,22,3,12,3,0,0,0,0,40,4,30,3,18,9,0,0,0,0,70,0,3,3,0,0,0,0,3,0,8,0,3,3,7,3,0,0,0,0,14,3,0,0,0,0,0,0,4,4,11
SSC41055,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,8,27,16,18,0,12,11,18,17,0,121,0,6,8,0,3,0,5,0,0,22,11,3,39,0,5,0,4,8,0,77,10,11,9,0,13,8,6,0,0,53,28,8,10,0,6,101,3,12,0,172,16,0,21,18,3,17,0,21,0,102,12,8,3,3,20,3,18,5,0,67,0,3,4,0,10,5,0,0,3,27,17,12,0,0,39,0,0,0,0,66,0,3,0,0,9,10,0,0,0,21,3,50,18,0,11,0,0,4,0,86,5,4,6,8,8,0,3,31,0,69,20,44,17,33,48,0,0,6,3,177,7,87,4,17,20,0,0,3,0,141,13,115,14,81,39,3,0,15,0,283,5,0,0,15,0,0,0,0,0,21,7,6,24,3,4,5,0,8,0,61,4,3,4,0,4,0,0,7,3,34
SSC41056,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41057,3,0,0,0,0,0,4,0,0,7,0,3,4,0,0,0,3,0,0,6,13,20,26,0,4,3,4,11,0,77,0,3,4,0,3,0,0,0,0,16,11,4,57,0,8,3,9,16,0,113,5,7,3,0,12,7,6,3,0,29,20,10,13,0,9,104,7,24,0,193,14,0,25,37,3,9,3,29,0,131,0,4,3,3,8,6,14,7,0,44,3,9,6,0,7,4,0,3,0,35,13,10,3,0,39,3,0,0,0,61,5,0,0,0,4,4,0,0,0,17,4,41,3,0,17,0,0,6,0,69,0,4,3,8,13,3,0,22,0,54,14,36,3,18,40,0,0,0,3,122,9,104,7,23,18,0,0,0,0,159,10,98,8,124,33,3,0,14,3,292,3,3,0,16,0,0,0,0,0,21,3,10,18,4,5,0,0,3,0,40,7,7,5,0,3,3,4,7,8,46
SSC41058,25,0,0,0,3,0,3,6,0,43,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,5,0,0,16,0,0,0,0,3,0,0,0,0,7,3,0,0,0,3,10,0,0,0,16,3,0,3,3,0,4,0,7,0,21,6,0,0,0,3,0,6,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,6,0,10,0,6,4,0,0,0,0,25,0,8,0,8,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,3,3,8
SSC41059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41061,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,17,0,3,0,3,11,0,50,0,0,6,0,3,0,0,3,0,16,8,0,46,0,14,0,15,15,0,94,3,0,0,0,7,4,9,0,0,23,4,0,11,0,3,42,0,10,3,82,6,0,9,12,0,3,0,12,0,43,8,3,0,0,4,0,4,0,0,22,0,0,0,0,0,0,0,0,0,7,9,3,0,0,10,3,0,0,0,18,0,0,0,0,3,3,0,0,0,14,3,14,0,0,8,0,0,0,0,22,0,4,0,0,3,0,0,12,0,28,3,11,4,8,5,0,0,4,3,36,3,16,3,8,9,0,0,0,0,35,7,31,3,45,12,0,0,4,3,111,0,0,0,3,0,0,0,0,0,5,0,0,20,5,7,3,0,0,0,37,0,0,3,0,3,0,4,3,3,21
SSC41062,3,0,0,0,4,0,0,7,0,11,0,0,0,0,0,0,3,0,0,7,9,3,41,3,19,11,21,27,0,138,0,7,5,0,8,0,0,0,0,22,3,0,90,0,10,0,8,17,0,139,5,4,9,0,9,10,10,3,0,52,31,0,15,4,16,123,3,17,0,215,21,0,24,19,3,15,3,29,0,103,3,6,9,0,12,3,28,0,0,62,3,7,10,0,6,4,0,0,0,22,0,9,0,0,43,0,0,0,0,55,5,0,0,0,3,7,0,0,0,15,4,22,14,0,18,0,0,3,0,61,4,3,3,0,3,0,4,26,0,51,11,15,6,36,34,0,0,7,0,110,6,58,0,22,17,0,0,0,0,110,11,85,14,104,47,0,5,26,0,283,3,0,0,11,0,0,0,0,0,16,7,3,34,7,11,0,0,11,0,71,3,3,8,0,3,0,3,4,3,28
SSC41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41065,7,0,3,0,0,0,0,3,0,19,0,0,0,0,0,0,3,0,0,6,7,3,10,0,10,0,8,7,0,47,0,0,0,0,3,0,0,0,0,9,5,0,45,0,6,0,0,10,0,74,5,0,0,0,4,3,0,0,0,16,9,0,10,0,3,34,4,6,0,53,8,0,3,17,0,4,0,8,0,38,3,0,0,0,8,0,7,3,0,24,0,0,0,0,0,0,0,0,0,3,0,8,0,0,4,0,0,0,0,16,0,0,0,0,0,5,4,0,3,9,3,12,6,0,9,0,0,0,0,34,0,3,0,0,0,0,0,9,0,17,7,12,6,10,8,0,0,0,0,48,6,29,0,11,13,0,0,0,0,52,3,19,0,19,8,0,0,0,0,49,0,3,0,0,3,0,0,0,0,3,0,0,13,3,4,0,0,0,0,23,11,0,3,3,5,5,0,3,0,35
SSC41066,12,0,0,0,0,0,0,3,0,17,0,0,4,0,0,0,5,0,0,14,26,14,39,0,18,18,6,20,0,140,0,3,11,0,3,0,3,3,0,20,15,3,84,0,18,0,7,19,0,146,9,4,7,0,3,11,7,0,0,34,30,3,7,0,13,95,3,16,0,164,9,0,5,14,0,14,3,24,0,74,8,3,0,0,19,0,22,0,0,55,0,3,6,0,0,0,0,0,0,13,3,4,0,0,29,0,0,0,0,37,3,0,0,0,4,11,0,0,0,20,3,24,10,0,26,3,0,0,0,68,0,4,8,5,8,0,0,22,0,53,13,20,7,24,29,0,0,3,3,90,7,40,5,24,12,0,0,3,0,93,16,54,6,64,43,0,10,8,0,203,4,0,4,8,4,0,0,0,0,28,7,10,37,3,9,0,0,0,0,67,5,3,3,0,3,3,3,4,8,37
SSC41067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41068,9,0,3,0,0,0,0,14,0,29,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9
SSC41069,43,0,7,0,0,0,0,9,0,67,0,0,4,0,0,0,0,0,0,12,0,0,3,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,9,0,0,3,0,0,3,0,0,0,6,5,0,4,0,0,10,0,4,0,27,3,0,0,4,0,0,0,0,0,11,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,14,0,10,3,0,0,0,0,25,0,11,0,21,3,0,0,10,0,47,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7
SSC41070,0,0,0,0,0,0,0,4,0,3,0,0,0,0,3,0,0,0,0,8,8,0,28,0,13,0,11,22,0,84,4,3,0,0,0,0,0,0,0,16,9,3,31,0,10,0,4,7,0,68,4,3,3,0,5,5,5,0,0,26,15,3,13,0,8,41,3,3,0,82,11,0,7,18,0,3,0,14,0,51,3,0,4,0,18,0,28,13,0,70,0,3,3,0,0,0,0,0,0,5,0,3,0,0,9,0,0,0,0,11,0,0,0,0,3,3,0,0,0,8,0,10,3,0,11,0,0,0,0,20,0,0,0,5,3,0,3,19,0,26,5,9,4,24,26,0,0,3,0,76,6,21,5,16,9,0,0,0,0,53,3,32,4,45,14,0,0,5,0,110,3,0,3,0,0,0,0,0,0,8,3,0,15,3,0,0,0,3,0,25,3,5,9,0,3,3,10,9,3,44
SSC41071,3,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0,0,0,0,13,0,39,0,4,3,20,40,0,128,0,0,3,0,0,0,0,3,0,6,3,3,35,0,0,0,9,6,0,70,3,0,6,0,6,4,12,3,0,35,14,5,13,0,8,57,3,5,0,103,4,0,15,21,0,13,0,18,0,69,3,0,4,3,10,3,20,6,0,50,0,0,0,0,0,0,0,0,0,10,0,4,0,0,12,0,0,0,0,22,0,0,0,0,0,0,0,3,0,5,0,19,3,0,9,0,3,0,0,38,4,3,4,6,5,0,0,36,0,62,6,12,9,16,12,0,0,3,0,53,3,9,0,10,3,0,0,0,0,28,0,37,10,58,16,0,0,21,0,138,3,0,3,3,0,0,0,0,0,9,5,0,32,7,3,0,3,10,0,61,5,3,8,3,11,3,4,12,7,51
SSC41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41073,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,4,0,4,5,0,25,0,0,0,0,0,0,0,0,0,3,3,0,9,3,0,0,0,0,0,15,3,3,0,0,3,0,0,0,0,11,8,3,3,0,0,17,0,4,0,37,5,0,0,10,0,3,0,0,0,17,3,0,0,0,0,0,5,0,0,12,0,0,0,0,5,0,0,0,0,8,0,3,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,15,3,0,0,0,0,0,0,26,0,3,0,3,3,0,0,4,0,15,3,19,0,4,8,0,0,0,0,39,4,21,0,4,0,0,0,0,3,36,8,26,0,13,5,0,0,0,0,48,3,0,0,0,0,3,0,0,0,9,3,4,0,6,5,0,0,0,0,15,0,0,3,0,4,0,0,0,3,13
SSC41075,29,0,0,0,3,0,3,16,0,53,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,3,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,10,0,0,0,0,4,0,3,0,0,10,0,0,0,0,0,6,0,0,0,10,9,0,3,3,0,0,0,3,0,14,0,0,0,0,3,0,12,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,0,0,0,3,0,14,0,8,0,12,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,6
