SSC_CODE_2016,P_OthServ_0,P_OthServ_1_15,P_OthServ_16_24,P_OthServ_25_34,P_OthServ_35_39,P_OthServ_40,P_OthServ_41_48,P_OthServ_49over,P_OthServ_hours_NS,P_OthServ_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC40595,0,9,6,11,22,15,3,5,0,63,0,6,0,12,8,3,0,3,6,43,49,193,150,221,393,208,102,130,22,1465
SSC40596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,6,6,8,0,3,0,42
SSC40597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8
SSC40598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,19
SSC40599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,3,12,9,4,8,10,0,66
SSC40600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40601,8,13,18,14,34,29,22,21,0,148,3,7,7,8,15,18,10,5,20,100,118,403,317,442,689,510,292,319,49,3153
SSC40602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,6,0,22
SSC40603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
SSC40604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,11
SSC40605,0,3,0,4,0,0,5,0,0,16,0,3,0,0,0,3,4,0,0,14,3,47,27,39,38,54,25,51,4,284
SSC40606,7,11,0,11,11,6,11,3,0,59,0,4,0,3,3,6,0,0,12,31,43,187,141,196,228,185,130,148,27,1284
SSC40607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,6,5,4,4,0,15,0,43
SSC40608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC40609,0,3,7,0,3,4,0,0,0,10,0,0,0,0,5,5,0,3,3,16,8,28,24,29,34,44,15,31,9,210
SSC40610,8,7,0,11,15,0,5,4,0,53,4,4,3,10,14,9,3,0,16,60,63,183,162,255,403,226,127,134,27,1583
SSC40611,0,3,3,4,4,4,4,0,0,29,3,5,4,9,0,3,0,6,4,32,28,118,83,94,115,139,82,161,12,826
SSC40612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,3,16,10,10,8,20,0,91
SSC40613,0,21,16,3,31,23,22,13,3,133,0,20,16,14,32,20,10,8,29,144,120,432,378,481,910,521,300,282,70,3498
SSC40614,0,0,0,0,3,0,4,3,0,11,0,0,0,0,0,0,0,0,3,9,15,28,27,17,27,32,23,37,3,207
SSC40615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,3,3,38,0,53
SSC40616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,13
SSC40617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5
SSC40618,0,0,0,0,0,3,0,0,0,5,0,3,0,0,4,3,0,0,7,19,11,24,21,33,23,27,10,19,10,164
SSC40619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,23
SSC40620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,10,0,4,0,7,0,32
SSC40622,3,0,0,3,0,4,0,3,0,17,0,0,0,3,0,0,0,3,0,15,12,35,33,33,41,56,25,38,3,278
SSC40623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,9
SSC40624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,15
SSC40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40626,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,7,3,20,8,12,3,5,0,70
SSC40627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,3,4,11,0,31
SSC40628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40629,0,6,3,3,4,6,3,4,0,29,0,0,6,4,0,0,0,3,0,17,40,79,78,92,80,120,74,157,10,739
SSC40630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40632,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,9,11,39,11,26,35,27,12,28,0,189
SSC40633,0,3,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,25,10,12,32,15,10,29,6,139
SSC40634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7,0,5,3,13,3,15,0,56
SSC40635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40636,3,3,3,3,3,0,5,3,0,19,0,3,4,3,0,0,0,3,0,10,17,87,69,70,87,72,54,106,3,560
SSC40637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,7,0,0,3,15
SSC40639,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,3,0,0,0,9,8,22,12,23,18,17,16,23,6,141
SSC40640,0,11,8,8,7,12,3,5,0,47,0,0,0,0,3,5,3,4,16,37,54,151,115,155,194,157,83,148,20,1083
SSC40641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,3,4,3,9,0,33
SSC40642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10
SSC40643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,14
SSC40644,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,9,21,18,17,23,48,14,47,3,203
SSC40645,0,0,0,0,0,4,4,3,0,9,0,0,4,0,0,0,0,0,3,13,4,27,18,19,32,31,17,32,6,192
SSC40646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,11,0,20
SSC40647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,13
SSC40648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,3,0,9
SSC40649,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,0,4,3,21,14,8,3,3,3,55
SSC40650,3,3,3,3,3,6,3,4,0,24,0,0,3,0,3,3,0,0,0,15,23,49,61,72,74,87,49,74,4,487
SSC40651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,9,5,3,8,0,63
SSC40652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
SSC40653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40654,3,4,0,3,3,4,0,3,0,18,0,0,0,0,0,0,0,0,7,12,11,44,37,49,80,48,25,65,9,372
SSC40655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,20
SSC40656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,12
SSC40657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,0,9,0,31
SSC40659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4
SSC40660,0,9,3,8,6,5,8,8,0,46,3,3,6,11,3,4,0,3,4,42,60,178,121,180,216,167,123,167,14,1224
SSC40661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,10,10,7,9,6,19,0,60
SSC40662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
SSC40663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,5,4,11,0,35
SSC40664,0,0,0,3,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,10,3,27,15,23,15,31,11,58,0,191
SSC40665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,7,0,22
SSC40666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,6,17,0,46
SSC40668,0,3,3,3,0,8,3,7,0,27,0,3,3,4,0,3,0,3,3,19,23,89,72,71,105,106,68,125,13,679
SSC40669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
SSC40670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,10,4,11,6,40
SSC40671,0,6,4,8,7,0,0,0,0,32,3,5,3,0,0,0,0,0,0,23,23,118,95,117,166,123,69,107,3,822
SSC40672,0,10,0,4,13,5,7,3,3,42,3,0,3,3,3,4,3,3,3,30,46,184,121,126,223,181,96,175,11,1164
SSC40673,0,9,0,4,7,8,6,7,0,34,0,0,0,0,8,3,3,3,9,36,38,211,147,153,181,171,120,189,17,1219
SSC40674,0,3,0,5,4,0,0,5,0,20,0,6,0,0,0,0,0,0,3,13,11,63,62,56,128,83,38,75,7,525
SSC40675,0,0,0,3,0,3,0,0,0,8,0,0,0,3,3,0,0,0,0,6,7,20,17,24,18,15,11,32,4,158
SSC40676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,13,3,5,0,35
SSC40677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,6,5,9,0,37
SSC40678,0,0,7,3,7,4,0,0,0,26,0,6,0,0,0,3,3,6,0,18,32,56,60,67,105,106,43,94,5,571
SSC40679,0,0,0,0,3,5,0,0,0,13,0,3,0,0,4,3,3,0,3,15,8,45,42,42,77,66,37,40,10,371
SSC40680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40681,0,0,0,0,7,0,0,0,0,10,0,0,0,3,0,0,0,0,0,6,3,21,13,23,29,31,10,29,3,158
SSC40682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,3,12,3,31
SSC40683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5
SSC40684,3,10,5,13,14,10,5,3,0,60,5,3,5,7,7,4,3,9,10,51,49,210,181,206,340,255,130,186,20,1583
SSC40685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,0,3,0,13,0,29
SSC40686,0,8,5,15,22,13,7,3,3,81,3,17,12,13,21,7,9,8,35,113,36,235,190,244,487,247,154,172,57,1824
SSC40687,0,0,3,4,0,3,0,3,3,25,3,6,0,3,0,5,3,0,6,23,17,88,88,91,159,98,59,71,11,682
SSC40688,0,0,0,3,3,6,4,0,0,16,5,0,0,0,0,0,0,0,3,13,25,31,31,30,36,49,33,45,5,287
SSC40689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40690,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,37,28,25,31,25,14,42,3,221
SSC40691,0,3,6,4,8,4,3,3,0,27,0,4,3,9,3,3,0,4,9,31,37,110,106,127,143,93,56,99,17,789
SSC40692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,4,0,22
SSC40693,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,8,25,16,24,12,16,0,122
SSC40694,0,0,0,0,3,3,3,3,0,14,0,0,0,0,0,0,0,0,3,7,9,33,34,37,47,47,23,37,5,269
SSC40695,0,9,3,9,0,0,0,0,0,22,0,3,0,0,0,0,0,0,5,19,39,97,71,78,63,65,51,89,21,575
SSC40696,3,10,0,5,5,5,3,3,0,31,0,6,0,0,6,6,0,8,0,23,40,164,138,135,162,154,92,175,5,1059
SSC40697,3,8,14,11,26,31,10,11,0,114,3,9,17,5,11,13,7,4,24,85,92,325,304,382,673,443,245,259,47,2769
SSC40698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,3,0,20
SSC40699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC40700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SSC40701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8
SSC40702,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,17,8,16,18,11,11,25,3,119
SSC40703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40704,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,7,8,11,9,10,13,28,0,92
SSC40705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,9,0,8,7,14,3,44
SSC40706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,3,18,0,31
SSC40707,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,3,0,18
SSC40708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC40709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,8,15,0,28
SSC40710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,3,3,0,3,8,0,28
SSC40711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6
SSC40712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,5,0,9,4,14,0,37
SSC40713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,9,0,5,10,0,36
SSC40714,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,5,0,0,0,7,6,16,14,13,15,24,4,16,0,111
SSC40715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC40716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,4,6,4,5,6,9,0,39
SSC40717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC40718,0,0,0,0,3,3,0,0,0,15,0,0,0,0,3,0,0,3,3,11,3,26,19,32,53,39,15,32,0,214
SSC40719,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,13,15,19,22,9,12,0,95
SSC40720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,10
SSC40721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,3,5,0,23
SSC40722,0,6,13,13,8,4,3,6,0,60,0,4,5,4,3,5,5,3,5,33,53,189,171,195,324,203,127,115,15,1394
SSC40723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,4,3,7,3,19,0,54
SSC40724,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,3,8,5,3,6,6,13,0,38
SSC40725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,9,14,5,8,0,55
SSC40726,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,20
SSC40727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,14,0,26
SSC40728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,7,0,6,0,28
SSC40738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40740,0,3,0,3,0,0,3,0,0,9,0,0,0,0,3,4,0,3,6,17,18,34,37,47,47,63,27,110,10,398
SSC40741,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,6,0,5,10,29,23,30,29,44,19,46,5,245
SSC40742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40743,3,7,5,11,17,8,4,5,0,66,3,8,9,0,10,8,3,6,6,53,76,242,166,264,434,339,194,267,21,2010
SSC40744,0,8,8,9,21,14,6,6,0,73,3,3,3,0,9,5,3,4,20,53,73,195,162,205,376,300,174,218,41,1747
SSC40745,0,0,0,4,3,3,6,0,0,15,0,0,0,0,0,0,0,0,3,6,19,55,35,36,44,42,29,58,3,317
SSC40746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,11
SSC40747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,4,9,3,10,0,42
SSC40748,0,0,0,0,3,4,0,3,0,10,0,4,0,4,3,0,0,0,0,17,16,90,71,72,90,77,48,110,7,580
SSC40749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,6,12,14,8,7,6,0,65
SSC40750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,3,0,26
SSC40751,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,7,14,6,15,9,11,33,3,106
SSC40752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,6,0,23
SSC40753,0,0,0,0,3,3,0,0,0,12,0,0,0,0,0,3,0,3,3,12,8,32,35,35,40,40,24,47,4,256
SSC40754,3,9,4,0,11,6,4,8,0,54,0,7,3,4,14,10,0,5,6,54,65,164,134,212,306,229,160,223,18,1519
SSC40755,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,3,11,8,18,10,13,16,20,9,27,3,121
SSC40756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5
SSC40757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SSC40758,0,3,0,0,3,11,0,3,0,21,0,0,3,0,3,3,0,0,3,23,24,113,81,103,128,132,70,104,10,766
SSC40759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,3,0,17
SSC40761,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,7,9,9,18,4,7,6,29,4,91
SSC40762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SSC40763,0,16,4,10,9,8,9,9,0,67,0,8,9,3,5,3,3,6,7,38,70,236,177,203,230,256,164,197,23,1551
SSC40764,0,3,0,9,6,13,9,3,0,47,5,3,3,4,4,13,6,7,5,48,60,132,133,146,217,205,117,150,23,1184
SSC40765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,4,4,5,18,3,59
SSC40766,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,12,10,8,3,8,0,57
SSC40767,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,6,12,8,12,11,20,21,43,3,136
SSC40768,4,10,14,9,17,19,3,18,0,102,3,13,5,4,3,15,3,14,19,88,92,358,291,336,532,450,227,372,37,2697
SSC40769,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,7,3,8,3,11,0,46
SSC40770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,11,3,0,4,0,29
SSC40771,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,29,14,18,20,22,15,26,0,158
SSC40772,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,10
SSC40773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,8,12,3,3,13,4,50
SSC40774,0,0,0,0,5,3,3,0,0,14,0,0,0,0,0,4,0,0,5,15,8,31,24,50,44,81,30,38,9,304
SSC40775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,3,6,0,22
SSC40776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,3,0,3,0,16
SSC40777,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,6,0,23
SSC40778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,15,4,17,22,17,12,15,0,99
SSC40779,0,0,0,0,4,0,0,0,0,7,0,0,0,3,0,0,0,0,6,5,6,31,32,32,27,22,22,35,8,217
SSC40780,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,12,14,10,11,14,6,21,4,90
SSC40781,0,7,3,9,3,3,5,5,0,35,0,4,0,0,4,5,0,0,3,22,43,176,122,129,175,172,127,127,7,1079
SSC40782,3,17,3,6,11,21,5,4,0,79,3,10,7,0,9,4,3,6,20,64,92,201,200,264,351,316,213,272,35,1956
SSC40783,0,3,3,3,0,0,3,4,0,17,0,0,0,0,5,7,0,0,7,17,15,49,42,54,62,75,37,60,8,406
SSC40784,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,7,19,33,29,30,31,45,31,75,3,299
SSC40785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10
SSC40787,0,0,0,5,3,10,4,4,0,27,0,0,0,4,3,0,0,4,5,16,39,102,91,117,161,151,87,148,18,918
SSC40788,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,8,6,21,12,10,18,20,12,20,3,115
SSC40789,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,0,0,3,0,5,0,11,11,25,16,25,9,25,3,119
SSC40790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,13,0,19,0,52
SSC40791,0,0,3,4,5,0,0,0,0,18,0,4,0,0,3,3,0,4,0,24,32,90,103,99,115,97,52,103,13,704
SSC40792,0,0,0,0,0,0,0,0,0,8,0,0,0,3,9,0,0,0,3,22,12,26,21,36,55,43,22,28,9,236
SSC40793,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,3,9,9,6,15,0,62
SSC40794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,4,0,14
SSC40795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,6,7,4,0,36
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC40797,3,26,15,19,24,22,12,15,0,137,4,17,11,8,18,15,7,13,15,102,125,568,448,509,841,640,359,442,46,3980
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,0,4,3,0,9,5,0,0,0,16,0,7,3,0,3,0,0,0,3,17,22,67,68,70,57,85,33,96,7,503
SSC40800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10
