SSC_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
SSC40027,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40029,3,35,0,8,5,0,0,6,0,59,4,18,0,10,4,0,0,0,0,38,7,5,5,3,14,5,0,9,0,51,8,11,0,23,7,3,0,11,0,65,3,0,0,0,0,0,0,0,0,3,6,0,10,5,0,3,0,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,13,34,82,20,50,35,25,0,40,5,287,5,27,3,0,0,3,0,11,0,49,0,0,0,0,0,0,0,0,0,3,16,10,49,0,3,4,11,18,0,110,11,0,12,0,3,0,3,3,0,28,22,3,5,0,0,0,4,12,0,50,3,48,4,12,5,0,0,4,0,72,6,21,0,10,6,0,0,0,0,45,27,12,8,3,25,10,3,9,0,97,8,20,3,28,7,8,0,12,0,79,3,3,0,0,0,0,0,0,0,5
SSC40030,0,17,0,14,0,0,0,0,0,34,0,8,0,0,0,0,0,0,0,11,3,6,0,10,11,0,0,3,0,41,0,0,0,30,0,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,9,44,6,55,15,15,3,12,3,169,0,0,0,0,0,3,0,3,0,9,0,8,0,0,3,0,0,0,0,12,4,9,28,5,0,3,12,10,3,69,0,3,11,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,29,0,10,3,0,0,3,0,46,3,8,0,0,0,0,0,0,0,14,7,15,3,8,15,8,0,3,0,65,0,3,0,43,0,3,0,7,0,59,0,0,0,0,0,0,5,0,0,4
SSC40031,3,36,3,21,10,3,0,0,0,69,0,28,0,9,0,0,0,0,0,44,18,14,3,8,51,11,0,3,0,109,5,6,0,40,9,4,0,0,0,72,0,3,0,0,3,4,0,0,0,6,3,0,18,3,9,4,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,13,28,99,32,85,93,25,4,11,4,389,0,10,0,0,0,0,0,0,0,10,8,4,0,0,0,0,0,0,0,18,35,19,129,3,13,6,18,20,6,243,8,3,33,0,0,0,6,3,3,59,8,0,3,0,0,0,0,3,0,11,5,34,10,19,7,3,3,0,0,83,0,41,0,15,0,0,3,0,0,60,36,19,9,8,59,18,5,9,3,173,7,8,0,46,9,4,0,4,0,83,0,3,0,0,5,4,0,0,0,11
SSC40032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40036,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40038,6,12,0,11,3,0,0,0,0,29,0,11,0,7,0,0,0,0,0,12,3,0,0,4,9,3,0,0,0,18,0,0,0,13,0,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,23,9,32,16,3,0,3,0,96,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,0,7,10,0,51,3,0,8,0,0,0,3,0,0,17,3,0,3,0,0,0,0,4,0,11,7,16,0,11,3,0,0,0,0,32,0,13,0,7,0,0,0,0,0,25,8,3,0,3,5,5,0,4,0,33,0,0,0,10,0,0,0,3,0,19,0,0,0,0,0,0,0,0,0,3
SSC40039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40040,0,13,0,5,0,0,0,0,0,22,0,12,0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0,6,0,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,3,12,13,0,0,4,0,66,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,3,0,25,3,0,5,0,0,0,0,0,0,6,9,3,0,0,0,0,0,3,0,11,0,14,0,8,0,0,0,0,0,22,0,14,0,0,0,0,0,0,0,20,0,7,0,0,6,0,0,0,0,12,0,3,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
SSC40041,0,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,7,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,3,10,5,0,0,6,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,7,0,25,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,11,0,5,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,11,0,0,0,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
SSC40042,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,3,5,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
SSC40043,0,89,7,30,6,10,0,3,0,145,0,34,0,6,0,4,0,0,0,44,15,28,0,18,49,13,0,11,0,135,6,26,4,36,14,4,0,11,0,103,3,9,0,4,3,0,0,0,0,17,3,0,8,5,8,3,0,3,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,3,0,5,29,202,26,111,86,43,4,29,7,540,3,15,4,3,3,3,0,3,0,42,5,32,9,3,4,0,3,0,0,56,15,32,62,7,9,5,11,9,0,152,3,7,21,0,3,0,5,4,0,48,0,0,6,0,6,3,0,4,0,19,3,119,5,46,9,10,0,10,0,200,0,46,0,6,0,5,0,0,0,60,29,66,5,25,56,28,7,22,0,232,10,40,9,55,20,9,3,12,4,158,4,14,3,3,3,9,4,3,0,37
SSC40044,0,3,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,8,3,0,0,0,6,0,0,0,0,12,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,4,9,13,0,0,0,0,45,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,10,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,6,0,8,0,3,0,0,0,0,0,11,3,3,0,3,0,0,0,0,0,10,6,4,0,0,6,0,0,0,0,15,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
SSC40045,0,25,0,7,3,0,0,0,0,39,0,13,0,4,3,0,0,0,0,17,3,8,3,3,16,0,0,3,0,40,0,4,0,5,3,4,0,0,0,24,0,0,0,0,3,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,60,9,23,36,11,0,6,0,157,0,4,3,0,0,0,0,0,0,11,3,8,4,0,4,0,3,0,0,26,3,8,12,0,8,3,3,4,0,34,0,3,7,0,0,3,0,0,0,13,0,0,3,0,0,0,0,0,0,7,0,38,3,7,3,0,0,0,0,49,0,13,0,4,3,0,0,0,0,22,14,21,3,9,22,8,0,8,0,80,8,9,0,15,3,4,0,4,0,45,3,4,7,0,3,0,0,0,0,14
SSC40046,0,20,0,0,3,0,0,0,0,26,0,6,0,0,0,0,0,0,0,12,13,6,0,0,5,0,0,0,0,20,0,3,0,5,3,0,0,0,0,13,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,40,5,14,11,0,0,0,3,93,3,3,0,3,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,5,6,10,3,0,0,4,0,0,33,5,0,5,0,3,0,0,0,0,13,0,0,11,0,0,0,0,0,0,16,0,25,0,4,3,0,0,0,0,36,0,5,0,0,0,0,0,0,0,9,11,16,0,0,5,0,0,0,0,34,5,6,0,10,3,0,0,0,0,19,3,5,3,0,0,0,0,0,0,12
SSC40047,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40048,15,170,11,52,20,3,0,3,4,279,17,166,3,23,19,3,0,0,0,234,60,88,4,28,135,45,0,4,9,372,23,66,0,72,42,11,0,8,9,232,7,27,7,6,14,9,0,3,0,59,7,3,32,15,17,13,0,7,0,96,0,0,0,0,0,0,0,0,0,0,3,5,7,0,4,0,0,0,0,24,4,3,3,4,8,3,0,0,3,25,140,588,78,220,278,98,0,24,26,1462,13,45,8,5,4,6,0,4,0,92,19,63,8,8,3,3,0,4,0,112,72,106,201,9,26,29,25,27,3,499,28,21,113,4,14,6,0,22,4,209,7,8,14,3,3,3,0,8,0,47,19,233,12,67,21,3,0,3,4,368,22,219,6,24,23,6,4,0,0,307,144,209,22,36,187,83,12,18,14,717,50,100,13,94,61,12,7,8,11,355,6,39,19,10,21,14,0,4,4,107
SSC40049,3,29,0,12,0,0,0,3,0,53,0,9,0,3,0,0,0,0,0,16,4,16,0,15,12,7,0,3,0,54,0,4,0,27,5,3,0,8,0,48,0,0,0,0,4,0,0,0,0,3,3,0,0,7,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,18,57,5,70,36,16,4,19,0,225,0,4,3,0,0,0,0,3,0,18,0,3,5,3,4,0,3,9,0,28,13,8,37,3,3,3,6,13,0,88,3,3,8,0,0,0,0,7,0,24,0,0,0,0,0,0,0,0,0,5,6,40,4,18,0,0,0,3,0,75,0,14,0,3,0,0,0,0,0,23,14,18,0,21,22,7,0,12,0,91,4,4,0,45,7,9,0,11,0,81,0,0,0,0,4,0,3,0,0,8
SSC40050,0,13,0,3,6,0,0,0,0,26,4,15,0,5,0,0,0,0,0,21,7,4,0,3,10,0,0,0,0,24,0,3,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,16,39,7,17,13,6,0,5,0,103,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,14,0,0,0,3,8,0,29,0,0,6,0,0,0,0,0,0,3,11,7,0,0,0,0,0,0,0,16,0,12,0,3,6,0,0,0,0,29,5,20,0,5,3,0,0,0,0,28,10,3,0,3,10,7,0,0,0,34,0,9,0,4,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3
SSC40051,0,11,0,0,3,0,0,0,0,18,0,4,0,0,3,0,0,0,0,14,9,9,0,0,5,5,0,0,0,27,3,5,0,0,10,0,0,0,0,20,0,3,0,0,3,0,0,0,0,6,0,0,0,5,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,7,10,28,4,0,0,0,99,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,9,6,15,3,0,0,0,0,3,0,31,5,4,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,40,3,7,0,0,3,0,0,0,0,14,14,22,0,3,16,8,0,0,0,63,9,8,0,0,6,0,0,0,0,30,0,6,0,0,3,0,0,0,0,7
SSC40052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
