SSC_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SSC40419,0,26,71,63,108,51,15,3,3,340,0,11,44,58,51,55,9,0,0,220,0,0,44,44,39,34,0,0,0,163,0,0,15,43,35,18,3,0,0,122,0,0,19,42,45,21,8,0,0,137,0,0,5,11,3,9,0,5,3,36,23,5,26,26,18,23,16,32,36,211,331,232,470,522,567,505,364,284,118,3392
SSC40420,0,0,7,3,4,6,0,0,0,25,0,0,3,0,3,0,0,0,0,14,0,0,4,3,3,0,0,0,0,11,0,0,0,7,0,0,0,0,0,10,0,0,0,8,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,6,0,3,17,12,10,9,0,0,57,30,12,49,55,60,41,29,3,0,268
SSC40421,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,7,12,5,7,0,0,35
SSC40422,0,4,36,14,17,9,3,4,3,96,0,3,19,5,10,14,3,0,0,52,0,0,7,12,3,9,3,0,0,35,0,0,0,5,10,5,0,0,0,28,0,0,6,15,7,9,0,0,0,40,0,0,0,14,0,0,0,0,0,12,0,3,13,15,8,9,8,7,8,77,55,63,194,155,100,114,76,73,83,921
SSC40423,0,3,18,15,29,15,3,0,0,83,0,6,19,12,17,14,3,0,0,66,0,0,13,11,14,14,4,0,0,50,0,0,6,10,15,5,0,0,0,40,0,0,6,13,15,9,3,0,0,48,0,0,0,0,3,3,0,0,0,12,3,3,9,7,11,5,9,9,4,62,45,63,122,135,184,186,92,44,20,894
SSC40424,0,18,70,65,63,51,27,8,0,301,0,4,44,56,57,28,10,3,0,208,0,0,45,41,52,33,8,0,0,186,0,0,35,34,29,17,3,0,0,123,0,0,18,43,45,15,9,0,0,128,0,0,5,9,7,6,0,0,0,24,13,13,15,30,21,19,30,7,3,146,219,208,413,513,479,447,447,166,32,2920
SSC40425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9
SSC40426,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,5,4,6,0,0,0,26
SSC40427,0,0,0,0,3,3,0,0,0,7,0,0,3,3,0,0,0,0,0,11,0,0,4,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,3,4,0,25,12,13,21,31,36,54,20,11,0,194
SSC40428,0,3,54,30,28,22,13,6,7,161,0,4,23,27,16,13,6,0,0,93,0,0,13,14,23,15,3,0,0,67,0,0,6,19,14,15,0,0,0,55,0,0,12,26,22,10,0,0,0,72,0,0,3,10,3,0,3,0,0,25,4,6,14,19,10,18,21,18,18,132,110,136,302,277,260,275,273,233,153,2006
SSC40429,0,9,67,76,55,25,4,0,0,242,0,4,40,34,30,13,0,0,0,122,0,3,26,28,18,15,3,0,0,98,0,0,11,28,19,8,0,0,0,58,0,3,5,25,14,6,0,0,0,51,0,0,0,4,5,0,0,0,0,16,20,19,40,36,37,25,32,21,9,232,279,318,608,604,544,466,308,190,67,3388
SSC40430,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,3,0,16,3,0,3,14,10,12,7,8,0,61
SSC40431,0,29,135,100,87,64,14,12,0,438,0,7,96,49,69,31,3,0,0,262,0,6,70,61,51,29,3,0,0,223,0,0,34,30,27,11,3,4,0,113,0,0,34,47,28,15,3,0,0,125,0,0,4,11,13,3,0,0,0,33,28,32,47,49,47,41,37,48,21,351,357,387,1030,841,839,602,482,462,232,5234
SSC40432,0,0,3,3,0,3,6,0,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,6,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,4,0,0,3,8,5,3,4,0,0,17,13,8,22,44,36,55,45,13,3,243
SSC40433,0,7,36,21,20,12,9,3,4,109,0,0,20,22,20,3,0,0,0,68,0,0,15,14,6,10,0,0,0,52,0,0,8,10,10,3,3,0,0,28,0,0,7,15,20,9,0,0,0,54,0,0,3,5,4,4,0,0,0,18,0,3,8,9,8,8,9,8,3,63,78,123,226,198,187,127,112,96,57,1215
SSC40434,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,8,6,12,9,0,0,45
SSC40435,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,6,4,14,8,13,0,0,52
SSC40436,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,8,5,3,6,6,17,34,42,18,3,133
SSC40437,0,5,14,3,9,10,7,3,0,51,3,0,12,8,9,4,3,0,0,41,0,3,9,5,3,11,3,0,0,37,0,0,3,3,9,5,3,3,0,25,0,0,3,8,12,15,6,6,0,48,0,0,3,12,20,18,12,0,0,63,4,0,7,4,4,9,10,4,0,43,48,62,102,79,98,134,84,45,20,663
SSC40438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40439,3,41,125,161,201,164,94,13,3,804,0,23,100,155,154,116,49,4,0,596,0,3,68,130,130,109,22,3,0,476,0,0,47,88,107,84,14,3,0,355,0,0,48,115,160,118,30,3,4,480,0,0,10,50,77,39,17,3,0,193,31,16,32,66,90,53,53,27,13,384,704,594,944,1325,1524,1432,1182,356,158,8216
SSC40440,0,0,3,0,0,3,3,0,0,11,0,0,0,3,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,4,0,0,0,3,0,0,0,0,8,14,9,14,20,25,26,19,6,0,137
SSC40441,0,0,0,6,4,3,3,0,0,16,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,6,5,3,0,3,10,6,4,0,0,31,19,11,5,37,48,41,38,9,0,202
SSC40442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,0,14,86,74,93,57,28,13,0,352,0,6,69,61,61,44,4,3,0,249,0,4,50,67,52,25,7,0,0,199,0,0,35,36,29,11,5,0,0,122,0,0,29,66,51,26,3,0,0,183,0,0,4,14,13,6,4,0,0,43,16,17,33,21,31,14,23,21,18,199,285,289,653,662,685,492,445,337,146,3993
SSC40444,0,0,0,0,4,3,0,0,0,14,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,10,6,0,0,34,9,4,9,12,8,28,17,0,0,93
SSC40445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,14
SSC40446,0,0,0,0,3,0,0,0,0,3,0,0,3,0,3,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,7,13,24,3,3,0,57
SSC40447,0,3,0,4,4,6,0,0,0,15,0,0,3,0,3,0,3,0,0,8,0,0,0,0,7,4,0,0,0,14,0,0,0,0,8,4,0,0,0,13,0,0,0,0,3,4,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,7,0,17,14,6,24,20,41,43,27,14,3,189
SSC40448,0,9,34,22,23,13,5,0,0,100,0,4,28,18,19,10,6,0,0,86,0,0,17,21,19,13,3,0,0,73,0,0,17,27,13,9,0,0,0,70,0,0,14,26,22,14,3,0,0,84,0,0,0,13,11,4,0,0,0,34,7,4,18,10,13,18,5,7,3,73,72,98,236,230,183,183,88,49,18,1148
SSC40449,0,0,4,3,11,7,4,0,0,30,0,0,6,4,0,5,3,0,0,18,0,0,3,0,5,9,0,0,0,17,0,0,0,0,7,3,0,0,0,17,0,0,0,9,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,6,3,3,3,7,8,3,3,0,0,33,25,26,43,35,80,66,53,13,5,335
SSC40450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,10
SSC40451,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,17,7,3,0,41
SSC40452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,11
SSC40453,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,0,0,6,0,13,8,14,0,0,45
SSC40454,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,3,10,8,3,8,0,0,36
SSC40455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40456,0,0,6,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,3,4,16,13,4,15,6,4,0,64
SSC40457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40458,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,17
SSC40459,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6
SSC40460,0,7,56,47,41,32,9,0,0,185,0,0,29,20,20,16,3,0,0,93,0,3,24,32,17,9,0,0,0,86,0,0,11,15,10,12,0,0,0,47,0,0,11,12,19,8,8,0,0,51,0,0,0,0,4,0,0,0,0,9,25,12,16,12,16,23,12,3,3,120,146,130,308,295,294,270,147,55,44,1694
SSC40461,0,0,16,12,15,7,6,0,0,56,0,0,12,15,16,3,3,0,0,48,0,0,11,17,10,4,0,0,0,48,0,0,7,12,9,7,3,0,0,38,0,0,9,13,20,5,5,0,0,51,0,0,0,11,18,4,0,0,0,25,3,3,3,13,4,3,9,0,0,43,69,47,115,144,143,84,74,18,4,705
SSC40462,0,14,24,31,49,35,18,15,3,186,0,0,23,18,39,28,14,5,0,128,0,0,22,26,33,19,4,0,0,112,0,0,13,25,27,23,3,0,0,91,0,0,8,37,42,28,4,0,3,118,0,0,3,15,16,7,8,0,5,53,11,7,12,16,20,20,20,11,26,140,173,122,253,294,387,364,227,260,185,2257
SSC40463,0,25,97,97,103,73,44,14,4,467,0,5,84,61,89,39,24,3,0,303,0,3,47,53,76,34,17,3,0,240,0,0,36,42,43,41,5,0,0,173,0,0,30,59,71,39,12,4,0,210,0,0,6,24,35,20,10,3,0,99,29,17,29,26,61,22,29,47,21,282,369,383,640,729,980,685,784,545,152,5267
SSC40464,0,22,61,35,52,49,45,10,15,291,0,6,45,28,41,33,15,9,7,183,0,0,31,57,43,30,14,3,4,186,0,0,24,28,32,25,12,6,4,127,0,0,28,70,65,44,12,9,0,231,0,0,7,60,66,42,13,9,7,197,14,16,25,20,44,52,43,27,23,261,239,243,455,510,559,500,470,334,291,3607
SSC40465,0,0,0,3,3,4,0,0,0,12,0,0,0,0,3,5,0,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,0,0,0,12,5,8,11,10,14,28,11,3,0,105
SSC40466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,13
SSC40467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,9
SSC40468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC40469,0,0,3,4,4,16,5,0,0,34,0,0,0,0,0,8,0,0,0,15,0,0,4,3,5,3,5,0,0,26,0,0,0,0,3,0,0,0,0,8,0,0,3,3,4,5,0,0,0,18,0,0,0,0,4,3,0,0,0,12,0,3,5,4,6,14,17,14,3,66,26,32,56,49,78,105,111,73,40,563
SSC40470,0,3,3,15,27,14,4,0,0,71,0,0,3,6,24,7,0,0,0,49,0,0,3,10,15,10,0,0,0,33,0,0,3,12,7,5,0,0,0,30,0,0,3,12,12,10,0,0,0,31,0,0,0,0,3,0,0,0,0,8,20,3,0,17,33,20,5,0,0,105,84,57,46,133,190,123,64,31,5,740
SSC40471,3,36,63,75,102,87,34,5,8,408,0,9,57,46,67,41,19,11,0,256,0,3,37,38,65,42,7,0,3,206,0,0,11,26,47,41,6,0,0,137,0,0,16,42,54,33,3,0,0,151,0,0,3,7,14,15,5,0,0,47,28,14,30,30,53,54,30,50,24,317,337,344,537,561,778,782,567,359,229,4497
SSC40472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40473,0,0,6,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,10,5,4,14,20,12,12,16,7,0,91
SSC40474,0,14,33,23,37,43,7,3,0,156,0,7,24,16,25,19,6,0,0,103,0,0,7,27,27,18,3,0,0,92,0,0,9,8,31,7,3,0,0,66,0,0,5,11,28,22,3,3,0,75,4,0,7,5,3,3,0,4,0,26,13,20,18,18,35,29,28,19,8,188,166,212,265,264,399,348,241,168,62,2134
SSC40475,0,3,7,10,11,11,3,0,0,44,0,0,9,12,5,7,0,0,0,28,0,0,8,0,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,9,9,5,17,14,13,12,7,81,63,62,124,94,137,148,98,47,21,797
SSC40476,0,0,0,0,3,7,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,8,22,25,8,0,0,71
SSC40477,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,14,3,6,5,21,27,33,31,12,0,140
SSC40478,0,3,11,15,11,0,0,0,0,41,0,0,4,3,0,3,3,0,0,21,0,0,3,4,3,0,0,0,0,13,0,0,0,3,0,3,0,0,0,10,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,3,4,3,3,4,10,0,0,39,41,46,86,85,78,52,98,40,9,530
SSC40479,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,3,3,11,4,16,23,14,7,0,88
SSC40480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,7
SSC40481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,3,0,12,8,0,4,0,0,32
SSC40482,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7,3,10,7,0,5,0,33
SSC40483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7
SSC40484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9
SSC40485,0,0,3,0,6,0,0,0,0,17,0,0,3,10,0,0,0,0,0,9,0,0,7,6,4,0,0,0,0,17,0,0,7,5,3,3,0,0,0,17,0,0,7,9,7,11,3,0,0,37,0,0,4,10,8,5,0,0,0,28,3,7,3,16,3,3,0,0,0,38,3,13,37,63,33,23,3,0,0,171
SSC40486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,3,0,0,12,4,5,0,0,36
SSC40487,0,5,22,12,17,20,16,11,0,101,0,4,22,10,11,25,10,6,3,88,0,5,14,15,21,14,10,3,0,78,0,3,10,8,17,10,6,0,0,53,0,0,15,18,25,20,8,5,0,104,0,3,6,15,30,23,15,4,3,97,10,7,16,22,23,18,5,16,0,119,69,125,191,182,203,223,157,93,23,1269
SSC40488,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,3,0,0,12,0,0,0,21
SSC40489,0,0,0,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,9,5,0,3,15,11,23,9,4,0,71
SSC40490,0,14,70,72,57,31,9,3,3,263,0,0,42,49,31,16,4,0,0,145,0,0,27,35,18,10,0,0,0,95,0,0,14,27,9,3,0,0,0,62,0,0,16,18,10,4,3,0,0,54,0,0,3,4,6,0,7,0,0,20,24,15,28,31,23,20,25,17,11,195,206,238,552,560,438,383,343,142,71,2930
SSC40491,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,7,8,11,8,19,17,8,0,0,72
SSC40492,0,3,3,10,3,7,3,0,0,32,0,4,7,3,8,11,0,0,0,29,0,0,0,4,0,3,0,0,0,12,0,0,3,3,0,3,0,0,0,12,0,0,0,3,7,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,9,0,9,7,21,5,0,61,41,34,68,61,104,123,129,48,9,618
SSC40493,0,14,47,54,50,35,11,0,0,212,0,6,38,28,46,30,3,0,0,151,0,4,28,45,32,30,6,0,0,143,0,0,15,34,36,36,6,0,0,122,0,0,10,50,35,17,3,3,0,124,0,0,9,20,9,4,0,0,0,42,13,14,42,25,18,14,11,10,7,142,205,247,428,418,425,390,228,96,53,2489
SSC40494,0,0,4,17,12,4,0,0,0,44,0,0,8,18,8,4,0,0,0,34,0,0,13,5,5,7,0,0,0,25,0,0,3,8,8,0,0,0,0,17,0,0,3,7,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,5,3,3,6,8,3,14,4,0,42,33,29,78,111,111,91,93,35,6,577
