SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC40796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40797,162,145,69,55,70,41,15,554,33,21,17,14,12,12,5,120,44,26,10,8,5,12,0,105,194,222,109,78,94,51,29,777,0,3,0,0,0,0,0,4,437,416,212,148,181,114,54,1557,3,20,16,9,15,14,9,97,15,8,12,3,7,5,5,51,3,5,6,0,9,3,0,29,22,42,35,22,41,23,12,189,0,0,0,0,3,0,0,8,37,81,67,41,74,46,29,372,475,495,275,188,259,155,79,1927
SSC40798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,9,45,79,43,21,21,3,0,207,0,0,0,0,0,0,0,0,46,81,45,21,24,3,0,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,7,9,3,7,0,0,27,0,3,0,0,0,0,0,3,10,6,9,3,7,3,0,37,54,88,53,28,34,3,3,258
SSC40800,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9
SSC40801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
SSC40802,0,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,57,33,17,17,18,3,0,145,0,0,0,0,0,0,0,0,64,38,17,20,21,9,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,8,5,7,8,6,0,3,37,0,0,0,0,0,0,0,0,8,4,8,9,13,0,3,41,66,44,21,22,27,11,3,205
SSC40803,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
SSC40804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40805,13,22,7,8,6,9,6,63,6,10,9,7,6,8,6,41,16,11,8,8,14,8,4,68,55,94,69,57,73,30,22,391,0,0,0,0,0,0,0,0,86,133,93,70,101,55,32,561,3,0,3,3,0,0,0,12,0,0,0,0,0,3,4,6,3,3,0,0,0,0,0,5,3,5,8,10,12,10,3,52,0,0,0,0,0,0,0,0,9,15,7,10,10,9,14,76,98,144,98,82,111,62,45,632
SSC40806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,23,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,5,0,0,23
SSC40808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,5,0,0,24,0,0,0,0,0,0,0,0,3,5,4,4,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,4,5,0,0,24
SSC40810,17,16,10,0,3,0,0,48,10,0,5,5,0,0,3,26,6,0,3,0,3,3,0,14,47,40,27,23,23,14,12,184,0,0,0,0,0,0,0,0,83,58,44,29,24,21,16,275,3,3,6,0,0,3,0,19,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,5,3,5,3,8,4,0,28,0,0,0,0,0,0,0,0,8,10,10,3,10,8,4,51,92,69,53,36,35,31,13,329
SSC40811,4,3,8,0,0,0,0,14,5,4,3,0,3,0,0,12,0,0,3,0,3,0,0,11,60,74,36,18,25,7,3,237,0,0,0,0,0,0,0,0,69,85,52,25,37,9,5,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,10,32,27,20,19,23,3,0,121,0,0,0,0,0,0,0,4,37,30,26,19,22,4,0,133,111,111,72,39,64,13,5,416
SSC40812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,3,0,9,0,0,25,0,0,0,0,0,0,0,0,7,7,3,0,9,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,7,10,3,0,9,0,0,29
SSC40813,196,164,85,62,78,79,32,693,10,4,3,0,0,0,0,20,17,11,3,3,3,5,0,33,41,15,7,12,8,6,0,95,0,0,0,0,0,0,0,0,265,196,100,75,95,85,34,848,27,39,34,24,36,16,7,184,0,4,3,0,3,0,0,14,0,11,3,0,0,3,0,13,10,17,14,12,10,3,0,67,0,0,0,0,0,0,0,8,43,64,53,39,51,26,10,288,308,263,153,114,145,112,44,1131
SSC40814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7
SSC40815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,12
SSC40816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,3,3,0,21,0,0,0,0,0,0,0,0,6,5,3,3,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,3,3,3,3,0,30
SSC40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,14
SSC40818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,13
SSC40819,49,36,13,4,7,9,7,125,3,0,3,3,0,0,0,12,10,7,0,0,3,0,4,36,48,47,16,6,17,6,4,144,0,0,0,0,0,0,0,0,116,95,33,17,26,17,15,316,11,3,0,3,3,0,0,20,0,0,0,0,4,0,0,12,0,3,0,0,0,0,0,3,4,7,3,3,9,10,0,35,0,0,0,0,0,0,0,0,17,10,4,7,16,13,3,67,132,106,39,24,44,26,16,388
SSC40820,8,24,17,13,20,10,0,89,14,11,6,0,9,0,7,43,10,13,3,3,4,3,0,39,61,51,35,16,28,6,5,200,0,0,0,0,0,0,0,0,96,103,63,31,60,21,17,381,0,3,0,0,0,0,0,4,0,3,0,0,5,0,0,10,0,3,0,0,0,0,0,12,9,6,6,4,9,3,0,40,0,0,0,0,0,0,0,3,10,18,14,12,11,0,0,64,103,117,72,38,72,24,14,446
SSC40821,59,40,25,12,26,19,9,185,7,10,0,0,6,3,0,31,11,9,5,3,4,3,6,37,64,71,52,27,39,22,12,287,0,0,0,0,0,0,0,0,144,133,84,41,76,47,22,545,5,3,3,0,8,0,4,23,0,0,0,0,0,0,0,11,4,0,0,0,0,0,3,10,7,21,15,8,12,6,0,66,0,0,0,0,0,0,0,0,13,27,24,9,23,9,5,112,159,158,100,55,96,53,32,655
SSC40822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,6,0,0,0,0,22,0,0,0,0,0,0,0,0,6,8,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,10,12,0,3,0,0,26
SSC40823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3
SSC40824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,9
SSC40826,56,22,16,9,5,8,6,136,8,0,0,0,0,0,0,9,10,0,0,0,0,0,0,7,26,25,15,9,11,10,0,91,0,0,0,0,0,0,0,0,97,50,30,18,18,17,5,237,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,17,0,0,0,0,0,0,0,0,0,7,3,3,11,4,0,31,97,59,35,24,31,25,7,272
SSC40827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SSC40828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,5,0,0,0,21,0,0,0,0,0,0,0,0,12,3,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,12,3,0,5,3,0,0,18
SSC40829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,3,8,0,0,3,0,0,15
SSC40830,9,9,8,6,7,0,0,44,6,0,0,0,0,0,0,9,0,0,0,0,4,0,0,3,14,17,3,8,8,8,3,54,0,0,0,0,0,0,0,0,25,25,11,17,21,12,3,118,0,0,5,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,4,0,0,19,0,0,0,0,0,0,0,0,0,4,9,5,7,8,3,35,25,26,17,22,34,15,7,149
SSC40831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC40832,11,7,7,9,7,6,0,38,3,4,0,3,3,0,3,14,6,12,9,3,0,0,0,29,35,27,15,9,16,3,3,113,0,0,0,0,0,0,0,0,56,50,29,23,22,11,8,198,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,7,0,0,0,0,0,0,0,0,3,10,7,4,7,0,0,30,0,0,0,0,3,0,0,3,7,12,10,4,13,3,0,36,57,55,33,33,39,9,8,233
SSC40833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,13,0,0,0,0,0,0,0,0,0,8,3,0,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,5,0,8,0,0,18
SSC40834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40835,444,365,163,87,132,92,50,1331,79,59,20,9,11,9,0,196,47,39,17,9,17,11,0,146,311,273,148,78,98,33,18,960,0,4,0,0,0,0,0,7,889,740,347,186,260,147,71,2633,24,47,26,15,25,15,13,167,20,8,7,3,3,3,0,50,4,9,3,3,4,0,0,21,46,65,44,19,37,15,4,221,0,0,0,0,3,0,0,8,93,130,76,41,70,34,15,463,982,867,422,225,333,182,89,3097
SSC40836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40837,10,10,8,4,3,3,0,39,0,6,3,0,3,3,0,25,10,4,3,3,0,5,0,26,51,44,26,14,11,4,3,160,0,0,0,0,0,0,0,0,73,70,45,19,27,10,7,254,0,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,3,3,6,0,17,0,0,0,0,0,0,0,0,3,9,10,6,3,6,3,33,75,79,50,24,31,17,10,287
SSC40838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,7
SSC40840,3,0,5,3,3,0,0,14,0,0,0,0,3,0,0,3,7,0,0,0,4,0,0,14,49,51,16,13,12,0,0,151,0,0,0,0,0,0,0,0,59,52,27,23,22,5,0,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,12,25,8,6,8,3,0,67,0,0,0,0,0,0,0,0,14,21,13,11,8,4,0,75,72,79,39,32,37,6,0,263
SSC40841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SSC40842,5,9,9,5,7,6,0,45,11,21,5,0,3,0,0,41,10,3,0,3,3,3,0,22,79,87,49,38,40,14,6,314,0,0,0,0,0,0,0,0,105,119,60,47,50,19,10,418,0,4,3,0,0,0,0,10,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,7,3,11,4,4,3,3,0,28,0,0,0,0,0,0,0,0,3,22,8,8,4,5,0,52,109,143,68,54,57,26,9,465
SSC40843,14,29,14,14,21,15,0,107,12,10,10,8,17,10,0,72,9,12,7,0,4,4,0,44,84,107,50,22,46,26,6,341,0,3,3,0,0,0,0,10,116,162,83,50,96,51,10,576,0,6,5,0,5,0,0,15,0,0,0,3,5,0,0,13,0,3,4,0,3,0,0,16,7,20,16,3,11,7,0,63,0,0,0,0,0,0,0,0,9,24,22,9,26,12,0,101,126,187,109,63,116,63,15,676
SSC40844,0,0,3,0,3,3,0,13,5,3,5,0,4,3,0,22,8,3,0,0,5,0,0,12,67,57,21,16,29,9,3,200,0,0,0,0,0,0,0,3,83,70,27,18,34,20,3,248,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0,4,11,14,3,8,4,3,0,40,0,0,0,0,0,0,0,5,9,12,6,5,13,3,0,57,99,79,33,26,44,21,3,302
SSC40845,7,12,3,0,0,3,0,30,5,10,3,0,0,7,3,28,7,10,0,5,14,0,0,38,29,38,29,24,29,20,7,179,0,0,0,0,0,0,0,0,55,68,37,31,50,28,11,273,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,3,16,0,0,0,0,0,0,0,0,0,4,5,0,5,0,5,19,55,66,41,30,49,30,19,291
SSC40846,6,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,8,18,7,8,8,5,3,51,0,0,0,0,0,0,0,0,9,21,11,8,7,5,6,77,0,0,5,0,0,0,0,8,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,21,9,30,19,14,9,7,6,94
SSC40847,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,4,20,20,11,4,11,0,0,66,0,0,0,0,0,0,0,0,24,23,11,4,11,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,24,23,11,3,11,0,0,78
SSC40848,21,23,10,4,4,6,0,66,8,9,4,3,3,0,0,27,13,7,4,0,0,0,3,37,101,87,33,21,19,5,3,264,0,0,0,0,0,0,0,0,146,120,48,37,23,14,9,391,0,0,0,0,0,0,0,4,0,5,0,7,3,3,0,15,0,3,0,0,0,0,0,5,10,17,10,4,7,6,3,58,0,0,0,0,0,0,0,0,10,25,9,13,14,15,4,81,154,146,59,45,38,26,14,479
SSC40849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9
SSC40850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3
SSC40851,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,17,28,35,21,14,5,3,0,109,3,0,0,0,0,0,0,4,41,43,27,10,11,3,0,133,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,9,13,4,4,0,0,40,0,4,0,0,0,0,0,3,10,15,13,7,4,0,0,45,51,57,39,16,17,0,0,184
SSC40852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
