SSC_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SSC41260,9,18,4,7,3,5,0,49,7,6,11,3,5,4,0,33,5,8,0,0,0,0,0,21,28,48,25,30,36,18,4,191,0,4,0,0,0,0,0,4,48,76,45,38,52,23,11,285,0,3,0,0,3,0,0,4,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,3,3,8,3,8,3,0,29,50,81,46,43,60,23,8,317
SSC41261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,3,4,5,0,31,0,0,0,0,0,0,0,0,6,6,3,3,3,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,10,9,3,3,3,0,34
SSC41262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,4,4,0,0,0,20,0,0,0,0,0,0,0,0,13,4,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,4,3,0,0,0,27
SSC41263,33,26,24,11,20,14,9,137,13,12,15,5,10,4,0,54,10,0,4,5,7,0,3,23,79,65,36,22,32,5,0,238,3,0,0,0,0,0,0,3,140,108,77,48,59,22,14,465,4,8,3,0,8,5,5,35,3,0,5,0,4,0,0,12,0,0,7,3,0,0,0,10,15,28,19,14,16,5,4,114,0,0,0,3,0,0,0,8,28,39,30,21,32,18,15,181,161,152,107,64,94,42,21,644
SSC41264,0,3,0,0,4,0,0,14,0,0,0,3,4,0,0,13,0,0,5,3,0,3,0,15,43,53,39,31,37,9,9,219,0,0,0,0,0,0,0,5,42,59,48,37,49,12,8,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,8,7,0,0,0,16,0,0,0,0,0,0,0,0,6,3,6,7,0,3,0,25,51,61,55,39,51,10,8,277
SSC41265,12,26,12,10,10,8,3,77,3,8,3,6,0,5,3,29,3,8,4,4,7,3,0,26,26,22,15,17,21,16,9,121,0,3,0,0,0,0,0,5,43,68,26,36,33,25,17,257,3,0,0,0,3,4,4,16,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,9,0,3,0,4,0,0,3,13,0,0,0,0,0,0,0,0,0,4,0,3,12,10,8,37,47,70,28,39,44,36,24,299
SSC41266,108,131,71,42,76,55,27,515,36,38,11,11,11,12,7,114,21,32,7,9,11,4,3,93,215,195,125,78,130,61,35,836,3,3,0,0,0,0,0,9,383,400,208,141,230,133,73,1569,6,9,8,9,10,8,4,53,8,14,7,7,12,3,7,52,0,3,0,0,3,0,0,10,10,37,24,24,23,13,6,137,3,0,0,0,0,0,0,3,31,60,41,37,47,29,18,257,414,457,250,173,282,162,90,1829
SSC41267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,3,3,0,0,25,0,0,0,0,0,0,0,3,3,7,5,10,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,10,3,0,0,31
SSC41268,31,44,27,14,0,0,0,125,11,7,4,3,0,0,0,28,21,8,4,3,3,0,0,43,276,219,106,51,53,0,0,711,5,0,0,0,0,0,0,5,353,283,136,72,58,0,0,910,0,4,0,3,0,0,0,11,0,3,0,0,3,0,0,10,3,0,0,0,0,0,0,6,20,29,18,13,9,0,0,86,0,0,0,3,0,0,0,4,24,32,23,18,12,0,0,118,378,320,164,93,74,0,0,1026
SSC41269,31,27,13,13,9,11,0,100,17,7,6,0,4,0,0,37,10,6,6,8,10,0,0,35,68,48,25,23,32,10,3,203,0,0,0,0,0,0,0,0,125,90,46,37,53,22,9,382,4,9,8,0,4,0,0,31,8,8,3,4,0,0,0,23,0,0,0,3,0,0,0,3,22,30,20,21,13,11,4,114,0,4,3,0,0,0,3,9,32,50,32,27,20,13,11,181,160,136,75,67,72,34,20,563
SSC41270,12,10,0,3,0,0,3,34,8,3,5,3,0,4,0,21,4,3,0,0,0,3,0,23,41,50,29,16,16,22,7,181,0,0,0,0,0,0,0,0,60,74,35,28,23,26,15,262,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,7,0,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,9,4,3,0,7,30,62,77,41,31,30,30,17,290
SSC41271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,17,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,0,0,19
SSC41272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6
SSC41273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,9,16,15,6,7,0,0,54,0,0,0,0,0,0,0,0,10,15,17,6,7,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,0,0,0,14,0,0,0,0,0,0,0,0,3,4,6,5,4,0,0,18,16,16,18,16,9,0,0,75
SSC41274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41275,244,168,89,49,66,62,39,709,6,21,5,11,9,3,4,59,24,7,3,0,3,3,0,36,110,129,82,43,51,20,7,437,3,3,3,0,0,0,0,12,384,331,179,98,129,83,51,1250,48,38,17,8,22,17,11,158,13,17,8,3,5,3,0,47,3,3,6,3,5,4,0,22,60,72,39,24,42,10,7,251,3,3,3,0,0,0,0,12,125,130,75,44,76,32,13,494,508,457,248,138,209,120,63,1749
SSC41276,139,137,70,42,59,37,20,511,10,17,10,8,5,3,0,53,6,22,10,6,3,5,4,53,115,104,50,41,34,11,10,364,8,3,3,0,4,3,0,16,280,277,139,96,104,60,35,991,15,20,11,9,21,7,4,86,8,8,8,3,10,0,0,35,6,11,3,0,3,0,0,27,61,72,38,27,35,11,3,241,5,4,4,0,0,0,0,12,98,110,59,47,67,17,9,404,380,389,197,140,172,75,38,1397
SSC41277,122,94,50,36,40,28,16,384,15,41,16,11,15,7,0,108,33,15,9,9,10,3,0,76,233,226,115,60,98,44,12,787,3,0,0,0,0,0,0,10,413,375,190,116,163,82,29,1366,15,9,15,12,16,11,7,73,7,9,7,5,8,3,0,42,6,3,5,3,7,3,3,34,87,97,66,50,57,10,3,375,3,4,3,0,0,0,0,10,118,120,91,77,96,32,6,534,529,495,281,189,252,117,38,1903
SSC41278,17,25,22,10,16,15,13,115,15,18,15,21,26,15,5,103,19,31,17,9,16,7,3,104,163,230,125,75,103,47,12,756,0,3,0,3,0,0,0,10,213,302,183,119,169,84,29,1093,0,3,3,0,4,4,0,16,10,3,3,0,3,0,0,21,0,3,0,3,4,0,0,17,33,42,32,17,15,14,9,161,0,0,4,0,0,0,0,4,42,54,42,19,24,23,12,221,254,355,224,141,194,106,40,1314
SSC41279,188,142,74,44,68,33,19,561,32,21,9,14,14,0,0,90,22,15,9,12,9,3,0,66,250,227,110,70,75,20,3,756,5,5,3,0,0,0,0,14,495,409,210,129,160,56,21,1488,19,21,24,24,29,19,4,139,6,11,10,8,7,5,4,52,7,10,4,3,12,3,3,35,168,187,92,72,76,20,8,617,11,11,0,4,0,0,0,30,214,233,133,103,126,48,15,877,708,644,344,233,282,99,42,2362
SSC41280,32,20,6,6,10,11,6,88,7,6,0,4,9,0,0,23,7,5,3,0,0,0,0,17,56,39,17,19,18,4,0,145,0,0,0,0,0,0,0,0,102,73,26,29,39,15,3,279,0,0,5,0,3,0,0,17,0,5,3,3,6,0,0,16,3,3,0,0,3,0,0,13,14,31,16,24,12,0,0,91,0,3,0,0,0,0,0,4,21,37,23,29,25,0,3,139,122,109,53,54,57,15,5,423
SSC41281,14,27,10,14,5,4,6,73,3,0,0,3,0,0,0,7,0,3,0,3,5,0,0,9,41,31,16,14,9,0,0,104,0,0,0,0,0,0,0,0,54,54,23,27,24,12,9,198,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,8,14,14,6,4,9,3,0,46,0,0,0,0,0,0,0,0,16,18,12,4,12,3,0,64,73,74,27,31,33,13,10,260
SSC41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,3,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6
SSC41284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,5,0,3,3,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,3,3,0,3,0,11
SSC41285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,9,5,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,5,8,3,5,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,5,8,5,5,3,0,0,30
SSC41287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,4,0,0,0,0,11
SSC41288,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,14
SSC41289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,6,3,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9,0,3,0,0,0,20
SSC41290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,6,3,3,0,0,33,0,0,0,0,0,0,0,0,11,12,6,3,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,6,3,3,0,0,33
SSC41291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4
SSC41292,0,3,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,9,16,19,12,12,0,0,65,0,0,0,0,0,0,0,0,9,20,19,16,14,0,0,78,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,13,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,9,16,22,22,11,16,0,0,90
SSC41293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,0,0,15,0,0,0,0,0,0,0,0,0,4,9,4,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,6,0,0,22
SSC41294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
SSC41295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SSC41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41297,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,5,4,3,0,3,3,0,20,0,0,0,0,0,0,0,0,10,12,3,0,4,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,9,14,13,3,0,7,3,0,45
SSC41298,13,10,5,5,6,4,3,53,10,14,3,0,8,0,0,42,8,11,6,3,3,0,0,24,47,63,24,17,14,9,0,172,0,0,0,0,0,0,0,0,80,91,40,28,30,11,7,296,0,3,3,0,0,3,0,12,0,3,0,0,3,0,0,10,0,0,0,0,3,0,0,12,3,7,8,4,11,3,0,39,0,0,0,0,0,0,0,4,7,16,17,5,14,3,0,69,86,111,54,32,50,21,9,367
SSC41299,18,25,16,3,20,3,7,91,11,7,7,8,0,0,0,34,14,12,6,4,3,0,3,43,66,60,30,13,24,13,5,216,0,0,0,0,0,0,0,0,114,106,54,30,56,21,16,387,0,0,0,0,0,0,0,0,5,3,3,8,4,0,0,21,3,0,0,0,0,0,0,9,10,7,8,14,13,4,3,55,0,0,0,0,0,0,0,3,17,10,11,22,13,0,3,85,133,114,69,49,69,20,16,477
SSC41300,88,65,19,9,13,11,3,218,6,3,0,0,0,0,0,12,3,6,3,0,8,0,0,21,61,26,17,14,17,11,0,142,0,0,0,0,0,0,0,0,167,102,38,28,32,16,10,393,10,8,7,0,3,0,0,30,3,0,3,5,0,0,0,10,0,0,0,3,3,0,0,9,12,32,11,12,16,9,0,99,4,0,0,0,0,0,0,5,30,37,27,19,24,14,4,159,195,142,68,50,61,29,14,557
SSC41301,10,10,8,5,12,8,5,58,3,9,9,0,0,0,0,24,14,4,3,0,3,0,0,22,49,36,22,23,20,18,6,184,0,0,0,0,0,0,0,0,80,57,46,29,38,27,7,286,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,7,3,10,8,0,3,33,0,0,0,0,0,0,0,0,6,8,3,13,9,3,3,45,90,64,51,41,45,32,16,328
SSC41302,18,27,16,12,15,9,0,99,18,16,13,11,6,3,7,64,14,13,9,10,9,3,0,63,139,131,65,27,39,6,4,419,0,3,0,0,0,0,0,3,193,185,99,57,71,24,7,642,0,3,4,0,3,0,0,12,3,3,4,3,3,5,0,23,3,3,3,0,3,0,0,15,40,56,47,24,24,3,3,198,3,3,0,0,0,0,0,8,55,70,59,34,35,5,3,255,243,256,161,92,108,24,10,902
SSC41303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11
SSC41304,31,49,28,11,25,9,3,159,23,14,9,3,3,0,4,60,33,18,4,4,6,0,0,58,219,131,46,24,27,9,4,456,3,0,0,0,0,0,0,3,307,215,88,40,64,21,10,742,0,4,0,9,8,0,0,17,12,14,9,0,8,0,0,44,4,7,8,5,4,0,3,32,77,83,44,36,38,5,0,281,4,6,6,0,3,0,0,16,92,108,64,48,57,9,4,386,404,324,151,94,121,28,17,1130
SSC41305,43,89,59,38,54,19,13,304,35,36,16,12,20,3,0,111,24,26,20,8,16,3,0,96,215,216,106,65,77,24,11,715,4,3,0,0,3,0,0,18,323,361,199,123,164,44,27,1243,0,3,6,3,3,3,3,25,4,4,7,4,11,0,0,39,7,4,7,3,6,3,3,27,55,69,50,29,32,11,4,246,3,3,0,0,0,0,0,9,74,83,63,43,57,16,8,346,398,442,263,167,216,58,33,1580
SSC41306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC41307,121,94,56,32,46,44,15,397,27,16,8,8,14,11,15,97,20,17,13,9,7,8,3,73,274,216,110,64,93,43,25,821,4,0,0,0,0,0,0,8,441,339,190,114,160,94,61,1404,18,25,16,19,31,14,10,131,5,9,9,8,8,11,3,53,3,6,8,10,6,3,3,44,49,93,70,42,65,27,16,363,4,0,0,0,0,0,0,7,89,135,104,83,108,55,28,596,529,472,286,194,272,151,91,1997
SSC41308,19,18,12,9,17,13,3,88,20,18,9,5,3,5,3,69,13,5,6,5,8,0,0,40,99,112,56,28,43,17,6,369,0,0,0,0,0,0,0,0,152,153,89,48,65,36,18,555,3,5,0,0,0,0,0,10,0,8,0,0,3,0,3,11,3,3,3,0,0,0,0,8,12,15,16,11,11,0,0,68,3,0,0,0,0,0,0,7,22,32,25,14,11,0,3,106,171,182,111,60,73,44,20,661
SSC41309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3,7,6,0,0,10
SSC41310,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,11,3,3,4,0,4,0,0,22
SSC41311,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,7,3,0,0,0,0,18,0,0,0,0,0,0,0,0,5,9,9,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,5,3,7,4,4,0,3,0,32
SSC41312,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,3,3,3,0,0,14,0,0,0,0,0,0,0,0,3,5,3,3,3,0,0,20,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,8,6,8,3,3,0,0,23
SSC41313,25,23,6,3,6,3,0,65,4,10,4,3,0,0,0,25,3,3,0,0,0,3,0,16,29,40,24,17,19,9,3,145,0,0,0,0,0,0,0,0,66,68,34,28,26,10,5,244,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,4,0,4,0,3,6,0,3,24,0,0,0,0,0,0,0,0,3,5,10,5,10,4,6,39,71,79,47,32,34,11,7,280
SSC41314,12,12,7,5,12,4,0,59,4,12,7,3,7,3,0,42,12,5,8,3,3,0,0,30,114,88,47,35,38,12,7,339,0,0,0,0,0,0,0,0,150,120,66,46,66,15,7,466,0,0,3,0,3,0,0,8,0,8,5,6,12,0,0,24,0,3,3,3,3,0,0,16,25,23,13,8,9,4,0,85,0,0,0,0,0,0,0,0,34,33,25,22,21,7,3,132,178,156,88,61,87,27,3,599
SSC41315,0,0,0,0,4,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,8,10,7,6,3,10,3,0,41,0,0,0,0,0,0,0,0,12,13,5,3,15,6,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,5,3,15,6,0,57
SSC41316,4,6,5,4,10,3,3,28,10,5,7,11,3,0,0,44,12,3,0,0,5,3,0,29,86,78,39,28,43,20,0,298,0,0,0,0,3,0,0,5,111,100,55,41,61,26,9,399,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,10,6,7,12,9,3,57,0,0,0,0,0,0,0,0,9,15,11,13,14,10,3,71,125,109,69,53,71,40,9,474
