SSC_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
SSC41413,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC41414,0,0,3,13,14,20,3,3,4,0,4,4,15,17,33,13,8,14,0,0,0,3,0,5,14,10,24,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,16,13,25,54,41,98
SSC41415,0,0,0,3,0,4,5,0,5,5,5,5,12,7,20,3,0,3,0,0,0,3,8,8,5,8,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,3,0,0,0,0,0,3,7,4,11,32,23,59
SSC41416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41417,3,0,3,12,10,22,0,0,0,0,3,9,18,14,29,23,9,31,0,0,0,0,0,0,25,9,33,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,17,15,29,60,48,106
SSC41418,19,18,35,70,75,149,26,26,49,24,18,51,118,121,242,58,44,106,17,20,41,32,33,65,111,100,213,4,3,8,0,7,5,9,5,13,20,14,29,0,0,0,29,28,60,34,34,69,4,14,17,3,9,18,12,31,39,0,0,0,57,87,146,6,3,11,6,13,16,0,0,0,6,18,28,71,74,140,420,452,867
SSC41419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41420,0,0,0,3,0,4,0,3,6,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,8,22
SSC41421,0,0,0,11,6,18,3,0,3,0,0,0,12,11,17,4,3,9,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19,17,35
SSC41422,9,3,12,28,12,40,9,12,18,3,7,10,35,29,62,8,6,16,6,16,20,11,10,18,24,29,51,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,3,12,10,22,4,4,8,0,0,0,4,14,11,0,0,0,19,28,46,0,0,0,4,0,3,0,0,0,4,0,3,56,45,105,143,141,281
SSC41423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6
SSC41424,7,3,9,19,27,44,7,10,18,6,12,25,41,47,84,16,3,18,15,4,21,3,3,9,31,12,45,0,4,4,0,3,0,0,0,0,0,3,6,0,0,0,7,9,17,20,8,30,0,0,0,0,4,5,5,3,8,0,0,0,25,17,47,0,0,0,0,0,3,0,0,0,0,0,3,19,21,34,124,109,239
SSC41425,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,22,18,20,40
SSC41426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8
SSC41427,0,0,0,0,3,5,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,13,10,6,20
SSC41428,0,0,0,3,4,3,0,0,0,0,3,0,4,6,10,4,3,9,0,0,0,0,3,3,4,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,16,14,36
SSC41429,3,9,7,34,24,64,8,9,16,10,0,11,46,37,89,20,8,26,8,3,10,3,0,3,26,15,40,10,3,12,7,6,11,3,0,11,5,11,12,0,0,0,27,20,46,33,45,86,13,23,43,5,3,9,12,17,32,0,0,0,65,92,158,0,0,4,0,3,7,0,0,0,3,3,9,47,51,94,215,221,443
SSC41430,4,3,9,21,13,34,0,0,0,3,0,5,21,17,36,17,20,35,0,0,0,0,0,0,19,20,36,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,9,0,5,4,0,0,0,0,0,0,0,0,3,0,0,0,4,7,10,0,0,0,0,0,0,0,0,0,0,0,0,33,36,68,78,87,157
SSC41431,0,0,0,3,3,3,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10
SSC41432,0,0,0,3,0,9,0,0,0,0,0,0,3,4,6,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,16,9,23,24,21,40
SSC41433,0,4,3,10,5,15,0,0,3,3,3,6,13,11,24,0,0,3,0,3,5,4,0,8,8,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,7,0,4,0,0,0,0,4,4,0,0,0,15,10,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,41,35,74
SSC41434,0,0,0,0,4,3,0,0,0,0,0,0,0,4,3,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,9
SSC41435,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8
SSC41436,5,0,5,12,3,18,3,4,9,0,3,4,19,17,35,3,3,4,0,0,3,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,13,16,28,43,39,79
SSC41437,0,0,0,3,3,3,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,6,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,10,21,29
SSC41438,0,0,0,4,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,27,18,17,29
SSC41439,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC41440,5,6,11,28,19,46,0,0,0,0,0,0,28,19,46,9,10,17,0,3,3,8,0,7,12,14,25,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,20,12,30,64,67,130
SSC41441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41442,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC41443,0,0,0,12,6,21,0,0,0,5,3,3,19,9,23,3,9,9,0,0,0,3,0,8,5,10,11,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,19,21,36,44,41,87
SSC41444,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,7
SSC41445,14,19,31,76,68,140,13,20,35,40,40,82,129,131,255,34,32,62,15,25,37,49,50,108,96,113,207,3,0,4,3,11,10,0,3,3,3,14,15,0,0,0,9,22,30,57,77,143,24,19,42,4,3,10,10,22,36,3,0,3,101,132,233,0,0,0,3,9,11,0,0,0,3,5,11,49,49,94,401,469,869
SSC41446,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,12
SSC41447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41448,22,19,37,56,55,112,19,13,35,27,44,75,104,112,214,24,23,49,7,16,26,84,64,146,124,108,230,3,3,4,0,3,0,3,4,10,5,12,11,0,0,0,11,19,32,52,61,108,17,19,35,3,4,6,23,20,42,0,0,0,93,103,197,3,3,8,3,0,5,0,0,0,8,3,13,76,79,154,425,448,870
SSC41449,0,0,0,0,4,6,0,0,0,0,0,0,0,4,6,0,3,3,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,8,17
SSC41450,17,28,44,72,66,146,30,46,70,19,21,36,122,133,251,35,47,80,32,30,66,16,13,31,80,89,171,10,5,18,17,13,25,7,3,7,17,18,33,0,0,0,44,40,79,118,120,238,48,51,102,12,15,24,24,33,54,0,0,0,195,219,417,3,12,17,9,9,18,0,0,0,12,16,35,101,103,202,566,632,1199
SSC41451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC41452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3
SSC41453,0,0,0,6,0,6,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,9,6,18
SSC41454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,3
SSC41455,35,23,57,83,76,163,58,60,121,20,24,44,168,163,328,57,42,101,35,39,72,26,23,46,117,103,217,8,3,12,12,8,19,3,6,9,12,22,32,0,0,0,31,42,73,76,95,176,35,32,69,9,7,12,15,35,48,0,0,0,136,173,308,7,4,8,6,14,19,0,0,0,11,18,25,74,92,169,572,605,1179
SSC41456,9,12,18,36,29,73,14,13,30,3,3,5,63,52,109,21,9,27,10,10,22,14,16,29,38,38,73,4,0,3,3,9,12,3,4,3,0,3,7,0,0,0,10,14,25,28,42,67,9,11,22,3,0,3,9,8,15,0,0,0,48,64,114,0,0,3,0,4,5,0,0,0,0,9,5,28,35,63,203,212,412
SSC41457,24,16,39,116,109,221,14,18,32,5,4,13,133,130,263,48,64,111,19,12,32,15,5,18,81,80,167,6,6,12,3,4,5,7,9,14,14,20,38,0,0,0,26,44,73,20,44,66,11,17,29,0,9,9,8,22,30,0,0,0,44,86,131,0,3,0,3,6,9,0,0,0,3,9,14,51,56,106,365,432,792
SSC41458,3,3,8,31,18,47,0,0,0,3,6,10,35,19,54,17,22,37,0,0,0,5,0,5,22,22,44,0,0,0,3,0,3,0,0,0,3,4,8,0,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,4,17,13,32,78,74,152
SSC41459,0,0,0,0,3,3,0,0,3,0,0,0,3,4,4,3,0,5,3,0,3,0,0,0,5,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,5,13,13,21,36
SSC41460,7,7,11,37,45,85,0,3,10,7,8,12,50,63,107,31,29,59,3,3,5,3,12,12,37,41,82,0,0,0,3,3,3,4,0,4,0,3,4,0,0,0,7,11,22,0,8,8,0,3,4,0,0,0,0,3,7,0,0,0,5,17,19,0,0,0,3,0,3,0,0,0,3,3,5,56,63,124,163,199,366
SSC41461,0,3,3,7,4,19,0,0,0,6,0,10,13,9,25,6,9,18,0,3,3,3,0,3,14,8,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,21,15,38,52,45,93
SSC41462,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,8,13
SSC41463,13,5,19,50,43,87,11,8,17,16,18,29,78,65,140,23,20,35,3,23,28,25,26,54,52,63,115,0,0,5,0,3,4,5,0,7,3,6,11,0,0,0,14,10,19,34,41,79,14,13,22,0,10,12,9,15,21,0,4,4,57,76,132,0,0,0,0,3,5,0,0,0,0,3,5,10,15,32,217,246,460
SSC41464,17,19,32,87,74,161,14,14,33,32,20,52,131,107,240,38,50,89,21,14,34,28,20,52,88,89,172,0,4,9,5,10,6,4,10,10,3,11,10,0,0,0,11,25,38,13,10,23,3,6,10,3,0,4,7,6,9,0,0,0,20,22,48,0,0,0,3,3,9,0,0,0,3,7,8,106,84,193,388,356,738
SSC41465,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC41466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41468,0,0,0,4,3,7,5,0,5,0,3,9,14,14,24,3,3,7,3,7,8,8,12,15,12,14,31,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,4,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,37,36,72
SSC41469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41470,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC41471,0,0,0,3,0,7,0,0,0,0,0,0,3,0,7,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,3,11
SSC41472,24,12,30,41,32,81,25,21,47,7,11,17,73,61,139,29,24,52,18,21,39,4,11,14,56,56,116,5,3,7,7,7,14,0,5,7,10,10,14,0,0,0,19,22,41,55,47,101,14,26,39,4,3,5,7,19,27,0,0,0,72,96,168,0,7,7,3,3,12,0,0,0,3,14,17,61,52,113,312,310,621
SSC41473,5,3,8,7,7,16,0,0,0,0,0,0,7,7,16,3,4,4,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,21,20,46
SSC41474,34,37,68,88,95,182,14,18,33,40,43,79,148,150,299,43,31,74,16,11,29,48,43,90,110,84,193,6,6,15,5,14,23,4,3,8,10,17,24,0,0,0,24,39,59,95,105,200,50,58,109,5,16,26,39,40,74,0,0,0,190,215,409,3,6,11,17,11,21,0,0,0,16,12,37,95,90,183,611,633,1236
SSC41475,14,5,22,20,17,33,12,9,24,33,41,75,62,72,131,6,8,15,3,3,10,38,59,101,54,70,123,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,3,13,16,32,51,82,6,9,20,4,0,7,3,12,17,0,0,0,47,78,126,0,0,0,0,3,3,0,0,0,0,3,3,44,40,85,214,280,496
SSC41476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41477,0,0,4,14,3,10,3,0,3,7,5,16,18,13,33,0,3,3,0,5,4,3,3,9,8,9,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,6,3,8,0,0,0,0,0,0,0,0,3,0,0,0,9,6,12,0,0,0,0,0,0,0,0,0,0,0,0,9,12,17,44,40,87
SSC41478,3,5,14,47,36,86,5,6,7,7,4,11,57,45,106,25,10,36,3,6,9,10,12,21,34,28,69,0,0,3,0,4,4,4,0,4,3,4,7,0,0,0,3,10,13,5,12,17,5,3,11,3,4,4,0,9,6,0,0,0,11,24,41,0,0,0,0,3,3,0,0,0,0,3,4,21,8,28,143,129,271
SSC41479,0,4,3,29,25,51,3,8,5,0,3,3,27,27,61,16,11,28,3,0,3,3,0,3,17,16,35,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,3,5,10,3,0,0,0,3,3,4,0,7,0,0,0,9,12,14,0,0,0,0,0,0,0,0,0,0,0,0,7,15,22,71,69,138
SSC41480,0,0,3,0,3,3,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,5,13,20
SSC41481,7,4,14,15,19,37,6,12,22,9,12,19,33,39,73,9,15,19,9,8,18,18,12,28,36,39,71,0,0,0,4,3,10,0,0,0,4,3,9,0,0,0,6,7,21,35,22,55,3,10,14,0,3,3,4,11,14,0,0,0,43,46,84,0,0,0,0,0,0,0,0,0,0,4,4,20,16,41,150,153,302
SSC41482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41483,13,15,29,57,57,115,14,24,40,13,20,33,89,94,185,28,24,51,21,20,39,22,25,47,78,69,144,0,4,4,0,4,8,0,0,0,7,7,16,0,0,3,7,22,33,69,41,106,13,13,31,4,3,11,18,16,33,0,0,0,104,72,175,8,3,11,3,7,12,0,0,0,13,11,27,45,55,101,344,336,680
SSC41484,44,33,83,168,140,303,50,29,74,54,67,120,267,230,495,110,88,198,39,28,67,43,38,82,185,155,343,19,12,32,15,19,34,8,5,19,25,31,52,0,3,3,70,75,142,54,59,112,26,31,59,9,10,18,24,46,69,0,3,3,115,144,264,12,9,24,8,19,24,0,0,0,19,29,49,131,133,267,832,808,1639
SSC41485,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,7
