SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC41561,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,12
SSC41562,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,..,0,0,3,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,0,0,0,19
SSC41563,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,10,4,6,11,3,3,0,54,..,0,3,8,3,15,3,7,0,39,..,0,4,4,7,3,0,0,0,18,..,0,0,3,0,0,0,0,0,4,19,..,..,..,..,..,..,..,..,19,..,9,..,..,..,..,..,..,..,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,13,9,12,18,3,7,0,97
SSC41564,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,17
SSC41565,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,8,6,3,9,15,7,0,0,59,..,0,5,4,9,22,19,4,0,71,..,0,4,0,3,4,3,0,0,12,..,0,0,0,0,0,0,0,0,3,10,..,..,..,..,..,..,..,..,10,..,4,..,..,..,..,..,..,..,4,..,7,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,5,0,3,6,3,0,21,0,3,0,3,0,0,3,0,0,8,10,14,10,11,13,34,24,10,0,131
SSC41566,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SSC41567,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,0,3,3,0,0,0,20,..,0,4,3,7,3,0,0,0,19,..,0,0,3,0,0,0,0,0,5,..,3,0,0,3,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,8,5,14,6,0,0,0,49
SSC41568,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10,..,0,3,3,4,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,9,0,0,0,0,21
SSC41569,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,21,18,10,17,26,25,16,9,0,143,..,0,8,16,36,34,26,9,3,136,..,4,0,7,4,8,4,0,0,25,..,0,0,3,3,0,0,0,0,10,34,..,..,..,..,..,..,..,..,34,..,20,..,..,..,..,..,..,..,20,..,22,4,4,0,0,0,0,0,25,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,4,4,0,4,0,22,0,0,3,0,0,0,0,0,0,6,34,47,21,32,50,45,37,15,3,288
SSC41570,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,16,..,0,0,0,0,0,0,0,0,9,..,0,0,4,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,9,0,4,8,3,3,0,0,35
SSC41571,..,12,3,3,6,3,0,0,0,22,..,15,21,16,25,31,33,37,20,200,3,9,8,5,8,4,9,5,0,54,292,187,155,220,258,217,131,97,25,1587,..,8,122,248,325,293,174,95,19,1272,..,44,70,61,73,42,4,0,0,293,..,6,11,37,27,15,3,4,3,116,569,..,..,..,..,..,..,..,..,569,..,153,..,..,..,..,..,..,..,153,..,102,30,15,13,4,0,0,0,170,..,6,0,0,0,8,3,3,0,26,..,0,3,0,3,0,0,0,0,13,..,18,12,8,10,5,4,0,0,54,..,34,52,47,77,90,77,65,39,477,11,19,14,14,20,10,10,6,0,112,586,388,321,429,545,472,275,178,62,3255
SSC41572,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41573,..,3,0,0,0,0,0,0,0,7,..,0,11,3,6,7,17,13,3,57,13,13,8,3,7,3,3,6,0,47,235,119,176,127,110,66,60,43,7,943,..,7,139,169,133,104,70,50,4,682,..,44,78,34,34,6,0,0,0,211,..,6,28,18,9,3,3,4,0,73,437,..,..,..,..,..,..,..,..,437,..,81,..,..,..,..,..,..,..,81,..,51,22,8,8,0,0,0,0,82,..,3,5,0,5,3,5,3,0,25,..,0,7,0,0,0,0,0,0,9,..,11,3,3,4,0,0,0,0,17,..,14,34,13,13,13,20,26,6,133,21,15,17,10,7,8,3,7,0,90,457,230,330,254,217,142,105,82,12,1828
SSC41574,..,20,13,6,8,5,4,3,0,59,..,28,36,28,63,72,103,94,41,471,15,20,9,11,9,14,11,7,4,93,592,379,432,337,396,349,287,192,60,3025,..,16,231,291,348,357,324,172,21,1771,..,114,189,110,109,40,8,3,3,583,..,33,102,111,105,35,19,22,9,433,1177,..,..,..,..,..,..,..,..,1177,..,233,..,..,..,..,..,..,..,233,..,197,81,32,31,8,4,0,0,345,..,28,10,9,9,11,11,3,0,82,..,19,18,6,9,3,0,0,0,54,..,47,33,23,25,19,14,4,0,160,..,56,98,100,185,149,152,134,54,934,31,47,32,20,17,32,11,10,10,215,1209,789,804,699,840,663,538,349,96,5983
SSC41575,..,11,3,0,0,3,5,0,0,29,..,8,11,10,14,31,26,21,20,127,5,5,0,8,4,3,5,0,0,36,195,122,128,153,170,173,126,65,34,1159,..,7,78,170,200,231,176,68,23,951,..,24,68,71,54,18,13,0,3,253,..,4,15,20,30,9,9,5,3,89,363,..,..,..,..,..,..,..,..,363,..,111,..,..,..,..,..,..,..,111,..,73,30,15,7,0,0,0,0,129,..,11,3,0,3,3,0,3,3,32,..,3,3,0,3,3,0,0,0,12,..,13,12,3,3,11,7,4,0,48,..,11,41,30,60,68,44,47,29,327,15,17,4,5,10,4,7,3,0,71,376,277,259,311,374,346,257,127,57,2377
SSC41576,..,15,18,3,8,13,5,3,0,70,..,27,39,34,76,99,123,108,28,537,29,24,23,14,10,7,9,10,0,129,596,367,414,332,419,390,345,210,51,3125,..,5,167,257,346,420,330,172,30,1726,..,89,186,122,98,40,17,7,0,560,..,43,130,92,122,37,22,18,5,482,1190,..,..,..,..,..,..,..,..,1190,..,223,..,..,..,..,..,..,..,223,..,180,89,34,34,6,0,0,0,343,..,38,18,12,16,9,14,7,6,119,..,19,11,6,3,3,0,0,0,38,..,34,38,20,24,25,15,7,0,163,..,56,111,105,235,215,183,151,39,1092,62,50,51,28,28,15,20,8,0,260,1251,738,807,671,902,777,605,367,86,6199
SSC41577,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,19,..,0,4,4,0,13,3,0,0,26,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,10,3,3,4,7,10,8,0,0,41
SSC41578,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,18,..,0,3,0,0,4,3,0,0,16,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,6,0,3,6,4,4,3,0,0,33
SSC41579,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7
SSC41580,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,3,13,18,15,6,3,0,87,..,0,3,15,22,14,13,11,0,77,..,0,0,3,11,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,44,..,..,..,..,..,..,..,..,44,..,6,..,..,..,..,..,..,..,6,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,3,0,4,0,0,3,0,0,0,0,0,0,6,44,13,10,15,33,27,18,12,0,166
SSC41581,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,3,5,8,6,5,3,0,0,36,..,0,0,8,12,6,4,0,0,28,..,0,3,0,0,3,0,0,0,11,..,0,0,0,0,0,0,0,0,7,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,3,0,0,0,0,9,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,19,8,8,13,14,8,8,0,0,81
SSC41582,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,0,0,4,0,0,0,4,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,12
SSC41583,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,5,0,9,3,3,0,24,..,0,0,3,5,11,0,5,0,26,..,0,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,13,0,4,9,3,16,0,4,0,54
SSC41584,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,3,8,8,10,11,3,0,0,57,..,0,6,12,20,24,4,3,0,69,..,3,0,3,0,0,0,0,0,14,..,0,0,0,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,8,..,..,..,..,..,..,..,8,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,25,9,6,21,17,23,12,7,0,121
SSC41585,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,8,3,0,0,0,28,..,0,4,3,6,12,0,4,0,27,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,3,7,3,8,12,3,4,0,57
SSC41586,..,14,10,0,4,3,4,3,0,33,..,9,17,7,30,47,50,56,21,234,5,13,9,0,7,7,5,3,0,48,266,188,213,183,247,208,175,136,36,1642,..,8,142,158,204,227,202,117,26,1090,..,40,94,70,44,29,7,0,0,291,..,7,37,47,70,29,9,12,3,222,566,..,..,..,..,..,..,..,..,566,..,142,..,..,..,..,..,..,..,142,..,103,44,15,8,15,0,0,0,189,..,12,4,0,8,19,11,0,3,58,..,13,14,5,7,3,0,0,0,39,..,16,16,3,16,8,4,6,0,67,..,18,47,40,69,97,74,76,34,442,10,12,21,3,4,4,9,5,3,74,578,371,410,347,434,431,316,225,64,3172
SSC41587,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7
SSC41588,..,0,0,0,0,9,3,0,0,13,..,3,0,5,9,19,23,12,5,79,3,5,3,3,5,4,6,0,0,26,252,142,130,187,198,178,112,45,14,1256,..,7,136,231,282,261,163,55,11,1145,..,26,59,54,49,24,3,0,0,226,..,3,19,18,28,12,3,0,0,84,560,..,..,..,..,..,..,..,..,560,..,138,..,..,..,..,..,..,..,138,..,114,42,7,3,6,0,0,0,166,..,10,3,0,4,4,3,5,5,30,..,8,3,0,0,0,0,0,0,14,..,0,6,4,6,10,4,0,0,32,..,7,12,17,21,33,39,24,4,153,3,8,5,3,7,10,12,0,0,42,558,320,278,338,402,352,226,87,24,2583
SSC41589,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,..,0,0,0,3,0,7,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,4,7,0,0,20
SSC41590,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,3,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7
SSC41591,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,10
SSC41592,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,3,0,0,0,0,12,..,0,3,0,3,0,0,0,0,6,..,0,0,0,0,0,0,0,0,4,..,0,0,0,3,0,0,0,0,3,11,..,..,..,..,..,..,..,..,11,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,4,4,3,7,3,0,0,0,35
SSC41593,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,4,3,0,0,18,..,0,0,3,4,5,3,0,0,20,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,6,11,3,0,0,34
SSC41594,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC41595,..,3,3,0,0,0,0,0,3,13,..,3,3,4,4,22,35,27,11,113,6,5,3,0,0,3,3,0,0,19,220,125,70,160,164,162,128,66,24,1134,..,3,44,195,210,209,157,84,15,925,..,3,30,58,48,38,13,0,0,190,..,0,8,24,40,13,0,3,3,88,422,..,..,..,..,..,..,..,..,422,..,139,..,..,..,..,..,..,..,139,..,76,34,8,3,0,0,0,0,123,..,12,0,4,0,8,3,5,3,35,..,5,3,3,0,0,0,0,0,12,..,3,3,0,0,3,3,0,7,19,..,7,8,10,13,42,46,42,21,183,6,5,8,0,0,3,5,4,0,33,426,250,141,302,313,314,239,139,42,2163
SSC41596,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,16,4,12,12,10,4,0,0,67,..,0,3,18,19,17,7,4,0,69,..,4,3,3,4,0,0,0,0,12,..,0,0,0,0,0,0,0,0,3,34,..,..,..,..,..,..,..,..,34,..,12,..,..,..,..,..,..,..,12,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,34,24,9,26,23,20,13,4,0,149
