SSC_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SSC40423,..,8,5,6,4,11,0,0,0,29,..,4,6,14,17,27,20,14,7,107,0,8,0,0,3,0,0,0,0,11,66,69,56,79,90,96,41,22,8,533,..,0,32,40,71,56,40,12,3,258,..,8,22,31,30,28,6,0,0,130,..,0,6,15,19,18,4,6,3,74,135,..,..,..,..,..,..,..,..,135,..,34,..,..,..,..,..,..,..,34,..,36,22,3,3,4,0,0,0,72,..,3,3,0,5,4,0,0,0,11,..,0,3,0,0,0,0,0,0,8,..,11,10,3,7,11,0,3,0,51,..,4,18,16,27,53,34,22,7,191,3,8,0,5,5,0,0,0,0,25,135,107,118,130,175,175,92,40,18,986
SSC40424,..,0,0,0,3,3,0,0,0,14,..,3,3,11,15,25,30,20,7,113,3,8,9,0,0,3,4,0,0,33,342,186,199,242,214,224,214,71,11,1711,..,5,173,308,283,290,321,100,14,1490,..,31,104,62,47,20,6,3,0,280,..,0,17,34,49,29,16,6,0,151,647,..,..,..,..,..,..,..,..,647,..,190,..,..,..,..,..,..,..,190,..,137,53,26,13,3,0,0,0,241,..,12,0,0,3,3,5,3,0,38,..,4,0,4,3,0,0,0,0,18,..,4,8,0,3,5,5,0,0,32,..,3,25,34,44,47,53,33,12,250,9,11,12,5,6,5,6,3,4,61,653,407,393,482,447,411,420,149,35,3399
SSC40425,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,..,0,0,0,3,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10
SSC40426,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,3,0,0,0,7,..,0,0,4,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,0,27
SSC40427,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,3,0,0,11,0,0,0,0,0,4,0,0,0,4,21,9,10,15,20,15,7,4,0,103,..,0,6,16,21,23,12,7,0,84,..,0,8,3,5,0,0,0,0,17,..,0,0,0,3,0,0,0,0,8,45,..,..,..,..,..,..,..,..,45,..,14,..,..,..,..,..,..,..,14,..,5,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,3,0,0,0,10,3,3,0,25,0,0,0,4,3,7,0,0,0,9,45,23,15,27,29,44,14,12,0,202
SSC40428,..,20,17,7,6,13,4,3,0,63,..,3,8,17,22,43,31,52,20,189,8,0,9,3,0,3,8,0,3,25,146,111,147,145,127,150,138,111,33,1112,..,7,104,154,119,125,157,96,22,774,..,9,43,19,12,22,6,0,0,113,..,0,9,27,26,9,4,5,8,95,278,..,..,..,..,..,..,..,..,278,..,107,..,..,..,..,..,..,..,107,..,35,31,17,11,7,0,0,0,96,..,22,14,4,4,9,5,8,3,67,..,9,16,0,0,0,0,0,0,28,..,32,47,12,11,15,8,8,0,130,..,9,24,26,42,54,48,70,28,302,8,7,10,5,7,3,8,3,4,54,291,233,292,258,243,253,236,190,61,2053
SSC40429,..,22,13,7,12,12,7,0,0,67,..,3,19,20,37,54,62,47,26,258,3,12,6,0,0,0,4,0,0,28,371,290,304,307,261,238,161,111,41,2086,..,12,230,354,286,240,148,77,13,1369,..,18,66,54,28,24,3,0,0,182,..,9,32,48,68,30,20,21,3,220,726,..,..,..,..,..,..,..,..,726,..,258,..,..,..,..,..,..,..,258,..,128,89,33,21,11,0,0,0,285,..,35,31,14,12,27,15,13,7,153,..,36,40,4,4,0,0,0,0,83,..,44,42,20,24,19,7,3,0,164,..,7,30,42,70,89,88,63,34,428,6,18,13,9,3,6,9,6,0,66,734,568,576,574,511,443,293,178,65,3946
SSC40430,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,0,5,4,3,4,3,0,29,..,0,3,12,9,3,6,0,0,29,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,21,0,4,17,11,10,7,0,0,65
SSC40431,..,24,26,15,14,10,11,0,0,106,..,18,28,29,65,63,89,97,75,461,10,10,9,11,12,9,3,4,5,65,450,355,499,402,404,317,259,239,125,3062,..,16,410,449,397,290,229,221,53,2067,..,35,156,79,65,35,12,9,0,383,..,12,25,74,104,53,20,37,28,357,927,..,..,..,..,..,..,..,..,927,..,301,..,..,..,..,..,..,..,301,..,141,122,48,51,33,0,0,0,391,..,64,47,9,7,9,17,15,7,177,..,32,16,14,3,0,0,0,0,71,..,57,96,30,25,17,19,3,0,247,..,29,89,75,137,120,132,127,92,809,11,26,22,18,14,15,4,5,5,127,936,709,989,798,809,568,445,414,196,5867
SSC40432,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,18,17,9,20,16,28,18,3,0,125,..,0,12,21,27,39,32,9,0,136,..,0,5,9,3,5,0,3,0,21,..,0,0,3,0,0,0,0,0,6,42,..,..,..,..,..,..,..,..,42,..,13,..,..,..,..,..,..,..,13,..,5,3,3,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,0,3,3,5,8,7,0,25,0,0,0,0,0,0,0,0,0,3,42,16,17,37,38,52,42,16,3,261
SSC40433,..,16,13,8,0,8,0,0,0,40,..,3,14,6,13,15,24,19,18,118,3,8,0,0,0,0,3,3,0,21,95,107,107,97,89,64,60,55,33,715,..,3,94,129,93,68,54,53,15,510,..,28,22,12,18,10,6,0,0,90,..,0,4,14,20,8,4,0,12,58,213,..,..,..,..,..,..,..,..,213,..,63,..,..,..,..,..,..,..,63,..,37,25,8,14,3,3,0,0,86,..,8,4,4,7,3,0,0,3,35,..,13,8,0,3,0,0,0,0,28,..,31,32,8,7,8,3,0,0,85,..,3,18,18,27,23,31,31,29,187,3,13,3,3,3,0,4,4,0,43,222,205,215,195,177,120,110,95,60,1392
SSC40434,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,3,0,4,8,4,0,0,32,..,0,3,4,3,5,3,0,0,27,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,6,9,8,6,12,9,0,0,62
SSC40435,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,..,0,0,0,5,3,4,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,7,3,4,0,0,16,0,0,0,0,3,0,0,0,0,7,4,3,4,4,11,6,11,0,0,51
SSC40436,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,7,3,0,11,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,12,24,6,0,59,..,0,0,4,4,7,24,9,0,50,..,0,4,0,0,0,3,0,0,8,..,0,0,0,0,0,0,0,0,4,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,12,12,8,3,41,0,0,0,0,0,5,0,0,0,3,8,9,6,10,17,25,37,18,3,123
SSC40437,..,3,9,0,0,0,0,0,0,21,..,0,0,3,3,3,6,8,0,31,0,0,4,0,3,0,0,0,0,11,57,55,51,42,47,53,34,20,3,366,..,0,32,52,66,95,43,19,8,314,..,7,11,3,3,5,4,0,0,38,..,0,0,3,4,3,3,0,0,13,110,..,..,..,..,..,..,..,..,110,..,47,..,..,..,..,..,..,..,47,..,21,26,7,3,0,0,0,0,58,..,5,0,0,0,0,5,0,0,9,..,9,3,0,0,0,0,0,0,13,..,6,17,0,0,0,0,0,0,33,..,4,9,4,9,10,9,13,0,54,3,4,3,3,3,0,0,0,0,16,112,97,99,71,88,114,68,37,9,707
SSC40438,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,..,0,0,0,0,3,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
SSC40439,..,6,12,0,7,3,3,0,0,37,..,3,14,17,23,57,71,40,11,241,7,22,5,7,6,6,14,0,0,69,780,610,447,667,725,706,526,155,40,4654,..,6,379,889,1036,1029,870,211,50,4465,..,38,146,138,159,78,30,5,0,595,..,3,25,78,90,70,15,10,10,304,1663,..,..,..,..,..,..,..,..,1663,..,685,..,..,..,..,..,..,..,685,..,378,213,42,17,11,0,0,0,667,..,52,18,9,10,23,23,20,7,150,..,30,17,16,0,0,0,0,0,62,..,23,35,9,7,9,13,3,0,97,..,7,45,43,87,108,121,64,20,497,19,33,19,19,15,14,16,7,0,138,1678,1260,899,1241,1420,1337,1084,317,88,9330
SSC40440,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,11,6,7,13,9,15,9,3,0,77,..,0,6,13,18,16,8,7,0,68,..,0,0,4,3,3,0,0,0,7,..,0,0,5,0,0,0,0,0,5,29,..,..,..,..,..,..,..,..,29,..,12,..,..,..,..,..,..,..,12,..,3,4,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,29,18,13,23,22,20,17,6,0,159
SSC40441,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,22,16,4,19,24,18,15,3,0,116,..,0,0,26,32,23,25,3,0,111,..,0,3,9,3,9,3,0,0,22,..,0,0,0,3,0,0,0,0,3,48,..,..,..,..,..,..,..,..,48,..,15,..,..,..,..,..,..,..,15,..,10,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,5,0,5,0,16,0,0,0,0,0,0,0,0,0,0,48,26,5,33,41,33,33,9,0,231
SSC40442,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC40443,..,8,15,8,3,3,4,0,0,40,..,4,14,19,32,32,53,53,37,246,3,8,3,0,3,3,9,0,5,39,411,289,315,315,327,251,226,175,85,2393,..,5,265,424,376,295,280,201,55,1901,..,35,126,67,83,24,12,0,0,341,..,0,19,38,58,34,8,27,17,201,849,..,..,..,..,..,..,..,..,849,..,260,..,..,..,..,..,..,..,260,..,152,92,25,37,29,0,0,0,342,..,29,16,3,9,14,11,11,4,95,..,28,17,0,0,0,3,0,0,53,..,24,45,14,12,12,5,0,0,108,..,14,28,54,76,56,82,77,59,446,13,12,5,5,8,11,11,3,5,69,864,547,613,635,660,468,408,320,142,4654
SSC40444,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,11,3,0,0,28,..,0,0,5,3,14,9,0,0,32,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,5,9,8,9,21,9,0,0,65
SSC40445,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,..,0,0,3,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,12
SSC40446,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,3,4,0,7,6,0,0,0,32,..,0,3,7,7,10,3,0,0,30,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,3,0,9,0,0,0,0,0,0,0,0,0,3,16,5,6,7,13,22,3,3,0,67
SSC40447,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,25,7,17,10,13,20,9,5,0,106,..,0,13,12,15,19,12,4,0,77,..,0,6,3,6,9,0,0,0,30,..,0,0,0,0,3,0,0,0,3,48,..,..,..,..,..,..,..,..,48,..,14,..,..,..,..,..,..,..,14,..,6,4,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,6,8,11,0,0,24,0,0,0,0,0,0,0,0,0,3,48,17,24,20,35,38,22,7,0,208
SSC40448,..,17,21,3,3,3,3,0,0,52,..,0,10,18,12,19,22,11,5,98,0,3,3,0,0,0,0,0,0,8,105,74,112,111,87,97,48,22,8,667,..,3,62,120,89,90,37,24,3,431,..,5,51,39,32,14,3,0,0,146,..,3,4,14,13,10,3,3,0,52,235,..,..,..,..,..,..,..,..,235,..,61,..,..,..,..,..,..,..,61,..,21,13,12,3,5,3,0,0,55,..,14,6,0,0,0,3,0,0,24,..,6,6,0,0,0,0,0,0,16,..,39,38,5,8,3,3,0,0,92,..,3,29,31,32,29,29,8,9,165,0,3,5,0,0,0,3,0,0,14,238,160,215,217,171,162,85,41,14,1296
SSC40449,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,24,25,20,14,34,33,22,3,0,172,..,0,15,17,57,42,32,8,0,175,..,0,0,7,4,5,0,0,0,21,..,0,0,0,0,0,0,0,0,7,51,..,..,..,..,..,..,..,..,51,..,23,..,..,..,..,..,..,..,23,..,16,13,0,0,0,0,0,0,24,..,0,7,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,6,..,0,0,0,3,4,6,3,0,15,0,6,7,0,4,0,0,0,0,12,51,48,37,25,70,65,39,9,4,351
SSC40450,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,3,0,4,..,0,0,0,0,0,0,3,0,3,..,0,0,3,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,14
SSC40451,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,10,3,0,0,18,..,0,0,0,0,7,3,0,0,12,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,6,0,0,13,0,0,0,0,0,3,0,0,0,4,0,4,5,0,0,16,7,3,0,39
SSC40452,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SSC40453,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,4,0,0,19,..,0,4,0,3,4,5,0,0,17,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,9,0,7,4,11,0,0,39
SSC40454,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,0,8,0,0,24,..,0,0,4,11,3,5,0,0,20,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,3,8,3,8,0,0,49
SSC40455,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC40456,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,4,4,6,0,0,0,30,..,0,4,4,3,9,3,0,0,28,..,3,4,0,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,3,18,..,..,..,..,..,..,..,..,18,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,3,0,4,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,18,10,13,11,6,11,7,4,0,74
SSC40457,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC40458,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,5,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,15
